parameter,value
function,WFG1
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,2
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

initial_population
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,1.6839953682673945,0.12721950959717737,0.40641143526999601,5.0254497498056558,6.3494350992280557,9.2368436201576358,6.1794407653701509,13.735493457698317,6.8699263951326479,19.295613097520949,17.166641158241326,10.223393993478251,8.9985518816075611,15.097113125905052,12.936417124303258,25.044256580453997,22.689123684689243,24.934279317348686,13.065916026421451,23.031159963607966,17.594107114132161,3.0183642346532369,4.4872112496735328,10.862215662755611,2.8702298092988223,0.99676829022672053,0,0.28737533252046493,0,1
1,0.8512784891672398,3.8575875956363137,1.0961180121381666,5.9603060846630642,3.3966327115415607,7.8131062826860669,8.9756318688687848,3.5696418443555147,13.504558740235955,9.0815661231164597,3.8641830972956672,6.1203415701477013,18.866382048932188,10.947279337682266,11.597503825577514,23.50992987525845,33.100744751741786,8.724150108837657,7.8515125460825317,16.976374596632912,30.15326232345684,37.473580049314691,16.133282855833791,17.438143004869055,2.9212745996720115,0.96779937356526358,0,inf,0,1
2,0.73798408414328076,3.390425958302195,5.25408649786264,0.0037477670153930887,4.0998432901968505,10.673167169672679,8.1923490331289628,11.950363986798784,10.581322258626198,8.5506907221512467,11.730800852149072,22.95696141204704,22.832683990693194,18.509704624590686,15.098158397950968,3.0763321580773075,31.183598615442524,5.29972031709619,6.7267304226062992,3.9350641170611271,10.196250743096252,0.90484254856467683,4.6272940326877334,28.051929594713307,2.7980965952001142,1.1076356734264121,0,inf,0,1
3,0.55321966210900886,0.97022046207005197,1.1127514525470614,1.4342504579170359,5.784724702595847,11.244650226899742,11.164014491572443,5.8094031177035435,0.0069892344486001496,6.6804095230275564,13.206204831564257,3.7374413089245531,15.951348391607231,2.2384517561847717,5.924349877527276,2.2994027599589977,12.613530975972006,16.260512109688168,1.3364562019584967,8.0346379947793807,14.346577142275891,22.694359873254182,15.47897463903848,26.277700809625593,2.8720431321265631,0.99095008689337294,0,0.25639464576221033,0,1
4,0.68111352868223252,2.7806936068092685,5.0001405210118417,0.5184177942395094,4.5442953727284188,7.8896865063498041,13.045040877077769,4.5221727430655561,17.606056590787478,13.846567676114939,19.938683907017996,19.377238372614855,11.245041080278535,15.862809960420279,6.5747959843148118,21.806355681438024,23.697834632205652,11.996743161106885,36.192503395519374,13.712797709690154,23.998991144579211,15.252373081710676,20.77474034912542,17.621219954286975,2.8853839311384326,0.97811854028244638,0,0.38897722316817068,0,1
5,0.2337167535225193,0.12615502319814598,2.552995249586921,0.24123934474050168,1.9924493121246492,3.7186723391428247,13.12015419241995,3.0762284547781142,0.47068422856678988,5.6973760122378554,10.994361551591364,4.6375595799680109,11.736838820478249,18.45777747847454,10.402228763830424,22.21106450893474,7.8032068757471178,16.386074409648813,4.71374860573881,24.940327435970975,4.9121536340362324,10.98629939515785,40.28024429062603,34.197722726988701,2.8238396322338684,1.051286796839626,0,0.41213694056701039,0,1
6,1.1831440076082613,3.8477450763762051,0.41230070009999498,0.49432598863387334,1.7736119131895334,10.482736109577903,12.704091977818351,11.590890891686747,0.54076565023075718,0.93670436434509385,8.7811462194137864,8.4522302298122085,15.647564478644469,24.019291248952403,14.789506353661857,14.701275446929387,24.841519932470717,21.145392873156279,28.144891402360248,14.764169742420318,33.92426057085315,15.938147126284047,19.689600598148893,15.08696336673,2.8477890184320933,1.0036014086982794,0,0.470532105275833,0,1
7,1.8005441211566378,1.460033574033246,0.11046863383244541,0.97876562845236659,0.90966171716957922,3.3279354737779778,5.1688995120424517,10.016656254000971,3.6642178166350186,6.8028470887015855,4.9965435465401251,5.1878669092786209,17.445512667075064,24.639386035615246,1.5901807833829149,16.473531883389253,13.29182433982664,18.92485669355198,4.8199562037835397,13.475778219046715,21.252312180702795,16.993016765010509,23.722881804522991,19.039703441721397,2.8316373288416874,1.0187541246253757,0,0.5354377330924438,0,1
8,0.66496199818550972,1.2962139558288408,0.052438072216477657,0.78716735979743402,4.7955833235940162,7.1769959201208824,7.5067881903580949,6.9028964125866636,3.1638557312797735,4.5260588798914743,11.403446439187261,22.943663329900009,22.819360898700349,20.126136516557025,27.051011417051338,17.597018529203023,23.721621993976271,23.835792215759987,20.103843287909086,24.737807997965625,33.433152996088111,5.9740124200391795,8.9919027146308306,22.205643071450915,2.8211589336947953,1.064490361468313,0,0.61195368990920418,0,1
9,1.2650030441796447,3.2253798381571861,2.3578552087062121,1.5284812040409048,8.9289365154999256,4.231642265724016,9.3552846229448861,13.524687348679938,13.432154383675492,8.3874971730031032,19.5766139886478,7.0585729344203525,8.1426813050973195,2.3451837821525277,28.965936383308193,7.9354203856227183,11.439064203507392,16.508580034896863,14.39476608131044,12.752557886770195,5.7904726965387372,14.029746822280785,10.734591854691722,43.652697731864045,2.9077607232512914,0.97710490303215303,0,0.36516700244330319,0,1
10,0.14971420437136915,2.5774798947897133,3.6160339262600667,4.7037213558061692,0.8407736829309197,6.0000321409837802,3.9396701771519811,14.526578163442208,10.998251584065978,12.379572378642955,11.226992905176898,16.853409567550372,0.44630821128850584,0.075683344984713241,27.814819251373009,3.3344466313466787,11.981826853944547,26.424470029398517,32.36035369571939,33.770733161231242,15.260737963593908,17.463261919880882,42.623293714328923,18.495608027468251,2.9299910910982452,0.9759399043431225,1,0.17591512880565546,0,1
11,0.68317633935752453,2.3146405498969087,2.6253136920981683,7.4562533756400988,5.6980966165635891,4.934292653795449,2.2652298967104838,8.1527892999208564,13.383360190363486,7.8264151096667387,9.9539342882288171,2.5209595564769671,4.8423734998529975,17.09511549486826,23.107568991582561,12.958788613134967,12.371176625681167,13.232312651628988,15.633279409446684,12.692858133866022,9.0037791983844269,8.1214040641188134,45.60055057772388,33.657218021829969,2.9411321089158271,0.97247799208340802,1,inf,0,1
12,1.5060509745765391,0.10806364371332226,1.9184064439970414,2.6601519392125099,2.1375324071921553,10.215327227697436,10.625718594623262,6.0233135927229879,10.648896129509055,5.5465035331638477,20.248403703650631,10.011104070636774,2.3805681151493756,18.402630893846258,7.9505659388321153,7.1266224921783801,20.962200408223982,20.345275832093176,17.930453413728731,25.035108642678448,12.948747956340663,16.462993990381985,36.100619760635169,41.730758758255732,2.8828239178656694,0.99392450048224623,1,0.29653493752564358,0,1
