parameter,value
function,WFG1
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,2
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_18300
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,1.9999802619943059,0,0,0,8.1178075116406063,4.9970084596436077,4.1221586372727783,7.3579861846401631,3.4153204165534832,7.1591688342314797,7.6661592025127812,19.690369165834699,20.640687373135247,9.800000000010046,10.500000000011909,11.923211016459973,11.900000000000006,22.132673204266652,13.336997782171199,13.999999999999998,19.520057895770133,22.600490310854141,21.755247514662969,21.71983379532217,0.84991199063002143,4.4252888394254617,0,inf,0,1
1,0.81949510251419755,0.74094114189794957,2.696185524353452,2.936563675536608,8.1286181585881057,4.810439986138352,4.1627511921196145,7.3209464414824224,3.5120390046485044,7.0489641739030278,7.6178742655796103,19.497758800493113,20.536727328290663,9.7952719438543365,10.516283599683325,12.085616234552312,11.889050736073349,22.258923519520447,13.300007102470108,13.999999999999998,19.672353674746631,22.644343875610531,21.771175652267921,21.615008870684136,2.8018582469481643,0.87417947355181214,0,inf,0,1
2,1.9999802592006937,3.1195109687319924e-17,0,0,8.1178074823716582,4.9970083743273959,4.122158654099823,7.3579862128400286,3.4153205256394652,7.1591687803336006,7.6661591185006843,19.690369069312951,20.640687268843486,9.8000000023268363,10.500000000065572,11.923211201435555,11.900000000107637,22.132673227840296,13.33699784295924,14,19.520057881319385,22.600490359036684,21.755247521190828,21.719833708513779,0.92513623460912375,4.0363128616314041,0,0.16175888441119377,0,1
3,1.9999810971540504,1.7623220980416855e-09,1.2566270074825239e-09,1.2284532536378057e-09,8.117810647591325,4.9970080091417168,4.122161521359871,7.3579822644699924,3.4153194523308676,7.1591661609088693,7.6661577657091096,19.690372662345567,20.640687705254514,9.8000000009910675,10.499999998308326,11.923212748926531,11.899999998413589,22.132670317639544,13.336998277017354,13.999999999999998,19.520061773926578,22.60049259833432,21.755248652460672,21.71983736392912,1.8674475381191966,2.2187713858586919,0,0.066281239732306374,0,1
4,1.9999798139482339,1.6644139315932257e-09,4.2796607959694956e-10,1.0235737796450309e-10,8.1178039658661962,4.9970086383477366,4.1221582527084539,7.3579886433480706,3.4153199959128648,7.1591699825089625,7.6661590525016088,19.69036971736578,20.640686807143563,9.8000000050319507,10.500000011179541,11.923210173070117,11.899999999327212,22.132673244015159,13.336997642469511,13.999999999999998,19.520050675406164,22.600493036979927,21.755243826822323,21.719835646433395,1.8234660422812428,2.3220950623028105,0,0.066063729704472024,0,1
5,1.9760803379123961,0.032076225384458361,0.1146170238519266,0.1250718895959303,8.0936896168452321,4.8966870428834044,4.1982928972108571,7.2758524274038461,3.5101741933280706,7.1054034251377445,7.7028899105813977,19.603558132096591,20.545893203814956,9.7993437141451452,10.49925867936696,11.86272936046513,11.900523633427781,22.005589118128814,13.187061484184492,13.999999999999998,19.536807991167674,22.529846954772143,21.826983800689764,21.557713076509252,2.639918332962842,1.0669861176588031,0,0.065495148029634964,0,1
6,1.9424430806909978,0.073321073403862264,0.26025764834714221,0.28416085859464929,8.0376784640435908,4.7632834516383058,4.3010068855102634,7.1860086140611701,3.6432658368424278,7.0349275986250532,7.7612349873201705,19.458149586141626,20.393885185170479,9.7987688962495287,10.499803440579589,11.757481015017909,11.901951861854242,21.833993863245077,12.976052762925873,14,19.500201193787341,22.422749269779473,21.899030349191701,21.336907306949509,2.6853417526158725,0.98838372673382657,0,0.057295237950461708,0,1
7,1.9968537965928448,0.0061137899392551404,0.020703670720274035,0.02269612985801181,8.1125756626999461,4.9702002153582701,4.132498473341756,7.3438756716107045,3.4396210651944057,7.1467859913412131,7.6709748145770043,19.680553264786649,20.612686236082023,9.799773897354811,10.498230449180099,11.903561008372854,11.900522198968549,22.114066119676224,13.307014691819923,14,19.520658604791826,22.58560668752666,21.759566531197827,21.692791405938539,2.5524597727804905,1.2737272797745498,0,0.055977963703083798,0,1
8,1.9946743342250706,0.0028343918732202096,0.010402384356780467,0.011323085159416975,8.1257903124387223,4.9966229757963507,4.1150117239309845,7.3585996670548992,3.4109492950181433,7.1596867132111237,7.6578785971739141,19.707994414916278,20.647487535014374,9.7997829845036755,10.499705215977581,11.935126275532248,11.89992334802365,22.146844610999462,13.348886533525803,14,19.537851972174195,22.607837521974968,21.749871173280251,21.736030065760442,2.5174297733853503,1.3624931753896234,0,0.054068978602725068,0,1
9,1.9999802622196003,4.3000103574830662e-12,0,1.1537505585398208e-11,8.1178075063931878,4.9970084527919028,4.1221586412339626,7.3579861913072584,3.4153204160444091,7.1591688237878852,7.6661591967033758,19.69036915380493,20.640687361841888,9.8000000000537746,10.499999999961998,11.923211032858578,11.899999999999999,22.132673211290722,13.336997786495351,14,19.52005788926482,22.600490320863731,21.755247502927954,21.719833806585783,1.272119287774816,3.1371015273246927,0,0.051446425750894337,0,1
10,1.9993151118278052,0.0023750177779452279,0.0066512632424880341,0.0074364420466866577,8.0977303010280206,4.9804611964794576,4.1283768571625989,7.3583228815396531,3.4358642647808679,7.1539162069844151,7.6888310208871458,19.66217197102673,20.615648354097267,9.7999650376468619,10.498772201679165,11.871494329676933,11.900749168121699,22.12130003642751,13.300247151716219,13.999999999999998,19.483520856062974,22.577024048415769,21.748669921900117,21.689977274601191,2.493689611309406,1.4015565135978996,0,0.049893384292101862,0,1
11,1.9977865759546758,0.00099494843421462872,0.0034976783421189865,0.0038236409989798421,8.1147238104632802,5.0019023954552848,4.1176561106136216,7.3664185561371172,3.412827024055447,7.1619310709956086,7.668906697602484,19.68434392599946,20.641427733123553,9.7999808985576102,10.501479786394468,11.921434260111731,11.900063281598444,22.142914109059348,13.340564912529643,13.999999999999998,19.511802256053883,22.594386296996035,21.747298355473127,21.724510134315778,2.4633546464010254,1.4808030777039465,0,0.049591400857193615,0,1
12,1.999976365748531,5.832390311411738e-06,8.2759385078590581e-06,1.0056132474478219e-05,8.1177914323450402,4.9970157900330774,4.1221770967198141,7.3579992127907179,3.4153297457280405,7.1591569241284079,7.6661650625110269,19.690338305220049,20.640674254148195,9.8000000000290743,10.500013900646243,11.92322493230143,11.900004530472835,22.132656029315527,13.336991592537773,13.999999999999998,19.520031791337622,22.60044774307363,21.755233291343675,21.719835298393704,2.1924682952737999,1.6515438028731628,0,0.047456723363487316,0,1
