parameter,value
function,WFG1
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,2
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_1800
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,1.9999802625577792,0,0,0,8.1178074922925116,4.9970084508378934,4.1221586406958295,7.357986210941351,3.4153204034679612,7.159168816860733,7.6661592178469427,19.690369108988975,20.640687344920927,9.8000000003467918,10.500000003564436,11.923211021492392,11.900000000012573,22.132673227382856,13.336997761418695,13.99999999999944,19.520057886994216,22.600490282197121,21.755247478744586,21.719833813750938,0.89764322219628379,4.473020070986939,0,inf,0,1
1,1.2957643110886887,1.5430794257563873,1.490382200526158,1.8300527680857077,4.9946131789017363,6.6491113893448803,8.1846635333339819,9.8825792382987618,5.8061287131208399,7.3483420805621202,10.027514647736039,14.141273846774986,19.705013568332774,9.4900528756666311,14.343048900880675,12.462191712391899,15.626226741030397,18.009024223260763,13.302763724910898,13.968118227123183,15.289147646090083,15.405467075044466,19.182429693592287,17.494594843090781,2.8583490506030662,0.94472592101003849,0,inf,0,1
2,1.9999802616259701,1.5120357533546864e-14,0,0,8.1178074967527873,4.9970084379447899,4.122158657865052,7.3579861807317819,3.4153204465811036,7.1591687884703443,7.6661592080061256,19.690369152475359,20.640687359289217,9.8000000000831928,10.499999996037332,11.923211031977491,11.900000000045898,22.132673207425025,13.336997781198273,14.000000000059547,19.520057875972064,22.600490315702643,21.755247503542762,21.719833809906056,0.97744928277367782,4.0766721600512899,0,0.16289786433690082,0,1
3,1.9318951705491283,0.14699573656577458,0.14480325274269581,0.17887307409177972,7.8163306115936386,5.1530908536670745,4.5145799275846494,7.5987370755476489,3.6436627129508401,7.1566425895563279,7.8886921122965461,19.161193525724169,20.539273906487143,9.7722931426780697,10.864944636977455,11.975154215036088,12.240454418187273,21.732083991970903,13.317440067028443,13.997170424110752,19.107565392080335,21.889380589064736,21.501815713420498,21.349907643385997,2.7422888084761974,1.0808730975215552,0,0.11536978595705699,0,1
4,1.9999718143601721,1.304357465177218e-05,1.9448069904716073e-05,2.3087418246222023e-05,8.1177681214192585,4.9970224035005142,4.1222054849147973,7.3580119101742794,3.415342346605911,7.1591365697717464,7.6661775371731062,19.690290358360482,20.640652587296461,9.8000002091053346,10.500031368542963,11.92323581653727,11.900007492583184,22.132631301076618,13.336972763850641,14.000000000034511,19.519990162369677,22.600388320620738,21.755214000950588,21.719837825687485,2.2733001248942974,1.6965178063772104,0,0.074499498009792164,0,1
5,1.9999802631481791,0,9.6917690264849646e-11,1.1443920466162561e-10,8.1178075010656183,4.9970084476857579,4.1221586476438601,7.3579862035047254,3.4153204102988832,7.1591688116920826,7.6661592096762199,19.690369112356457,20.64068733471867,9.8000000000048733,10.500000006635979,11.923211017270082,11.900000000632081,22.132673222302877,13.336997766566103,14.000000000004983,19.520057880216751,22.600490283379479,21.75524747752667,21.719833816395955,1.5179391433209566,2.6830850911998172,0,0.064349180953131191,0,1
6,1.9999802484997624,6.4069639143315185e-10,2.3434757071420306e-09,1.0225514249896161e-08,8.1178075119235285,4.9970084462432141,4.1221586176856437,7.35798619597987,3.4153204303752513,7.1591688248616387,7.6661592071950055,19.69036927938831,20.640687454852806,9.7999999995319058,10.500000013109247,11.923210949573297,11.900000000490772,22.132673198394922,13.336997759486652,14.000000000074639,19.520057999552826,22.600490264472466,21.755247525023204,21.719833831907742,1.9374536408074983,2.1791817491677357,0,0.063215121139875124,0,1
7,1.9999802539893798,0,4.0912078246895069e-10,7.8895574002896319e-10,8.1178074990647904,4.9970084489968176,4.1221586489877842,7.3579861801560584,3.4153204294342201,7.1591688060445895,7.6661592235694336,19.690369175463495,20.64068742438214,9.8000000004183665,10.50000000051573,11.923210989692263,11.899999999276041,22.132673224275926,13.336997779466826,14.000000000028821,19.52005789588398,22.600490337610694,21.755247521460397,21.719833808594945,1.5554494367899854,2.5957988914072119,0,0.061734463192740688,0,1
8,1.9999166050989676,0.00010137765656165193,0.00014058408641518558,0.00018502559391545396,8.1175574844845819,4.9970948724262403,4.1224903011261418,7.3581512082094802,3.415471960990228,7.1588710020528055,7.6662672533821947,19.690016218756529,20.640455751171711,9.800010189996506,10.500230243525799,11.923241713414731,11.900001975142004,22.132310645515126,13.336742163125637,14.000001173052759,19.51965970459862,22.599633437303655,21.754958528328494,21.720079083351177,2.3731632830108111,1.6959901027389228,0,0.06147454027036315,0,1
9,1.9999802624353258,8.9736696977681046e-12,2.7195401282803948e-14,3.9733991556487364e-11,8.1178075000839236,4.997008448561477,4.1221586469963576,7.3579862064471948,3.4153204165097018,7.1591688020815303,7.6661592171493878,19.690369099806052,20.640687327447136,9.7999999995450882,10.5000000047496,11.923211002197005,11.899999998635652,22.13267322344155,13.336997760507044,14.000000000019046,19.520057871357924,22.60049026575366,21.755247481454493,21.719833814956608,1.7286883831120337,2.4791281792600341,0,0.055614826182760049,0,1
10,1.9999802544587415,8.262386594232459e-10,6.0718058379813695e-10,3.523699839109288e-09,8.1178075229590139,4.9970084924111076,4.1221585747605349,7.3579862283456015,3.4153204339812069,7.1591688986599955,7.6661592062274782,19.690369189704668,20.640687388931578,9.7999999996672091,10.50000000509104,11.923210968916203,11.900000011628808,22.132673215318771,13.336997808026901,13.99999999997366,19.520057942654642,22.600490226792445,21.755247543591651,21.719833725914778,1.9106659745173777,2.2552371474472146,0,0.054600957833582486,0,1
11,1.9999802623159588,3.6153919771230321e-10,2.2144030647371224e-10,3.2378600930085923e-10,8.1178075009570207,4.9970084507630492,4.1221586342562899,7.3579862048376112,3.4153204154372752,7.159168829328701,7.6661592042646296,19.690369123874142,20.640687343856314,9.7999999999928384,10.500000003033358,11.923211027299873,11.900000000064656,22.132673220750863,13.336997774453268,14.000000000002107,19.520057891815412,22.600490289750116,21.755247494137908,21.719833792812679,1.8528397935123166,2.3571829931010129,0,0.053064890922823599,0,1
12,1.9999803251277595,0,3.6202127241620886e-08,0,8.1178068071339027,4.9970078815207479,4.1221603292479365,7.3579855534320897,3.415320436601339,7.1591667526457261,7.6661595480925646,19.690368665808045,20.640687137699473,9.8000000070827866,10.499999954989319,11.9232117309442,11.899999937402292,22.132672510663696,13.336997118760097,14.000000000149106,19.520056475101669,22.600491334660752,21.755246667621677,21.719835707350882,1.1134334664068652,3.6439958504563119,0,0.053014822264526723,0,1
13,1.9999795675603593,3.7621909475891157e-06,7.0336854441860163e-06,8.5363102224917847e-06,8.1177771385090765,4.9970065885737904,4.1221907074220905,7.3579940885877111,3.4153362666311549,7.1591363125191929,7.6661689719874753,19.690305272762586,20.640647980672906,9.7999999955293902,10.500004209995813,11.923251708379206,11.900000033788256,22.132646046736173,13.336979597655564,13.999999976846642,19.520002480407754,22.600456724352167,21.755232702627406,21.719831417347841,2.2278504153848808,1.6973554431286291,0,0.051930188319023053,0,1
14,1.9999802575348671,0,7.8885640553374554e-10,1.79033836064391e-09,8.1178075211039467,4.9970084794307761,4.1221586418572356,7.3579862118623849,3.4153204026012345,7.1591688330021563,7.6661592125874947,19.690369145738632,20.640687365207604,9.7999999993274773,10.500000020479929,11.923210983768058,11.900000014535417,22.132673218996043,13.33699779624876,14.000000000004084,19.520057895717105,22.600490257841926,21.755247474483916,21.719833825020363,1.5745494722188611,2.5671381485458866,0,0.051613946898866538,0,1
15,1.9998047094271751,0.00040614268191780279,0.00036444143712321861,0.00044023571491354999,8.117038922696997,4.9974550445810593,4.1231662961855999,7.3586502829922695,3.4159382634537829,7.1594290774264531,7.6668004079212944,19.688949810325699,20.640569936936561,9.7999040482533601,10.501024938642201,11.923306542603157,11.901121437023043,22.131666531556167,13.337151028216377,13.999989688004186,19.519066538680249,22.598840510430961,21.754639142360535,21.7184197899645,2.4302606318193694,1.6755948611851705,0,0.048370911424536964,0,1
16,1.9999802578173291,0,0,6.5967467796256638e-13,8.1178074875403023,4.9970084224032298,4.1221586636093965,7.3579861732905236,3.4153204690346954,7.1591687789667144,7.6661592346016274,19.690369135280015,20.64068737195722,9.8000000004456282,10.499999998511175,11.923210989565309,11.900000001928044,22.132673231662846,13.33699776651031,14.000000000040398,19.520057859981517,22.600490312408265,21.755247499015699,21.71983378895213,1.125195321389977,3.5320172883911134,0,0.048248533169228766,0,1
17,1.9999803262450251,0,5.8373303572363545e-08,2.3769519964142819e-08,8.1178066521155721,4.9970078712417214,4.122160703509004,7.357985490649039,3.415320476237881,7.1591663119104032,7.6661595585321303,19.690368987607979,20.64068709588954,9.799999999999109,10.500000004038576,11.923211717987723,11.899999998424681,22.132671954542193,13.336996959121192,13.999999999937861,19.520056265328858,22.600491220307397,21.755246481442462,21.719836275128163,1.6457031155175728,2.4849152621686335,0,0.046908880623318924,0,1
18,1.9999802574994476,0,3.4908107671491119e-14,0,8.1178074991088156,4.9970084531155212,4.1221586391421035,7.357986191339716,3.4153204214834298,7.1591688194198788,7.6661592143735522,19.690369160098815,20.640687397839912,9.8000000019396243,10.499999999044018,11.923211005642672,11.899999996596486,22.132673220845373,13.336997778417365,13.999999999993182,19.52005789682261,22.600490320461191,21.755247516118761,21.719833801522821,1.0391520353107406,3.9821994067293831,0,0.044935182417545946,0,1
19,1.9999802422617894,0,8.2411954964922366e-09,5.8675440606717468e-09,8.1178075629712669,4.9970085400021516,4.1221585519731372,7.3579862820138278,3.4153203634119014,7.1591689448242875,7.6661591689924,19.690369117178442,20.640687397266358,9.8000000058933221,10.500000044004345,11.92321102176007,11.899999993558316,22.132673275998364,13.336997849116639,13.999999999999527,19.520058011936847,22.600490157883083,21.755247516494865,21.719833759871445,1.6115003815567097,2.5145534942991006,0,0.04479911508437491,0,1
20,1.9999802229202028,8.3117813879212086e-08,9.7716221650198379e-08,1.2677295685924149e-07,8.1178073071318533,4.9970085670348663,4.1221586171499025,7.3579864553889287,3.4153206720636478,7.1591689632758841,7.6661592812234991,19.69036833869653,20.640686936722236,9.8000000031782868,10.500000104106508,11.923211298972486,11.900000015810846,22.132673180119308,13.336997747493665,14.000000000000096,19.520057487061045,22.600489579300167,21.755247503428972,21.719833198497991,2.0549972478944363,1.8616705095533761,0,0.044007855727115464,0,1
21,1.9999801590452622,1.7974713109059462e-07,1.9405411972905871e-07,3.2898874459950666e-07,8.1178076288896523,4.9970087523501858,4.1221587917173172,7.3579862922396675,3.4153203936058714,7.1591682883128929,7.6661591786798846,19.69037081873746,20.640687507964095,9.8000000263654403,10.500000370801917,11.923209668166168,11.899999796885229,22.132672334184214,13.33699716214058,14.000000008873617,19.520058184590187,22.600488325229719,21.755246871308547,21.719835767125886,2.0988953494738261,1.8142376915131992,0,0.043502309975801526,0,1
22,1.9999802421739303,2.8872114167528107e-08,5.7180897306602651e-08,6.0659095146560153e-08,8.1178072503954137,4.9970084705099138,4.1221590206852978,7.3579862224502648,3.4153204962947799,7.1591683821921892,7.6661593656315734,19.690368697424905,20.640687155845868,9.7999999990323712,10.500000064042759,11.923211236718602,11.900000006073064,22.132673004108053,13.336997614588263,14.000000000164054,19.52005735449994,22.600490041662798,21.755247272531552,21.719834094190901,2.0328375186809096,1.9293408680206281,0,0.043470189321436689,0,1
