parameter,value
function,WFG1
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,2
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_600
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,1.1809512003937457,1.7966294305480921,1.7329335818785352,2.1272126620345757,4.4840764046929724,6.9228107666475749,8.8475607859930925,10.296802386433436,6.1982008352000859,7.3940664179509765,10.417121832922353,13.232750698539354,19.560453616858567,9.4370908878858373,14.974842129632908,12.551948384320896,16.24935512629634,17.335388081982487,13.308977074092933,13.962739774688083,14.599886621583469,14.241551779866844,18.766954228761946,16.778478507561154,2.8692426849371802,0.94535484570412498,0,inf,0,1
1,1.9999917943268219,0,0,0,8.1181426946714428,4.9981191777090199,4.1219323768752067,7.3578502863203985,3.4143485279331944,7.1601230690904387,7.6664222507158817,19.691063097841571,20.642573852043547,9.8000033514760698,10.499851229826135,11.923269345281312,11.900045710188763,22.133431121640591,13.33802037710265,14.000001114163009,19.519321664635452,22.602047369351794,21.755237114984634,21.72032028020033,0.93567490539215314,4.5110516562606602,0,inf,0,1
2,1.9999948378316814,1.5310439746606127e-08,0,0,8.118104403241313,4.9972931731417454,4.1223619129264026,7.357463610767998,3.4150469867914137,7.1590374850793497,7.6667024356449458,19.691921338245425,20.642711387076663,9.8000544834376377,10.499933593568576,11.922468549913003,11.900102046132375,22.132915664051957,13.337167481042165,14.000028133859745,19.520670134864829,22.601234447882845,21.755293743443755,21.720807681140951,1.0519516262229271,4.0882096631100175,0,0.19214420030378726,0,1
3,1.9496116762611109,0.10883907412186027,0.10558988966791691,0.13437641275273812,7.9075773766333333,5.0875091242263215,4.4126064984780369,7.5008536623049906,3.6351907605129985,7.1455340271814416,7.8329346344091899,19.277938178307849,20.536278493225602,9.7881398023863682,10.769723307521929,11.945348445126395,12.131449818348493,21.875578443665905,13.31873541228104,14.000338836584527,19.23007496329155,22.051391939517949,21.558292842149413,21.410179319255839,2.7221720629583448,1.1058321775175295,0,0.11906779688558228,0,1
4,1.5869129307685084,0.89549701211553401,0.87714194723626149,1.0911854452031349,6.3311113882400507,5.9442262623229629,6.5098205268817271,8.7808278075776585,4.8835743002177878,7.1085348351575721,9.0118843639920616,16.407862603584359,19.934506277128303,9.6277559440880935,12.723690079143264,12.202190191282302,13.952225077945711,19.758004102477734,13.280651352766069,14.00002109321081,17.033050742871517,18.232327767633855,20.158248385100137,19.491713404146175,2.835273742367828,0.96285103281901818,0,0.10954545900742779,0,1
5,1.999960586629185,1.5186135565215027e-05,9.5497579429597941e-05,0.00060068134491307005,8.11899413537901,4.9952213146678313,4.1218755034135244,7.3572588734394611,3.4161356430208163,7.1580100630450856,7.6662356190490479,19.697438787312688,20.641282359766336,9.7998705599164548,10.500012025193994,11.916315071814262,11.900002861204122,22.131395069616904,13.334825277331099,13.999984978923507,19.52291892441189,22.59825735788678,21.753307210906932,21.723676154220897,2.3760277013114299,1.6997248420187505,0,0.0926897470381704,0,1
6,1.9813364579655011,0.04071161747821072,0.041256993539558071,0.054709522051020858,8.0240814704173715,5.0353337803595295,4.2385363392526596,7.4122527999542811,3.4908342488305446,7.1273821641912534,7.7279613493361783,19.56430326870916,20.5968057906844,9.7898031578057321,10.598840532875361,11.943404675495374,11.97451925659419,21.998561334706324,13.29702140058933,14.000000874936847,19.390868475454941,22.360637970222161,21.68182184966042,21.65400818150006,2.6638424902207012,1.2010838923769303,0,0.072580450003346328,0,1
7,1.9999730865319998,0,8.1376336647168431e-09,0,8.1177177460393892,4.9975121398911808,4.1214030125087486,7.3586733391392638,3.4136851942787891,7.1598694669174341,7.6652170422184085,19.690279955582351,20.640214060953571,9.8001981266050624,10.500010231904154,11.924304956423221,11.899724547156303,22.133188073184062,13.336948452761582,14.000026022937636,19.519854217177297,22.600880140872423,21.755096141528981,21.721093667030875,1.1340092417976488,3.721491150430245,0,0.071058955802058649,0,1
8,1.9994249023627806,0.00067419042740211692,0.0012057202116237385,0.0043865187740713598,8.1183764906955656,4.9742499668162088,4.1281467005064441,7.34992079836623,3.4410049662480557,7.1566527634329695,7.6690479804743177,19.6876372371934,20.624939932799265,9.8006891811212782,10.501804187723467,11.896512480003162,11.899383563835967,22.133085941939118,13.323975807226249,14.001235931725111,19.528246094316739,22.587478309270338,21.738246427268201,21.697973168350824,2.5065119880600739,1.5777112336071411,0,0.0691086667071244,0,1
9,1.9971790416735884,0.00030549844289315701,0.0079286395090281021,0.015373745835304502,8.1090522631738793,4.9841077035494701,4.1349602147118016,7.3488906351649357,3.4309929163871269,7.0928229120295248,7.6528575805179928,19.706745506762999,20.595549416450236,9.8023241236368026,10.494810225716167,11.906941793729882,11.844763826294312,22.096713659754183,13.273498423978038,14.000794633312053,19.502870918592741,22.50980359574238,21.732923463438532,21.818476516643745,2.5624929338338598,1.4799461584400948,0,0.066004331424351248,0,1
