parameter,value
function,WFG1
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,2
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_16300
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,1.1990986046226748,1.755176645648264,1.6953223814996772,2.0795702711567445,4.5612676280088298,6.877564818180665,8.7470399430644328,10.231145050767177,6.1353151252583418,7.3807149171664541,10.355949385061674,13.359321480985194,19.578159409257793,9.4462528976513855,14.873014082149428,12.549169120808369,16.147311904226967,17.446239645448145,13.306913356800445,13.963574521853102,14.698895030750091,14.431691196171613,18.831744832449825,16.891998984633243,2.8633253396842107,0.94093131975485178,0,inf,0,1
1,1.9999802619943059,0,0,0,8.1178075116406063,4.9970084596436077,4.1221586372727783,7.3579861846401631,3.4153204165534832,7.1591688342314797,7.6661592025127812,19.690369165834699,20.640687373135247,9.800000000010046,10.500000000011909,11.923211016459973,11.900000000000006,22.132673204266652,13.336997782171199,13.999999999999998,19.520057895770133,22.600490310854141,21.755247514662969,21.71983379532217,0.84991199063002143,4.4252888394254617,0,inf,0,1
2,1.9999802592006937,3.1195109687319924e-17,0,0,8.1178074823716582,4.9970083743273959,4.122158654099823,7.3579862128400286,3.4153205256394652,7.1591687803336006,7.6661591185006843,19.690369069312951,20.640687268843486,9.8000000023268363,10.500000000065572,11.923211201435555,11.900000000107637,22.132673227840296,13.33699784295924,14,19.520057881319385,22.600490359036684,21.755247521190828,21.719833708513779,0.92513623460912375,4.0363128616314041,0,0.16293405906340755,0,1
3,1.999976365748531,5.832390311411738e-06,8.2759385078590581e-06,1.0056132474478219e-05,8.1177914323450402,4.9970157900330774,4.1221770967198141,7.3579992127907179,3.4153297457280405,7.1591569241284079,7.6661650625110269,19.690338305220049,20.640674254148195,9.8000000000290743,10.500013900646243,11.92322493230143,11.900004530472835,22.132656029315527,13.336991592537773,13.999999999999998,19.520031791337622,22.60044774307363,21.755233291343675,21.719835298393704,2.1924682952737999,1.6515438028731628,0,0.065331606061004674,0,1
4,1.9978411820200082,0.0013464271124556005,0.0049861810938645387,0.005425967682880767,8.1132443379704213,4.9998041017244441,4.1238495930764207,7.3676415310429064,3.4252086630027891,7.159478567321119,7.6712454456148951,19.649430163071347,20.625038016151091,9.8000921975279667,10.506092733403367,11.927735086996165,11.899999973194879,22.138649956256764,13.335822179975093,14.000000000095902,19.505540352195521,22.571216853197416,21.755560029548537,21.697645213168453,2.5160698755700848,1.4817944213699361,0,0.060860998681793579,0,1
5,1.9999351198128625,2.9249470051494551e-05,0.00010905243372559309,0.00011862986358556411,8.1176973213233357,4.9970652790365806,4.1221983216653717,7.358196071848691,3.4155434961293585,7.159178298385946,7.6662699453978966,19.689471532559832,20.640337507955113,9.8000021687205496,10.500132928234013,11.923330855925855,11.899999987487501,22.132784797195146,13.336958118222038,13.999999999999998,19.519744518877491,22.599835327546483,21.755260176591452,21.719332037869904,2.2944163784275409,1.6499328934397905,0,0.060327353400653719,0,1
6,1.999980405581149,0,3.0578123800370896e-09,1.2106857979827021e-09,8.1178068576885032,4.9970092322447135,4.1221594288051913,7.3579851331894677,3.4153199343288763,7.1591701577547644,7.6661585091710656,19.690372763059948,20.64068852890394,9.8000000403012795,10.500000015536555,11.923210861993303,11.900000000332829,22.132669009955965,13.336996973235497,13.999999999999998,19.520056469587441,22.600491768953649,21.755248390568525,21.719833830374903,1.5431450104145656,2.5144815453513667,0,0.055810866255891538,0,1
7,1.9987249924076682,0.00079017816907050781,0.0029094491989430926,0.0031666742821983601,8.1151122491419798,4.9986829148990104,4.123185361258213,7.3636229067836867,3.421008579534325,7.1593133495087908,7.6691769503860598,19.666543380271435,20.631656970618774,9.8000537693424388,10.503557811449987,11.925803405217552,11.90000360788895,22.136140392170205,13.336291695446667,13.999999999999998,19.51154723672466,22.583464687194599,21.75537924018484,21.707039664755357,2.4524472559045445,1.4982599095783673,0,0.053619119880503205,0,1
8,1.9999802622196003,4.3000103574830662e-12,0,1.1537505585398208e-11,8.1178075063931878,4.9970084527919028,4.1221586412339626,7.3579861913072584,3.4153204160444091,7.1591688237878852,7.6661591967033758,19.69036915380493,20.640687361841888,9.8000000000537746,10.499999999961998,11.923211032858578,11.899999999999999,22.132673211290722,13.336997786495351,14,19.52005788926482,22.600490320863731,21.755247502927954,21.719833806585783,1.272119287774816,3.1371015273246927,0,0.05117738504648562,0,1
9,1.9999802099095696,2.1649856232500877e-09,1.3892309432626562e-09,4.2368918991033813e-09,8.1178065438834377,4.9970097217688556,4.1221587765538032,7.3579866322154821,3.4153193826563415,7.1591692764420607,7.6661599907701001,19.690369981111751,20.640688274373911,9.8000000437052659,10.499999961319839,11.923210669908556,11.900000000774448,22.132671938439323,13.336997134648879,14,19.520056488423499,22.600489647770516,21.75524695132804,21.719835014785044,1.8910792557332261,2.1693278250188297,0,0.050333574056075518,0,1
10,1.9999806715380846,0,2.0507725960229205e-10,4.9874948338199113e-10,8.1178075632916205,4.9970071653170871,4.122161352236744,7.357984057206548,3.4153203596583048,7.1591659337167908,7.6661599668407332,19.690369052352064,20.64068819308174,9.8000000366525732,10.499999951276381,11.92321152843588,11.900000000825306,22.13267130530517,13.336996152735438,13.999999999999998,19.520059669401501,22.600491730201739,21.755248309978946,21.719834993206906,1.5100459315487536,2.5887224433308136,0,0.049282666076387427,0,1
