parameter,value
function,WFG1
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,2
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_5600
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,1.2959434905977079,1.5416759093559464,1.490329613080241,1.830487346911406,4.9956444516349254,6.6469980637559569,8.1834605975639878,9.8803894324153632,5.8042195342371548,7.3386579920765467,10.024237562697611,14.146131901137611,19.700195693905144,9.4911801725183675,14.339013295210012,12.461933422605538,15.616105252259125,18.009184597601195,13.295244084362153,13.96824356410046,15.288668207531012,15.40011901671433,19.180906336216577,17.513560385220465,2.8549230653704352,0.94130701388172133,0,inf,0,1
1,1.9999802619833915,0,0,0,8.1178075108600893,4.9970084557198149,4.1221586411474238,7.3579861876442942,3.4153204158278214,7.1591688251546044,7.6661592013047963,19.690369154790165,20.640687367450536,9.8000000000455127,10.500000000000011,11.923211018546834,11.900000000016494,22.13267321167379,13.336997785997866,13.999999999999998,19.52005789035093,22.600490319285033,21.755247508240259,21.719833803220158,0.85202921502592088,4.4274060638214534,0,inf,0,1
2,1.9999802618032581,3.8489823625608585e-14,0,0,8.117807510005024,4.9970084543314224,4.1221586412725006,7.3579861872668237,3.415320417635749,7.1591688244566125,7.6661592019304932,19.690369154337166,20.640687368009758,9.7999999999992262,10.499999999850607,11.923211018797559,11.900000000087502,22.132673212312678,13.336997785373722,13.999999999999998,19.520057890706841,22.600490319620626,21.755247508933433,21.719833801312141,0.93504868440814515,4.0322912305403209,0,0.16237617352298547,0,1
3,1.524748236316237,1.0393911840225658,1.0063925594042897,1.2367069270215192,6.0106043317871061,6.1086720873612075,6.8633657151460259,9.0587188534822864,5.0262348474296061,7.2683940303424652,9.254570899389563,15.952172183521803,19.999577110355126,9.5928420999261075,13.087578392890668,12.286741650914554,14.397040185137206,19.348200052316763,13.299496964319223,13.978709153093424,16.661878826340921,17.731301743483559,20.01485555461997,18.902692534288729,2.8470997805017761,0.96335692485500535,0,0.11234089168462713,0,1
4,1.9488338447002491,0.10775716313821816,0.10963637546790428,0.13673466911901619,7.8919722698590098,5.1097904005302111,4.4164808771782536,7.5347575589919362,3.5834073843549126,7.1318779454056003,7.8262610303421276,19.301904992013743,20.551180664791868,9.7819545518577193,10.766073890208226,11.96193129292408,12.131543490970637,21.829453783294237,13.302467152693332,13.998183455037154,19.206096844613217,22.047414271303424,21.559141792574611,21.489100326905142,2.723751104187484,1.1046296108873093,0,0.11124357912257399,0,1
5,1.9999802621240812,2.1435963671145054e-10,7.938586329013959e-11,1.0352370436009629e-10,8.1178075129361513,4.9970084557787766,4.1221586404025672,7.3579861867009129,3.4153204166391173,7.1591688262834037,7.6661592012532251,19.690369154226907,20.640687366512221,9.8000000000371426,10.499999999959901,11.923211014898534,11.900000000014302,22.13267321232901,13.336997786651571,14,19.52005789067065,22.600490318857187,21.755247509726953,21.719833800615675,1.7835615353909291,2.3645905957214977,0,0.089720190933519045,0,1
6,1.9999779424877571,3.5176059806284215e-06,5.3137403230266649e-06,6.2570980178007507e-06,8.1177968269067318,4.9970123277561456,4.1221713549169019,7.3579932277981444,3.4153262738843684,7.1591600330205178,7.6661641731225076,19.690347725792776,20.640677991148856,9.8000000614789151,10.500008550346651,11.923217782242434,11.900001988422263,22.132661905142449,13.336991007491271,14.00000000000006,19.5200394653899,22.600462541475743,21.755238376011999,21.719835085086309,2.2121852307749235,1.6937438948367198,0,0.086689927703972713,0,1
7,1.9999275653875819,9.4105995561344824e-05,0.00011848230330467907,0.00015492095224329381,8.1175772390265095,4.9970976678719925,4.1224595818799132,7.3581439565899309,3.4154723278376058,7.158985303783294,7.6662813323539423,19.690015975851232,20.640511666882752,9.799998264656093,10.500224095477231,11.923255167791201,11.900090236120578,22.132348989682853,13.336841903390527,13.999999999928088,19.519704841288949,22.599807575912852,21.755011495058813,21.719880785274725,2.3608145215496048,1.6931823747815529,0,0.083205933611041255,0,1
8,1.9999802624227103,0,0,2.7757407078334134e-14,8.1178075098590643,4.9970084523724756,4.1221586416433604,7.3579861882504973,3.4153204173757064,7.1591688233947872,7.6661591999017507,19.690369151975325,20.640687363215925,9.800000000063978,10.500000000118719,11.923211023272335,11.900000000059183,22.132673211927251,13.336997784454692,14,19.520057892919237,22.60049031776289,21.755247506859227,21.719833802171419,1.0595886751723254,3.5895607081085852,0,0.075543106446637601,0,1
9,1.9999802619912543,0,1.4587515508019203e-10,0,8.1178075086972576,4.9970084511153106,4.1221586415848366,7.3579861882579314,3.4153204199254454,7.1591688220440322,7.6661592014514852,19.690369148319466,20.640687362233507,9.7999999999600842,10.499999999818524,11.923211022539522,11.899999999692385,22.132673214703271,13.336997783834331,14,19.520057889850172,22.600490317046098,21.755247506738527,21.719833799955609,1.0317311533401334,3.7612628195600522,0,0.071697680337975064,0,1
