parameter,value
function,WFG1
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,2
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_16100
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,1.9999802619943059,0,0,0,8.1178075116406063,4.9970084596436077,4.1221586372727783,7.3579861846401631,3.4153204165534832,7.1591688342314797,7.6661592025127812,19.690369165834699,20.640687373135247,9.800000000010046,10.500000000011909,11.923211016459973,11.900000000000006,22.132673204266652,13.336997782171199,13.999999999999998,19.520057895770133,22.600490310854141,21.755247514662969,21.71983379532217,0.84991199063002143,4.4252888394254617,0,inf,0,1
1,1.1990986046226748,1.755176645648264,1.6953223814996772,2.0795702711567445,4.5612676280088298,6.877564818180665,8.7470399430644328,10.231145050767177,6.1353151252583418,7.3807149171664541,10.355949385061674,13.359321480985194,19.578159409257793,9.4462528976513855,14.873014082149428,12.549169120808369,16.147311904226967,17.446239645448145,13.306913356800445,13.963574521853102,14.698895030750091,14.431691196171613,18.831744832449825,16.891998984633243,2.8633253396842107,0.94093131975485178,0,inf,0,1
2,1.9999802592006937,3.1195109687319924e-17,0,0,8.1178074823716582,4.9970083743273959,4.122158654099823,7.3579862128400286,3.4153205256394652,7.1591687803336006,7.6661591185006843,19.690369069312951,20.640687268843486,9.8000000023268363,10.500000000065572,11.923211201435555,11.900000000107637,22.132673227840296,13.33699784295924,14,19.520057881319385,22.600490359036684,21.755247521190828,21.719833708513779,0.92513623460912375,4.0363128616314041,0,0.15995503814448048,0,1
3,1.9994865930628065,0.00030917256362564466,0.0011461702875683879,0.0012468757073382198,8.1167610528649341,4.9976651423243013,4.1225543009561783,7.3602050176926159,3.4175680051401831,7.1592330724353417,7.6673420937884282,19.680958941703874,20.637114712874702,9.8000211969381503,10.501399533381164,11.924220618734669,11.899998762849714,22.134057361410193,13.336731611142348,13.999999999999998,19.516703844008418,22.593788810416019,21.755311858506261,21.714767616291333,2.4070583022631489,1.5724227502048009,0,0.065326288105133634,0,1
4,1.9999351198128625,2.9249470051494551e-05,0.00010905243372559309,0.00011862986358556411,8.1176973213233357,4.9970652790365806,4.1221983216653717,7.358196071848691,3.4155434961293585,7.159178298385946,7.6662699453978966,19.689471532559832,20.640337507955113,9.8000021687205496,10.500132928234013,11.923330855925855,11.899999987487501,22.132784797195146,13.336958118222038,13.999999999999998,19.519744518877491,22.599835327546483,21.755260176591452,21.719332037869904,2.2944163784275409,1.6499328934397905,0,0.061470282898116888,0,1
5,1.999976365748531,5.832390311411738e-06,8.2759385078590581e-06,1.0056132474478219e-05,8.1177914323450402,4.9970157900330774,4.1221770967198141,7.3579992127907179,3.4153297457280405,7.1591569241284079,7.6661650625110269,19.690338305220049,20.640674254148195,9.8000000000290743,10.500013900646243,11.92322493230143,11.900004530472835,22.132656029315527,13.336991592537773,13.999999999999998,19.520031791337622,22.60044774307363,21.755233291343675,21.719835298393704,2.1924682952737999,1.6515438028731628,0,0.060877479529702655,0,1
6,1.999980536557926,0,9.3009389287972983e-10,2.2226413299195331e-10,8.1178083407092725,4.9970071929981001,4.1221601914357562,7.3579854821621415,3.4153206018857527,7.1591662433434742,7.6661577641932901,19.690368237116871,20.640686268470098,9.8000000145059527,10.500000019991518,11.923214589288834,11.90000000100968,22.132673240446618,13.33699885942046,14,19.520059788383044,22.600492092145981,21.755247517822603,21.719835433164871,1.512483115503902,2.5776727716455978,0,0.059421288696295413,0,1
7,1.9990264794816184,0.00060894996858946234,0.0022429299547139913,0.002443466888580199,8.1158579031714257,4.9982802605234626,4.122882561436958,7.3623343083416728,3.4198237816584696,7.1593214728031427,7.6683812493082302,19.671901817776767,20.633554386604306,9.8000426575912467,10.502746702592342,11.925299608658589,11.900008917716209,22.135380841208629,13.336563687037467,14.000000000160728,19.513635387323564,22.587211236679504,21.755454251134822,21.709761517271453,2.4818398718965708,1.5635491333821987,0,0.055228479210911771,0,1
8,1.9999804608353957,0,3.4484948708235604e-09,1.4578935428768987e-09,8.1178062888757623,4.9970084055292574,4.122159989648603,7.3579850000871954,3.4153205841693617,7.1591693993400733,7.6661581248264419,19.690372518701487,20.640688145778146,9.8000000531594917,10.500000014645121,11.92321280812383,11.900000000559144,22.132668566117548,13.336996743159,13.999999999999998,19.520056826170073,22.600492107107488,21.75524838920537,21.719833615459432,1.5470483722032964,2.5094532696747276,0,0.051429170398738427,0,1
9,1.9997213506992177,0.00016244486315386555,0.00060226581461427322,0.00065510616506477437,8.1172679574465185,4.9973523144797447,4.1223673445385307,7.3591455665306595,3.4165003159501306,7.1592035153162765,7.6667748801597746,19.685436077580999,20.63880814008089,9.8000109492967606,10.500735457991231,11.923720468666653,11.899998984993799,22.133404807672004,13.336866477807728,13.999999999999998,19.518285243835148,22.596987871064275,21.755277346707967,21.717180473765925,2.376434240608166,1.6087572029831818,0,0.049039353640680981,0,1
10,1.9999802622196003,4.3000103574830662e-12,0,1.1537505585398208e-11,8.1178075063931878,4.9970084527919028,4.1221586412339626,7.3579861913072584,3.4153204160444091,7.1591688237878852,7.6661591967033758,19.69036915380493,20.640687361841888,9.8000000000537746,10.499999999961998,11.923211032858578,11.899999999999999,22.132673211290722,13.336997786495351,14,19.52005788926482,22.600490320863731,21.755247502927954,21.719833806585783,1.272119287774816,3.1371015273246927,0,0.048191362264326035,0,1
11,1.7547894117403329,0.15589916560400208,0.59790576876461299,0.64924880682491826,7.9113525942645504,5.3713782342666301,4.1617740383013615,8.5705242220855329,4.6730321101505083,7.2034147092939973,8.1027034399590807,14.498265056495645,18.542016071814601,9.8141367267563098,11.224819067887717,12.630048683232692,11.894239704186985,23.174502878594176,13.550965273195969,14.000001516360999,18.117678589110479,18.912814445056746,21.946082813292779,18.891128792110539,2.7868757197593625,0.98858207010520971,0,0.047551606870228094,0,1
12,1.9999787030881573,8.3207235952665422e-07,1.1635852719036569e-06,1.4963836863505345e-06,8.1177474683158053,4.9969885272675736,4.1221684677616226,7.3579950149159004,3.4153370061131127,7.1591616647115401,7.6661913040338989,19.690361027346551,20.640695708073913,9.8000000226265271,10.500001472871585,11.923243247757558,11.900000864163379,22.132647798561962,13.336934658702187,13.999999999999998,19.520052606951346,22.600445891628222,21.755232259909882,21.719814523236288,2.1166348752254556,1.687950812643741,0,0.047237496392417436,0,1
13,1.9035419908933147,0.067666886292051684,0.24522743107459977,0.26720276468983117,7.721569264721392,5.1337852897476202,4.2758791849884368,7.831921005801302,3.8433950215492532,7.1616033065738058,7.9859623289179078,17.813810348880143,19.97140606713344,9.8040974324808321,10.798424528994634,12.102827410902766,11.894447384298623,22.290452363977973,13.131953229113883,14.000080636280819,18.612182498345085,21.256566547938682,21.664444468051816,20.772905144930704,2.7446034996698181,1.0571210055107154,0,0.046579948771377146,0,1
14,1.9999802593915998,0,3.9438249178398714e-12,0,8.1178075559497955,4.9970085605622288,4.122158614743535,7.3579861809036,3.4153203211375383,7.1591689029518415,7.6661592319398908,19.690369248075903,20.640687439836661,9.7999999998535774,10.499999999149406,11.923210825169972,11.900000000085724,22.132673184577548,13.336997803202507,13.999999999999998,19.520057818134855,22.600490337710845,21.75524750695152,21.719833875416477,1.0151233355196194,3.851772017659902,0,0.04620910962854563,0,1
15,1.9999802649367289,0,0,6.4520003008796587e-15,8.1178075336552009,4.9970084681768547,4.1221586460679296,7.3579861825162585,3.4153203935171743,7.1591688238098978,7.6661591810066678,19.690369173269723,20.640687360753827,9.799999999986154,10.500000000274746,11.923211016816586,11.899999999979981,22.132673206265647,13.336997810444332,13.999999999999998,19.520057885755925,22.600490348063225,21.755247500898971,21.719833841713989,1.0507800418552899,3.6364267587597068,0,0.044916333742476847,0,1
16,1.9999802616014857,1.4653262818119447e-12,0,2.5894448142023145e-14,8.1178075097449458,4.997008456186915,4.1221586392999088,7.3579861891690284,3.4153204159448594,7.159168827350868,7.6661592006531167,19.690369155158837,20.640687368895424,9.8000000000006278,10.500000000089821,11.923211022459199,11.900000000027925,22.132673212948266,13.336997786948073,13.999999999999998,19.52005789150844,22.600490319075597,21.755247508737643,21.719833801315573,1.2463710685520359,3.2266469462608702,0,0.044469882876092728,0,1
17,1.9999791653029249,3.1540281940699117e-07,4.2474638639793355e-07,5.2389519668163422e-07,8.1178012897633085,4.997007996107242,4.1221604834364074,7.3579882642533807,3.415319146800067,7.1591656856842905,7.666164545064178,19.69036867597497,20.640694440807472,9.7999999893860874,10.500000658716939,11.923211600396684,11.900000157503065,22.132676728500957,13.336994635366462,14,19.520055218017632,22.600491553828721,21.75524274678591,21.719839266475557,2.075812704976113,1.7324648147922797,0,0.044301570178281957,0,1
18,1.9999806567704781,1.9012079499726485e-09,5.6455186044390211e-09,3.3031615465711371e-09,8.117811510796173,4.9970087816483613,4.1221595599387317,7.3579841560904162,3.4153199267511072,7.1591682888324177,7.6661551616935792,19.690371952765798,20.640686846264892,9.800000009933207,10.500000113467959,11.923213806473919,11.900000000865566,22.132671700960575,13.337001778454265,13.999999999999998,19.520060840661365,22.600494117944383,21.755249657854993,21.719835375996741,1.9011575269904095,2.1395610623830916,0,0.044284462927900156,0,1
19,1.9999804789117304,1.044423857780009e-10,1.1784830775159114e-09,1.570894146741367e-10,8.1178095962032764,4.9970088368535333,4.1221585644475205,7.3579856674885757,3.4153206767711763,7.1591691143385532,7.666157342694139,19.690369028307472,20.640685888713023,9.8000000185241181,10.500000017831219,11.923211903502843,11.900000000006356,22.132672713478076,13.336999832592728,14,19.520058749853906,22.60049076179218,21.755248822837682,21.719833029257266,1.81806368235558,2.325068637085757,0,0.043960176805025744,0,1
20,1.9998583113543795,8.608477490243669e-05,0.00029377737518314546,0.00032165916928383859,8.1174956481117029,4.9971642719762999,4.1223044670703679,7.3585347481705368,3.4159045144970728,7.1591667906839636,7.6664593191078989,19.68803694668291,20.639780362222194,9.8000053693645004,10.500365834804228,11.923511538402138,11.900008869759493,22.13291546618316,13.336875402020612,14,19.519197101069665,22.598756389334696,21.755250735551055,21.718566128959335,2.3453452607911975,1.6364945061247496,0,0.042179523597334595,0,1
21,1.9999804433334729,1.1841414056132822e-11,2.0782914326514222e-09,6.5238805776427551e-11,8.1178101082792331,4.9970096831685167,4.1221582771036029,7.3579862892106904,3.4153192965751593,7.159168886163406,7.666157245760866,19.690368627658895,20.640686626927817,9.8000000079011986,10.500000028146587,11.923213316321512,11.899999998629307,22.132673902883884,13.337000895898663,13.999999999999998,19.520059973252938,22.600490978720273,21.755248545321866,21.719834718853228,1.8023756841550642,2.3631204525994631,0,0.042051183438365849,0,1
22,1.9999802667882862,6.0686911349172201e-11,0,1.7960791477238209e-11,8.1178075196012909,4.99700841968418,4.1221586586216388,7.3579861761276497,3.4153204464641989,7.1591687905020089,7.6661591813549173,19.690369122218282,20.640687321457982,9.7999999999965386,10.500000000210781,11.923211059374326,11.900000000004102,22.132673215009611,13.336997789339703,14,19.52005790983317,22.600490320860541,21.755247509800672,21.719833788359097,1.3213021788529566,3.1346001467248774,0,0.042001620566335163,0,1
23,1.9999804685921174,9.864847149663626e-10,4.1094605827889921e-09,1.4410332079231223e-09,8.1178104369113857,4.9970093587377411,4.1221585373563467,7.3579859873396689,3.4153194360682635,7.1591685936748313,7.6661563549413501,19.690369211436074,20.640686799857022,9.8000000065584434,10.500000064026855,11.923214839516096,11.899999998759828,22.132673729485539,13.337001603309769,14,19.520060794378072,22.60049212304936,21.755248924578016,21.719834923396988,1.8812566262870782,2.1938488653316557,0,0.040289916579767632,0,1
24,1.9999800507433634,8.7276310835342099e-08,1.1786048902765635e-07,1.4324374785527351e-07,8.1178088546956886,4.9970096427760122,4.1221583843295537,7.3579856414517115,3.4153204623352034,7.1591702709474019,7.6661592865818866,19.690369798455357,20.640688450623148,9.8000000002559311,10.500000228580181,11.923206512124295,11.900000047108987,22.132673235515995,13.336999101588679,14,19.520055818600909,22.600491693174831,21.755248661524288,21.719832586461994,2.0239407290279825,1.8158163632404931,0,0.040270779436120382,0,1
25,1.9999805920469409,8.373289284319214e-10,6.6444925231794473e-10,1.2588794009134906e-09,8.1178096023308743,4.9970081101333497,4.1221596810281067,7.3579855244049615,3.4153203740309341,7.1591669587221523,7.666156872470733,19.690368595198606,20.640685502622226,9.8000000264736205,10.500000025945107,11.923214426695102,11.900000000930518,22.132673017245789,13.33700014506298,14,19.520059810391118,22.600491585457242,21.755247948343126,21.719835422108854,1.8584819772160857,2.250083246799516,0,0.040136621405596998,0,1
26,1.9999802597025893,0,2.0930551659083886e-13,0,8.1178075102655249,4.9970084896774027,4.122158629467469,7.3579862038802126,3.4153203802686853,7.159168852120593,7.6661592199796882,19.690369154242095,20.640687370934462,9.799999999578656,10.499999999999632,11.923210929935417,11.900000000005386,22.132673215587452,13.336997784647178,14,19.520057822970685,22.600490324978779,21.755247484845739,21.719833830109355,0.99674999300246059,3.9039794395626544,0,0.03924418927731059,0,1
27,1.9999802613897741,2.9764322088759223e-12,1.0758756052230183e-11,0,8.1178075086226755,4.9970084519087807,4.1221586406370196,7.3579861877894768,3.4153204202860379,7.1591688242114966,7.6661592018661668,19.690369152729183,20.64068736840667,9.8000000000002547,10.499999999999924,11.923211021269992,11.900000000020768,22.132673214532574,13.336997784904941,13.999999999999998,19.520057892439517,22.600490319498245,21.755247509579569,21.719833797847212,1.188077327822173,3.2269098062643335,0,0.039047828608970207,0,1
28,1.9999801983155598,0,0,3.0077862372585249e-10,8.1178069145431753,4.9970083427063745,4.1221588671685456,7.3579861924480037,3.4153202386048545,7.1591685690011806,7.66615977262183,19.690369392351823,20.640688054805526,9.7999999988298097,10.499999994295793,11.92321060877086,11.900000000055124,22.132673240336306,13.336997202248069,14,19.520057566460526,22.600490598012286,21.755247132719216,21.719834321807696,1.1292105798634111,3.3216910056857061,0,0.038687705065415329,0,1
