parameter,value
function,WFG1
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,2
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_18500
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,0.81949510251419755,0.74094114189794957,2.696185524353452,2.936563675536608,8.1286181585881057,4.810439986138352,4.1627511921196145,7.3209464414824224,3.5120390046485044,7.0489641739030278,7.6178742655796103,19.497758800493113,20.536727328290663,9.7952719438543365,10.516283599683325,12.085616234552312,11.889050736073349,22.258923519520447,13.300007102470108,13.999999999999998,19.672353674746631,22.644343875610531,21.771175652267921,21.615008870684136,2.8018582469481643,0.87417947355181214,0,inf,0,1
1,1.9999802619943059,0,0,0,8.1178075116406063,4.9970084596436077,4.1221586372727783,7.3579861846401631,3.4153204165534832,7.1591688342314797,7.6661592025127812,19.690369165834699,20.640687373135247,9.800000000010046,10.500000000011909,11.923211016459973,11.900000000000006,22.132673204266652,13.336997782171199,13.999999999999998,19.520057895770133,22.600490310854141,21.755247514662969,21.71983379532217,0.84991199063002143,4.4252888394254617,0,inf,0,1
2,1.9999802592006937,3.1195109687319924e-17,0,0,8.1178074823716582,4.9970083743273959,4.122158654099823,7.3579862128400286,3.4153205256394652,7.1591687803336006,7.6661591185006843,19.690369069312951,20.640687268843486,9.8000000023268363,10.500000000065572,11.923211201435555,11.900000000107637,22.132673227840296,13.33699784295924,14,19.520057881319385,22.600490359036684,21.755247521190828,21.719833708513779,0.92513623460912375,4.0363128616314041,0,0.16436532717793426,0,1
3,1.9973829326375461,0.0017447359574786867,0.0063210418842144563,0.0068898555885165847,8.1213810965013824,4.9968398275851627,4.1185329546099858,7.3583674517531046,3.4127039619487447,7.1593572642305636,7.6639373068869601,19.698422339399404,20.644368836238684,9.7998602969355773,10.499877596059999,11.925078808027665,11.899987665957172,22.140475796056595,13.341261502343695,13.999999999999998,19.527816276014534,22.603076792200955,21.751681044812109,21.728254111720265,2.490408024069187,1.4176222764652593,0,0.060663795647546488,0,1
4,1.9973250125541651,0.00078564065968037922,0.002916302783343476,0.0031715346654294192,8.1167343580753677,5.0012405221288176,4.1200337381010552,7.3628829137814487,3.4118929711563739,7.1610798378644756,7.6655879134817022,19.688736998380421,20.643506280839766,9.7999986471399403,10.501302676132191,11.928166428031782,11.899987197920391,22.138121863273021,13.341695672717776,13.999999999999998,19.517501874352529,22.599641452380695,21.751269656206187,21.725000046363519,2.4512716606442586,1.4970678217467617,0,0.056842477738781261,0,1
5,1.9999810707616053,8.3353337174671134e-09,1.3426529361228874e-08,1.4747859972080278e-08,8.117820631281182,4.9970172786989284,4.1221571112514885,7.3579840552784574,3.4153138863808299,7.1591727895992667,7.6661583655763037,19.690365846185543,20.640683703927717,9.7999999285962378,10.500000037873312,11.923191273762246,11.900000011794813,22.132673620315835,13.337005121878711,13.999999999999998,19.520054292531,22.60048996350838,21.755251921571702,21.719835288975855,1.946553430928244,2.0216006066461216,0,0.056408054188199261,0,1
6,1.9999802837984579,0,1.2135679812126011e-10,0,8.117807402394364,4.9970084641781485,4.1221587600433365,7.3579861895483969,3.4153202849429585,7.1591687275150129,7.6661592696192322,19.690369157331155,20.640687297941472,9.7999999976086851,10.499999998201496,11.923210954570779,11.899999998903924,22.132673137447043,13.336997673527099,13.999999999999998,19.520057618012459,22.600490409358365,21.755247271823272,21.719834105023015,1.0356649550746271,3.7711714980961548,0,0.056316095106371547,0,1
7,1.9999810196253964,1.2329682169284344e-09,4.0567814799301327e-09,1.2418430618691617e-09,8.1178100826210553,4.9970071515760317,4.1221609805163784,7.3579831587875848,3.4153220423444597,7.1591674688359435,7.6661616491710047,19.6903630222596,20.640682428913948,9.7999999099862443,10.500000027841535,11.923199136049657,11.899999993909573,22.132671367497942,13.336994612263846,13.999999999999998,19.520053875827479,22.600488728796577,21.755249514527026,21.719829096947713,1.8833226819588162,2.1982703932786229,0,0.05217484719763351,0,1
8,1.9999802622196003,4.3000103574830662e-12,0,1.1537505585398208e-11,8.1178075063931878,4.9970084527919028,4.1221586412339626,7.3579861913072584,3.4153204160444091,7.1591688237878852,7.6661591967033758,19.69036915380493,20.640687361841888,9.8000000000537746,10.499999999961998,11.923211032858578,11.899999999999999,22.132673211290722,13.336997786495351,14,19.52005788926482,22.600490320863731,21.755247502927954,21.719833806585783,1.272119287774816,3.1371015273246927,0,0.051446425750894337,0,1
9,2,7.7232530845753567e-05,0.00028601985353409896,0.0003114865407973201,8.1177850208007545,4.9963789959484055,4.1226309772271295,7.357463369541696,3.4160146177290107,7.1588615888821217,7.6663127266406734,19.689582370884846,20.639703050931956,9.7999976459975322,10.499987010729207,11.922580957792006,11.899998792975303,22.13181298134873,13.336109254734353,13.999999999999998,19.519919254954782,22.599933436884719,21.755727734069055,21.718621438391398,2.3396855503626259,1.6343393795795755,0,0.051128136691508598,0,1
10,1.9999807893391885,1.8731055318849831e-07,2.7278251411972345e-07,3.3252509705734352e-07,8.1178014316771847,4.9970053137668824,4.1221633666397137,7.3579853552294043,3.4153245772191796,7.1591659885044834,7.6661626970776346,19.690361695316174,20.640682558736177,9.7999999841498777,10.500000507246865,11.923212062876285,11.900000162744931,22.132666044686228,13.336989573334721,13.999999999999998,19.520052039258292,22.60048473948375,21.75524769235242,21.719827291031926,2.0585593797569763,1.7607691917421111,0,0.050617621739212415,0,1
11,1.9999805893967904,5.1714603588052729e-08,7.5591221920813301e-08,8.954948942713221e-08,8.1178081723293509,4.9970113227513684,4.1221583293812367,7.3579840247688386,3.4153208924792682,7.1591711367500626,7.6661655062680607,19.690367795306273,20.640687153776714,9.7999999220817742,10.500000154861093,11.923200065117911,11.900000046341132,22.132669586766909,13.336991384832865,14,19.520056709610664,22.600478566716376,21.75524969950704,21.719828995907864,2.0106235248925901,1.8584304591477119,0,0.049173977168320296,0,1
12,1.9999810986647841,1.9013612106915416e-08,3.0645261343490317e-08,3.6688872855409273e-08,8.1178135096492667,4.9970043896639948,4.1221635302545208,7.3579825406528041,3.4153222118634066,7.1591636516969777,7.6661567328964182,19.690358857003528,20.640680615468025,9.7999999741452974,10.500000004850543,11.923199896104801,11.900000006697809,22.132674134299727,13.337001082489364,13.999999999999998,19.520053217336823,22.600501348715127,21.755251149877196,21.719830186876678,1.9736504320287731,1.9366840566976418,0,0.047587327235682694,0,1
13,2,0.00022233990589441441,0.00081200074037704126,0.00088522435421000919,8.1176946858919958,4.9952258784955808,4.1234854135441745,7.3565185436715614,3.4172938971417257,7.1582773941360047,7.6666110764709225,19.688205113351039,20.637957968317753,9.7999934830821651,10.49997284830636,11.921704881268589,11.900000349660536,22.130223381752927,13.33443249307564,14,19.519868747596092,22.598731783280158,21.756594153160673,21.716435859869772,2.386622161790128,1.5889775898292058,0,0.046596030544697478,0,1
14,1.9999802613897741,2.9764322088759223e-12,1.0758756052230183e-11,0,8.1178075086226755,4.9970084519087807,4.1221586406370196,7.3579861877894768,3.4153204202860379,7.1591688242114966,7.6661592018661668,19.690369152729183,20.64068736840667,9.8000000000002547,10.499999999999924,11.923211021269992,11.900000000020768,22.132673214532574,13.336997784904941,13.999999999999998,19.520057892439517,22.600490319498245,21.755247509579569,21.719833797847212,1.188077327822173,3.2269098062643335,0,0.045750061421926537,0,1
15,1.9999802616014857,1.4653262818119447e-12,0,2.5894448142023145e-14,8.1178075097449458,4.997008456186915,4.1221586392999088,7.3579861891690284,3.4153204159448594,7.159168827350868,7.6661592006531167,19.690369155158837,20.640687368895424,9.8000000000006278,10.500000000089821,11.923211022459199,11.900000000027925,22.132673212948266,13.336997786948073,13.999999999999998,19.52005789150844,22.600490319075597,21.755247508737643,21.719833801315573,1.2463710685520359,3.2266469462608702,0,0.045726724145771683,0,1
16,1.999980285678927,0,0,1.5020458294396808e-15,8.1178077608235153,4.997008572861926,4.1221586403319614,7.357986129022021,3.415320281243774,7.1591688267931302,7.6661591021313464,19.69036918360441,20.64068733216698,9.7999999991275022,10.500000000498991,11.923210972872896,11.900000000168536,22.132673219516839,13.336997966880608,13.999999999999998,19.520058024978518,22.600490369255784,21.755247580903038,21.719833940271119,1.0465273010497687,3.6860009956936706,0,0.045688004894961623,0,1
17,1.6639493389654174,0.17623020260096148,0.57322621989468936,0.62942954288616082,5.8755725660858626,5.429443921503303,3.5428157371600055,9.4378401986566338,2.2981277810543519,7.0211093023944322,7.6208633050998769,21.754872862060978,20.572467438676625,9.8098240289431757,10.609445359167315,13.280141741218277,11.932660884079127,23.329492185502147,13.376455464884359,14,16.567167871076883,22.503111261893903,17.222532388006982,26.59947481566677,2.7345889336104738,0.9371118255590194,0,0.042843444759691166,0,1
18,1.9999829979436363,3.8974214078736257e-07,5.5981111391280484e-07,6.8064799711887613e-07,8.1178081018573174,4.9970095415869089,4.122169201041844,7.3579750506311932,3.4153225322111691,7.1591653520578724,7.6661708812782292,19.690361690145274,20.640680939132427,9.7999997820485234,10.500000980704979,11.923192186327022,11.900000327314483,22.132653743545792,13.336979443741193,13.999999999999998,19.5200522757575,22.600472068393117,21.755253628826516,21.719824410409299,2.088308272811298,1.7216786488227362,0,0.042686190779158806,0,1
19,1.9999802720363344,0,4.4081482441857414e-11,1.7565017841398674e-11,8.117807698861272,4.997008478661261,4.1221587060097979,7.357986216870013,3.4153202454499016,7.1591686904384639,7.6661590185088677,19.69036909239674,20.640687222873765,9.7999999988504101,10.500000000430562,11.923210904883867,11.900000000254193,22.132673369814778,13.336998079441644,13.999999999999998,19.520057712920686,22.600490744880162,21.755247348683508,21.719834198971231,1.453602504884107,2.731295968650409,0,0.042532524947566257,0,1
