parameter,value
function,WFG1
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,2
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_16400
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,1.9999802619943059,0,0,0,8.1178075116406063,4.9970084596436077,4.1221586372727783,7.3579861846401631,3.4153204165534832,7.1591688342314797,7.6661592025127812,19.690369165834699,20.640687373135247,9.800000000010046,10.500000000011909,11.923211016459973,11.900000000000006,22.132673204266652,13.336997782171199,13.999999999999998,19.520057895770133,22.600490310854141,21.755247514662969,21.71983379532217,0.84991199063002143,4.4252888394254617,0,inf,0,1
1,1.1990986046226748,1.755176645648264,1.6953223814996772,2.0795702711567445,4.5612676280088298,6.877564818180665,8.7470399430644328,10.231145050767177,6.1353151252583418,7.3807149171664541,10.355949385061674,13.359321480985194,19.578159409257793,9.4462528976513855,14.873014082149428,12.549169120808369,16.147311904226967,17.446239645448145,13.306913356800445,13.963574521853102,14.698895030750091,14.431691196171613,18.831744832449825,16.891998984633243,2.8633253396842107,0.94093131975485178,0,inf,0,1
2,1.9999802592006937,3.1195109687319924e-17,0,0,8.1178074823716582,4.9970083743273959,4.122158654099823,7.3579862128400286,3.4153205256394652,7.1591687803336006,7.6661591185006843,19.690369069312951,20.640687268843486,9.8000000023268363,10.500000000065572,11.923211201435555,11.900000000107637,22.132673227840296,13.33699784295924,14,19.520057881319385,22.600490359036684,21.755247521190828,21.719833708513779,0.92513623460912375,4.0363128616314041,0,0.16142131039850616,0,1
3,1.999976365748531,5.832390311411738e-06,8.2759385078590581e-06,1.0056132474478219e-05,8.1177914323450402,4.9970157900330774,4.1221770967198141,7.3579992127907179,3.4153297457280405,7.1591569241284079,7.6661650625110269,19.690338305220049,20.640674254148195,9.8000000000290743,10.500013900646243,11.92322493230143,11.900004530472835,22.132656029315527,13.336991592537773,13.999999999999998,19.520031791337622,22.60044774307363,21.755233291343675,21.719835298393704,2.1924682952737999,1.6515438028731628,0,0.073345025327946095,0,1
4,1.9999351198128625,2.9249470051494551e-05,0.00010905243372559309,0.00011862986358556411,8.1176973213233357,4.9970652790365806,4.1221983216653717,7.358196071848691,3.4155434961293585,7.159178298385946,7.6662699453978966,19.689471532559832,20.640337507955113,9.8000021687205496,10.500132928234013,11.923330855925855,11.899999987487501,22.132784797195146,13.336958118222038,13.999999999999998,19.519744518877491,22.599835327546483,21.755260176591452,21.719332037869904,2.2944163784275409,1.6499328934397905,0,0.07008500237915645,0,1
5,1.9999797721863768,2.8646278179896522e-09,5.7924684199425597e-09,1.0657259330720246e-08,8.1178048310631326,4.9970109662910573,4.1221564584062103,7.3579873269295106,3.4153205895777772,7.1591716046336167,7.6661639617581177,19.690369777368272,20.640691451217652,9.8000000681234969,10.499999888764224,11.923209756586672,11.900000006709046,22.132672480158782,13.336993842110427,13.999999999999998,19.520059698545175,22.600481816651833,21.755248901752751,21.719830400797878,1.9247132011131167,2.0852322247160808,0,0.06178715839129742,0,1
6,1.9999802622196003,4.3000103574830662e-12,0,1.1537505585398208e-11,8.1178075063931878,4.9970084527919028,4.1221586412339626,7.3579861913072584,3.4153204160444091,7.1591688237878852,7.6661591967033758,19.69036915380493,20.640687361841888,9.8000000000537746,10.499999999961998,11.923211032858578,11.899999999999999,22.132673211290722,13.336997786495351,14,19.52005788926482,22.600490320863731,21.755247502927954,21.719833806585783,1.272119287774816,3.1371015273246927,0,0.05117738504648562,0,1
7,1.999980099326085,3.0817738836128587e-09,2.5985825950553723e-09,3.1484002015717061e-09,8.1178066826010316,4.9970087513551116,4.1221578330782931,7.3579878138323842,3.4153200549616227,7.1591688634542914,7.6661591641934388,19.69036805340944,20.640686622510742,9.7999999967391958,10.499999987850984,11.923212811334636,11.900000000794661,22.132674726271539,13.336998272942509,13.999999999999998,19.520057329229978,22.600489279308398,21.755245963344539,21.719834806878591,1.8940267260930201,2.1536376622051638,0,0.046765557816343423,0,1
8,1.9999802571875591,0,0,6.3391616767782751e-14,8.1178075340603559,4.9970085097492598,4.1221586093027414,7.3579861972904466,3.4153203674521504,7.1591688666358166,7.6661592087186099,19.690369209245201,20.640687427690711,9.7999999997477225,10.4999999999726,11.923210993542089,11.900000000022231,22.13267322775258,13.336997812165476,13.999999999999998,19.520057915271142,22.600490312525942,21.755247514338613,21.719833841335351,1.0645505659469414,3.5625088904612823,0,0.04612213153362852,0,1
9,1.9887868731897089,0.007007222058588297,0.025691886644536841,0.027969719021738681,8.0931196753900014,5.0113657181166236,4.131579324336804,7.4076928221088121,3.4652396873653668,7.1598719477341168,7.6935665437271412,19.480926683866603,20.562163260246216,9.800454940702636,10.531451830174936,11.945564721899318,11.900053684459948,22.163546985647848,13.329839451725599,14,19.444800202931575,22.450803786556197,21.75550651027601,21.608220218885187,2.5627921331914245,1.2494236490662691,0,0.045292336785750564,0,1
10,1.8128736633996365,0.1045530266732075,0.36912043894357033,0.39746631121789489,7.7329150312027783,5.2069203554861581,4.3801238097550819,7.9823597687272985,4.0038914951438116,7.0938752035888806,8.0905057338418302,16.85273999535892,19.651192977246538,9.8048829856138564,10.947808068175943,12.107989107064357,11.891655750279192,22.47758926430938,13.17326122558619,14.000002405605349,18.311093945818435,20.728997861315754,21.692372565174466,20.375235863908646,2.7621868028016388,1.0200703795817234,0,0.045109626195658739,0,1
11,1.9999802613897741,2.9764322088759223e-12,1.0758756052230183e-11,0,8.1178075086226755,4.9970084519087807,4.1221586406370196,7.3579861877894768,3.4153204202860379,7.1591688242114966,7.6661592018661668,19.690369152729183,20.64068736840667,9.8000000000002547,10.499999999999924,11.923211021269992,11.900000000020768,22.132673214532574,13.336997784904941,13.999999999999998,19.520057892439517,22.600490319498245,21.755247509579569,21.719833797847212,1.188077327822173,3.2269098062643335,0,0.044618154872547458,0,1
12,1.9999802616014857,1.4653262818119447e-12,0,2.5894448142023145e-14,8.1178075097449458,4.997008456186915,4.1221586392999088,7.3579861891690284,3.4153204159448594,7.159168827350868,7.6661592006531167,19.690369155158837,20.640687368895424,9.8000000000006278,10.500000000089821,11.923211022459199,11.900000000027925,22.132673212948266,13.336997786948073,13.999999999999998,19.52005789150844,22.600490319075597,21.755247508737643,21.719833801315573,1.2463710685520359,3.2266469462608702,0,0.044469882876092728,0,1
13,1.9990750074911445,0.00055824937342597311,0.0021017542734680051,0.0022842395909753489,8.1158117975217525,4.9981760946800184,4.1228615652924079,7.3621098930983102,3.4195494121688794,7.1593247893709133,7.6683243368337628,19.672905512267253,20.633993086905921,9.8000430804180354,10.502553800026703,11.925125114614463,11.8999882270077,22.135198491923575,13.336486088889636,13.999999999999998,19.513772037615006,22.588134865607717,21.755405355649813,21.710307417067522,2.438040305866108,1.5292002242844664,0,0.043290258514714422,0,1
14,1.9999802649367289,0,0,6.4520003008796587e-15,8.1178075336552009,4.9970084681768547,4.1221586460679296,7.3579861825162585,3.4153203935171743,7.1591688238098978,7.6661591810066678,19.690369173269723,20.640687360753827,9.799999999986154,10.500000000274746,11.923211016816586,11.899999999979981,22.132673206265647,13.336997810444332,13.999999999999998,19.520057885755925,22.600490348063225,21.755247500898971,21.719833841713989,1.0507800418552899,3.6364267587597068,0,0.042581276255113668,0,1
15,1.7434613634618765,0.13939669717053429,0.48162437605339259,0.51653118016442301,7.577270398178082,5.2676600928897992,4.5352913827458572,8.1234918435815118,4.109224247201583,7.0249470574424446,8.2496593333633488,16.09726959609797,19.442715670825507,9.8052595327246621,11.083053704544454,12.087241831777119,11.885365077864559,22.518808909577892,13.069467461189308,14.00000338938311,17.863715752632352,20.316802019629161,21.622592699734277,20.125056686064845,2.7769151086182959,1.0018977704535807,0,0.042360703764149743,0,1
16,1.9851592585463513,0.0096425305539284637,0.03538634037057653,0.038541445199892062,8.0900628159512245,5.0177530405187332,4.1333069756731717,7.4261444248730379,3.4857524109735158,7.1610028404420802,7.7001026568315494,19.398484343222847,20.527773400426437,9.800682754804118,10.543352313638502,11.956042355013079,11.900144404682599,22.176910641095734,13.332689288695905,14.000000000373509,19.421262739846366,22.39125582740877,21.759544136518816,21.561824185233146,2.6193170986768002,1.249013160699401,0,0.041288094037861656,0,1
17,1.8986451637873181,0.056153223811463863,0.1982589700525122,0.21305033721415839,7.920766215178058,5.1105432571016909,4.2644103978140935,7.6882609017354859,3.7242943647106923,7.117301457842534,7.8916801986506169,18.167144635655397,20.112831142589954,9.8026039365454274,10.739893647598118,12.018709081603582,11.894572520282575,22.323990029167799,13.256145107887448,13.999999964022582,18.875636403507158,21.609506348611593,21.722242978697722,21.010917511876897,2.7239015525181394,1.0673320400541875,0,0.04114325846878393,0,1
18,1.9999804414727727,1.4978582355549323e-08,6.9890713566023118e-09,1.5857114448084321e-08,8.1178017763065711,4.997008570679939,4.1221590715374328,7.3579886843144084,3.4153212133026001,7.1591644930416685,7.666165969572627,19.690362977048711,20.640687247997953,9.8000000855506979,10.499999832269756,11.923223139911805,11.900000007345842,22.132673542256025,13.336990321624185,13.999999999999998,19.52006541697838,22.600473090793013,21.755245250077291,21.719834340014373,1.9455888346152483,2.0275810728082071,0,0.041092112436126482,0,1
19,1.9999806747492035,0,7.6653452684825761e-09,2.8430489412901634e-09,8.1178050875743057,4.9970088023241619,4.1221613496076595,7.357983888639005,3.4153204675661217,7.1591703535599329,7.6661562956189737,19.6903766015519,20.640689285838409,9.8000001262819048,10.500000042166526,11.92321631808683,11.900000001056457,22.13266308229074,13.336996325079626,13.999999999999998,19.520056145699741,22.600494397038158,21.755249771378036,21.719833499302457,1.5646530109442662,2.4887589348490837,0,0.04104211287375574,0,1
20,1.9987249924076682,0.00079017816907050781,0.0029094491989430926,0.0031666742821983601,8.1151122491419798,4.9986829148990104,4.123185361258213,7.3636229067836867,3.421008579534325,7.1593133495087908,7.6691769503860598,19.666543380271435,20.631656970618774,9.8000537693424388,10.503557811449987,11.925803405217552,11.90000360788895,22.136140392170205,13.336291695446667,13.999999999999998,19.51154723672466,22.583464687194599,21.75537924018484,21.707039664755357,2.4524472559045445,1.4982599095783673,0,0.040394479766917082,0,1
21,1.9999802641458226,0,6.162763072567375e-12,1.346100959473785e-12,8.1178075698779075,4.9970085212749273,4.1221586332238296,7.357986196961857,3.4153203214156473,7.1591688476358293,7.6661591459040483,19.690369228018774,20.640687388241624,9.7999999999598888,10.500000000592586,11.923211011867529,11.899999999985654,22.132673214087657,13.336997875213029,14,19.520057872124934,22.600490416178143,21.75524748161736,21.719833936993403,1.4085760474679154,2.875391858922193,0,0.040147296217160837,0,1
22,1.9999802134534668,0,7.9005058210314003e-11,0,8.1178084595566098,4.9970095192173751,4.1221580020384527,7.3579864916885072,3.4153199481167076,7.1591695710959549,7.6661587806304503,19.690369187401192,20.640687507376722,9.8000000134616769,10.500000000601055,11.92321100193022,11.900000000046314,22.132673538313011,13.336999036091058,14,19.520058233578077,22.600489967927341,21.755248081006076,21.719833716683006,1.0304392283932007,3.7796771458279643,0,0.03999501621044118,0,1
23,1.9999802534836397,9.4969413533248806e-11,1.1247892645774472e-12,2.1460079923018143e-11,8.1178074601000016,4.997008425489728,4.1221586019571799,7.3579861850823667,3.4153204933034047,7.1591688510793157,7.666159219821802,19.690369213079336,20.640687435201283,9.8000000003595904,10.500000000299774,11.923211186380696,11.899999999997799,22.132673208513133,13.336997737743559,13.999999999999998,19.52005804220142,22.60049019127948,21.755247561164438,21.719833694074065,1.7205379723629841,2.4242428873962205,0,0.039451073073726903,0,1
24,1.9999804428218804,7.205819423426615e-08,1.3079113756904032e-07,1.7097557196939672e-07,8.1178043739624304,4.9970123823592676,4.1221618917371821,7.3579870557956122,3.4153220880303499,7.1591647514385448,7.6661663637754272,19.690361185854769,20.640684595011624,9.8000003693128157,10.49999997159515,11.923210053052168,11.900000050833226,22.132667614655567,13.336992344887186,14,19.520053870136625,22.600474108341526,21.755247492724898,21.719832810002028,2.030115221644182,1.8138773971193594,0,0.039092580105894094,0,1
25,1.99998025994452,1.0278857949753414e-12,0,4.8815849206657886e-13,8.1178075114729751,4.997008463612131,4.1221586296813877,7.3579861936778164,3.4153204168106726,7.1591688385982239,7.6661591930038888,19.690369166098307,20.640687380581507,9.8000000003291294,10.500000000102757,11.92321104836507,11.900000000011426,22.132673212968484,13.336997798268401,13.999999999999998,19.520057909385123,22.600490313906576,21.755247519997248,21.719833792407957,1.271867244740333,3.2169653509192289,0,0.038487604974597647,0,1
26,1.9999802593874705,1.7062639514433069e-12,6.4449609930570193e-15,0,8.1178075255528483,4.9970084715003189,4.1221586229681844,7.357986182988471,3.4153204212925621,7.1591688522656485,7.6661591998063709,19.690369178103762,20.640687392809795,9.8000000003948937,10.50000000005193,11.923211013716797,11.90000000005436,22.132673208411852,13.336997796866658,13.999999999999998,19.520057918967151,22.600490301600527,21.755247539952901,21.71983377140138,1.1517724993703629,3.2635992282519184,0,0.038378445267948896,0,1
27,1.9999801381783548,0,0,3.4733058479294387e-10,8.1178056958615628,4.9970083807487029,4.1221583301097073,7.3579872906643802,3.4153208223485114,7.1591687087094291,7.6661603051006155,19.690367965889369,20.640687118089247,9.8000000242228378,10.499999944600823,11.923212434912527,11.899999999634298,22.132673424363475,13.336996488871497,14,19.520057428227851,22.600487953394257,21.755246613936968,21.71983338900435,1.1352313444380555,3.3235014378422929,0,0.038123836523332552,0,1
28,1.9994699537674516,0.00031632377936169402,0.0011580825002392766,0.0012607762271752865,8.1167007559497044,4.9976661676810608,4.1225805760520222,7.3602322578207318,3.4175439297795718,7.1591865560275787,7.6674226258370446,19.680936759090994,20.637186565861274,9.8000198709806892,10.501418130340747,11.924147675082983,11.90000201311927,22.134119793129198,13.336685134803144,13.999999999999998,19.516644718248624,22.593773658793619,21.755226035699032,21.714864430810756,2.4075255756382878,1.5713584284922406,0,0.037101502219790819,0,1
