parameter,value
function,WFG1
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,2
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_9100
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,1.1990986046226748,1.755176645648264,1.6953223814996772,2.0795702711567445,4.5612676280088298,6.877564818180665,8.7470399430644328,10.231145050767177,6.1353151252583418,7.3807149171664541,10.355949385061674,13.359321480985194,19.578159409257793,9.4462528976513855,14.873014082149428,12.549169120808369,16.147311904226967,17.446239645448145,13.306913356800445,13.963574521853102,14.698895030750091,14.431691196171613,18.831744832449825,16.891998984633243,2.8633253396842107,0.94093131975485178,0,inf,0,1
1,1.9999802623193992,0,0,0,8.1178075123164675,4.9970084569787732,4.1221586399045966,7.3579861869551095,3.4153204152013581,7.159168828380337,7.6661591990639755,19.690369157976235,20.640687366736945,9.7999999999989047,10.500000000017391,11.923211020389344,11.900000000000086,22.132673209110962,13.336997786834008,13.999999999999998,19.520057891639407,22.600490318794328,21.755247509736268,21.719833801675893,0.8510011830367451,4.4263780318294241,0,inf,0,1
2,1.99997734599234,4.7981446157017774e-06,6.6487256536068722e-06,8.2176869428651531e-06,8.1177944340713619,4.9970135753035487,4.1221744801829727,7.3579953033543202,3.4153282296896861,7.1591587202040259,7.6661655877163613,19.690345282948446,20.640676304368956,9.8000000022004645,10.500011472746474,11.923216952340786,11.900003623662675,22.132657445525577,13.336989378284366,13.999999999999998,19.520036491853098,22.600453667225693,21.755235500683192,21.719835255302677,2.1862901546198259,1.6549240964886547,0,0.18146975107508193,0,1
3,1.9999802614339759,5.2649936394395914e-15,0,0,8.1178075084793555,4.9970084554196372,4.1221586389108795,7.3579861886803073,3.4153204177176772,7.1591688284262958,7.6661592012938087,19.690369156246888,20.640687369931022,9.8000000000019973,10.500000000107546,11.923211022358961,11.899999999997483,22.132673211686512,13.336997785148723,14,19.520057892029588,22.600490317685178,21.75524751014169,21.719833798060325,0.92863151285330914,4.029975996387579,0,0.16486111133421272,0,1
4,1.9997311176592749,0.00033000439436113815,0.00063041559071112937,0.00072930600827187818,8.1164081594254078,4.9973242276841994,4.1239103591140553,7.3586706476640336,3.4159369438045508,7.1574688436365319,7.6666936827643752,19.687677865978522,20.639294481358004,9.8000407899781976,10.500826974217034,11.924358478434016,11.899896781769563,22.131257501409443,13.335895395924437,14.000003480963597,19.517479998618914,22.597317684866379,21.754018576355456,21.720810042553019,2.4418699373371289,1.6527845880686767,0,0.14816810723380944,0,1
5,1.8871173718060383,0.23761594640921307,0.2438932167780701,0.29571674348984811,7.5999695552240034,5.2507586553026737,4.7915945361482706,7.7545964621886387,3.7887660257352609,7.1133011283168539,8.0342450860245211,18.751382747886897,20.443199901157161,9.7562337772828336,11.093408556958972,12.063980633341421,12.439566699667925,21.476286816330983,13.288446306500992,13.995434648532658,18.784626679804742,21.429653101606498,21.330180667972535,21.138247720229064,2.7701450073523954,1.0388423468720069,0,0.097634483210506676,0,1
6,1.9999799103495064,6.178669021904229e-07,8.8196930474500435e-07,1.0601860277759801e-06,8.1178058663618362,4.9970091625163855,4.1221605672220951,7.3579874277945221,3.4153213647505321,7.1591676406335329,7.6661599021308051,19.690365927341773,20.640685787806472,9.8000000040394699,10.500001445753171,11.92321213826536,11.900000424481398,22.132671194205319,13.336996756834274,13.999999999999998,19.520055257486028,22.600485503969825,21.755246059368528,21.719833853570591,2.102967148028994,1.6982910485006362,0,0.070196212264085261,0,1
7,1.9999801840568099,1.1556986878550948e-07,1.7085116544725975e-07,2.0772650747934609e-07,8.1178071660041571,4.9970086508989553,4.1221589338281017,7.3579865256417234,3.4153205979436523,7.1591686634360503,7.6661593897008959,19.690368344368597,20.640687010335085,9.8000000021713252,10.500000279676062,11.923211255732644,11.900000076910676,22.132672911396625,13.336997589178809,13.999999999999998,19.520057353136263,22.600489207192417,21.755247228727423,21.719833698617052,2.0385201299293869,1.7908408518031083,0,0.063646315314294322,0,1
8,1.9999802235258095,4.0739656970110834e-08,6.1860681477470376e-08,7.0239659800159924e-08,8.1178074212138132,4.9970085178545789,4.1221587088454124,7.3579863083073809,3.4153204761252853,7.1591687852622714,7.6661592763571047,19.690368810594901,20.640687317472509,9.8000000014521138,10.500000100837994,11.92321112192084,11.900000014386746,22.132673218717567,13.336997750947299,14,19.520057798626709,22.600489961418539,21.755247470749158,21.719833704613137,1.9983876153323687,1.8740436417294468,0,0.058794311436052848,0,1
9,1.9999802522270778,1.5651460045017925e-08,2.0118815818356177e-08,2.5673567716554771e-08,8.1178074703213881,4.9970084760405982,4.1221587138248763,7.3579862039921746,3.4153204336013236,7.1591687833345121,7.6661592170734094,19.690369124455515,20.640687347478625,9.7999999997557001,10.500000043303622,11.923211007436992,11.900000016862744,22.132673130562775,13.336997760312748,14,19.520057800286089,22.600490228263585,21.755247454992308,21.719833848666763,1.9611287514583196,1.968369566526023,0,0.057139816939580389,0,1
