generation,alpha,evaluation_count,population_size
0,1,0,120
1,1,109,120
2,1,218,120
3,1,327,120
4,1,436,120
5,1,545,120
6,1,654,120
7,1,763,120
8,1,872,120
9,1,981,120
10,1,1090,120
11,1,1199,120
12,1,1308,120
13,1,1417,120
14,1,1526,120
15,1,1635,120
16,1,1744,120
17,1,1853,120
18,1,1962,120
19,1,2071,120
20,1,2180,120
21,1,2289,120
22,1,2398,120
23,1,2507,120
24,1,2616,120
25,1,2725,120
26,1,2834,120
27,1,2943,120
28,1,3052,120
29,1,3161,120
30,1,3270,120
31,1,3379,120
32,1,3488,120
33,1,3597,120
34,1,3706,120
35,1,3815,120
36,1,3924,120
37,1,4033,120
38,1,4142,120
39,1,4251,120
40,1,4360,120
41,1,4469,120
42,1,4578,120
43,1,4687,120
44,1,4796,120
45,1,4905,120
46,1,5014,120
47,1,5123,120
48,1,5232,120
49,1,5341,120
50,1,5450,120
51,1,5559,120
52,1,5668,120
53,1,5777,120
54,1,5886,120
55,1,5995,120
56,1,6104,120
57,1,6213,120
58,1,6322,120
59,1,6431,120
60,1,6540,120
61,1,6649,120
62,1,6758,120
63,1,6867,120
64,1,6976,120
65,1,7085,120
66,1,7194,120
67,1,7303,120
68,1,7412,120
69,1,7521,120
70,1,7630,120
71,1,7739,120
72,1,7848,120
73,1,7957,120
74,1,8066,120
75,1,8175,120
76,1,8284,120
77,1,8393,120
78,1,8502,120
79,1,8611,120
80,1,8720,120
81,1,8829,120
82,1,8938,120
83,1,9047,120
84,1,9156,120
85,1,9265,120
86,1,9374,120
87,1,9483,120
88,1,9592,120
89,1,9701,120
90,1,9810,120
91,1,9919,120
92,1,10028,120
93,1,10137,120
94,1,10246,120
95,1,10355,120
96,1,10464,120
97,1,10573,120
98,1,10682,120
99,1,10791,120
100,1,10900,120
101,1,11009,120
102,1,11118,120
103,1,11227,120
104,1,11336,120
105,1,11445,120
106,1,11554,120
107,1,11663,120
108,1,11772,120
109,1,11881,120
110,1,11990,120
111,1,12099,120
112,1,12208,120
113,1,12317,120
114,1,12426,120
115,1,12535,120
116,1,12644,120
117,1,12753,120
118,1,12862,120
119,1,12971,120
120,1,13080,120
121,1,13189,120
122,1,13298,120
123,1,13407,120
124,1,13516,120
125,1,13625,120
126,1,13734,120
127,1,13843,120
128,1,13952,120
129,1,14061,120
130,1,14170,120
131,1,14279,120
132,1,14388,120
133,1,14497,120
134,1,14606,120
135,1,14715,120
136,1,14824,120
137,1,14933,120
138,1,15042,120
139,1,15151,120
140,1,15260,120
141,1,15369,120
142,1,15478,120
143,1,15587,120
144,1,15696,120
145,1,15805,120
146,1,15914,120
147,1,16023,120
148,1,16132,120
149,1,16241,120
150,1,16350,120
151,1,16459,120
152,1,16568,120
153,1,16677,120
154,1,16786,120
155,1,16895,120
156,1,17004,120
157,1,17113,120
158,1,17222,120
159,1,17331,120
160,1,17440,120
161,1,17549,120
162,1,17658,120
163,1,17767,120
164,1,17876,120
165,1,17985,120
166,1,18094,120
167,1,18203,120
168,1,18312,120
169,1,18421,120
170,1,18530,120
171,1,18639,120
172,1,18748,120
173,1,18857,120
174,1,18966,120
175,1,19075,120
176,1,19184,120
177,1,19293,120
178,1,19402,120
179,1,19511,120
180,1,19620,120
181,1,19729,120
182,1,19838,120
183,1,19947,120
184,1,20056,120
185,1,20165,120
186,1,20274,120
187,1,20383,120
188,1,20492,120
189,1,20601,120
190,1,20710,120
191,1,20819,120
192,1,20928,120
193,1,21037,120
194,1,21146,120
195,1,21255,120
196,1,21364,120
197,1,21473,120
198,1,21582,120
199,1,21691,120
200,1,21800,120
201,1,21909,120
202,1,22018,120
203,1,22127,120
204,1,22236,120
205,1,22345,120
206,1,22454,120
207,1,22563,120
208,1,22672,120
209,1,22781,120
210,1,22890,120
211,1,22999,120
212,1,23108,120
213,1,23217,120
214,1,23326,120
215,1,23435,120
216,1,23544,120
217,1,23653,120
218,1,23762,120
219,1,23871,120
220,1,23980,120
221,1,24089,120
222,1,24198,120
223,1,24307,120
224,1,24416,120
225,1,24525,120
226,1,24634,120
227,1,24743,120
228,1,24852,120
229,1,24961,120
230,1,25070,120
231,1,25179,120
232,1,25288,120
233,1,25397,120
234,1,25506,120
235,1,25615,120
236,1,25724,120
237,1,25833,120
238,1,25942,120
239,1,26051,120
240,1,26160,120
241,1,26269,120
242,1,26378,120
243,1,26487,120
244,1,26596,120
245,1,26705,120
246,1,26814,120
247,1,26923,120
248,1,27032,120
249,1,27141,120
250,1,27250,120
251,1,27359,120
252,1,27468,120
253,1,27577,120
254,1,27686,120
255,1,27795,120
256,1,27904,120
257,1,28013,120
258,1,28122,120
259,1,28231,120
260,1,28340,120
261,1,28449,120
262,1,28558,120
263,1,28667,120
264,1,28776,120
265,1,28885,120
266,1,28994,120
267,1,29103,120
268,1,29212,120
269,1,29321,120
270,1,29430,120
271,1,29539,120
272,1,29648,120
273,1,29757,120
274,1,29866,120
275,1,29975,120
276,1,30084,120
277,1,30193,120
278,1,30302,120
279,1,30411,120
280,1,30520,120
281,1,30629,120
282,1,30738,120
283,1,30847,120
284,1,30956,120
285,1,31065,120
286,1,31174,120
287,1,31283,120
288,1,31392,120
289,1,31501,120
290,1,31610,120
291,1,31719,120
292,1,31828,120
293,1,31937,120
294,1,32046,120
295,1,32155,120
296,1,32264,120
297,1,32373,120
298,1,32482,120
299,1,32591,120
300,1,32700,120
301,1,32809,120
302,1,32918,120
303,1,33027,120
304,1,33136,120
305,1,33245,120
306,1,33354,120
307,1,33463,120
308,1,33572,120
309,1,33681,120
310,1,33790,120
311,1,33899,120
312,1,34008,120
313,1,34117,120
314,1,34226,120
315,1,34335,120
316,1,34444,120
317,1,34553,120
318,1,34662,120
319,1,34771,120
320,1,34880,120
321,1,34989,120
322,1,35098,120
323,1,35207,120
324,1,35316,120
325,1,35425,120
326,1,35534,120
327,1,35643,120
328,1,35752,120
329,1,35861,120
330,1,35970,120
331,1,36079,120
332,1,36188,120
333,1,36297,120
334,1,36406,120
335,1,36515,120
336,1,36624,120
337,1,36733,120
338,1,36842,120
339,1,36951,120
340,1,37060,120
341,1,37169,120
342,1,37278,120
343,1,37387,120
344,1,37496,120
345,1,37605,120
346,1,37714,120
347,1,37823,120
348,1,37932,120
349,1,38041,120
350,1,38150,120
351,1,38259,120
352,1,38368,120
353,1,38477,120
354,1,38586,120
355,1,38695,120
356,1,38804,120
357,1,38913,120
358,1,39022,120
359,1,39131,120
360,1,39240,120
361,1,39349,120
362,1,39458,120
363,1,39567,120
364,1,39676,120
365,1,39785,120
366,1,39894,120
367,1,40003,120
368,1,40112,120
369,1,40221,120
370,1,40330,120
371,1,40439,120
372,1,40548,120
373,1,40657,120
374,1,40766,120
375,1,40875,120
376,1,40984,120
377,1,41093,120
378,1,41202,120
379,1,41311,120
380,1,41420,120
381,1,41529,120
382,1,41638,120
383,1,41747,120
384,1,41856,120
385,1,41965,120
386,1,42074,120
387,1,42183,120
388,1,42292,120
389,1,42401,120
390,1,42510,120
391,1,42619,120
392,1,42728,120
393,1,42837,120
394,1,42946,120
395,1,43055,120
396,1,43164,120
397,1,43273,120
398,1,43382,120
399,1,43491,120
400,1,43600,120
401,1,43709,120
402,1,43818,120
403,1,43927,120
404,1,44036,120
405,1,44145,120
406,1,44254,120
407,1,44363,120
408,1,44472,120
409,1,44581,120
410,1,44690,120
411,1,44799,120
412,1,44908,120
413,1,45017,120
414,1,45126,120
415,1,45235,120
416,1,45344,120
417,1,45453,120
418,1,45562,120
419,1,45671,120
420,1,45780,120
421,1,45889,120
422,1,45998,120
423,1,46107,120
424,1,46216,120
425,1,46325,120
426,1,46434,120
427,1,46543,120
428,1,46652,120
429,1,46761,120
430,1,46870,120
431,1,46979,120
432,1,47088,120
433,1,47197,120
434,1,47306,120
435,1,47415,120
436,1,47524,120
437,1,47633,120
438,1,47742,120
439,1,47851,120
440,1,47960,120
441,1,48069,120
442,1,48178,120
443,1,48287,120
444,1,48396,120
445,1,48505,120
446,1,48614,120
447,1,48723,120
448,1,48832,120
449,1,48941,120
450,1,49050,120
451,1,49159,120
452,1,49268,120
453,1,49377,120
454,1,49486,120
455,1,49595,120
456,1,49704,120
457,1,49813,120
458,1,49922,120
459,1,50031,120
460,1,50140,120
461,1,50249,120
462,1,50358,120
463,1,50467,120
464,1,50576,120
465,1,50685,120
466,1,50794,120
467,1,50903,120
468,1,51012,120
469,1,51121,120
470,1,51230,120
471,1,51339,120
472,1,51448,120
473,1,51557,120
474,1,51666,120
475,1,51775,120
476,1,51884,120
477,1,51993,120
478,1,52102,120
479,1,52211,120
480,1,52320,120
481,1,52429,120
482,1,52538,120
483,1,52647,120
484,1,52756,120
485,1,52865,120
486,1,52974,120
487,1,53083,120
488,1,53192,120
489,1,53301,120
490,1,53410,120
491,1,53519,120
492,1,53628,120
493,1,53737,120
494,1,53846,120
495,1,53955,120
496,1,54064,120
497,1,54173,120
498,1,54282,120
499,1,54391,120
500,1,54500,120
501,1,54609,120
502,1,54718,120
503,1,54827,120
504,1,54936,120
505,1,55045,120
506,1,55154,120
507,1,55263,120
508,1,55372,120
509,1,55481,120
510,1,55590,120
511,1,55699,120
512,1,55808,120
513,1,55917,120
514,1,56026,120
515,1,56135,120
516,1,56244,120
517,1,56353,120
518,1,56462,120
519,1,56571,120
520,1,56680,120
521,1,56789,120
522,1,56898,120
523,1,57007,120
524,1,57116,120
525,1,57225,120
526,1,57334,120
527,1,57443,120
528,1,57552,120
529,1,57661,120
530,1,57770,120
531,1,57879,120
532,1,57988,120
533,1,58097,120
534,1,58206,120
535,1,58315,120
536,1,58424,120
537,1,58533,120
538,1,58642,120
539,1,58751,120
540,1,58860,120
541,1,58969,120
542,1,59078,120
543,1,59187,120
544,1,59296,120
545,1,59405,120
546,1,59514,120
547,1,59623,120
548,1,59732,120
549,1,59841,120
550,1,59950,120
551,1,60059,120
552,1,60168,120
553,1,60277,120
554,1,60386,120
555,1,60495,120
556,1,60604,120
557,1,60713,120
558,1,60822,120
559,1,60931,120
560,1,61040,120
561,1,61149,120
562,1,61258,120
563,1,61367,120
564,1,61476,120
565,1,61585,120
566,1,61694,120
567,1,61803,120
568,1,61912,120
569,1,62021,120
570,1,62130,120
571,1,62239,120
572,1,62348,120
573,1,62457,120
574,1,62566,120
575,1,62675,120
576,1,62784,120
577,1,62893,120
578,1,63002,120
579,1,63111,120
580,1,63220,120
581,1,63329,120
582,1,63438,120
583,1,63547,120
584,1,63656,120
585,1,63765,120
586,1,63874,120
587,1,63983,120
588,1,64092,120
589,1,64201,120
590,1,64310,120
591,1,64419,120
592,1,64528,120
593,1,64637,120
594,1,64746,120
595,1,64855,120
596,1,64964,120
597,1,65073,120
598,1,65182,120
599,1,65291,120
600,1,65400,120
601,1,65509,120
602,1,65618,120
603,1,65727,120
604,1,65836,120
605,1,65945,120
606,1,66054,120
607,1,66163,120
608,1,66272,120
609,1,66381,120
610,1,66490,120
611,1,66599,120
612,1,66708,120
613,1,66817,120
614,1,66926,120
615,1,67035,120
616,1,67144,120
617,1,67253,120
618,1,67362,120
619,1,67471,120
620,1,67580,120
621,1,67689,120
622,1,67798,120
623,1,67907,120
624,1,68016,120
625,1,68125,120
626,1,68234,120
627,1,68343,120
628,1,68452,120
629,1,68561,120
630,1,68670,120
631,1,68779,120
632,1,68888,120
633,1,68997,120
634,1,69106,120
635,1,69215,120
636,1,69324,120
637,1,69433,120
638,1,69542,120
639,1,69651,120
640,1,69760,120
641,1,69869,120
642,1,69978,120
643,1,70087,120
644,1,70196,120
645,1,70305,120
646,1,70414,120
647,1,70523,120
648,1,70632,120
649,1,70741,120
650,1,70850,120
651,1,70959,120
652,1,71068,120
653,1,71177,120
654,1,71286,120
655,1,71395,120
656,1,71504,120
657,1,71613,120
658,1,71722,120
659,1,71831,120
660,1,71940,120
661,1,72049,120
662,1,72158,120
663,1,72267,120
664,1,72376,120
665,1,72485,120
666,1,72594,120
667,1,72703,120
668,1,72812,120
669,1,72921,120
670,1,73030,120
671,1,73139,120
672,1,73248,120
673,1,73357,120
674,1,73466,120
675,1,73575,120
676,1,73684,120
677,1,73793,120
678,1,73902,120
679,1,74011,120
680,1,74120,120
681,1,74229,120
682,1,74338,120
683,1,74447,120
684,1,74556,120
685,1,74665,120
686,1,74774,120
687,1,74883,120
688,1,74992,120
689,1,75101,120
690,1,75210,120
691,1,75319,120
692,1,75428,120
693,1,75537,120
694,1,75646,120
695,1,75755,120
696,1,75864,120
697,1,75973,120
698,1,76082,120
699,1,76191,120
700,1,76300,120
701,1,76409,120
702,1,76518,120
703,1,76627,120
704,1,76736,120
705,1,76845,120
706,1,76954,120
707,1,77063,120
708,1,77172,120
709,1,77281,120
710,1,77390,120
711,1,77499,120
712,1,77608,120
713,1,77717,120
714,1,77826,120
715,1,77935,120
716,1,78044,120
717,1,78153,120
718,1,78262,120
719,1,78371,120
720,1,78480,120
721,1,78589,120
722,1,78698,120
723,1,78807,120
724,1,78916,120
725,1,79025,120
726,1,79134,120
727,1,79243,120
728,1,79352,120
729,1,79461,120
730,1,79570,120
731,1,79679,120
732,1,79788,120
733,1,79897,120
734,1,80006,120
735,1,80115,120
736,1,80224,120
737,1,80333,120
738,1,80442,120
739,1,80551,120
740,1,80660,120
741,1,80769,120
742,1,80878,120
743,1,80987,120
744,1,81096,120
745,1,81205,120
746,1,81314,120
747,1,81423,120
748,1,81532,120
749,1,81641,120
750,1,81750,120
751,1,81859,120
752,1,81968,120
753,1,82077,120
754,1,82186,120
755,1,82295,120
756,1,82404,120
757,1,82513,120
758,1,82622,120
759,1,82731,120
760,1,82840,120
761,1,82949,120
762,1,83058,120
763,1,83167,120
764,1,83276,120
765,1,83385,120
766,1,83494,120
767,1,83603,120
768,1,83712,120
769,1,83821,120
770,1,83930,120
771,1,84039,120
772,1,84148,120
773,1,84257,120
774,1,84366,120
775,1,84475,120
776,1,84584,120
777,1,84693,120
778,1,84802,120
779,1,84911,120
780,1,85020,120
781,1,85129,120
782,1,85238,120
783,1,85347,120
784,1,85456,120
785,1,85565,120
786,1,85674,120
787,1,85783,120
788,1,85892,120
789,1,86001,120
790,1,86110,120
791,1,86219,120
792,1,86328,120
793,1,86437,120
794,1,86546,120
795,1,86655,120
796,1,86764,120
797,1,86873,120
798,1,86982,120
799,1,87091,120
800,1,87200,120
801,1,87309,120
802,1,87418,120
803,1,87527,120
804,1,87636,120
805,1,87745,120
806,1,87854,120
807,1,87963,120
808,1,88072,120
809,1,88181,120
810,1,88290,120
811,1,88399,120
812,1,88508,120
813,1,88617,120
814,1,88726,120
815,1,88835,120
816,1,88944,120
817,1,89053,120
818,1,89162,120
819,1,89271,120
820,1,89380,120
821,1,89489,120
822,1,89598,120
823,1,89707,120
824,1,89816,120
825,1,89925,120
826,1,90034,120
827,1,90143,120
828,1,90252,120
829,1,90361,120
830,1,90470,120
831,1,90579,120
832,1,90688,120
833,1,90797,120
834,1,90906,120
835,1,91015,120
836,1,91124,120
837,1,91233,120
838,1,91342,120
839,1,91451,120
840,1,91560,120
841,1,91669,120
842,1,91778,120
843,1,91887,120
844,1,91996,120
845,1,92105,120
846,1,92214,120
847,1,92323,120
848,1,92432,120
849,1,92541,120
850,1,92650,120
851,1,92759,120
852,1,92868,120
853,1,92977,120
854,1,93086,120
855,1,93195,120
856,1,93304,120
857,1,93413,120
858,1,93522,120
859,1,93631,120
860,1,93740,120
861,1,93849,120
862,1,93958,120
863,1,94067,120
864,1,94176,120
865,1,94285,120
866,1,94394,120
867,1,94503,120
868,1,94612,120
869,1,94721,120
870,1,94830,120
871,1,94939,120
872,1,95048,120
873,1,95157,120
874,1,95266,120
875,1,95375,120
876,1,95484,120
877,1,95593,120
878,1,95702,120
879,1,95811,120
880,1,95920,120
881,1,96029,120
882,1,96138,120
883,1,96247,120
884,1,96356,120
