parameter,value
function,WFG8
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,2
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_8200
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,1.9980797412279572,4,5.9532403176010833,8,0,0,0,0.50026888388678614,9.1192067033057835,10.410933283944036,6.4842307288030145,9.8862506617249402,8.4912301190693871,9.70533545891589,12.352079271522687,11.436795494835735,11.359792871120945,11.163555273822354,15.630417217045158,10.736893076901898,14.484625430481037,15.134637944859341,13.326299686377856,13.607536549267753,2.279890490410458,0.29365210336279124,0,inf,0,1
1,0,0,0,0,10,1.2074946831824931,0.95276878365408624,1.0058012276181099,0.94630956898830543,15.069333215361583,1.8594045025819046,2.4780456978289989,1.9038511219535985,1.4558900103164953,1.4802305478058215,1.4825058729348213,1.5549837846180863,1.6364489436974914,0.93475804768903037,1.0263984505861372,1.082767202446909,0.77327301812421878,0.85800977494215003,0.76056075279895574,0.12240242634942988,4.1224024263494297,0,inf,0,1
2,0.8755455557802343,2.3056732630690493,5.2143832814591828,6.9354764266159492,0.97344347605655512,2.2237836609172641,6.7226972649307122,6.6535686481775542,5.9983991335955151,8.6276799256532239,7.4656293126304902,7.9201107107926232,8.0674812871452808,8.4508391340568636,8.7662810878197472,9.3360331846698834,9.4413474784838414,10.340729695543169,10.089248577107428,11.315897832902431,12.175391991776594,12.622243152321143,11.889561537259373,11.818924904623199,1.8894545162211536,2.0108662094338752,0,0.049556742875165323,0,1
3,0.39876002629847163,3.5206711029400615,5.8509317042080893,8,0.067828343564661539,0,6.0367015928062964,5.7962655231038331,5.9410785069175933,10.025592741231781,6.882841445162625,7.853938729039756,8.3608685054587148,8.573477674221424,8.9680948782632264,9.5513716005277942,10.551054863784286,9.8421604150354494,9.8435230405693215,10.388905177922046,11.35386918666887,12.121518263757643,11.41796092312865,11.399962130130712,2.0168928197887848,1.6041199536138848,0,0.047837948245373185,0,1
4,0.42207093624850722,4,5.769448496235281,7.5301114730874827,0,0,5.1878805007479967,6.1626999385640557,6.3969884004165927,9.3937629221172401,7.0137309073342768,7.8351033238384735,8.1603496174812395,8.6535361277338616,8.6339005017031276,9.3064807616308958,9.8226548968583174,9.6210213728263945,10.180030858296881,10.566128694699287,10.948330730621132,11.93409219640767,11.94703620291701,11.772554207856887,2.0469194885658735,1.5307944793882282,0,0.047543021814756906,0,1
5,0.43322416993766566,1.6000836986422031,2.8647901955873238,0.90410666864230438,2.9828348395578002,2.7101483886634483,2.6207423777230918,3.006360200351712,2.694452500736535,13.240502568451531,3.8963023911150749,3.3537459045603093,3.8963895265408097,4.2946811555873952,4.031531133442475,3.4442020583280026,3.8857002837277017,3.81667945527205,4.3569615229665111,3.8908041088712597,3.5138110549403883,3.9665899263441573,4.4767564340180215,4.2560750374682499,0.98725739874234186,3.6332443363670519,0,0.045986887377170813,0,1
6,0.4658157512283545,3.6829473965934598,6,3.4665195082349056,0,4.8357817189809458,4.6627322268190277,6.4338762156031741,5.67685995701334,7.9764813446240961,6.734948049160109,7.0197962994804932,7.900014579760418,8.2520090146663065,9.1759726943575544,8.3893739624666583,8.7101695984797658,8.6969709163605113,9.5435647398944834,10.331034747320059,10.670139770134293,10.174523828195182,10.387727905543953,10.525034597258678,1.8160626347888196,2.2235880126227898,0,0.045410352258544034,0,1
7,1.065775389733328,1.3572116818325717,5.465380372130884,1.2216096769334734,3.3381831886420827,4.2758393644172186,4.5975676851594569,5.7922247603698604,5.4138324768492678,8.5597602796512717,5.8179359687272552,6.2594339790809306,6.9751314212717626,6.9725674920594276,7.8596323514812969,7.2324018929146989,7.6034382646313894,8.1371575613892837,8.6755663299705237,8.6060919017381998,8.1923854684195181,8.4432177914551598,8.9817274449139681,9.4147463245300926,1.4150192880391503,2.9357534113157722,0,0.044350363277395707,0,1
8,0.38597800643101821,2.8546559130986551,4.2758059992248318,2.9216649644277348,3.7082035860012974,4.242574450522544,5.3359821542855208,5.6187564592892763,5.4667945570190293,9.4077616018478629,6.1149600470138852,7.7608508119139596,7.0574044877919855,7.5900669736079518,7.6188372898091163,7.6264860139245387,8.1066460560454576,8.5993684983163252,9.1783409458444307,9.3219390305084442,9.5211221722601298,9.8141240922081181,9.8219935282211939,9.8008232508844717,1.4458091088225535,2.8858281605636797,0,0.043253076083742965,0,1
9,0.42249213782736406,3.9230232598563339,5.5791547852224284,5.3537545328197957,0.11252652754919286,1.6057776315974852,6.0887560440245139,6.0019295655193305,6.5379607668409934,8.2633965504620814,7.0244421614128942,7.4476517881356985,8.5765905136874352,8.0466310964580394,8.755684298063807,9.6330586924899038,9.271437551770795,9.0316057953400986,9.7997307046991438,11.276117924832704,10.204345821300931,11.082900940880714,11.589248019604668,12.487680214045506,1.9157677072720558,1.9653807211300671,0,0.042638003949542792,0,1
10,0.81503100489876856,3.1687314234142105,5.6752303766502559,3.9596349482430284,0,4.3585831811760336,5.4185761373516552,6.1169316828089029,6.1209361244692468,7.9472026708995571,6.8584152565497503,7.8710058055841028,8.7277713138535464,8.222045391421311,9.328785163400001,9.4749621028912117,9.1969939349882033,9.6011450927324447,9.9218778805054093,10.752616340038418,11.005897035230515,11.270058913593399,10.998863337203231,11.762165881588015,1.8449145843396693,2.1586774176219268,0,0.042501452021727712,0,1
11,0.82666535827141463,1.2676534592328024,0,1.242554801769532,4.8552191240380189,1.9276873448971892,1.787783234139865,1.7934666856883963,1.7825520178476109,14.099084000941039,2.9122954650760606,3.2900718943907594,2.9611634874073003,2.8734257137368218,2.9796379231822003,2.8389608057025719,2.5657068642944432,2.5995557459736731,2.425525931609835,2.7221832274802846,2.3171701123400124,2.433218114628394,1.8086103968631391,1.9553628808213703,0.76420155357353525,3.8431675060169921,0,0.040829903106231087,0,1
12,1.059941328374997,0.95567681473615185,4.4295288722029014,1.0182750916680368,2.8052860562609534,3.4194039854452627,3.7383661710575389,3.893780527545426,4.2471567696575221,10.937500000420256,4.8629775244372579,5.1224380411671495,5.4378479553625034,5.1890353900251425,6.1647818686354903,5.5965370745665766,5.8648080491074941,5.7897097568615044,6.280302302172692,5.822362875732547,6.2814996540018306,6.2436585276661241,6.212478712353013,6.151233003346734,1.2385348826675486,3.2451813776355958,0,0.040647566021542639,0,1
