parameter,value
function,WFG8
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,2
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_5300
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,0,0,0,0,10,1.1597284195276258,1.2359098225751202,0.79076497690062619,0.85646005239617251,15.583120814046522,1.9680244622489438,2.4231350268952214,10.063503789839675,3.4389389624018039,2.4694619978887955,2.6496186438446796,3.3283109958317763,2.9727889220776595,1.7357411189666185,2.1917349764350003,2.2999484775310197,1.751865091714081,1.7484334142672981,1.456334080768479,0.15818794264738761,4.1581879426473876,0,inf,0,1
1,2,4,6,8,0,0,0,0.95652252863365184,9.0113379258488582,10.389418680561031,6.1764603773092892,7.4857176498056166,7.72072504978407,8.9902897092373486,11.946890543033131,10.023603154521858,9.1340981417282503,10.599899175785136,19.378282272708592,0,12.539798150932553,13.43337857514773,14.675744565951707,13.727294190174748,2.3420889092686235,0.34208890926862368,0,inf,0,1
2,0.47805016425258029,1.0091148052460779,1.2551363559580413,3.055255405412141,2.5854430778740864,1.6893891814035542,1.8667805786876486,1.695891835678385,1.8111786083716086,15.113878097127525,3.2095638880499937,3.0244304463033975,8.720657208493904,3.6391083230682764,3.4559857536145611,3.1050510799585411,4.9355850445494998,3.509300479979903,3.4772772348899981,3.4085230776805808,3.0749507691188702,3.2892515602077954,3.6384016379891633,2.8161011933222957,0.91273225086081966,3.7320459210450516,0,0.069777542598602471,0,1
3,0.3547462241530227,0.31326269519639005,0.62276822417559896,1.3703399206073423,8.5888735958270583,2.1980508296373751,2.1500855386840683,1.8627205648287464,1.9572583272718305,14.154000283017231,3.1844040607269086,3.2483460975241947,8.5127162054017962,4.1926217174108391,3.6983738152170216,3.4854012382705641,4.5411440147995199,4.1258430714065435,3.5951206397402209,3.8021349140451641,5.6581362958500288,3.4330721382480913,3.8029597610550541,3.4955659767033893,0.54020988653505908,4.0397749913664862,0,0.066780664362418238,0,1
4,0.6842247132587409,0.62564073089495786,1.7827436363836695,3.1601742003526279,2.3341380802666869,2.0929675310070639,2.2339925818893427,2.1604560137987021,2.0099482353079887,14.584041203403668,3.3656337541664971,3.4182800431303138,7.7229581931209168,4.7179723875629547,3.9305475552671978,3.70546871473063,4.4982089354606956,4.1765696014981746,4.4062300563608101,3.5595153632401964,3.6077762853430553,3.8304499084099715,4.5985110778514464,3.2013630878675587,0.98178364795765216,3.6509959064662563,0,0.06322795971213524,0,1
5,0.37447147943539144,0.77099444426215291,1.0731181586985659,0.54033669870991863,5.5555044386354595,1.5154796811597895,1.5791383842620335,1.381172018593402,1.2133590540688688,14.883852131707807,2.696106583603453,2.5230762844010992,8.4996566059422189,3.5828752260546661,2.7964524005179157,2.6540084095820742,3.5167964977453301,2.4849585228735918,2.4568602753571591,2.3442088512479975,4.1933839822568597,2.570709146504905,2.2862055804933306,1.9643290864266918,0.61015214726355838,4.0027388388442686,0,0.058859925572022187,0,1
6,1.1023520638280118,3.4788928803729675,5.3344494806467315,7.8853532935024937,0.11299080706250894,0,2.6215540346501816,5.6839841945063494,6.0525432426641999,7.6119563674702428,6.6564306189675619,7.612993013297066,7.7393276080401572,8.4238860281736248,8.5734398386807733,8.7497321747460166,9.769438428306735,9.6713435600975277,10.576743502235205,10.454024322613739,21.351181540845133,11.235191814713108,10.707643013627177,12.115215429861871,2.1106004375031877,1.2789682926770525,0,0.053287076090329198,0,1
7,1.5274904018893296,3.5377780331679256,4.4575981088516423,6.7626877876222622,0.29387562767858783,0.99454889513766165,0.50961811729000295,5.7241355339339881,6.1302892774458382,7.3401843339430473,6.5779881694073499,7.2124100665572985,7.603589011139257,7.9753971842327545,8.3637888621088763,8.3549162602442717,9.5263520528040235,9.5273356036100356,9.659356754740557,9.9021410820196962,23.095275466747552,10.742816286694818,10.988177870575189,11.207265793072846,2.0975669578878988,1.3682775128274458,0,0.051269121060041729,0,1
8,2,3.2129232267907053,5.1376180294946288,8,0,0,0,5.7304441375902115,6.8480943745958607,6.7215564717358776,6.4642290776943652,7.9618828100595032,8.5360554453061646,8.8404925197807263,10.211125963619148,8.8650529927965245,10.6166117608985,10.055784380989381,11.970778384089668,10.253465043701118,21.528291352588685,12.696327925904617,12.08774996951691,13.163160336499152,2.2273073392079299,0.7784231164178641,0,0.050390705016827742,0,1
9,1.5024348167862644,4,3.5367620525991481,6.785377787473343,0,0.87541208701318673,3.4783968185088923,5.8583248791657363,6.0053400603405214,6.8427842171640085,6.3678189303667887,7.4448153412843254,7.3959839806978538,8.6511443339367506,8.6030725330747799,8.5571909793132477,9.2289378769927275,9.834860294044077,9.715347272982239,10.431199500305951,23.550120529678303,11.153597980749234,10.103987382980591,11.212399981797279,2.0962953464459018,1.4496199442229958,0,0.04895194209055781,0,1
