parameter,value
function,WFG8
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,2
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_9800
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,2,4,6,8,0,0,0,0.10564831913160547,9.4556553313133946,9.1035562350703643,6.1833360369049641,8.2829695883651109,8.1758504338188551,8.8157864216202331,11.456965686216417,10.129394482832021,10.362641706807389,10.342411620032873,15.109898932858895,11.497646772983291,15.350768572142059,16.691413949823687,12.810418231810381,14.867205673819047,2.2582747142299335,0.2582747142299337,0,inf,0,1
1,0,0,0,0,10,1.2074946831824931,0.95276878365408624,1.0058012276181099,0.94630956898830543,15.069333215361583,1.8594045025819046,2.4780456978289989,1.9038511219535985,1.4558900103164953,1.4802305478058215,1.4825058729348213,1.5549837846180863,1.6364489436974914,0.93475804768903037,1.0263984505861372,1.082767202446909,0.77327301812421878,0.85800977494215003,0.76056075279895574,0.12240242634942988,4.1224024263494297,0,inf,0,1
2,1.2684676818455036,4,2.4595013985144001,1.5341790683632126,0,4.6761112077988107,4.5354730498210465,5.674554021897646,5.2197479889692193,6.2077007962640769,5.6232634318066559,5.8531932588335422,6.0533856384384253,6.6726426797494716,7.9330845668768513,7.4521968759837431,7.7943496809860777,7.7085391939273578,8.3549320245782095,7.8049277100862762,9.1395121143750071,8.2322467342495926,7.1275355957786992,8.4398009724843668,1.6251941383762394,2.6408376508535163,0,0.057578393275054651,0,1
3,0.28282174494915996,0.26435287469918101,1.7697454074406094,0.39308203392877633,9.3867416116988718,2.2286882225823046,2.3913419319467506,2.3826915305970857,2.5053037602507389,12.384012529698349,3.1343361595688726,3.4806850852671234,2.9347055207899517,3.235214203954595,4.0471820479783522,3.4346745478635556,3.4604574955096012,3.5729066302672212,3.1775715423562674,3.2583257709234963,3.7977735684122012,3.5289687338228828,2.8567821177536525,3.2257453663165165,0.53514902783143781,4.011836435539859,0,0.053935686870081732,0,1
4,0.42693216569547288,2.5484711853762305,6,2.5328708237606818,2.2949122379601299,4.0212050154677748,4.9829862655902781,5.0434123308753831,5.8675884662537978,5.7385762117188941,6.6684860243482804,7.4381683748916814,6.6102871875951692,8.0260509046928341,8.3252589672933137,7.6901224503564292,9.3164914422881893,9.0495237548513732,8.2427663334171424,9.4739034159353483,8.1319758553865569,8.4977683043141727,10.023891811219368,9.6704072772029797,1.5881384283823412,2.7209483505322591,0,0.052462548306501704,0,1
5,0.1521601733444822,0.018331605830683804,0,0.020290041123987398,10,1.1233446062910386,1.1588529861142287,1.0650953538821339,0.85784563581118933,14.941475254881775,2.0423518664336049,2.4019465489794101,1.9531353476381874,1.7525976461259418,1.5924349141432244,1.3278058439561389,1.4113229219205272,1.6143738469053401,1.0313342950298918,1.1446899948112559,1.0805354299794219,0.8638756366374476,0.92108094852904632,1.0140829078394147,0.17703546940692211,4.1095677974804214,0,0.047614908959163801,0,1
6,0.17938852359289059,0,1.7407384751470292,0.64239735061397962,9.5467679231291598,2.0251783367828291,2.0138893309624151,2.1329956234931502,2.0042052410773445,13.463862983656032,2.8191526666833622,3.103068232662098,3.2125071150850308,2.6321877756805527,3.1087074123044789,2.7855884044768109,3.0090042602889606,3.0779039594872173,2.7415639865729351,2.2367541279790912,2.9910693944225653,2.7372043848734116,2.6472126471463282,2.0572341307645514,0.46704742977653757,4.0425170192561799,0,0.047241835613753926,0,1
7,2,3.8945267562920214,6,7.8580894210188141,0.1041072011142342,0,0,0.99447168883836856,9.1688019214718892,8.7547181114477564,6.488142739780848,8.293373435736493,9.1893553909201184,9.8499371320000311,11.507242961471464,10.019815798689942,8.7136649320010093,9.9638206011651498,14.563547580810409,11.77754892244093,14.222978770122459,13.934448581996545,12.764531965839135,14.004077930413629,2.2550504100674211,0.32463027247384829,0,0.047040545612185188,0,1
8,0.60925570814066865,0,1.2183448834680641,1.0408836581624126,9.6638546604647644,2.4980818796069237,2.5783215904846926,3.0152523997037641,2.9455718825731783,10.289765851056268,3.4873233662882517,3.8951713074039547,3.2520022222461513,3.5281846068052314,4.6372859744157555,4.0016544731064121,3.5876545273938474,4.2527303748513621,4.2521739023294343,3.9883992966411719,4.2746421482678851,4.219719848194865,3.0428974314658981,3.6612072532593869,0.6010851100160175,3.9805745619478232,0,0.0463934231187502,0,1
9,1.001176199699449,1.6279847188162162,2.7674171692153511,3.3021687384828144,3.4683165080471512,3.7097295515839992,3.7722461607002842,4.1577492691238955,4.4642933381017906,6.8116263645054032,5.2853386675312031,5.5853324765656316,5.413671411151773,5.9850840677795176,6.3842323170116604,5.9179742139811999,6.2713815805804742,5.9396776218707918,6.8566384353094616,6.6892529359159862,6.0390008351716959,6.512079284102879,6.3237822706407307,6.3660225107945783,1.3153691990785745,3.0878244554897436,0,0.04632895084155074,0,1
