parameter,value
function,WFG8
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,2
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_7300
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,2,4,6,8,0,0,0,0.58340367497030943,9.6889969567195742,9.460946793443183,6.1519211565823939,9.5216250226178758,9.7040665112644735,9.8179328604399405,12.016252792688007,11.417611224371301,10.677705823670129,10.609212088692182,16.238056506848306,9.8370397223087611,15.963853099218175,15.216278247259888,13.100556511593222,13.720610117240529,2.2954841587693098,0.29548415876930978,0,inf,0,1
1,0,0,0,0,10,1.1427523354564275,1.2843571613413307,1.3968618517916038,0.82454525543557544,14.868435202428513,2.1865395675162556,2.3718946542269124,1.833185624173713,1.5633269439619666,1.9251937412128202,1.4415798183658981,1.4326386239799087,1.5759378097560328,1.2037322919236864,0.938968239462179,1.067314048740752,0.93195365675945008,0.92484828072882619,0.5912516474891194,0.1245408423842617,4.1245408423842616,0,inf,0,1
2,0.40450185800442989,2.6046864864347739,4.9604267897796257,1.1995140542945799,3.3531422822081716,3.9553095250520833,4.445211760594594,4.4858257995126634,5.1371896096155556,10.100496652993249,5.7417137870672432,7.0120932394908655,7.1290318473627226,6.8163223315211336,6.7793084947692961,7.5571139329508963,7.2435376489292151,7.2876014914288048,8.6795294903016753,8.0146927088265354,9.8587178159518096,8.53328764763679,8.1092335642698608,8.6860115406096021,1.3625653089833458,3.0564902063990309,0,0.074439378683870627,0,1
3,0.55509340457473766,1.852607544949245,4.4034440588376427,2.0772423811477285,3.061529918186479,3.0956237562616336,3.9645175763071139,4.3184210704673758,4.2471541111535718,11.230712582376949,5.0907065237686719,5.9598926803905652,5.8009486008096864,6.1419097924462784,6.2656023449007403,5.8666231134971021,6.4208563168867272,6.5437937791109615,6.7776736040518379,7.2826712228345283,6.2993391295942072,6.8414268956800806,7.0537488938039541,7.1337852545811771,1.303269538156582,3.1517288632895228,0,0.071315190299714379,0,1
4,2,4,4.4352856887755809,8,0.38398220877402517,0,0,4.261132670205555,8.7603477398480525,8.9496666022726448,6.9682133022899384,9.2520090638754553,8.5136534863432036,8.6064111815073936,10.288464553869627,10.525711718255955,11.30329946103906,10.69278874208144,11.709961140004534,12.267605189356008,11.784422810543623,14.503720232390744,12.546181557123207,13.328345657625086,2.2185375612986107,0.63794185024459227,0,0.055180831876450107,0,1
5,0.66116181103910421,3.5675052823369167,5.3332612674532314,6.5440573266945918,0.0065246606676269969,0.60223962879002702,4.8895253725372738,5.3421718919167986,5.6764383254203459,10.653863401599915,6.7295158267691519,7.273951266718977,7.9079805653183177,8.1888874666063369,8.6559225409652072,8.9641884823034363,10.305472138747598,9.4788595698350182,9.8295651497524936,10.166368641813268,9.8735550213522352,10.63332019915801,10.976595359289655,11.133510489074009,1.9542666390975716,1.7611263912591568,0,0.054260814255745124,0,1
6,0,4,6,8,0,0.3335592802334213,6.8375098933120473,6.3987528177623947,5.713007426008363,9.6355927380882527,7.2420371044296008,7.7671727851779373,8.141806748550124,8.4302612292983774,8.4674397201517415,9.2919213298171819,10.136201335698519,10.239111408509851,11.106053421787957,9.9918560471571993,11.890751083733678,12.111319023805741,11.454429843684297,12.468841863376332,1.9812262540983048,1.6642009185360906,0,0.053935105959577817,0,1
7,0.049389996163409278,0.24106995139942072,0,0,9.7470691252324961,1.2299354916448129,1.1080458909474831,1.3808759100900501,0.96866460073135419,14.803984633445413,2.1440573194585282,2.3731498704148692,1.7997223603849701,1.646106533353614,1.7418681619668601,1.5134052282993473,1.443369284324693,1.430597015735235,1.3360788062558431,1.1911753964021308,1.2906672495858835,0.93497171815533719,1.0413962694300307,0.58931351551862898,0.18267583038789009,4.1137326312673919,0,0.048596573723256951,0,1
8,0.89819822768744428,2.5939772543590154,6,8,0.096563583449398471,0,5.3731254799320647,5.8508442292172695,6.9077031888075693,9.2818189519695071,7.2172216096001049,8.8645217459480836,8.794352356705101,8.5363462683997451,8.7966878265615396,9.8302068913658545,10.236028903453498,9.8051440027290511,10.570389698013392,11.276205227396048,9.9814021508251614,11.548560323738206,11.447924188401728,11.954959180096704,2.0474457911461057,1.559732352676801,0,0.044765535744538704,0,1
9,0.20918367503156249,3.1671716850711595,6,8,0,1.2547596344550054,4.8847670528195044,6.5015813518681949,5.9268206695599615,9.4544796470730645,6.9641347830272426,7.768069213726152,8.1750311449911663,8.5044387226655136,8.2773269455122467,8.9482879508709559,10.102931372585161,9.5140164864031558,9.7354266629791066,10.779681555742808,11.133205233540497,11.357423345552807,11.140181023207168,12.009327636097565,1.9471275698874058,1.8118262274371817,0,0.044056918966762323,0,1
10,2,3.6420107088418003,5.8431209762872687,7.9280228336773044,0.033780892562471805,0,0,2.599377751702594,8.7734121041534046,9.4592274443789872,6.5687643740217654,9.2704894325117273,8.7080757737966579,9.3306223320903943,10.980183161998795,10.581647442854345,10.817016668872455,10.921245235883561,14.855108290236664,10.377954798135631,13.87701312586449,14.10154981361211,12.729397593362558,13.048739085092651,2.2401617434320569,0.43826443044316837,0,0.042797483645360755,0,1
11,0.49687840307284209,2.6606644803848449,5.9682350861679216,6.3360530802588828,0,3.1237932840002398,5.3498807733499012,5.4263538049243571,5.7235629447615617,9.9731315876860265,6.7152391982159747,7.3707273526885402,7.6098502195170568,8.0750497025828274,7.815565827876247,8.7448781995574851,9.3600236666590675,9.0977631252803661,9.9996103223720159,9.7707088029549904,11.416929103327508,10.424845053930561,10.263180889044444,10.985925085624233,1.8745833353533692,2.0835187690846078,0,0.041883707816608814,0,1
12,0.26332590334821326,3.6910315633241595,6,8,0,0,6.0525897573427008,6.1163992399472384,6.2282309796633601,9.7707883237795077,6.9798765523258686,8.366588271723705,8.0543581352911708,8.2150376105936402,8.5742434687999758,10.410784792102382,10.732734939152289,10.40480762734502,10.563514947882812,10.76081465969167,10.582452734777824,11.216808284100921,12.658240334144001,12.665565919373622,2.0190406250882114,1.6067612997673786,0,0.041582191499017963,0,1
