parameter,value
function,WFG8
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,2
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_4500
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,2,4,6,8,0.15083847684933052,0,0,1.1428060054034654,9.0482466801859953,11.182602470954844,6.8046624945253216,7.8636733084299495,8.3727693736281559,9.2233821314627793,11.117711820862651,9.8124844814285677,9.9701564664726359,10.675059826382547,19.865177518191462,0.35320918675731994,11.112902989671795,13.359222605832189,14.661222963761828,15.174740055713061,2.3519070344095976,0.35190703440959759,0,inf,0,1
1,0,0,0,0,10,1.9931625753404854,1.4026481382462923,1.0867547146017469,1.2415628421386427,12.033245931413935,1.9839278894263701,1.6301237699254221,3.9370349407578935,1.6445077387709885,1.9781792362287658,8.2337162290236865,1.3436026948778761,1.6777848753613942,1.2896137436504449,1.6982442993302982,15.033508704370147,1.5432276956205535,1.3751709840618789,1.0395626855902349,0.18958303973926358,4.1895830397392633,0,inf,0,1
2,0.74426338884409515,3.6562544372954853,5.5404808494364426,8,0.0010836637288219276,0,3.7086579000791988,5.3614035194562533,6.0512510522517413,6.9716575019550229,5.8815396001588853,7.7848867614665433,7.7601923902457495,7.7778198777713321,8.5483194744076787,9.0871839290287291,9.2162907149057052,8.8940379536004812,9.6390614542497151,9.7603012940337148,22.984054308761714,10.042959273140594,10.746881877856749,10.913448493624845,2.09991531238256,1.4171882657401091,0,0.082120235866809457,0,1
3,0.23290081643116128,3.8916532597603171,6,8,0,0,5.6532036632247324,5.2841742132573168,6.3990863268235243,7.0763510030375167,6.2943506034411776,7.7120591719693845,7.7767293480820303,7.7981555412557721,8.9786057759009168,9.1341044888204994,9.758100865233132,9.3323723195027704,11.135202646473886,9.3952456798547335,22.440120316081359,11.251780744285337,11.0695716282349,11.96763868134334,2.0552353385115847,1.5818912553067763,0,0.072463997479754544,0,1
4,1.5676636812320468,3.3721236978203093,6,8,0,0,0,5.8696801666574556,6.2463759562919066,6.7935372824373337,6.2653449824053942,7.8885855268311333,7.9659452993066084,8.3630667648134835,9.1431334737948706,8.8070983897220145,9.3788028041209515,9.5126906460690535,10.382764414877165,9.606270855112486,22.920295437632983,12.47738229363795,12.198281845713893,11.41175671005395,2.2105443632335087,0.81600459046301177,0,0.065957604710068299,0,1
5,1.3992353211692059,3.4263537335816694,6,8,0,0,0,5.992774493572794,5.9571014939031279,6.7576173135094004,6.1301075639792213,7.8878660148064226,8.0536431140727185,8.1842555089684197,9.4042820133311444,9.0048064015913454,9.7508939430937644,9.3901374703673941,10.654642053678366,10.178463465886644,22.208392674998613,11.970264726099821,11.525971584781688,11.568617113098787,2.1849663241909258,0.90884850912919635,0,0.063068595302753702,0,1
6,0.0034879688029533992,0.41748684404154962,0.81024174579157837,0.85712031295325042,8.8131701003844469,1.8435363383754906,1.783670558923123,1.4227843970220382,1.4375586497402462,13.148529416242974,2.4989686558298878,3.0154560089031746,6.0388568813919621,3.1531472326831964,2.7674067415305426,7.4341634838445563,2.9317193437206455,3.1327513039803363,2.9276118836720761,2.8429536417863357,10.545683682081906,2.965156932248723,2.5791275800761491,2.5884608348634695,0.42646433672912509,4.1164085935024595,0,0.055945617243733911,0,1
7,0.98268515304632376,3.3866448776610434,3.3855149302191765,2.253804628836368,1.6455047034985628,4.8161620984917288,4.8797481247025445,4.8076523166251892,5.2779053550126758,8.4053887966626171,5.9209827954129048,6.4508626273589416,7.0919634478106399,7.2536344761401832,7.4139726663295642,7.8715872872698878,8.0097888771604744,8.5954695047685998,8.0472400323787667,8.4227892339425185,21.803702381600896,9.1774046931374951,9.6660709888041829,9.2237154029252348,1.6152466436200961,2.7195086250214313,0,0.053620105227343173,0,1
8,1.3315225157419674,3.0942078989647692,2.7354227382602567,1.7183366494303891,2.3531576506112204,4.2968038641631976,4.452450796324511,4.7108427700281377,5.0554047247298257,8.1617495819339467,5.7526017929399131,6.7262335922945171,7.0264696579009653,6.8226513532690181,7.2947865451633849,7.9021686567974161,7.7463498147569947,8.1902253318912237,8.0818835192083931,8.4052291331594589,22.072381627454167,9.1710036710265737,9.422681701675895,9.4158739135656937,1.5702578297238254,2.7999248536528465,0,0.053440398624673535,0,1
9,0.12405885512272531,0,0.51715432179397924,0.83672954682047918,10,1.604855084192633,1.5896134132311301,1.5084555523288596,1.4538148158842814,12.969117039918457,2.7503664326210724,2.6574565586531684,6.585490729272351,3.4616695830036015,2.8776266668579003,5.5231723319307298,2.7230435431109279,2.3451224332644132,2.6251467007849767,2.5003369772423798,11.117664401204058,2.3704446684621971,2.6215356238966332,2.760733356003926,0.34860323310899421,4.1306737531174722,0,0.052670120451969657,0,1
10,1.1499865751426019,3.1403263853250154,3.652123647720888,2.3687507719586183,2.2816744456397693,4.6285983730912044,4.7218429314948533,4.9462908481875036,5.5894018197043582,7.3786828442891412,5.960968608121382,6.5258698490484806,7.3028002505319716,7.1396471367455723,7.6688423935696584,7.6503608755217138,7.9056037984066592,8.3176782286418458,8.6846212787735713,8.5401743632311558,23.62300033260458,10.022293166187756,10.13073391340685,10.269269974726534,1.6484329907310431,2.6145276822825068,0,0.051336911640541306,0,1
11,1.2495732550427177,3.6201869480573978,5.2915152179207938,8,0.14498447658929817,0,0.99745204458428049,5.6328311960570252,6.0241612212379083,6.9625972261026314,6.1863915863642491,7.6825628750685189,7.8322492152196421,8.0496349044624065,8.8547138931507714,8.6957873220910589,9.3849952584306156,9.14819880601714,10.059202147737787,9.8864307888036915,22.960386478695202,11.276398561981383,11.109021677064677,11.235472387834074,2.1340994350802966,1.1030462692960934,0,0.047726933869579553,0,1
12,1.5191784550043566,3.2986178638003629,5.6636040633906832,7.5359773366518095,0.044251008081203982,0,0,5.5660324337337688,6.1032991927220372,6.8326463681305789,5.9653308995052736,7.339088203563251,7.8263308111405196,7.8360904934014526,9.057178144389157,8.8658035660209098,9.3546235751712032,9.2319430628218768,10.014409884512752,9.7288902472616527,23.093838803195528,11.058841232745223,11.180183420272112,10.721312586498026,2.1470150933415098,1.0164046042921973,0,0.04708024194894074,0,1
13,2,3.1583152570952855,5.3794964545033981,8,0,0,0,5.1127197412329144,6.8916563250791265,7.3651257395001792,6.5660107753069745,8.2298569064344296,8.1586837194331423,8.7360932619917016,9.7084555459371717,8.9700333825217058,10.354428855937215,9.3697754864250271,12.32448108942639,9.2884517998505665,21.773998200280527,11.932137456652006,11.688072332776008,11.939385414247505,2.2316121924031047,0.73851132053015944,0,0.047060918332744277,0,1
14,1.3658028168519905,3.3043637288474632,6,8,0,0,0,6.1397757809613269,6.0643483302491958,6.6564293104007728,6.1015999755485497,7.9603780167615765,8.2187228084282804,8.3839388419746115,8.9437535234925676,8.8377069768290752,9.3763763088171448,9.5042217078337732,9.7231347204682841,10.140983135079228,22.890757506651273,12.132418846343235,12.07792075717712,11.332001302717217,2.1538446498181045,0.95741120979126437,0,0.045577492139676018,0,1
15,1.8383165147125102,2.7571508530367965,2.6250047245147297,1.2721672921847493,2.6633939244480667,5.6608309788627338,4.8403271009165714,5.0475512883751801,5.3910774692166603,7.9473724638239194,6.2560499713145008,7.5227173910155507,7.3524031649913999,7.744191508138405,8.4423705153729873,7.6615699406112379,8.5446170556018775,8.7547401864671581,8.9929809095026592,9.2495543188625167,22.105314670594609,10.016624595294143,10.834315584131581,10.792012051791705,1.6278478464827155,2.6963585815044149,0,0.042702879628574136,0,1
16,1.0404972048727696,2.3290954343802048,2.6040676373406946,1.8928107593230818,3.9669386777633293,3.7695327580162261,4.280043898002539,4.5289607974908721,4.4466224756770014,8.7932387325064401,5.4063285314099465,6.06504619436582,7.1741377761646854,6.8496358179738914,7.0300490955761488,7.2751137130971051,7.1692781749400698,7.3058606662409726,7.5747923734864333,7.915665734911487,20.232731636275012,8.3634721373843703,8.501083458323011,8.4565248067496732,1.3454094494037621,3.1314900010148508,0,0.039553667978492107,0,1
17,0.88100515162372828,3.8620798079253973,3.9573074908604169,4.3639904090001851,0.39336317459601677,3.0844048782747215,5.2566427686962083,5.7517614097799488,5.769171474418842,6.7556733136952536,6.3052350665996126,7.4518578918843703,7.3436207613037645,7.4284207808252738,8.3918410552320299,8.4503905324641408,9.2271387174642499,9.3229702713679554,8.871691528197486,10.563170582489272,24.544361808363231,10.429675924241735,10.583016918824923,11.15286678792673,1.8568574816607202,2.22219421986529,0,0.036904275893357055,0,1
18,1.0978550908680931,3.6112635123076564,5.8483303541812148,7.5623736329930811,0,0.20692882303288587,1.4089796768859675,5.7389045876821534,6.1338681229076499,6.7206216017093388,6.3018457186912338,7.6664495404767266,7.665970317252806,7.9515574101094009,9.0111483492332702,8.7398875123667796,9.4867070323829363,9.2244403040912779,10.401982852101204,9.9781355541028134,23.548065849301803,11.452060913187163,11.275245261799347,11.251418640528271,2.1274756170565183,1.1648866008883803,0,0.035761857477160118,0,1
19,0.98834695003546769,3.6096527067249808,4.1495622679403024,4.5172406795490314,0,3.7362182972412086,5.5772857598920931,5.5559164814136466,5.7367297425405077,7.1620550248272474,6.3062677808078211,7.0529195452565547,7.4281996448661793,7.7334816881862904,8.6334531950667408,8.0909109487198752,8.9382271816031551,9.3445969315136974,9.1193196077740968,9.9650523002894591,23.453737541386413,10.586325450686449,11.086136570169,11.30367277425024,1.8685506186073511,2.1607425380564136,0,0.035682967549253937,0,1
20,0.59596403187902636,1.9270333964652271,2.817686375594572,1.8898427199018473,5.0580001583727308,3.9249242509589326,3.813499750344969,3.9080515937229792,3.8634587545760253,9.5017201278573786,5.1396122325843265,5.4571477637102044,6.8670260268271228,5.859310908468359,6.269449626188683,6.2811942227348911,6.3260661511284146,6.820517471685954,6.4117607895773832,6.4168145962075815,19.414196890279424,7.2293884000608548,7.2668572271253717,7.5639944045267997,1.1820513374608714,3.4187468532014043,0,0.035348362517972992,0,1
21,1.4205114633369984,3.5532011745466896,3.340591515715877,2.1726434688640652,0.93052199363083921,5.5013457077682029,4.8950895799517049,5.42373221435082,5.7278143216278163,7.1056181599603194,6.514600177535967,7.0558582374669445,6.8633957746014342,7.4432816989886774,8.3106742630547732,7.9219910174044923,8.8315472956699228,9.1236165060876875,8.6515227481507768,10.128198137733099,25.033651918151698,10.840821798126564,10.563729430281088,10.797310652301629,1.7259901276198013,2.4124513337120952,0,0.035230242515658754,0,1
22,2,3.7603680903070726,5.9429629678210487,8,0.053997808877653521,0,0,2.3948827604924317,8.6637691115637985,10.058048690996209,6.8992532540374407,8.0922749226091835,8.4658325825912861,9.2103412039305024,11.196572319342469,9.9210529168206563,10.726036395485652,10.618468212039215,19.365205774167229,3.1421889189069132,13.484165905635358,13.473685866395599,13.856050811037159,14.294625178345729,2.3218201824110163,0.43158517096907051,0,0.035077462242761134,0,1
23,0.68437367778130931,3.9010767607339671,4.4928667095788679,5.7926554117087914,0,2.5958890667974872,5.4455232827070823,5.4327976154020297,5.678729898731139,7.4515258822529145,6.3124254898686019,7.0639208685381698,7.5750055793664179,7.7327790120901891,8.6380718553679969,8.093070772165067,9.0567119285733035,9.1074566356665247,9.732149088906942,9.7490818720913275,22.309230277908313,11.05756486896307,10.839024283516546,11.48635243537292,1.9176059799016734,1.9685031498687258,0,0.034975339143258531,0,1
24,2,3.8775294107277722,6,8,0.058226784349907981,0,0,1.8527661759658474,9.0561093118143035,10.543180924584661,6.9978359250936579,8.1979631536711572,8.7443283470058457,9.5748385110641738,11.282077325087492,9.7642794976365561,10.543755805217479,10.787378261986484,20.323320000151497,1.7445217460108904,12.013340502637753,13.82900275992437,14.562571943213491,15.378351351183431,2.3422754189473278,0.39051291144974698,0,0.034676207695287314,0,1
25,0.093683131040049467,4,5.9997521124810724,7.8003721183457584,0.086950749090943441,0,6.5883258732805068,5.7821468485066472,5.95124219304354,6.9530044372819413,6.2213368812961072,7.7040459411750977,8.1122710754133553,7.8629067344203705,8.4068272497334213,8.6619340963615077,9.2567814515559981,9.5382098561988098,10.099480250179857,9.7294343085793731,22.393782587018215,11.711630539920144,11.214601330876121,12.161013160238342,1.9968309496525629,1.6415469043261777,0,0.034392952405549349,0,1
26,1.0638246509406812,3.324747488452052,6,7.8025291064962978,0.041415915198496245,0.42139977263994333,1.5759826264978027,5.8437625336303114,6.0351059136442675,6.7774466520881393,6.2208096394311987,7.6228826794500595,7.8672929469930439,7.9993778461312424,8.5550000572567519,8.6649378995606696,9.272806129886666,9.1351546946996827,9.5018759906102854,10.026574400777127,23.435033630998888,11.593417624061846,11.308317552353314,11.527263324806222,2.1192480092244628,1.2139304951867544,0,0.033987297156382351,0,1
27,0.15102691566077844,3.9024506554575802,6,8,0,0,6.3369608269457904,6.0471913494379299,5.6774515970642154,6.4784141214081439,5.9907337210511127,7.0259692206930229,7.3187125608129326,7.5615973155118894,9.0786286832218899,8.9854686854569703,8.8860306692915199,9.7583288225815235,9.4516634326783233,9.871478436139931,23.800715808681389,11.426382829799284,11.62702405378516,11.026133341291706,2.0261461540302617,1.6196287329103116,0,0.033671062553863762,0,1
28,1.024021958899163,2.0094966441523741,3.4096754785932868,1.8308769485936922,4.2923366176665256,3.7820604809447054,4.1885565586303173,4.5350550505677756,4.4349297897928306,8.4449927826938946,5.1801678880908755,5.7043731930957655,7.3786296776185907,6.37794376425878,7.3106923079534765,6.9998392938444516,7.1956204585916197,7.3363029761550571,7.1576831703026143,7.7994780137700195,20.541992175770506,8.2580211115851618,8.544225729117402,8.6149770026271977,1.3676720362158479,3.0917434157296761,0,0.03338215345234001,0,1
29,0.48632015803667883,4,4.7275568420963534,4.2441002742296314,0,4.9293359761297602,5.3377665657769153,5.3239349660035362,5.8035204356485597,7.3070689438543024,6.3371505791276563,6.7784415344959283,7.2527465411529413,7.6320691193426367,8.1170872973381414,8.0728854103011791,8.469570855923056,8.8773322434448829,9.4072147517703257,9.4724394146607125,23.407382505171189,10.752479919763125,11.030797552013224,11.291407965771707,1.8097068792223641,2.261564928887573,0,0.03308602397332841,0,1
30,1.7552258493204582,2.2027592119879618,2.5842715778509917,1.3096256109481461,4.7888747736670148,4.4561877313225322,5.0783018175345953,5.1074989866217777,5.5815685932010251,7.6865433409987167,6.1432729535507482,7.2153599122983456,7.260138264430231,7.9886284534884284,7.9617059023319898,8.1658164061317606,8.3084199466561941,8.6568177402342599,9.1113963035522154,8.9361077946101073,22.811066644457597,9.4963494019719121,10.24463349226686,10.506526436544455,1.4750496536496607,2.8513576453500713,0,0.032882895621119811,0,1
31,0.69083029632763604,3.6463461846605845,6,7.9464541798865467,0,0.50614775063856832,2.6961319833250421,5.6299678001592577,6.4354334538936486,6.8525696752026617,6.6332072302711627,7.9138920240635438,7.5932167941389874,8.0869296098139536,8.6433921864702405,8.6352518234798623,9.6025300758361176,9.3373992459294239,10.345748633634217,9.9574355984150031,24.087578689038811,11.354236532502869,11.386711847771313,11.661396814310619,2.1006913695936982,1.3474154111416026,0,0.032836933087652669,0,1
32,1.5887554866813622,2.3369313321669547,3.1096988007175508,1.1938778233747109,4.3603740054445028,4.1767484162881843,4.6297662248731521,4.8979869233848898,5.6241553420197423,7.3939175215436457,6.0131987727784217,6.536903123175378,7.0539297398164011,7.1792220544403484,7.9509679387431458,7.7615327299194554,8.1264595290946424,8.1503013856934654,8.8396195800891153,8.5837999573891786,23.790502709572262,9.5397975985196908,9.8971391340560881,9.9875110018543527,1.5057269533818318,2.842858977739775,0,0.032795101821149954,0,1
33,0.4318631659033853,3.6421168458750586,4.766622322245337,4.2661100276194732,0,4.2539673248276904,6.3463180211132091,5.1469793924321312,5.6284400166637756,7.3139171562283032,6.1070274513616472,6.870563211832275,7.2294423555561602,7.3946387863764915,7.5064357863946531,7.8346522557297913,7.7212470356022482,8.5946399963513205,8.7272917289722436,8.7936538384033138,23.527803263501237,9.9027202959507026,10.940561038107161,11.097695856366444,1.7443420493854467,2.3834582586436359,0,0.032786767740751385,0,1
34,0.49628123648746691,0,0.92678338194894494,0.95657255022402932,10,2.5400997346849463,2.3891133352570226,2.3641392503712608,2.5996617432100346,11.025002226635701,3.7568980738710365,3.234174072247038,7.257944230051085,3.7881024610452965,4.3046324113655032,3.8451403378137616,3.9584186829118568,3.845847531044563,3.4355803240694862,3.9557260248908044,16.210923980154213,4.3754725221439568,4.5213140629213759,4.250897910660286,0.54097619339437308,4.049924816691763,0,0.032621379216237187,0,1
35,1.9612796817535632,3.1343026575142643,5.7438559764292183,8,0,0,0,4.7562175122124142,7.2782204259008756,7.7900898170761641,6.7264359063853369,8.031146331543388,8.3626028279562821,8.7424875643950664,10.164912309278405,9.0750387011414215,10.731760708964039,10.001391404103851,14.001748828111246,8.4707942508968355,20.19757932754305,12.370484186554558,12.130433563276704,12.479730325839444,2.2410658110246358,0.6895692643293676,0,0.032435573423372416,0,1
36,1.202248114702017,3.4887062839789165,3.6384953906682096,1.7466159495467073,1.9992212820371968,5.4040485012592141,4.5172211740975809,4.8941369809735757,5.3911483730478809,7.8088375615553289,5.916247431867161,6.3482896622706457,7.0575400373788986,7.2854827446428425,8.2595676257139452,8.0041156240030418,8.1585477067429064,8.5192551748583902,8.7712279140010097,8.6438737327212571,22.395825512463794,9.6568768804794622,10.223276659581748,10.168100873034081,1.6763900630780777,2.5854965004140396,0,0.032296893585130937,0,1
