parameter,value
function,WFG8
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,2
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_1000
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,2,4,6,8,0.0393893213477476,0,0,2.3592005085829664,8.1357662825173378,12.326498413425364,7.0272768890988893,8.3845136695960338,10.752202532179806,0.73715583826470044,11.368422048095759,5.5155968683717145,9.5781167856342382,35.208373660171546,15.871210138734021,0.73560736992549647,2.3808918565841402,19.572577121985329,25.039045166711972,22.927034003328192,2.5630704088344043,0.56307040883440429,0,inf,0,1
1,0,0,0,0,7.8130532792535465,12,6.4219089863218342,6.958435179391496,3.5137440398199953,6.0679015959905707,4.1659716294108815,21.317054913065267,5.0726240500520996,19.19289263264497,8.974757084419128,20.216955599081729,9.0012063413579551,8.4269749855976688,9.6693131037569735,12.988980244320041,22.897746348444112,9.6758690319576726,4.7493721913707159,13.830092898044578,0.33109422068557204,4.3310942206855723,0,inf,0,1
2,1.2060024726490908,4,5.8762014007359253,8,0,0,0.42782715711663288,6.0977165343448751,7.057949960939025,8.1313183465440027,8.325563786678325,8.5641060348099192,10.488763787558668,7.5444669676725251,13.44176739876546,7.7435554113771268,10.956275000788306,16.216568959029942,24.328075122275738,10.333696989689987,14.501262305393015,16.693205362183122,22.511660519482962,14.942733687662946,2.282191544140844,0.96210623093262659,0,0.059036144238092683,0,1
3,1.2896672794612691,3.9930637553251969,5.9985752080776482,7.9999142982876696,0.12773229772473035,0.0089002020120302252,0.1635428364512595,4.9244274605116329,7.0453195310190067,8.8550777548328998,7.751653701830338,8.0636826053181405,10.261483893406822,6.0236264748342192,10.464394545123652,7.5657524756630945,9.4666604901923481,17.868152895617687,22.664485574874906,7.6817547628311544,13.013468383157216,15.607174545838333,19.490636169035419,16.024202489471673,2.3033436883588387,0.88215235775187095,0,0.056716978686257122,0,1
4,0.92786668214746837,4,5.2053892098476418,8,0.12948418825979768,0,2.085894562112637,6.0214966476329099,6.4523819216184979,7.3880900282188771,7.9560932721474762,7.9645182199500724,9.9391053842561092,8.5701068475679509,10.677884619673113,8.6542534810124288,9.4902000148298438,10.195731033086432,25.461591710742685,11.018354214373161,17.262064900973371,13.708611797056777,17.539570613216856,13.258322814007991,2.1597683537118986,1.266350534291133,0,0.05170296715717667,0,1
5,0.80493707798496594,3.6674524780325228,2.419865275726051,5.2529066615853992,1.2915898150327179,4.6345073319938734,5.5866796798219003,5.4074668549683924,5.8044923829214072,7.3115509226649724,6.9519972431737003,7.1310672584553538,8.2701224445171047,8.0769906384447197,11.575664380646003,10.027421698703632,8.9894609538682388,10.542244646303013,23.085224920736486,10.378700768529059,17.596541317634806,11.90582072073323,15.820925616402427,12.961777175313623,1.742316403734679,2.5113367942030935,0,0.047972253188412001,0,1
6,0.80787809822727419,3.9244109896130821,5.3806573267224458,7.9271239387968508,0.28281839987139995,0.14104302111089539,2.5263592603774794,5.8755501802437688,6.099004645349833,7.3107166480562249,7.7473438235252781,7.5462505913254718,9.5168665816804126,8.5138593355867975,10.5277251548706,9.0312263638283099,9.115853286001153,8.700782744462531,25.924735992312691,11.023105243362673,17.592608674579783,12.413273472370003,16.441363577175359,12.578216021831867,2.1432026850401256,1.3511793954743712,0,0.047356561941456744,0,1
7,1.0727696304358396,1.7961753967806209,0.5476887229863977,1.1358374458771658,5.0788264069994051,10.60152070723338,6.0387463551309857,4.8612615365254532,6.6301049112254766,6.7492532204879501,6.155113003498272,6.997601921919701,6.6874720253002602,6.4366616113995176,8.23522297181038,10.438833928915882,8.8717030883943835,12.69173953347447,13.352680201346747,8.7634607429591664,24.046148533122302,10.95687146685408,10.732034752493025,10.758772942826297,1.0756495600996272,3.7052161384056523,0,0.046719935247017154,0,1
8,0.83603130775066081,1.3357376765238196,0.04585951394824523,0.81746717201145092,5.8757991776131204,11.044750218898169,6.5477445875059956,5.3763726432203924,5.9205938338369535,6.527217751217206,5.6128096652592792,10.391636696047051,6.0788482883342105,9.3874631731730656,7.8341490757524204,12.957784135616585,8.6984660840228614,12.192487220875211,11.326686238600953,9.733442152071893,24.72571650375501,10.279661569058629,8.9016353435542737,11.22127244218021,0.86368790008816854,3.9728186927693536,0,0.045307683138893107,0,1
9,1.1889344110803861,0.57533816267997284,0.25439937072412938,0.22159299593069307,6.6693571436377628,11.707437260113748,5.2260746642989711,4.6803114642876134,7.2228544079520471,6.3888338805229514,5.7283601888301074,7.4697427859449759,6.1410842986740546,6.3540861495056351,7.3827917928225419,11.322980354990255,9.465969574213954,12.903432095629281,8.975992220313584,8.2793881622670717,26.598598568103874,9.9858168148987616,8.7022129997168189,10.375539687935092,0.80874402102898713,3.9845660037379944,0,0.045269436040800096,0,1
10,0.97957127372625874,0,0,0.19659752150484056,9.1506347398543966,11.929423065674978,7.0121166711006211,4.7952217443645946,6.1411816103528825,6.2891229090728773,4.8748654921062222,11.389681495457474,6.3516226917748329,7.5161111434285495,8.9041899883347071,12.189553622828102,10.736218247359711,10.756223920780082,7.882690227351536,8.4865881790787032,24.066352412846729,11.046033677762766,6.291519460162367,10.876297656284196,0.62855518727343029,4.145997028825394,0,0.045225464158559547,0,1
11,1.0776301518740756,0.20874030884484995,0,0,7.18226929391406,12,6.5791047105068357,4.4938351241092445,6.6002449032753647,6.683547008484406,5.3667660141792171,8.4367316814289808,5.8537685251451768,6.3242374725733974,7.2157111119551418,11.617574246171287,9.1738693029184386,13.110517158812179,8.0803127410154119,7.9005326312985398,25.89742393311505,9.2304668419836116,7.689536506127455,10.119868521812295,0.66530525711007593,4.0980461753167567,0,0.044494159850674342,0,1
12,0.83274966668805706,4,5.7608919668424896,8,0.20509189981698686,0.015282469502980844,1.4528055545298799,5.9811467925033579,6.1695172901152366,7.4625274682612712,7.8773681535159588,7.5969336526008764,9.5642883042639593,8.5278681221535955,11.954364330810257,8.8113331729962425,9.6152095107226785,10.067594037956594,26.078337952742618,11.281585105927721,16.814035047979729,13.446948142251497,18.299593776991546,12.926198280149363,2.1665789586597231,1.1958252260801379,0,0.044481623647960725,0,1
