parameter,value
function,WFG8
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,2
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_10100
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,2,4,6,8,0,0,0,0.10564831913160547,9.4556553313133946,9.1035562350703643,6.1833360369049641,8.2829695883651109,8.1758504338188551,8.8157864216202331,11.456965686216417,10.129394482832021,10.362641706807389,10.342411620032873,15.109898932858895,11.497646772983291,15.350768572142059,16.691413949823687,12.810418231810381,14.867205673819047,2.2582747142299335,0.2582747142299337,0,inf,0,1
1,0,0,0,0,10,1.2074946831824931,0.95276878365408624,1.0058012276181099,0.94630956898830543,15.069333215361583,1.8594045025819046,2.4780456978289989,1.9038511219535985,1.4558900103164953,1.4802305478058215,1.4825058729348213,1.5549837846180863,1.6364489436974914,0.93475804768903037,1.0263984505861372,1.082767202446909,0.77327301812421878,0.85800977494215003,0.76056075279895574,0.12240242634942988,4.1224024263494297,0,inf,0,1
2,0.075981264476587929,0.32180128567854982,1.6591161431881478,1.7443263483568301,8.4980400515326195,2.3826037569992287,2.1780803786637248,1.9490074949158136,2.6077845360669003,5.798445302136793,2.7821613795850642,2.9848754491887219,3.1063185449163573,2.0078392544902162,3.0234377940588599,2.4753509618308458,2.1840141668950084,1.9846623845549345,2.5812157426447362,1.6711867069168975,1.9283588061253698,2.3474030130307941,1.3851169752628825,2.0362436300055227,0.57664964922334394,3.984497706728741,0,0.056656266722836357,0,1
3,0.23174251633886933,0.64568662031596324,1.4476510035018479,1.3428613665416562,7.6156985177117331,2.0828089702017829,2.0372763956302178,2.2391190801319443,2.0369815840776599,9.4686277136710455,3.0335638390230661,2.8678774714367128,3.3201696393453584,2.6602225230200824,3.1475334351379245,2.6761419609267891,2.449799774856805,2.5172274381771702,3.0537924322506074,2.5510871953599081,2.2444010748731267,2.4806720632393717,1.918073889816553,1.928743900588715,0.61968603345786877,3.9426276944367102,0,0.04827714425055403,0,1
4,0.1521601733444822,0.018331605830683804,0,0.020290041123987398,10,1.1233446062910386,1.1588529861142287,1.0650953538821339,0.85784563581118933,14.941475254881775,2.0423518664336049,2.4019465489794101,1.9531353476381874,1.7525976461259418,1.5924349141432244,1.3278058439561389,1.4113229219205272,1.6143738469053401,1.0313342950298918,1.1446899948112559,1.0805354299794219,0.8638756366374476,0.92108094852904632,1.0140829078394147,0.17703546940692211,4.1095677974804214,0,0.047614908959163801,0,1
5,0.40578003372462756,0.90682111527494058,6,4.6207655988554786,4.3127022904066488,4.2440579505509346,4.713686318564509,4.9697403168545415,5.6724956022703727,5.7744148822714916,6.0401375100921362,6.4977881802727824,7.3719400837928033,6.5113554177169135,7.4560338831052295,7.0835511682145205,6.9982821712994792,8.1539955713169601,8.1236441006840536,8.0253647379295341,8.337990831079745,8.6266035362075186,9.3714230715875821,9.2108027494663958,1.4385547120384656,2.8407818698198848,0,0.04544410937392214,0,1
6,0.030376257946262253,0.76099127223632335,0,1.4909972994287293,10,1.7696887126871035,2.0682718198395369,1.6023130271787713,1.8889616159104297,6.4273803988089204,3.1132507010235351,2.8974266861116074,3.6619910606047728,2.0689342959164589,2.9469917483733266,2.3771026549124921,2.1485576443148964,1.9321308033553517,1.9354251133054141,1.7854450040161665,1.9660804044902869,1.6914724495616922,1.4794873195270539,1.8993569613127974,0.41359477185169202,4.0598254737539481,0,0.044196423660864459,0,1
7,0.1718872555836734,1.0171425205786464,1.1758856778795233,1.5087150458350751,9.485389817730093,2.5798011159636194,2.8160953831812789,2.9244636279145384,2.9279515632546582,2.6567891851717134,3.8319926083113769,3.1272599060391038,4.6490170543146982,2.8472348026858212,4.2488511096223665,3.758075578492269,3.2510040664734197,3.03561392346273,3.6699106233932519,2.6718704591260654,3.668120543448441,3.7087154828296645,2.5939617150320293,2.5606097311344964,0.64606070854798037,3.9235241404944063,0,0.04351330662198899,0,1
8,0,0.9422788010389378,1.9058422928750642,0,9.6791785318144115,2.2202697350049356,2.6921722972040021,2.6025030758344814,2.5901709500891914,8.1890128276567911,3.5917043827722406,3.5182874707700527,4.3240207624081259,3.1494412163540382,3.8454875320800568,3.9644666970943492,3.43224163570037,3.4520854198433013,3.4928949290584175,2.7041583723307219,2.7917255689607208,3.4026187609241516,2.1506150913933673,3.0785849164065073,0.53692147436847704,4.0118206861254979,0,0.043237953598962237,0,1
9,0.3060973778219343,3.1652583677816017,1.9396713048373775,2.9627451952488553,2.8439439564573501,3.4340462207349742,3.9419414064276559,3.9102262734067588,3.9643528242146426,4.738478787835728,4.6578867887823669,4.4643174172022402,5.0623258245526515,4.7173973270568421,4.9204713248925973,5.5274471544677874,4.8692360542865112,5.1669989045029716,5.0535441297863377,5.3000387653200542,4.7627959090281644,5.3911911219970259,5.0479352835562805,6.0936377769046333,1.2219368958850647,3.2230004687291371,0,0.042921190710494959,0,1
