parameter,value
function,WFG8
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,2
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_8500
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,1.9980797412279572,4,5.9532403176010833,8,0,0,0,0.50026888388678614,9.1192067033057835,10.410933283944036,6.4842307288030145,9.8862506617249402,8.4912301190693871,9.70533545891589,12.352079271522687,11.436795494835735,11.359792871120945,11.163555273822354,15.630417217045158,10.736893076901898,14.484625430481037,15.134637944859341,13.326299686377856,13.607536549267753,2.279890490410458,0.29365210336279124,0,inf,0,1
1,0,0,0,0,10,1.2074946831824931,0.95276878365408624,1.0058012276181099,0.94630956898830543,15.069333215361583,1.8594045025819046,2.4780456978289989,1.9038511219535985,1.4558900103164953,1.4802305478058215,1.4825058729348213,1.5549837846180863,1.6364489436974914,0.93475804768903037,1.0263984505861372,1.082767202446909,0.77327301812421878,0.85800977494215003,0.76056075279895574,0.12240242634942988,4.1224024263494297,0,inf,0,1
2,0.7785351495384002,1.5165461162174143,1.4122364640359084,1.2766699932956884,3.9851484689643644,2.4930027732202182,2.6604810316933585,2.5329622225201085,2.599243975662815,13.141778641293339,3.5652623078858388,3.8744558120736308,3.7950936767511583,3.7810135079813989,4.0159390214841348,3.6964418174629081,3.6299753779868689,3.5728235725089741,3.7130299614160123,3.6700702522290207,3.5646467260148511,3.5949085101653586,3.5950164671396774,4.1611422827706157,0.94936537065831184,3.6569023567226129,0,0.059676914710873004,0,1
3,0.46619122865687362,2.0598747811762941,1.5235950416327473,1.9475342036167702,1.8188155754819149,2.5504024578562667,2.3503618748513149,2.2089163472778184,2.1270278792202451,14.380534743270672,3.7045631393195855,3.6032424737350168,3.2656557666051831,3.5593050029517932,3.5904209597182901,3.4411448967540728,3.5829132685897553,3.0964530215541535,3.2666345743700131,3.0961443835132303,3.2343786150424725,3.2723105061666025,2.9345969286282925,3.4482708581948187,0.9980357707686015,3.5894602837528362,0,0.056229697740110662,0,1
4,1.1496707581251138,2.1189236839626981,2.112958947577448,0.86158463283528475,2.8923500839271044,2.8968993434743955,3.8575604478443881,3.569845361612757,3.6734276473944205,11.195021977449764,4.5614955617613306,4.7767638964566403,5.1467232091797319,5.5075611893125975,5.7176918799223246,5.3016052576563748,5.1729019977328372,5.7977585470273647,5.8713877933897516,5.6998727237699995,5.3827281214981788,5.53545539394268,5.4944020146358019,6.4569931499781443,1.1992482402739473,3.3149945184518992,0,0.052835206596405844,0,1
5,0.69307440083910721,3.8777685893758602,4.3650300941730755,2.3289574731098264,1.8425647630769548,4.8711484079481373,4.8914590962691484,5.7657456033794841,6.5492134854771447,7.2667231363643836,6.4846235550542168,6.9514064984713348,7.3321543012714132,7.1918888504191401,8.5210532439253708,8.6315116227573725,8.6939128610069041,9.2687771988390484,9.0880017098342627,10.018868089516786,9.8646708029961765,9.3943148412691979,10.18255770602541,12.280972502583285,1.6721058983041854,2.5182537144985946,0,0.051596861615759215,0,1
6,1.127814600727036,3.1613768821117496,5.0165173500865166,0.68512058738232717,2.3155309359862191,5.4491749974581314,4.3540762150165229,6.6383785753036388,6.5971174689801773,6.5304139596877429,6.9283931512199866,7.0524068726613445,8.0283089723890146,7.8524340790559588,9.3343420542319802,8.8628820246798306,8.8512901803452984,9.1172724172882855,9.2950521082737598,9.8846692023719633,9.5738358079761596,9.461726764035868,10.649540201746605,11.321154357179521,1.6431401038308346,2.590154668879924,0,0.049143410836413423,0,1
7,1.8484414657996175,3.983936873224458,5.9857784029268517,8,0.074050673027086636,0,0,1.0640519786045559,9.3119064805222713,9.4087238523384737,6.485853571002413,8.1504953767528772,9.2057042851477746,9.5465687794378162,10.721459216309889,9.9845110028327504,9.0535646406007828,10.24524873507386,13.540810607185236,11.961241433041575,13.931833929831642,14.74017151441201,12.578396567613531,13.284555659393389,2.2566219257098568,0.38670552683740811,0,0.048989328182450831,0,1
8,0.5477155913065116,3.7856645250176406,6,2.5145024350672376,0,5.4595024501243499,4.9412053239493723,6.2306181529900506,5.9558677050002444,7.9271700435294266,6.9955570205574942,6.8990254745249899,7.8721167057714947,8.2384823283247801,9.4345483504722019,8.623165256380922,8.7103796417808326,9.2933616981595186,9.6107666022721361,10.617027991251474,10.978500660940609,10.435380058239559,10.653785566753662,10.849460723677863,1.76445113239427,2.2634787220967096,0,0.045962177460084533,0,1
9,2,3.9295345193663058,5.2354338344292675,7.985030295260434,0,0,0,2.7085147628217348,8.8166014327275697,8.534902823309146,6.6457957846754248,9.0499212394749282,8.5639283050406707,8.9681403177851138,11.510213537726814,10.409916938791238,10.373539681639427,10.221885753127403,13.179275482961881,11.902403666105503,12.350561041257583,14.409687181257903,12.371486107395775,12.97007038140968,2.2335989069931808,0.46757249934162348,0,0.045575089241986021,0,1
10,0.95212750267850688,1.8804002300473808,0.8577492203810807,1.9081908566708605,2.1664301007846145,2.6432316349727594,2.413657598234991,2.6211329779166097,2.801993784844242,13.080956729017615,3.9043496166060381,3.8491371674285313,3.629559379645205,3.6301537930344101,4.0157122434446384,3.8396043210372284,3.9469994926618082,3.9614032008821822,3.9257364653162972,3.5226660783414303,3.7449111753228186,3.5801792988848762,3.5599109644505655,3.5673172743842554,1.0456642724701601,3.5180951280298327,0,0.045018658582626367,0,1
11,0.6598214233024412,2.0414525142088222,2.3387201777861835,1.3175334997005197,2.7123863646851398,2.63457338557027,2.3931822541599077,2.9416338402438909,2.8799165690186626,12.988646156593575,3.7926082897511009,3.8694537468692807,3.9190447120377274,3.9664555188217747,4.4692217464604838,4.5624460384208438,4.5073334905430995,4.6577976285556923,4.0732747590542111,4.0598231664137066,4.1679876272085208,3.8703097550865886,3.9560754186158906,3.7255248055905703,1.1007335912361369,3.4741133803905639,0,0.044549154978890691,0,1
12,1.3088183295797662,2.8016155072339481,0.28174661813850049,0.794906813819244,3.1937162256895371,2.9332843493820522,3.1932533941502519,4.0109340412425878,4.0689985633534187,10.527897521302956,4.7462580665408467,4.9155695805710824,5.0612696400302539,4.754112825030921,5.6399046268875859,5.6685043632274441,5.4695312526825424,6.5935226937456459,5.4920620640704989,5.2959300975019792,5.4085283064471383,4.6165003354941039,5.1513535040429819,5.5266169351455048,1.1675050455066107,3.3805123911645549,0,0.044539900876229895,0,1
