parameter,value
function,WFG8
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,2
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_700
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,0,0,0,0,7.6718700061598311,12,5.3906662796268412,7.3561073557621972,3.9736607680853169,5.6223001254168965,4.4342430276730935,21.524803281783552,4.6577887352443907,20.684883033035113,7.7700293010846684,21.099640184280897,8.699475424904314,7.690890997458129,9.0335091294477312,13.61717566971417,25.561330872549153,9.9705788746527979,4.0252779088403008,13.542842838523194,0.33995300504878712,4.3399530050487876,0,inf,0,1
1,2,3.9390613518274522,6,8,0.0042657289190907634,0,0,2.5627393867181993,8.0779142409282567,12.45830383285881,6.9128951412511856,7.9208925037154794,9.9619021947720761,0,17.474577012155695,6.7745262410231328,11.992068709955658,36,16.394942653453626,0,0,18.766238946562169,30.073034937998941,23.504305376763856,2.6016335608931018,0.62559976116536709,0,inf,0,1
2,0.93403293109820007,2.9931090920937784,0.85700165910879367,5.0242867270406748,4.0007684747800454,5.1492805191925024,6.3522358865867288,5.3070117472622274,6.0513801252688619,6.5771124263880436,6.4501179840770906,7.494016680434016,7.7635988116340542,7.6511137670647669,9.6245996861665404,9.8637061707560427,8.93652975803362,10.521477993943291,19.445830292034326,10.057904222359042,20.756336210475929,13.647292448891259,11.618146214430448,11.739588647873676,1.493732889816799,2.9309787101922011,0,0.060530922201159326,0,1
3,0.92572887888391664,2.8571258076947963,1.0111497747615175,4.4826100334193928,3.8586218462913111,5.9494092578284707,6.8674442683596926,5.3423057765758619,6.0542002065530953,6.6246084534072374,6.3973580871897147,7.7934515367274608,7.984567975071454,7.8276611140428409,9.4199354507391746,10.12314116352302,8.9542701655527406,10.349274286606917,19.163810507649249,10.201208940949927,20.657524649997459,12.767719284336293,11.784812061677574,11.969614527809682,1.457174451045792,3.0270054180412482,0,0.055231269995683369,0,1
4,0.32797221826340278,0,0.060175478783857636,0,8.1672660500029988,12,5.9262935692439855,6.5254473231094625,4.6355686567809409,6.1220666698689694,4.6240875484730655,18.564154713539754,5.465108999134654,16.105080249905349,9.1030078078199281,18.003906047195397,9.8363620072066222,9.521516910010515,8.4994232923524731,11.800843016446574,23.848641585379916,10.134938915539792,6.1577404643659355,13.13865783378939,0.43028876003074507,4.2843878711909396,0,0.047622800526531547,0,1
5,0.87393469242128374,3.8043424337680882,2.3777382380505063,6.8848439426941619,1.9227591982878391,1.7495038592079037,6.3474452943360005,5.671707178164894,5.9380635170670395,7.0208213481625235,7.2212459077746223,7.3164358895431238,8.6499221693956247,8.027333319393092,10.902541415209047,9.1692115629358248,9.0963666123953502,9.7077218350722774,23.670338945990064,10.581589655991337,18.350612060104218,13.715897668972476,14.932501745268453,12.323680003267601,1.8973827126513643,2.2033953067221388,0,0.045319444018892645,0,1
6,0.87310051934360533,3.3487961584205221,0.66679089490524512,2.433070818372995,3.4603989257628185,9.1853442635202374,5.8424258213063203,5.0253898022544963,5.9080671378451379,6.835589089296783,6.3863287474874912,6.4686367742405055,7.167773924185239,7.4286249201428562,9.8742498393059108,10.211297329929087,8.3398269856213663,11.319762830734915,19.903030259847437,9.7487682310792589,20.606246820346499,12.523352617475362,12.044711192587833,11.592515931804165,1.34934948415423,3.2698695874689028,0,0.043913267870150721,0,1
7,0.22135735786595942,0,0.053682436665062762,0,7.9665157767633188,12,6.232091885113352,6.7751554177335764,4.3914054096861017,5.9651858146936192,4.5290550388035955,19.350528292138339,5.3419586710588769,17.450432876620575,8.5095770671055284,18.835524054506809,9.2996963294091692,9.1090581962898796,8.6626586267017096,12.476095732887064,24.300898419368234,9.976977782066216,5.6300759576079544,13.387431034365727,0.39874352411731395,4.3004113803947881,0,0.043331809838300525,0,1
8,0.91715423165211185,3.1520390101951348,0.44716038508301315,3.4269522866465305,3.952288775598686,7.8443010174878456,5.857183936395411,5.1283589372059764,6.145181612701772,6.5596461495513569,6.3839933429008031,6.8553294398935272,7.1365166070923935,7.8803888964706195,8.6986478793040671,10.293822822088222,8.2047961758381263,10.854524920629533,18.685855456542171,9.7526261726118353,21.914027615600698,13.209558331689259,10.865209192988557,11.639068682429812,1.3772688088060194,3.2013536749492983,0,0.042963796172813533,0,1
9,0.9390189033929045,3.0173221601213234,0.38663983504843841,2.7504337494398206,4.0255364785347219,8.8633347675937042,6.0949536904278396,5.1896597308473389,6.1265129531786719,6.6336156034621565,6.4108103840312483,7.1584050457258437,7.3596788349033861,7.6954179923872053,8.6848604515888042,10.231661240082611,8.4286929805977557,11.104648588589987,18.432400503758689,9.7631471868003761,21.81907372662431,12.762637357958612,10.969132762034834,11.541017471974985,1.3143494912645479,3.3246754027494698,0,0.042707398679247,0,1
10,0.92974875874165441,3.2896540972276433,0.93519184831310487,5.0122342178039094,4.0134525020949665,5.1263999498738322,6.5024712978643429,5.318779120747319,5.9611534752993851,6.6964357735695792,6.6588998365351619,7.2964790058647795,8.0511592818024607,7.7503561453550276,9.6215724433239984,9.2830848217324728,8.7056201920447602,10.174107074206118,21.089206063549504,10.009784265553517,19.851027064369134,14.593856184867404,11.868730800821329,11.942929374907578,1.5686019298660943,2.8662038525914841,0,0.042300575503759569,0,1
11,0.9910768903731989,1.8963173590289915,0.2973162909021031,1.2563892769353338,4.3657378099902626,10.781168384574313,6.5913683502492448,4.9635618053493333,6.4072817717022525,6.694721952439405,5.9757473350674495,7.5778385686430818,6.88297802184458,7.0073627663728386,8.1548721747477106,11.184477154063645,8.7997078036149965,12.405047623498302,13.867289254898532,9.2125180374527336,23.604783326427249,9.771643645238008,10.486164146904635,11.128584946277158,1.049152637225518,3.7386818884673945,0,0.041800385030252726,0,1
12,0.93257757373146588,0,0.00072641179491750134,0,7.863974049287684,12,6.6784411846127236,5.2009727148036902,6.2008189453309939,6.1460181222662555,5.051353358622209,11.710036957439776,6.4375496541999864,8.7516440868316963,8.643945827560767,13.001668748441869,10.395993561827726,10.974125368919532,8.7570313041214298,9.3969978076126015,24.525289904402364,10.686261322865859,7.1371872751466787,11.290230663451631,0.59380797941051222,4.1626283755395121,0,0.041173169456907376,0,1
