parameter,value
function,WFG8
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,2
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_6200
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,2,4,6,8,0.12683726949209406,0,0,0.98394516357165207,8.8721793117947492,11.165866094917645,6.819719224671652,8.920883859146139,8.7982052831230231,8.9066320742566027,11.61813245142169,10.430322461349441,11.174112980450355,9.952202903195781,19.549115107922049,4.029781745409954,12.025268905017034,12.816217700608,13.033256698643759,13.06353514906581,2.3172755193998094,0.31727551939980947,0,inf,0,1
1,0,0,0,0,10,1.1317808111802292,1.3100575191694106,1.209842866526796,0.90617819574415082,15.377312850476899,2.2717579708829985,2.0602419541772883,5.1947378466765119,3.1804313034446907,2.0123454633557847,1.9787423462132514,1.9847198952272556,1.7049690025165158,1.3499641119249364,1.6933206753140253,1.1475631722310309,1.1718101441271045,1.3687886009881864,1.2774231272153198,0.14229281316173453,4.1422928131617347,0,inf,0,1
2,1.1498526493204386,3.1030153184826421,2.5078860762649038,3.482857423183837,2.6379207128423814,4.6488627066151373,5.078758841626386,5.372551934469457,5.4416020910574217,10.975480036357949,6.2963434240988407,7.6366921790554843,7.7856765191097912,9.935604696822498,8.410913606390622,8.5791506306366845,9.8631403906742801,9.0506361389663557,9.2870883167302516,9.5025930834120889,10.683589949793788,10.414681910804166,10.371184394926257,10.603859654831647,1.6183015727270595,2.6884311547978936,0,0.054429186211126641,0,1
3,0.46806416326912925,3.6321857816716143,4.8440093630202679,7.329451218015322,0.007150004803755979,1.8468437907521758,6.0591670317653543,6.089159430034865,6.1698614144369603,7.927007886307404,6.8123628835227086,7.5047804164989351,7.6372172338274282,8.3150234206039073,8.4107970318716738,8.5784870585244537,10.124180837711407,9.4824128777620196,10.323110088466876,10.341855191440967,20.011027627373938,11.273853831734019,11.547293580771509,11.987347527803678,1.9443934141818726,1.8631492903636333,0,0.054303545761878604,0,1
4,1.0163794942771043,3.359960852450627,1.109757840958727,4.8527035080755248,1.6029990088560246,4.4690645771521327,4.3021148942936716,5.0333097426812747,5.1056561481795146,10.954011530003138,6.0441391773068913,7.3994072994898428,7.0911853375324201,8.6968002880734208,7.7377476123357045,8.2336302091067832,9.0824915454916422,8.2017483855029347,8.8193032889802438,8.7266859671209343,10.718608099278059,8.7600180027706998,9.8657826483482935,10.110436508972134,1.5878764913738284,2.7672810101891798,0,0.048227614825643347,0,1
5,0.52778378785044544,3.2941658592355361,4.3111777222275967,8,0,1.936098003786745,6.492975933838542,6.1989458307015113,5.9287627975114905,9.7625275390005886,6.8785983420721859,7.8445708208682534,8.5022014995977049,9.1633360747963835,8.7091045252147428,9.0146358880836548,10.845303784659562,10.072836117715832,10.897698948449431,12.053573465720302,10.949748720368401,13.411979850517525,11.633222494981947,13.543995600178961,1.9336166332356397,1.9570935961881366,0,0.047635839687819613,0,1
6,1.7887395032205589,3.8366575684754207,3.8060695543726588,8,0,0.31650824684537199,0,6.7246831240604701,6.1877062600346378,8.7692224653067061,6.7634450672583899,7.5193178034377475,7.8350280711549241,9.0113705179071779,9.0536221812703381,8.9928901468256921,11.362491077088407,9.7740478355641631,10.194602132068827,11.850764072053311,14.90638303711356,12.593557288791157,11.995615589835801,12.598793463241071,2.1451852344681539,0.98452015181814145,0,0.046004800186474626,0,1
7,2,3.5743500656462421,6,8,0,0,0,2.3699488169040022,8.9229315921961305,9.3310812735842781,7.0222863299303899,8.2648288347437244,8.4419748960196657,9.3216732892295067,11.443742576836682,10.582580311245435,11.130175181232962,10.752523464016127,17.90014787030184,5.7040768712986596,17.189048381464083,13.484011446128214,13.33547799416297,13.752056773951113,2.2672167128355953,0.43606639721465967,0,0.045104598395874461,0,1
8,0.56055465585110342,0.29116428956411616,1.3567921225142956,0,6.1257211592076679,1.5961653087727037,1.6098040130938025,1.8137394710542587,1.3445089230459817,14.3663263771518,2.3849941153103207,2.7217132551820824,3.2137564013601887,2.3433516539213946,2.1818092263329287,2.2703319531371084,2.1396498249103746,2.3803559108240488,1.8327065724336551,1.8867752477550201,1.8199170142613725,1.5276831805755522,1.929412616518297,1.5677921946411402,0.5543771793374882,4.0003633939254355,0,0.043560663712493959,0,1
9,2,3.4631334608986286,4.0394036311520676,8,0,0,0,5.9148225164789396,6.1606086357703562,9.5706250285833363,6.3527331991933771,7.8843328751241675,8.1272621223400776,8.554318380672326,8.3702676338077513,8.6954864183464107,10.598462233120213,9.4722076463394149,10.037716893035375,12.03457469318989,11.30646044094954,13.056141012845586,11.369693431561286,12.562805194136944,2.1734968443406451,0.92633983625025107,0,0.04343374544775544,0,1
