parameter,value
function,WFG8
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,2
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_1900
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,0.0024916150055974209,0,0,0,10,12,6.4405430384851394,4.2315452700988843,3.3428682593329411,7.7680509051003215,3.8325581935813027,14.353805938777059,4.9726508356689951,11.770351792700655,12.85093144671403,15.849300199546752,9.2761169557253957,9.2295895405783419,13.938017612150762,9.11715706163071,15.995987770671361,7.8701022991542793,7.2486567667973025,13.289489538440135,0.28638154959671813,4.2854026160240943,0,inf,0,1
1,2,4,6,8,0,0,0,3.798345794366631,8.9151046496753814,9.0053924230705249,6.9970985854763876,8.1390512789662832,10.545097982326617,2.1724201398235339,7.7285835704832921,5.4582964167503327,10.607313606470932,24.889632668792743,11.676554117262427,4.4297481639875453,14.739411149506649,19.338075699809814,16.69897022275072,17.326774505463234,2.4908777422488653,0.49087774224886566,0,inf,0,1
2,0.92657945185774215,3.8216812666763889,3.1019818285208975,6.0327022187896082,0.27816402451240047,3.0779792081500843,5.1808995776408713,5.3691015670059912,6.3309461927146087,6.5882213946339041,6.6371239552096863,7.4092340281996396,8.3551201173775578,7.6086649782075728,8.3767668221382081,9.8581632028361081,8.9160623012919586,9.0901122136265542,18.963252530019535,10.177377589155627,21.589865502743688,11.111313844587583,11.500551422327939,11.72442175315641,1.8966273011063866,2.1240212727469077,0,0.058291046030590085,0,1
3,0.95998734590778612,2.2957233423461521,1.2833284772807758,4.5393116448854727,5.0986174096703838,4.7020964245229315,4.6937188997723531,5.0089166053719021,6.1544513386725059,6.696301663335686,6.277533360671228,7.2886225488889007,7.1132542905751679,7.1585603736074797,7.5998964703651204,10.149386394813211,8.3141719817752922,8.873530484402476,15.39895158261567,9.5703625678176198,23.215506358782672,11.113996565996871,10.238739452177937,11.002417170396749,1.406003262529768,3.091591673065778,0,0.057167003882395498,0,1
4,0.84892116520077543,3.0105522204429991,2.2166718220648969,5.0172428086361442,3.363460467874801,5.111153219857056,5.5189010896959649,5.3088586115549647,6.2100035145758214,6.5679972770683186,6.4302922525492558,7.614986861810773,7.6568845492488968,7.5941700470021294,8.1668393359191871,10.535887012563277,8.6422972962213258,9.9430554646125628,17.771762092732068,10.061467228239209,22.26867184919621,11.002466308244722,11.024456158409041,11.516111655211144,1.6174332946009859,2.7391853525501748,0,0.053532703749239616,0,1
5,0.94324472961157024,3.4313195203195086,1.7925412201035855,4.9900858482842967,2.0020168783930408,4.1491966272357814,4.8171108027978793,4.9688335509241535,6.0475106940535381,6.8390875304524945,6.3361670952969762,7.1031138093279109,7.1363943624902326,7.2895408403124939,7.524542761344561,10.207105745042872,7.9886583274344112,8.8379087811746686,16.329222118595201,9.5482396524431916,22.633010335021321,10.908849607299928,10.563773719599617,11.244193771522747,1.658671901789099,2.6468504874136425,0,0.050674879354141562,0,1
6,0.90931627253217751,2.3991288112763711,1.8881370033035665,4.2649773835956095,4.9841687202022698,5.532765844051303,5.350377543240481,5.1792180787438253,6.1555055868277471,6.6533802428355671,6.3983514676041944,7.331565250795431,7.2571473770826707,7.5099358127056393,8.00832411142453,10.358817723565332,8.4598057322035878,8.9674352477146773,16.449616467365331,9.954109752300587,23.087393225585217,10.738860994578733,10.781861207115039,10.935728737042394,1.4401055346504663,3.0160934225568297,0,0.049241280010900224,0,1
7,0.90186899991273184,4,2.952503780294176,5.4610041595054764,0,4.0086034555716328,5.1611840627067682,5.2683575142266088,6.3429021713804801,6.7554623433885883,6.6479645775241831,7.7790817414214457,8.1650272109902922,7.8449896538710862,8.1879870527181478,9.9598794784863482,8.8754824252785731,8.8686368840664311,18.329007564716044,9.9906582799737258,21.747161385074719,11.025535893291076,11.294858498164922,11.593275029765559,1.8684122930933493,2.2082383648167876,0,0.048043016551658921,0,1
8,0.096415374335021689,0,0,0,10,12,6.2207667215525602,4.0709604241407327,3.4734629594899933,7.6585363117419494,3.7035230842399098,13.783821541798867,4.4293390942924429,11.234959413410861,12.301227524089018,15.709177476284131,9.1146527541341644,8.9636072622581811,11.649737796277265,8.809343003855437,17.710455084926249,7.583587007630733,6.4410010950322336,12.533395050101786,0.32105528995948274,4.2824785697272727,0,0.047083455573331406,0,1
9,0.88206410600125296,2.4801360627627518,1.9526930526450299,4.338562882435367,3.6708200384597749,4.9388532874609119,5.0167748777760837,4.9516502874521455,5.8448179053346268,6.8144616570931245,6.1832678750124739,7.366725139149664,6.9090900145922491,7.4150923320919686,7.8592666991237303,10.399472862158937,8.0699850833196596,8.5339588700240387,15.990003818461297,9.6306758000147461,22.611798534883928,10.83428220932478,10.192320722746535,11.026887886979152,1.4524091202548224,2.9846212475125693,0,0.045967028008653911,0,1
