parameter,value
function,WFG8
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,2
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_12400
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,2,4,6,8,0,0,0,0.10564831913160547,9.4556553313133946,9.1035562350703643,6.1833360369049641,8.2829695883651109,8.1758504338188551,8.8157864216202331,11.456965686216417,10.129394482832021,10.362641706807389,10.342411620032873,15.109898932858895,11.497646772983291,15.350768572142059,16.691413949823687,12.810418231810381,14.867205673819047,2.2582747142299335,0.2582747142299337,0,inf,0,1
1,0,0,0,0,10,1.2074946831824931,0.95276878365408624,1.0058012276181099,0.94630956898830543,15.069333215361583,1.8594045025819046,2.4780456978289989,1.9038511219535985,1.4558900103164953,1.4802305478058215,1.4825058729348213,1.5549837846180863,1.6364489436974914,0.93475804768903037,1.0263984505861372,1.082767202446909,0.77327301812421878,0.85800977494215003,0.76056075279895574,0.12240242634942988,4.1224024263494297,0,inf,0,1
2,1.9243372142221453,3.8085932668851039,6,8,0,0,0,1.8911274189006044,9.0865677320693745,9.2194119802715626,6.9745564487200724,8.8117431995046651,8.0165567956738588,9.1161641607381583,9.6343694647485325,10.748535394593603,10.52566649561714,11.95399776686369,11.745917914001563,12.327983912123738,12.29550833185044,17.562287010582377,13.715685826026414,15.268116240214807,2.2394697859393231,0.37516711077785136,0,0.049929635860588698,0,1
3,0.1521601733444822,0.018331605830683804,0,0.020290041123987398,10,1.1233446062910386,1.1588529861142287,1.0650953538821339,0.85784563581118933,14.941475254881775,2.0423518664336049,2.4019465489794101,1.9531353476381874,1.7525976461259418,1.5924349141432244,1.3278058439561389,1.4113229219205272,1.6143738469053401,1.0313342950298918,1.1446899948112559,1.0805354299794219,0.8638756366374476,0.92108094852904632,1.0140829078394147,0.17703546940692211,4.1095677974804214,0,0.047614908959163801,0,1
4,1.9002454914216584,2.6850288264929354,4.6381133928441889,5.8888390897583758,0.1170740296286545,1.8047363395445091,2.3254833089614348,5.5454447886863303,5.6868494561004619,6.6048319797776456,6.7641049360613552,7.5018965755859481,7.5406477430070744,8.1043624447250036,9.3147384265947046,9.1224273730827043,8.9282879602788974,9.4341260905287996,9.7574512406619149,9.4923441176593784,9.8407061266292679,9.6435680359818452,10.533664070348372,10.84661611613841,2.0492460164035555,1.5041224250670648,0,0.047321977402478885,0,1
5,0.14405544125343347,0,0.32434229097784983,0.07824247005862911,10,1.2431623201921531,1.3326118940592431,1.2341307575877076,1.066942179182349,14.986342828654134,2.1709542596036449,2.4635441884265159,2.0795738593011071,2.1623086780122533,1.9436789609268184,1.4055628278026739,1.9420326828879382,1.5414017135595708,1.4829129332430782,1.5830870493325722,1.4127152054061181,1.3031081043631569,1.4576626717122649,1.1861961980746976,0.21818426990484627,4.1058347393604873,0,0.046624252242159242,0,1
6,1.00367185523185,1.1660888241668781,2.7262385345315097,4.40796489997759,3.3088021331964197,3.0066609409164302,3.9545970497698315,4.0336516895660104,4.5683112050263892,4.2026276649178067,5.3030083857527215,5.0094272652054581,5.3473992801318122,5.1561479703093749,5.1494987637101683,5.481029202249549,5.6353580046510654,5.7492465419412362,5.4033510958912103,5.6234479137419058,7.063805470832258,6.212742454569022,6.9619509151735466,6.1078509417668201,1.3260027584480529,3.0707894873886201,0,0.04640781668798271,0,1
7,1.187737416893607,3.0814582421064056,4.0764567637305564,3.4268515990176489,0.39171705723044759,4.3932179394734625,4.5421924513221938,5.1468210460645194,5.3809810917224095,6.3829513182315285,6.5514533746270498,5.9267174773460933,7.2522546122262375,6.6864542201497503,6.9523014762859621,7.4005329251533993,7.3930971072741594,8.1550016639237128,7.1968141941296304,8.5915394895389294,9.6608252168458595,9.0064564271233571,8.8157780560256622,10.514571415518985,1.7385326137339994,2.3466285242423597,0,0.045023133550740863,0,1
8,0.592179921482062,0.95559491635903138,1.4870490119821727,2.5799483956427895,4.5005739829777447,2.4225091060360504,2.5368249599669626,2.6624420726442324,2.9211410706108341,2.6932803109537096,3.1803029701896786,2.6244813387379722,2.3633604557025363,2.475090783310459,2.4566776712227951,2.4379547546555296,2.5683867319100622,2.2516110246672421,2.4606317011916476,1.8476256258987682,2.344437117973976,1.9081891629563816,1.3892543620231186,1.5908958247692264,0.88530780497758732,3.6732566946112031,0,0.044943992066483349,0,1
9,0,1.3030508942674861,1.1199358190159947,0.97168046212713532,8.5376708544652438,2.2593636335641047,2.2467560390132331,2.3049276150535656,2.7451829904417058,2.8986690431038298,2.2323848567331752,2.2829741173879947,2.1567780758747257,2.0842815040867455,1.9581132996303336,1.6495005971598355,1.9077993016750947,2.1065263772560177,2.3095655502916652,1.7804279689586437,2.1835689424547655,1.1378676322026808,1.294153082713581,1.1017443671839815,0.56629479334077804,3.9502856894195078,0,0.044755790048114995,0,1
