parameter,value
function,WFG6
dimension,24
population_size,120
max_generation,2000
parent_size,25
child_size,95
seed,1
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_1200
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,0.99733322348314946,2.0344752049843069,3.0194322909532247,4.0369890216925883,5.253574891941498,5.962796132061837,6.7984662920127281,7.9082116540161262,8.6900178303740976,9.5260900332740768,10.455978002618039,11.184194254517349,12.989355082092393,14.124742240550047,15.268286261132104,15.409721357868511,16.00023390464375,17.635396553479843,19.266770185193849,19.703839856437504,20.524080638221307,21.014170417965008,21.468517968057224,23.338458306904357,0.71067317742942548,3.8583616924668549,0,inf,0,1
1,2,0,6,3.738569916381842,5.2313932241514136,6.063514141243914,6.9377412452825107,8.0666262679917704,8.7146928882159553,9.5411239507156385,10.541031009382584,10.601311258857152,13.205564752792956,14.631727999141827,15.532854190113738,15.706805797151278,15.810498716631407,18.174184548247194,19.681363475504011,19.827894561990544,21.235272080904043,21.187799338486698,21.640017499932693,22.789904590943948,2.0842290554345388,0.38297813497155075,0,inf,0,1
2,1.9147377982316764,0.16632384867934591,5.6000657661470328,5.1729223904626922,5.001331799437116,5.7862427241187335,6.7326467661305323,7.7420645105809056,8.5129563051284034,9.652493528523383,10.637851805334094,11.511029595331097,12.449174079653167,13.563772352348359,14.611715568194899,15.216613452766056,16.126773927680407,17.763572248381539,18.686309947799632,19.21228892776956,20.442639989884956,21.224718516541991,22.316948878924688,23.997097509094164,1.9977576840824935,0.88642138061250397,0,0.047918473197212749,0,1
3,1.8486529278371691,0.33033543860573933,5.463551674164381,4.9865999447813962,5.0348210736485406,5.8238629460272522,6.7758093795177867,7.7796281175614741,8.5407426618760311,9.6320851071336548,10.647824509622076,11.422137735390862,12.570721416820939,13.70810347418236,14.728578323203129,15.379127217319679,16.066733150655946,17.925206091485343,18.784552372215558,19.304652290312244,20.575000486659093,21.293031298465735,22.292509186440668,23.859493098519444,1.9625467110002133,1.1815564592725996,0,0.044829076049011686,0,1
4,1.1774177530812922,1.7003346234194845,3.6037425104263088,5.1474309336399084,5.031935084836662,5.7627562929781675,6.669018927245058,7.6699242475676108,8.5901167938960814,9.5970016630025565,10.563662616053278,11.629582954212527,12.403029136834375,13.32072093751913,14.630772366973439,15.062573460912661,16.141960659688767,17.445195326555769,18.557503408892913,19.200660222985459,20.078458239007055,21.073857158001317,22.132803477048959,24.184467019716905,1.1126879010479922,3.4233122490472638,0,0.044804781873983388,0,1
5,1.4553435808837436,1.113108842636388,4.2991277614989318,4.5306683095890543,5.1184482942321097,5.8900795955999063,6.8269233696779459,7.8520980362759216,8.6066365780851548,9.5682439875149772,10.610025201980978,11.338430879160631,12.811232478910007,13.929672467222034,15.033408446030265,15.505168563714546,15.995981623400079,17.92566110959352,18.989436601299634,19.479086468117128,20.591644306378161,21.266926859513919,22.0706507063279,23.639443330080088,1.5294485963496431,2.7520059446778253,0,0.043452194869519609,0,1
6,1.5265499655664558,0.9601031473843622,4.3788547662058299,5.0296637075012436,5.0517768038817774,5.7935689902283665,6.6968140811601113,7.7213203833544153,8.5706058426504086,9.6118430247476585,10.566817909265351,11.550253161510796,12.478687141089246,13.488437814627908,14.686051974656278,15.127755536516776,16.137644314482628,17.53868536295554,18.685213263726812,19.25983505370996,20.228957859414884,21.093647760282618,22.08325113843259,24.026760494112022,1.6041774264187492,2.5418727951790614,0,0.043306169036888852,0,1
7,1.8744075507677529,0.27403347540197992,5.4834449966193635,5.3351073158090125,4.9847896949716031,5.7695534257543297,6.6992970290423184,7.6973761900541495,8.5212056733461772,9.6678197540256559,10.636793909792258,11.502082115986703,12.355769352137916,13.435896771800742,14.481184175601097,15.186831758594421,16.142736745163582,17.772331229712901,18.596435835324307,19.152412334169629,20.418554319961675,21.222372547095418,22.34368427019557,24.090112390107905,1.9716889227423791,1.1030833117307739,0,0.04185709794681064,0,1
8,1.3618706679808259,1.309596816062683,4.1174215613801701,4.9412397760950046,5.0498119064326259,5.8068831251309438,6.7532434111076824,7.7471519160397762,8.5708360731761548,9.5882389266996242,10.622324288125769,11.58786907883389,12.57722915863617,13.566836211924308,14.78352766489221,15.30204500753141,16.084599093996605,17.719699585379193,18.691726591347763,19.283452911962982,20.29019771133342,21.229469451122569,22.230959648859599,24.018324544028761,1.3632290254601416,3.0463789795501355,0,0.04160486926144441,0,1
9,1.0131147502793751,2.0162342174427965,3.0878230112152578,3.9511660442460634,5.2528093523088604,5.9819086726652504,6.8483776713543492,7.9319530390310895,8.6982709486827687,9.5019752736530219,10.508299039281818,11.210434315464765,13.091393757214639,14.189237862129449,15.355499376629684,15.578413332894597,15.949891453780205,17.811403575290829,19.279278550627289,19.712035325123296,20.578454082983992,21.149840327189125,21.593111605727074,23.341131887880014,0.7327591221147236,3.8448409004134052,0,0.040283686098334465,0,1
10,1.0118148600112247,2.0273499037290605,2.9986184943325251,4.2666177085810855,5.1549138409973896,5.9193108734221163,6.824339327920149,7.8725548310255924,8.6783581352317363,9.5022512912267434,10.568190020164002,11.352887354945718,12.929538293387521,13.909334237570208,15.25236252682182,15.420841581301469,15.974688228707132,17.689191997256767,19.063067417439964,19.491332732074756,20.354983700756218,21.155587566365867,21.88668623029033,23.64998655229828,0.7500920160964254,3.8111114798800458,0,0.03883931044299526,0,1
11,1.6599197170951279,0.70478793616595603,4.9556117311706576,5.4151162482175828,4.9772318738560486,5.7434667150205101,6.6375303246947448,7.6498504363480144,8.5581688680954802,9.6597060442263736,10.575925144254185,11.477423000965048,12.242993934869499,13.266000913471807,14.436168411040033,14.966986913878987,16.168657485194604,17.501174279103111,18.537891695450416,19.110455750933571,20.236822453860782,21.052021332157512,22.221776579733245,24.171032237939773,1.7860186749056004,2.0097900391107015,0,0.038114189560759515,0,1
12,1.6495180523239119,0.73528128615002375,4.9324586592636761,5.3503062448722583,4.9711100169631504,5.753678917376166,6.6942196186619727,7.6887157868343774,8.514527752942687,9.6531588212775628,10.644129271827694,11.616355114538445,12.348842707827126,13.364343355841767,14.508602870064559,15.120826878274205,16.161778767984703,17.65716413427926,18.543155461769576,19.101145789023327,20.266556988152523,21.20226681169207,22.378304449464054,24.195827948987137,1.7730506382439406,2.051527214033392,0,0.037594973064851496,0,1
13,1.6249980420233869,0.77757535422526247,4.7626438814291765,5.2772809367352007,5.0086896460800476,5.7476383527558035,6.639263767308071,7.6612021607082612,8.5680192772527022,9.6355448152160665,10.542807095292659,11.537630677233238,12.299994869151806,13.306402837617558,14.528536256573281,14.94079162321807,16.17115801225966,17.386593080332535,18.571486427348457,19.174802210455297,20.152359599912888,21.00022963452253,22.109197252457069,24.142127493911364,1.7384047053411686,2.1670614487371167,0,0.037575614427474341,0,1
14,1.3306488477485865,1.370625251692895,4.0382934721884185,4.9588521468702593,5.055638527627802,5.7955238428962073,6.7185927596162527,7.7186504738205706,8.6006418858933138,9.5783514841952311,10.580344744281719,11.568509052527759,12.524944152317874,13.4790877151973,14.769198090677502,15.195129706572214,16.092377863811414,17.574066608721115,18.662403574308993,19.281043807631097,20.192088382674687,21.129199636236368,22.136344660492284,24.048501477302114,1.3112018406490702,3.1349846159904997,0,0.037535827355660772,0,1
15,1.6011281511226472,0.82684694252214608,4.7958532131951994,5.2951077783120377,4.9730736326526079,5.7507768080208974,6.7108253765362944,7.6866909254783291,8.5340102054323506,9.6258062497134631,10.651287119544785,11.645180819705834,12.381225798937532,13.356465344465427,14.577698360145147,15.158144090524283,16.129800771975525,17.660425464045677,18.522529837696183,19.122879887254523,20.223637826547957,21.221955857725526,22.419747713363304,24.21719954298807,1.7160227885517432,2.2360146911795495,0,0.037079907479946342,0,1
16,1.7478407637219593,0.51718834672194636,5.220203304997094,4.9076423256539874,5.0488131139634929,5.8257479532168333,6.7464990493879462,7.7612103663216363,8.6143873039183045,9.6008346165012934,10.584623198026188,11.278369650205578,12.542944464158071,13.647380921471894,14.800877839978231,15.254072029744796,16.029914668389075,17.747786539494125,18.8160971858842,19.343311260464546,20.500202055737848,21.141402491552046,22.144481745868521,23.808956816900004,1.8905046844808757,1.5961839715351649,0,0.037009975768524564,0,1
17,1.940127197636234,0.13140115356119869,5.6595451374910111,5.4061749944083788,4.9697591281418614,5.7534083963826905,6.6897556198518044,7.6920441669343136,8.4938909270538332,9.6824904890512595,10.637115270853142,11.548284569368557,12.315071992251042,13.418385484591688,14.436281990909343,15.130544738573233,16.169551535611973,17.724253142803072,18.573079434524807,19.127941278036566,20.402403199083153,21.209704843197528,22.366355476675384,24.121114344644056,2.0072123360134015,0.80555863311710263,0,0.036815109475686128,0,1
18,1.9025158598307361,0.20666535241979581,5.6927686766827623,5.456425350411017,4.9528502060826165,5.7497890721958447,6.6829193173850383,7.6712083702963652,8.534403989378994,9.6755361328484462,10.635720811176281,11.419208759865086,12.265674672902959,13.359438057877309,14.424622904599802,15.120414556427015,16.126461947030624,17.754491124590981,18.553368324665328,19.115642036174133,20.442237712110089,21.189384028941717,22.407695940011507,24.112041073706443,1.9940556536332907,0.93880454971664673,0,0.036647504368733173,0,1
19,1.4520415003538651,1.1134023427593287,4.2232532522616637,4.974623644678724,5.0641410065620516,5.8228486454429502,6.7128096083527975,7.7606184239068385,8.5498941480968096,9.6363368328944876,10.575895444964409,11.473017647752661,12.530271635900334,13.616141145251493,14.686495525354271,15.187628176396325,16.144076853481153,17.646075335188602,18.789413441762715,19.281865615557734,20.377390909010519,21.130502747303787,22.043105663347408,23.909853004546079,1.4981563908141313,2.7917344126905581,0,0.036245657080268313,0,1
20,1.4152539868885698,1.1929734420049181,4.1135791350060549,5.3554900840015183,4.9882570047499808,5.743783954840433,6.6437463331671642,7.6523693777225752,8.5479923210167783,9.6351154431132304,10.591639371263902,11.671770182533487,12.304564058727935,13.218246125841237,14.489920955485507,14.979865742636793,16.200243885089819,17.428587395154349,18.489663634663749,19.071840539571305,20.043835210390796,21.078765287559531,22.226936710786031,24.299725247531214,1.4255262667821853,2.9396165772687466,0,0.036158915828968241,0,1
