parameter,value
function,WFG6
dimension,24
population_size,120
max_generation,4000
parent_size,25
child_size,95
seed,1
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_2500
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,2,0,6,2.9626455539749506,5.3613834489026804,6.100796978981565,7.103865324960716,8.1641128698688519,8.7498414399320286,9.3488977514934106,10.551409900469611,11.095161734571885,13.697899995402032,14.913208690362026,16.147986202997924,16.134018970097415,15.70764682595256,18.21428685462509,19.729315158292195,20.185042100716185,20.918559693158393,21.352832938940836,21.657025795498832,22.779410666684832,2.0985909118115273,0.33452829912456228,0,inf,0,1
1,0.96693573016173051,1.9877689230734188,2.9901093755360275,3.9414468670336893,5.236811042480336,5.9259207729577819,6.9096470671013126,7.9391119111222013,8.6262415644587076,9.4949274457152271,10.543843310305286,11.415149507413989,13.110736244289145,14.33699220129475,15.432818222677604,15.668879036541613,15.904322120676769,17.87257714428657,19.214646546658745,19.839615191992163,20.671556122326297,21.266265778956249,21.805401458127395,23.303841292293967,0.70761167957696924,3.8594708378693046,0,inf,0,1
2,1.6652837812801924,1.1601776700542326,5.0742463417873163,5.1629366707940179,5.0099113494708325,5.7720719414293269,6.7210107951851903,7.6933685070411002,8.5801743734626879,9.5930379932884193,10.617901481111801,11.569217894367899,12.432604524142207,13.379757660082177,14.644489154877485,15.232880555314349,16.100565622536337,17.701088729381826,18.559480156117239,19.220766497325755,20.230589110380532,21.18824633715596,22.341877889090075,24.149985924558791,1.7176006991730937,2.2265234117182593,0,0.065141384589349954,0,1
3,1.5978082869585466,1.0147988639406265,4.8006540701866962,4.7621844428284836,5.104757029610786,5.8537859088070006,6.7557485788586789,7.7828605819773395,8.5935920803240169,9.5981544600606536,10.585244497420263,11.444179802158189,12.671663414199521,13.737185450119775,14.832500111267358,15.364155242367097,16.064531580730538,17.778291147536535,18.853739759492857,19.380931400576262,20.454862235699053,21.222609451297167,22.010749341514558,23.814745484327801,1.6897744632484983,2.3300726984849116,0,0.056870904130325833,0,1
4,1.8337266995508976,0.87138558776651887,5.5895380896806417,4.9509925706417244,5.0414135196095673,5.8111050604845333,6.7369808389328085,7.7453599338597723,8.5877356258274098,9.599785001890794,10.610235154021922,11.490205007672188,12.560660962828482,13.585091755631959,14.78181581825282,15.229275214830391,16.06477867832308,17.66664547159127,18.741872253440466,19.259752847313543,20.349998644672041,21.202916786862954,22.16702925481151,23.965070599492375,1.8987315981786943,1.5371491652469382,0,0.051538423535972593,0,1
5,1.1358126725804114,2.2701430681833967,3.3994537913297949,4.6814018057118991,5.1204665475951208,5.8289322989130312,6.8009311673262793,7.7672174469322535,8.6020680588703691,9.5447952371354479,10.602544979194269,11.611779066711929,12.724314152333937,13.730423594112574,14.930076605573271,15.52098924266495,16.015690931371235,17.858746214803691,18.743313931466435,19.488640088990163,20.376322848681852,21.300271516252323,22.152975864970948,23.879482676859155,0.78323712072560081,3.7663390775181038,0,0.044841228686413506,0,1
6,1.4337145709046335,1.8551641815208721,4.3346618069096809,4.9278926281423168,5.0360292536430187,5.7972576467346482,6.792161129927635,7.739772216124039,8.6103709365635641,9.5333873644777434,10.628333541049406,11.541893825644237,12.5693111547542,13.496698141241271,14.842456206276205,15.41823071875643,16.033509654959673,17.846640710664001,18.618317551669552,19.358971658117682,20.268556350455984,21.230510670079202,22.423990871906632,24.055686214673436,1.2875639041949276,3.1761786079122118,0,0.04449296954646019,0,1
7,1.5961066663162802,0.53016869334055783,4.8765772295387313,5.1900257991595184,5.0325599790792221,5.7790082043655451,6.6459674371073971,7.6689840721262597,8.594843716304263,9.6455579242048373,10.563938198413039,11.467773232975931,12.382114024508173,13.400393396066542,14.563303468447359,15.03372054911741,16.119262698445752,17.49066420523636,18.64326040720854,19.168704974646957,20.275872230568314,21.099318182720378,22.025299135903612,24.059844465296582,1.7916578409247421,1.9856866741444754,0,0.044051887245058416,0,1
8,1.6631967070879934,0.99425755150757944,4.9717519116898856,4.9694764623809862,5.0667215109662145,5.814399902835282,6.7233439254446274,7.7386832710894051,8.5751836317956531,9.6085968182432566,10.584958284267127,11.51792588645004,12.542171751402977,13.565877198878928,14.706255956183799,15.261069302320569,16.11026314032452,17.695059135312167,18.722331647951801,19.301787251215995,20.336004641234378,21.177984637964308,22.1062198438396,23.971661793887471,1.7390306011656762,2.1635810752731715,0,0.043778028758180203,0,1
9,1.1259116244688836,1.3951676737952869,3.4331669342598254,5.2746787108302886,4.9947401827717792,5.7445896938863816,6.6762729044589664,7.680267587491298,8.5313644201614842,9.6463252232794368,10.595884548409641,11.604862956519311,12.348556714168666,13.401748012672256,14.556061732839089,15.035929013173867,16.146673476756714,17.508923335725449,18.576687344822329,19.168516714377098,20.249708640809438,21.12758212214867,22.231573538148211,24.125907802546607,1.224792184336347,3.2696794397590252,0,0.042256797659856266,0,1
