parameter,value
function,WFG6
dimension,24
population_size,120
max_generation,2000
parent_size,25
child_size,95
seed,1
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_1600
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,2,0,6,3.7140666853581719,5.1926836250716626,6.0452696817391756,6.9822916608576922,8.0753539755572561,8.7181422558053594,9.502274765727039,10.591090101841704,10.676349552196408,13.240708162056274,14.616258333854496,15.657076046899821,15.737392159927232,15.75758251048369,18.184477816885018,19.633582299741299,19.800416687661823,21.169356928860136,21.250252295580083,21.852046759606967,22.864412117432028,2.0821127007401867,0.37887210935696802,0,inf,0,1
1,0.96773030543637639,1.9678595609111575,2.9947365830466701,3.987417098809563,5.2361039993015428,5.9600080143104437,6.9088257293452271,7.9341375895906534,8.6470657848563128,9.4885809421546217,10.586655509734753,11.433336767315604,13.147010901624352,14.224993243090339,15.365765990362524,15.791280071120314,15.929912705144895,18.030521686333941,19.169841803572059,19.729639684103255,20.602238870385616,21.356436695187082,21.865264484305317,23.445813095205512,0.70792225568481271,3.8555012923604517,0,inf,0,1
2,1.7356819588969052,0.64137388947854979,5.2715112467504825,5.1441027380302851,5.0235528246659706,5.7747688809636797,6.7022084228272778,7.6884054702212996,8.582624464761091,9.6099127448273265,10.603251692737102,11.550568701768077,12.434270753715257,13.416261502725563,14.637912114802546,15.18545197124114,16.097766019203732,17.640188381810901,18.594521357932891,19.219118487334701,20.259922640909529,21.175308493371329,22.230234261552013,24.101594687528461,1.8657654745859975,1.6827769185248023,0,0.067651911806196993,0,1
3,0.98661431753141793,2.1983055366598028,3.1014285183538388,4.6186496531481227,5.1005056861371854,5.8445591121190645,6.791838633479153,7.79000524509072,8.6270385284488444,9.528953137830916,10.599011422638117,11.558019739729898,12.748195321918686,13.6976391214898,15.026585313535053,15.37700275422149,16.01839104881747,17.685405226683201,18.811588558890829,19.398279050017965,20.260661010841044,21.216574362677704,22.104457860220109,23.898850788223182,0.87292772964637677,3.6919104968994128,0,0.061290991270568439,0,1
4,1.3463580316304955,1.2374929284146303,4.0910999048637766,4.9256330860870463,5.0877172039703416,5.818235134863003,6.7539748714413967,7.743347770882588,8.5448550528200133,9.5968225310282076,10.626395622636526,11.729952504471834,12.631433459094229,13.594380375525342,14.716197392732566,15.430456130275635,16.123385209290166,17.822882066275426,18.663709127447859,19.314578122584834,20.289880554138136,21.322698362982113,22.178863242582992,24.06119476938807,1.3736711935798636,3.0319925032779165,0,0.059956863534001439,0,1
5,1.7217705954443601,0.68504419164170005,5.200135611926691,4.9576176903180578,5.0566446120760871,5.8450086040768987,6.7532889663377409,7.7872361795991836,8.5245181309214022,9.641369354924139,10.64437816566857,11.544688933806919,12.625836815699758,13.693006121444112,14.697109381671993,15.354452142645469,16.12973496228156,17.850904915583289,18.805346601715787,19.236891509150926,20.465254208027176,21.312107432332077,22.164129968657793,23.938871806407228,1.8506270738661694,1.7627202170015721,0,0.051698573659455904,0,1
6,1.0134953688505912,2.0823764928756896,3.1459631267097499,5.1731167602090338,5.0227427206516841,5.764641900041906,6.6899233799857827,7.663568928420009,8.5847646625123364,9.5826657035565628,10.615295747574574,11.749587787405087,12.442533247836652,13.266387905123056,14.628233822597661,15.175557307450898,16.140059434177029,17.555338944262235,18.482008535333055,19.143218345947631,20.011232931718578,21.187845196640303,22.263942931636063,24.311528442621743,0.96536234816210786,3.5958370304420315,0,0.05081340502907486,0,1
7,0.96679182256651397,1.900476409501588,3.028678051044265,4.8537108531894289,5.0808163609898296,5.7853709434849385,6.7468231641141072,7.7171794442306778,8.6159130354511611,9.539952960474384,10.563677201759381,11.618887669194837,12.566183056340089,13.514160687348459,14.85335348336111,15.285254666331438,16.055551504369451,17.604668179732013,18.635399734923244,19.408239370135512,20.174851011956964,21.137041681611546,22.161767333220258,24.021040138306176,0.92475846688223529,3.6356806808645139,0,0.049540961103821717,0,1
8,1.8108225916015062,0.62541228988762643,5.3162693601142488,5.1196148628138074,5.0445253224481075,5.7675281019327684,6.6806872076839436,7.6612993074528246,8.6170640069852631,9.5933010543550985,10.565914574776121,11.540888251189612,12.411604114885295,13.358971120945276,14.642548952813149,15.152152139539286,16.088381040894006,17.558904707296584,18.562997454217925,19.258811040661932,20.189067191179557,21.113010454241611,22.141005922147837,24.110963295026743,1.8988716815166082,1.5298084847431634,0,0.04934794678078161,0,1
9,1.0076136069271135,1.8973049975210454,3.0817672288332352,4.7544391554628262,5.0909782747304888,5.8200700012877062,6.7613786009745587,7.7622857487714869,8.6124104470100846,9.5523468866570411,10.567121544438315,11.520705140413785,12.635660025317843,13.637408777753336,14.90529353709192,15.302636340825412,16.050763713029333,17.64798068370165,18.765170149903511,19.414475238693367,20.284681185883024,21.145903426267779,22.092865549538768,23.90140047066113,0.90465714613279335,3.6582699091767692,0,0.045357904326115098,0,1
