parameter,value
function,WFG6
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,2
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_3700
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,0,0,0,0,4.824535723965222,5.5812369654000964,6.7260898027131359,7.5910437116804621,8.6048688755900482,9.1478211760120089,10.459383012172236,11.042487253983943,12.660287080529764,13.261968412928402,8.6555904453453305,8.9956568896577256,15.807074958781042,16.404665348280542,17.731346215675973,11.451810088986718,20.08665273297369,20.728215302359242,21.852947465904908,23.065246376914775,0.046102485228821752,4.0461024852288219,0,inf,0,1
1,2,4,0,0,4.7399093309086302,5.5734949725018916,6.9169132687922419,7.5867336468006119,8.4144398669967675,9.6215107137190063,10.299801582884049,10.740503618528599,12.621743714457827,13.143463288853825,8.4970167600185231,9.1642455789089201,15.916890242417473,16.360719711190672,17.76326625330498,11.441232650306597,20.034862306321056,21.048854173083214,22.116429466336683,22.852916054759138,2.0492177556453095,0.049217755645309634,0,inf,0,1
2,2,4,0.13684920054477312,2.3343339672495991,4.6905565968059291,5.7240474964831911,6.8923024228126835,7.7522785598727451,8.5764766091202489,9.307164945259176,10.58647902702611,11.16628813925222,12.515989453844741,12.999272788339649,8.3826059837469078,9.1310264033867785,16.098850004321545,16.567365325804676,17.516528291660887,11.347146358654927,19.836756613609161,20.660585401025646,22.174392359666534,23.273101778196857,2.0427406292539749,0.3016226313373736,0,0.05403397030299633,0,1
3,1.9144779083568328,4,0,0.54181743754001122,4.7186283313336084,5.6387074762446883,7.0105911836162029,7.7381267005825567,8.345954292332177,9.5089996647046924,10.369665004049052,10.772061468091364,12.47840789850493,13.187017898751103,8.3876471550264036,9.167727281169503,15.712468166261194,16.759015462376425,17.67933188972447,11.445829481649332,19.944213380731611,20.675891728724377,22.00682619452764,22.705213760486167,2.0473451661756608,0.17143052498069694,0,0.049146600864203555,0,1
4,1.0108565723446628,0.28223035487442372,0.33428020392369728,0.54776532978544723,4.7245419286779438,5.6571832985038064,6.8312192979325275,7.6424612982219395,8.5337090579279185,9.4131731499368243,10.290267514402059,11.18352162807177,12.713160835351671,13.001286354816358,8.5018127175928058,9.1920974600834029,15.795087365227742,16.604889772192269,17.666137371477319,11.336547811650634,19.990994412263539,20.316443920043874,21.912357484741641,23.160019423405707,1.0619438065848756,3.4852745895075055,0,0.04530947737315924,0,1
5,0.066253354032415723,0.17740726191694883,0.55179371496635055,0,4.6590550721578765,5.6944149917293334,6.9023790123025499,7.7344136715610814,8.4591063234247592,9.3636311787813913,10.523245556207133,11.28454474248951,12.603495483865037,13.068064242086418,8.5042800124226421,9.2079116429266499,15.454065840888884,16.672943789900422,17.552302892420002,11.452623052163323,19.887495878091894,20.624222340608132,21.926040996104323,23.48566923442041,0.28129512210873836,4.020927653058906,0,0.044972059599150654,0,1
6,1.4179813049905645,4,0,0,4.8941306743048445,5.580681227735842,6.9488285141329333,7.5568674514288574,8.381178321400915,9.3444177831577377,10.319020442890038,10.966781467487037,12.385914829898995,13.066342418243543,8.4233332085121262,9.0184809988504693,16.461485561582062,16.811098273974498,17.622014785035599,11.469332968721755,20.215420655135333,20.254496416471007,21.820879899743748,22.668070207854267,2.0301195429303367,0.5957180845245722,0,0.044913364313975225,0,1
7,1.3025684817427137,1.3285210430654339,1.2354541702344395,1.1780237751146925,4.7987024197379462,5.5626938816426161,6.8362077141837512,7.5024282670778382,8.3021263285833857,9.3888814833826988,10.021830428199966,11.417458271255633,12.657966204127515,13.196625733174468,8.4634047872394298,9.0585477599692528,16.245047681175176,16.963908436209184,18.311012721311954,11.154824717957801,19.55277078828966,20.270716808533894,22.155585076641827,23.762183656445583,1.3770811484749139,3.0462983784946021,0,0.044776299823832147,0,1
8,0.98853529926666961,0,0.0094077580502587299,0.15000955938057225,4.6489740610357337,5.3830013969324044,7.1117172932609911,7.5582460438054664,8.5577582286552971,9.5306856087676568,10.264169908137697,11.174169249830324,12.47663612980978,13.311292502803552,8.5928130279502373,8.9206475876042752,15.294785646865396,17.359462813071335,17.635837524104041,11.521670236255847,19.57609660656961,20.65110799660896,21.821797263383225,23.006882918109383,1.103838865882824,3.4607166141081347,0,0.044747475729052404,0,1
9,0.64097622678579691,0.73385651920078732,0.39805632460155616,0.61244844453097347,4.8014790823495863,5.5361471072635835,6.8611636536856517,7.6423867589618677,8.4371688479836049,9.1370414306784848,10.466994683639456,11.150862544234176,12.327263951417338,13.360778633151984,8.2522147188106345,9.0058527640903261,16.038232427593869,17.052752555288205,18.231458843355373,11.583236509585285,19.580342211141371,20.375458286285834,22.116348076308554,23.137864000006743,0.77984256565801158,3.7702602776814449,0,0.043389329606614575,0,1
