parameter,value
function,WFG6
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,2
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

initial_population
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,0.37016416314802825,3.7261634543779549,5.6863836658415323,3.8779927705141199,3.2053643637811016,1.8531201071953443,9.7840776510688201,1.9192087040069363,8.7331664681885819,12.654754613837353,18.000987888701481,16.392623883834901,12.962590359034733,16.43031541406647,21.592626929174454,8.2719386129478742,18.571048766149943,14.663081974208477,6.7254157108648993,38.785296306755818,12.47477111993831,12.666228076180584,5.3448928486773806,8.7228977914511887,2.4356153269462268,1.7566684165244615,0,0.22277730545051116,0,1
1,0.10698034910169146,1.7285324029296438,1.7247160983642091,1.8910977371500628,7.2702829784868248,2.450670320904206,2.7985465356265702,11.053760786580742,4.4922543855494546,2.8599045958214897,2.888142898755901,22.671813060862416,5.5703148499033137,19.023799559669801,14.216787208075681,18.382282951451572,14.154648412494526,4.7938691427385809,12.564962350694005,5.7768185541607453,35.143228238111796,18.172732174111147,1.3699604639670866,40.820631883527732,1.5973727011057104,4.0320174332629186,0,0.17423692336522509,0,1
2,1.2625347945117364,1.916721305348968,4.0477366526775365,3.8457857767730204,1.6027692200298529,0.37562407118025581,13.228244319199575,12.398765175736688,16.813256807558641,4.6335499483580209,2.2025975979680816,17.285199501170602,18.48653774370905,6.8304643209615605,19.24718607712105,6.3359965100496582,6.8645830909105445,32.654139571615943,22.035192065663004,15.872243333730676,32.791815936033778,3.6026923809416487,22.514859735281238,34.920263193149495,1.6707644559510464,3.8918850409986723,0,0.13235899050216132,0,1
3,1.5810440746608601,1.7128215479545814,3.3458621085195608,3.5360245335268741,9.1371780202557993,3.3622893429126011,3.7689706443682232,5.7689347651091341,5.1297591536445974,14.610700671912271,0.5928160545134189,13.797887811126113,4.1299641886500931,24.199166683585169,23.976930400110838,5.8098217797194538,16.651291043810541,31.380895373992608,9.7887177441587419,27.85022653339378,17.296359710077752,9.5313303587457163,20.633861808087879,26.360454398076321,1.9486320557344496,3.611102667062311,0,0.35058950306143455,0,1
4,1.0075125659083022,2.0048241272004481,2.3661095104023007,1.227366315570199,0.38353278678756436,4.8551819439334523,3.4464839545412551,1.7589151786738246,8.4014422399548607,4.124328468319832,4.31971370487007,17.205444225899001,12.574081958245854,4.8149199930836071,8.2420788992355938,28.92010829072461,32.390294793234283,23.241562658102112,11.45868556002468,27.669601168471509,29.806090180395461,31.024529880795789,11.969092701713336,38.84848041001014,1.7215317989522139,3.8635978460323259,0,0.26793976429452288,0,1
5,0.06289361869047487,1.5628582393136012,3.0077327209795763,7.1906408359830172,0.59874033281396588,5.8102811841554747,9.1384414292804745,13.397013106256411,7.6361408983855226,8.12390567790227,5.0224710176097265,11.094693803960521,22.31978780411341,20.120762934922396,22.421000047425395,16.03895577331803,22.4539431454184,5.368431851073761,20.328314631482677,27.727416510058415,3.0449535241400003,22.008711484217461,1.8154232593401782,10.235606693666725,2.4014853216899232,2.261432829478645,0,0.069404354394258627,0,1
6,0.73798408414328076,3.390425958302195,5.25408649786264,0.0037477670153930887,4.0998432901968505,10.673167169672679,8.1923490331289628,11.950363986798784,10.581322258626198,8.5506907221512467,11.730800852149072,22.95696141204704,22.832683990693194,18.509704624590686,15.098158397950968,3.0763321580773075,31.183598615442524,5.29972031709619,6.7267304226062992,3.9350641170611271,10.196250743096252,0.90484254856467683,4.6272940326877334,28.051929594713307,2.5541989791700805,1.6797133468507062,0,0.14712537498690922,0,1
7,0.38168087898871295,2.3575678137176315,5.0420687719586157,1.8339435161818307,2.7845272228978466,5.798689013041864,2.4495658652196126,7.5804038405193239,4.3178371363569061,9.2840647809893966,9.6844907645462559,12.740079905238627,17.902040131099319,11.574806439444606,25.141380008552876,22.748778168386288,3.9250373794399542,8.1556770642069338,27.417714397991571,10.594082773713623,12.16520989157344,17.627893398724439,10.609286932750686,47.748872392486348,2.2293512171828476,2.6370548895839461,0,0.15410294698992644,0,1
8,0.55321966210900886,0.97022046207005197,1.1127514525470614,1.4342504579170359,5.784724702595847,11.244650226899742,11.164014491572443,5.8094031177035435,0.0069892344486001496,6.6804095230275564,13.206204831564257,3.7374413089245531,15.951348391607231,2.2384517561847717,5.924349877527276,2.2994027599589977,12.613530975972006,16.260512109688168,1.3364562019584967,8.0346379947793807,14.346577142275891,22.694359873254182,15.47897463903848,26.277700809625593,1.2195572598594944,4.6047547475244581,0,inf,0,1
9,1.9591579069740537,2.3063964148003815,5.9293239429028723,3.59240090461957,4.0606450541972903,0.77998292351149112,5.6353449084913345,10.229180809313043,16.777049272710215,2.2663063983728531,2.2692869341305597,11.22710798712956,22.289876391973714,5.2803701180563314,20.827834371676051,8.6727230414067247,29.334795620013892,21.411405475484585,19.855553449781031,28.520113914436237,24.169166288964409,30.217516492773775,22.454223189914789,35.996359581205049,2.3698323591287136,2.3795939324641338,0,0.069527507244510095,0,1
10,1.8005441211566378,1.460033574033246,0.11046863383244541,0.97876562845236659,0.90966171716957922,3.3279354737779778,5.1688995120424517,10.016656254000971,3.6642178166350186,6.8028470887015855,4.9965435465401251,5.1878669092786209,17.445512667075064,24.639386035615246,1.5901807833829149,16.473531883389253,13.29182433982664,18.92485669355198,4.8199562037835397,13.475778219046715,21.252312180702795,16.993016765010509,23.722881804522991,19.039703441721397,2.3860996873577518,2.2918343163018231,0,0.055870364026308045,0,1
11,0.74771450255537397,0.69091584117277438,4.3526814885084493,1.8478214264593782,3.8803400625746223,9.3035143159133025,2.6746356739740103,15.864007501658827,9.3983664681703232,0.88276403073322618,4.9140389915936806,13.570659246226249,8.8513857462014833,19.888516189491689,6.2247986939320201,4.392753061003833,27.273224307634766,9.2142176633341624,25.438470571722629,1.3150821392840233,20.752891836031196,9.8393635280667269,11.751076941196082,30.773217846280083,2.0321852284699782,3.3761821621854553,0,0.23282610607836501,0,1
12,0.9294910973764563,3.0343412157974594,2.7264566595734925,0.037542882783422944,1.6013978657550516,5.1625590458261978,3.1060608373186351,9.5309432400307195,10.03975461243623,9.7817611175724846,11.775306554390632,14.951452789562826,16.905385713439944,2.2368899296917855,25.009569032825681,19.445182412671677,28.431850543478483,25.160598130540432,24.453193817150858,31.874215532131625,27.53343636578807,23.210245190438368,25.12879121005378,40.578845623771713,2.1110653644786757,2.6868097539237192,0,0.21036268024745547,0,1
13,0.65763119988678542,0.37007354092258637,4.3747265844157877,0.42841380569975246,0.1983656307196385,8.2753623608543965,13.016267084807714,10.523182572544004,3.3123033544315081,2.0404740370339631,16.975314066081161,0.44970562053080937,5.0351559891339308,25.16547854275381,29.164076315051506,28.030100214418564,24.026022983934151,25.524191442468709,34.700205329489755,2.5401444600022187,0.9715250307990192,35.501063487191914,6.4354341198910792,24.165993928890966,2.0689177247696229,2.9884016248901641,0,0.14740010570174006,0,1
14,0.66496199818550972,1.2962139558288408,0.052438072216477657,0.78716735979743402,4.7955833235940162,7.1769959201208824,7.5067881903580949,6.9028964125866636,3.1638557312797735,4.5260588798914743,11.403446439187261,22.943663329900009,22.819360898700349,20.126136516557025,27.051011417051338,17.597018529203023,23.721621993976271,23.835792215759987,20.103843287909086,24.737807997965625,33.433152996088111,5.9740124200391795,8.9919027146308306,22.205643071450915,1.4757657182826374,4.0420315020139004,0,0.25842612583951613,0,1
15,0.37781318690759985,1.4885907624508239,2.0225223913469841,2.4826831380743486,8.5063723007306997,3.2474810287538114,3.7331126860539996,3.8883040230111803,0.96913811045817044,0.26223286558418302,17.318967077129241,14.835859242306515,10.13516399471087,17.190776112204667,6.1936890001030562,20.544521814536935,10.45062073503941,22.539048841771084,18.895732338552396,31.319469447092988,11.556427329736049,36.82620831640066,21.253745384462725,44.991803959923793,1.3526667458745942,4.3556578860926249,0,0.33642390016696566,0,1
