parameter,value
function,WFG6
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,2
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_2900
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,2,4,0,0,4.8120611344181974,5.5225407249010736,6.8384643671495171,7.6257145090467713,8.1194429328314914,9.4919306950716678,10.324380610180349,10.66774854509551,12.439707846882509,13.103988371000176,8.1976435893668462,9.1572725909853059,15.516856711516022,16.548032875675062,18.173487261829084,11.555048520530686,19.375471077034774,20.774223331036954,22.004298839919468,22.727519363107749,2.056517321146444,0.056517321146444068,0,inf,0,1
1,0,0,0,0,4.6841921453949222,5.6252325540605588,6.8480905808959234,7.6973573755349918,8.6271519841661473,9.6023164048004332,10.139373887177502,10.902059104685677,12.55836272547559,12.94358214050987,8.1796779363894139,9.0464429572375735,15.789593287660702,16.499691878176641,17.856399175765496,11.577268131514687,19.917710209327645,21.249573915882287,22.144903916435101,23.190611294948262,0.053695051257217997,4.0536950512572183,0,inf,0,1
2,0.065861439458479526,0,0,0.30604624454597318,4.7244849086732028,5.5817970438104991,6.8682955582407921,7.6297240911826494,8.5775694948432619,9.5624141205078796,10.294879850143728,10.705770127494374,12.608167977443383,13.212262953626452,8.384763509658363,9.0148790313774043,15.759199849900474,16.275486630280767,17.858842459359295,11.28853858139429,20.003909678516425,21.397503000342457,22.075006851692269,22.938275903377686,0.16581299545978267,4.0440816066534646,0,0.072373547300928237,0,1
3,1.6563974489011111,3.7855595242040114,2.8033487909235513,1.4203583051425086,4.742044234425391,5.6241077370665122,7.0113811963477435,7.7680498827401214,8.330723336833401,9.551923633119614,10.229103292936177,10.636504430050218,12.572591357310205,13.032597428284056,8.5640891052155226,9.0846006305919822,16.029238141338283,16.730306198744568,17.958543370246538,11.364382899912565,20.016908321166749,20.760880762924113,22.284230937535462,22.601764559105867,1.928051958924603,1.4330818060631987,0,0.054688802995438178,0,1
4,1.9498417042963205,3.9012867357235801,0.00884579862953494,0.30247531504101832,4.7105569231304347,5.6791397614538486,6.8809679756042614,7.6143299898793808,8.3109276438830939,9.5458426263794305,10.54103114954547,10.821322542951632,12.51608656512991,13.229499210595925,8.2105105158952068,9.1439387404930805,15.626234988369013,16.355555804717639,17.719946366242251,11.30932065527157,19.607621292022618,20.821666658307997,22.220070853377823,22.901800926369361,2.0500728094308713,0.23632997333244199,0,0.053715408565356726,0,1
5,2,3.8834349692479568,2.5216557915044961,0,4.7053456590160607,5.5681540023167324,6.9246663644586182,7.7579195727744645,8.4695516603137868,9.4973780055960706,10.269132813011332,10.723120933560168,12.508252032341421,12.984830622617048,8.3427108426775458,9.0920253361752188,15.797990022378054,16.785733652042559,17.921809147233123,11.623655040584902,19.632934365049664,20.736504573809412,22.254876003433438,22.622620560347194,2.0437080461368349,0.36872375196861962,0,0.050868431995485359,0,1
6,0.13298214513698359,0,0.33587663157419961,0,4.5824875711775475,5.7338720339625597,6.9520398813282451,7.5718247240887857,8.6078441137744086,9.6898760680020697,10.4957654873525,11.11370375812618,12.542877520121451,13.293919606947949,8.2053644692885968,9.2023154745297582,15.825392433122541,16.490076423447487,17.278387734880674,11.695609747480836,20.034309058568446,20.972212100194707,22.415725121387648,23.290804259929239,0.25620781289369476,4.0377746588141799,0,0.048438426048025639,0,1
7,2,1.5209293036265661,0.69974100000181194,0.76500434973638909,4.7585504853611065,5.6661045303260416,7.0037344073789169,7.65144870263277,8.1919439346798075,9.6074215178787998,10.350577734047789,10.708320127740627,12.493081603024962,13.067928981967807,8.3562601694030132,9.0604227414893685,15.947982147090729,16.679449125216657,17.753293049160792,11.268395394068468,19.729319907613998,20.505506569782924,22.293666254862988,22.559332037896493,1.9057199192502963,1.5565082748435297,0,0.046586910210400873,0,1
8,0.58295815087250824,1.3729563385697157,1.1781791556835068,1.0325960068502607,4.6358129892871496,5.5868767963904649,6.8990357088276637,7.4454564149507583,8.6123564092270168,9.7757478885551414,10.350037176347794,10.948499163168652,12.629053265698955,13.203236897601313,8.3310010956944343,9.0750594906125439,16.155489422725346,16.391142231851919,17.792225622297845,11.645083365169658,19.889154850540461,21.0872706261151,22.724206563906268,23.087730224503776,0.80230008023409372,3.7665957169482969,0,0.044707458102474278,0,1
9,1.6598255376758533,3.2435916331234691,0.80721683022104007,1.3702067281550321,4.7168620695482781,5.5185799277433212,7.0542531567966291,7.664215461634404,8.4159824964510097,9.6701267440345724,10.082447050661013,10.769310243278406,12.528107051897416,12.912580490034735,8.4129789293391219,9.1800990546531835,15.985752029423359,16.965094397958779,17.50364320789501,11.487095583042624,19.666703554454898,20.420942731690911,21.963353413760487,22.46512827520446,1.888486377965531,1.6428827395177712,0,0.044599309050441793,0,1
10,1.9911876312247743,3.8359928623916355,0,0.24655112905827872,4.7507708342433981,5.5953059439431021,6.8634983242571623,7.6954994708831412,8.3477932216838564,9.5102231155572277,10.322093266332754,10.775281767419003,12.515805662217913,12.971139548990918,8.2277782273282529,9.2277626930486765,15.516879284328088,16.480070661396709,17.687925261720864,11.456816639687398,19.633003424269916,20.742552275774631,21.779300999877211,22.764258073784294,2.0502853197794866,0.16714045934728824,0,0.044057835975644284,0,1
11,1.514897000595647,3.9344341092050956,2.5584190634420652,0,4.716652451248101,5.6476453273936222,6.8210437385955931,7.7442829123258363,8.4293261213634061,9.4792745476326221,10.429268499636343,10.769836201802697,12.582998208006952,13.084316062773448,8.2659844159947706,9.248376200735418,15.464700215898288,16.262338144598388,18.004516882663395,11.373653591081021,19.937776624611651,21.018128379730513,21.923511744854988,22.968002662348351,2.012472164588226,0.84400431566686362,0,0.043224099702255603,0,1
12,1.8300480578226945,4,1.9729669951061175,0.94410945068563423,4.6941050218618185,5.5648347595595391,7.0073225645654409,7.7761462155841814,8.4023356101501854,9.4413556268024834,10.344720482756641,10.719745005082636,12.497904108424814,13.081631722847483,8.5120015735723253,9.1683908953339976,15.808010808133554,16.952026676519218,17.450922136473061,11.68284537053116,19.472739975656658,20.530039652997729,22.178217488128809,22.472007587191722,2.0172559316825724,0.78452064798811105,0,0.042871047242205099,0,1
13,1.2967495279523285,0.30276904042250707,0.72391635869009241,1.6191279037896387,4.6941229501391,5.5958728958942405,7.0147971105512301,7.7916465003916224,8.5174730475072913,9.5102025620331592,10.169943292690299,10.688089475897877,12.573657609920481,13.104841714338825,8.5530321055930614,9.0024981970844937,16.025393910493761,16.809629163665758,17.697698810869866,11.350196048463147,19.77715956122136,21.043690044442751,22.265539020959157,22.755629891412521,1.3847122383058625,3.0320899008611879,0,0.042586315642341929,0,1
14,1.6277152671094119,3.2638676704410643,1.2858470449587021,0,4.7052003010841377,5.7088944622208651,6.9959751630263645,7.8361675520288978,8.4410217750590881,9.5029780302869309,10.334366984971725,10.682402112686511,12.475453620396225,13.279323182164184,8.3207543870998055,9.0235255380707802,15.686050275906556,16.663088364454541,18.190380809856208,11.316650406209126,20.377645166162836,21.12852392742608,22.182400093257485,22.877904721624454,1.9489644253997931,1.3252994717899755,0,0.042484287013914455,0,1
15,0.93616187404015916,0,0.34488943968982455,0.25331980647635,4.6421006386770109,5.6021179388644269,6.8052666326800946,7.6922112377693646,8.6111839073679821,9.5418878753389542,10.291488424259805,10.979357246996484,12.636495810187519,12.89620346782602,8.2410149446203942,9.2574581938266203,15.67385964232251,16.409978316030468,17.498966639075046,11.56233814822607,19.403223072138626,20.959589945788242,22.065193560889373,23.158939333243143,1.0755593320725239,3.4901969601979448,0,0.042210271358855203,0,1
16,0.83377782350313889,1.4309111990544152,0.68787421174581287,1.2889158645841701,4.714614597723636,5.5216873818937824,6.8820205465648687,7.5488154454548653,8.661817705730197,9.7800316326127081,10.045805783204205,10.830786217473234,12.680309969420213,12.752908894552338,8.3337196140300165,9.1344924692381415,16.081157189550524,16.378551111137639,17.746217855565988,11.404530787886083,20.019806528534009,20.916549644243744,22.018136133491666,22.782452165545781,1.0352183604769174,3.5438540855703811,0,0.041794028024129661,0,1
17,0.16237258645292996,0.2798881459319249,0.8590951443580509,0,4.7223300065090381,5.5987808524088862,6.864209541328818,7.6565709831734283,8.3661009166428641,9.5146911365421563,10.434267592391452,10.706935103685957,12.54744126849112,13.131959422951173,8.354977567073437,9.0745138440228974,15.819133690133354,16.48091766032482,18.100508241833815,11.517865928558173,19.627203735523839,20.881846066217125,22.487223979029881,22.750124150274949,0.41732138105247041,3.9819718640895521,0,0.040800367894740633,0,1
18,0.0078327958832603243,0,0,0.22474088579070817,4.6939255292454725,5.5712190019144874,6.8262616073404132,7.6469477286114467,8.6426336355966296,9.5236316304304136,10.359890376461244,10.712252120412108,12.648797139137363,13.20967588586894,8.3871556944967089,9.031359439320946,15.731299105832585,16.213776319360299,17.926440057108902,11.256643849639509,19.809628478377476,21.410866816258249,22.188624018239747,22.954325169152412,0.11716195509374192,4.0495606826648878,0,0.040625716147786976,0,1
