parameter,value
function,WFG6
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,2
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_3300
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,2,4,0,0,4.711972993978816,5.6047456803781222,6.9843812912569172,7.6275179731762854,8.3890252043753044,9.6036126886229685,10.334599704445985,10.811613959116237,12.567398232657945,13.190933224973502,8.4976173208703702,9.2212967538871222,15.893733173804934,16.569465324454292,17.551283837494648,11.566393351035753,20.045361100580916,20.864940961750598,22.097409982997892,22.851346547845957,2.0494150654623571,0.049415065462357542,0,inf,0,1
1,0,0,0,0,4.7534536266074516,5.7276915077494541,6.9024405843068966,7.6051122317955109,8.4393161502729388,9.3395127872836099,10.299954835575356,11.360564068168623,12.590510426407691,13.282440155705645,8.5450975709578927,8.7817339815536357,15.43876084906729,16.845188932433103,17.542412491838846,11.267379058721358,20.169004937021082,20.735199584360238,21.880831337061426,23.619760548492525,0.049051903128049051,4.0490519031280492,0,inf,0,1
2,0.80176327423031746,0.57917002393211858,0.014524855269000891,0.83035568917318925,4.7978081599379241,5.523648103320439,6.8708617584671172,7.4283393512406173,8.6138506182434398,9.3657953318058755,10.487379914107819,11.308356082564758,12.478356452856184,13.407549349492546,8.4025291050482469,8.8795154308151645,16.262123009662254,16.470070314106284,18.386540894612253,11.072369709869688,20.303797747570588,21.154591709619279,22.041618525821505,23.725535903639273,0.99047303756895078,3.5755649855349421,0,0.058205938516880162,0,1
3,0.78281055671388822,1.1123936805538444,0.96764243898462299,0.7528776804984354,4.8102672263379249,5.4328196924252588,6.9163923667976475,7.3013010319589204,8.5368732099938214,9.7445172823160267,10.195704694893013,10.924341190154493,12.589500454696001,13.20615290064465,8.3900775672722609,8.9093559520392542,15.499520189059117,16.61160174660035,18.157468820058185,11.399305883672371,20.567240791603769,20.473752215710959,21.730156228154097,22.509182576344511,0.95018038819810313,3.6387206068703923,0,0.053432804773297794,0,1
4,0,0.14365939226139451,0.097454234219899613,0.23615480007436329,4.6876904215372814,5.5537294011386606,6.9310468644357321,7.7332627561790437,8.6727190988376766,9.1752534284710041,10.691070075195563,11.2321625936901,12.333306995580967,13.201537307614611,8.3424480920502351,9.1515473955101889,16.132127737026803,16.939011952897005,17.933678242322653,11.733776449809019,19.807685690719595,20.598572228760375,22.182902017595879,23.225894415923225,0.15126145736667032,4.044435481335575,0,0.052451101286300351,0,1
5,0,0.063312295390435161,0,0,4.7011455781558809,5.604910581349503,6.8653934581789393,7.5111468392613103,8.4663004864997013,9.5402966588761835,10.272214969726495,11.200721192429677,12.664977238836562,13.316736700872882,8.461816079065148,9.0276957966708995,15.515953374632643,16.591197399440091,17.838871479266924,11.379340136087094,19.95103338800612,20.92194422971567,22.052747625925786,23.517837979354884,0.080341961169399012,4.0449301914389277,0,0.052249709378480454,0,1
6,0.89112442544580039,4,0.052983757885672236,0.39548621822259344,4.705468754554353,5.5866892136202386,6.8401055683134535,7.6404310666065003,8.4538927783125821,9.5990735021892331,10.245509316455886,10.930589509391069,12.664845342355745,12.695897825218072,8.3925782059880927,9.2085159298347889,15.69247503549818,16.631735446638725,17.718285816446112,11.696586351566006,19.672636773958629,20.253030095397165,22.163727904043235,22.647688731998617,1.9750301041107836,1.1406445172675059,0,0.045541987722718939,0,1
7,0.71960274548267344,1.7232363593937088,0,0.6657522735708552,4.7573079054426426,5.6533712110028933,6.7626346955508074,7.5332701252485679,8.3479302880785777,9.5785004576994019,10.226261581744369,11.019058442542292,12.687924006451629,13.029889665423743,8.3658289980343667,8.9271554635198562,15.191645326698984,16.489539932079683,18.062895378169003,11.541481011276995,20.019593823632782,20.654884883103964,22.125819892362781,23.084123505202331,1.2296693429506482,3.2827758566243403,0,0.045123913852998021,0,1
8,1.8539955195800821,1.1841234104793836,0,1.2296355912990287,4.7978061283095688,5.6190901963027642,6.9186574738648519,7.4727705034092136,8.4949427078147863,9.3428340533576861,10.607693621690775,11.31712159526629,12.350749591790349,13.317889151655631,8.2131210938471462,8.7221673938729474,16.097499850428232,16.777562287740459,18.407946651806604,11.020117169816594,20.10550184614635,20.536804898866301,22.241559599388211,23.346709911751471,1.8622678328905082,1.739317611311018,0,0.043547862656477296,0,1
9,1.6737323262302315,1.6334928542322424,0.75482980630323382,2.8662392016402096,4.593019075047958,5.7549494833344594,7.0711222440213986,7.8966808455470181,8.5197340367891776,9.4637349513391609,10.135881138486987,11.338425714036839,12.491653290954572,13.184212237416247,8.3421061605368489,9.2627453948490857,16.208270046784904,16.969199083386492,17.467645106240614,11.332826014224358,19.862168879523693,21.327278795748196,22.067469322251924,24.197139626986676,1.694060112436631,2.3606450771348095,0,0.043139279742326675,0,1
