parameter,value
function,WFG6
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,2
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_300
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,0.95233763399338045,1.9006726752722949,2.8447742613682756,3.8211936635810493,4.8685915088738678,3.6504479474911964,6.4726343454296185,7.2421956191171537,7.2551167463995165,8.6792235287860837,9.999570431197025,10.533996454327655,12.054584355011487,14.161091745239133,9.7597329758715397,14.044473392489685,14.416501642428573,16.84942976125911,17.528270003653809,19.008521775373101,19.314958087370691,19.899711204680045,21.225410242394712,23.014922863189383,0.69462737228280735,3.9169655617074324,0,inf,0,1
1,0.00086338313110346674,4,0.035021467920652735,8,4.6006700213790648,6.0440847639018163,7.1836764674987608,6.5771148008933586,10.297545772651985,10.638668049927253,10.339767435524646,11.550966734553079,12.392910235804878,12.175533788125197,7.3967947935330454,7.6697891068741164,17.330929050422363,15.841346245563431,11.914517015280577,10.673872074636257,20.999993999470103,20.381172061730449,21.608427466649687,21.374754542943499,2.1654406240272226,0.17046583861095932,0,inf,0,1
2,0.77811013158115061,2.1244275227462901,2.7836651871814624,4.7433967801209089,4.9163853901178518,3.5787542240705439,6.0963429520884338,7.4199935964567167,7.7345770301741315,8.7368033312711511,9.9603014662792297,10.650820800929489,11.964858300170441,13.269862070573447,8.9224993188010142,13.988891503329619,14.319136572161307,16.150527833685981,17.521660085348344,18.709330702569712,19.274506125824555,19.26295246090956,20.946037582376928,22.538933445160822,1.0696716910002593,3.53304635603393,0,0.10213194226204964,0,1
3,0.81499086522054198,2.0569359572853103,2.7990492199059953,4.532234949954641,4.9197776710779397,3.6133327096423158,6.2385652572894701,7.332446068519042,7.5782004387589712,8.7342491163497904,9.9941404040275081,10.6591012696608,11.976050051924856,13.475353567305559,9.1777684975247542,13.962847599529953,14.404881648170079,16.384824648688078,17.473952964422523,18.829932387826567,19.196924197978319,19.519556830408625,21.079649641975426,22.657935567567545,0.98309323231511958,3.6366384101364879,0,0.096693057385445411,0,1
4,0,2.9604207458930247,1.6433031781083234,8,4.9352252145564908,5.3447303773839092,6.5048238365449329,7.5207003494186901,8.6047139437784512,9.0730227012208076,10.582041832294806,10.881706463606292,12.098400146759062,12.204963267190312,8.5248823122949613,9.2670963407828797,15.572260362421073,16.881919508599118,16.213443720860692,15.715134233382599,20.393318764931291,20.379821854687972,22.06154766417859,21.872593917624854,2.0568090227064255,0.74309376251071257,0,0.067804911225358158,0,1
5,0,2.7051236540306456,1.9134316971057717,8,5.0646804099833664,5.1934254030305196,6.4454633638088952,7.4913195068066498,7.9445280552144073,8.8806886919055685,10.631982304417869,10.78992356013884,11.983559829010035,12.411135080235061,8.7223392837945823,9.5748643126304511,15.266545486160139,17.072801948423489,16.572660096529585,16.456694375858486,19.857518376822725,20.244904319349263,21.98926172543662,22.018461876610022,2.0401937617811252,0.8861514734694147,0,0.062359071264425352,0,1
6,0,3.2248248795987857,1.3660006274273591,8,4.8229868985793569,5.5767449185755504,6.6039847295325087,7.547981701790424,9.1939752123833856,9.2948370201527801,10.614771240585871,10.919716468819201,12.207962192382981,12.071692174161681,8.3602037220771788,8.8972321881277363,15.984645838539585,16.611765955993029,15.972327520839679,14.810401501102072,21.255125858849386,20.498849368340711,22.276624776136142,21.667507242815802,2.0888039273037098,0.61190548786136334,0,0.056944937965769091,0,1
7,0.031365799165225909,2.7992168537803503,1.7237381762257944,6.8440561491776695,5.0082234526537279,5.1922731675561664,6.5123269722405617,7.3403368925445127,8.1773945878410021,9.0690238958583471,10.590794494913546,10.913769290020811,12.012372902157907,12.488851585753567,8.604018598509775,9.5142855715617838,15.36182993710394,16.998839118996351,16.070119269654871,16.149478258329363,19.917575637088106,20.289173578439581,21.829948962099092,22.029806202891944,1.9532558218568792,1.4807162714062434,0,0.056752232210107972,0,1
8,0.010394402848758049,2.7384039078553704,1.7988662192941602,6.6526002146455072,5.0523736011840423,5.1677668907584282,6.4792236212167946,7.3569010390788474,8.0265593876202992,9.0116420456118576,10.605168866621041,10.83370511330064,11.98352742589096,12.485332339266327,8.6249139479685439,9.5177903173273268,15.324466797304947,17.01387051407961,16.375205252241866,16.246797661249509,19.825826168727659,20.258534410304964,21.912032233503627,21.983649589567019,1.9337669467169611,1.5823945839746623,0,0.055974957260232473,0,1
9,0.83096061311798797,2.0292430144590923,2.7992292487180328,4.3232599313421547,4.9033962417442369,3.6506399021690124,6.3279230113162193,7.2621400448736191,7.5159480812930823,8.7443608165779452,10.00094416523855,10.607090379042912,12.011129151404624,13.716319372275612,9.3986337181073392,13.869017602750533,14.501928152226546,16.602727740976061,17.493895485916799,18.807253096713126,19.284610304232636,19.691797413966498,21.23605079829877,22.718794518855464,0.92160814415206105,3.710910442230392,0,0.053632982358215384,0,1
10,0.70853531399300862,2.1859697433065159,2.7466584475513822,5.0187153304770753,4.9345636790279084,3.5853103914274591,6.073205658374782,7.3783706756171119,7.861161150572344,8.7979139523749819,10.016568306663176,10.687665028595834,11.951589300068386,13.064447259337715,8.826013666513786,13.851152864010814,14.397809870756696,16.147264044814943,17.429043053949115,18.68433147852971,19.172170595555801,19.29347389702626,20.997250410324501,22.294773440419529,1.1888903812543723,3.3719801188799643,0,0.053473714090604071,0,1
11,0.93145927988558042,2.032500893031274,2.8927281110938576,4.1869626427426958,4.8226069971568331,3.5255161612201622,6.0977978874333729,7.5682963608037825,7.6145285439042834,8.5751034955467329,9.9645295933394085,10.625873564635798,12.036124038747504,13.716472030366941,9.1464602940734512,14.450363694796899,14.007071915844875,16.053313325535694,17.693787182307211,18.923903112423147,19.573977966112395,19.038070966586506,20.727695636834099,23.029031073923406,0.8141229983581304,3.8088949601324944,0,0.053388518694815645,0,1
12,0.69856365373381768,2.1613396325929211,2.7502510099279625,4.838129737661431,4.9291330155052338,3.6394624943561085,6.189044280033821,7.2593149782364552,7.7978803563492409,8.8207314605705989,10.03429710899802,10.660277839740418,11.985111836707937,13.311828537658357,9.087936078636222,13.698131686531157,14.599457041154318,16.444263807418849,17.397032590187251,18.641686652341683,19.190653910929623,19.51455661030851,21.253296247314957,22.315157388735933,1.151587609916545,3.4273303579402565,0,0.053305968602538806,0,1
13,0.92557393673949906,2.0082371322009762,2.8533379566634234,4.3703800659790542,4.8938608201238205,3.5390001643438129,6.1580201377503423,7.5121397791644355,7.4983168357472696,8.6159646867742463,9.9504824956337288,10.685468886687758,11.956379571943648,13.476838177423131,9.0441705725521313,14.339628133078518,14.053049521665134,16.048703026772603,17.607519794540078,19.008325405526843,19.282152606727937,19.255840472499127,20.738358854759898,22.989505778305599,0.85776276654416661,3.7662181695547865,0,0.052467863386846524,0,1
14,0.058112395795597432,2.7941734571714467,1.7145844910165671,6.5840471503525198,4.9564314376680798,5.2115833581787365,6.5409283437547199,7.3851157085227799,8.2291279941762703,9.0425521816664638,10.669888175714192,10.960213494050784,12.045047870990023,12.644764252323554,8.6894026848152244,9.626831284900474,15.299919266849987,17.004467460614471,16.041444223921424,16.20855708403586,20.079934064465348,20.373688403583486,21.842046371880215,22.173859626952691,1.9188156434364549,1.6539254777479888,0,0.051487159645938266,0,1
15,0.84154592432301945,2.0617084620185202,2.8201698166690283,4.5261384514506044,4.9096894242400397,3.5806284903801364,6.1614519652421933,7.430736101243598,7.6049513267967059,8.6910566309419455,9.9554709051472479,10.661719516032409,11.975269606716461,13.402097072207958,9.0580834699785129,14.100913262442305,14.263402049185796,16.17000598394112,17.557034156843816,18.833851974524677,19.293649842015149,19.317664630654722,20.902608788404358,22.740483789555576,0.96315033271649342,3.6570488605558378,0,0.051449487415661001,0,1
16,0,3.3882858499594914,0.97499593394337236,8,4.8323152349635823,5.7218669788801702,6.8410683593392525,7.1345824487529272,9.126744790528301,9.7361295564070538,10.49662288269152,11.117311519598822,12.222208267123181,12.224800750155527,8.1101852163358092,8.5296048520321666,16.428639340281304,16.419525662692404,14.332567116283039,13.293940528548513,20.632193739918936,20.320163608081216,21.927288224090795,21.668774806435653,2.1101964739321368,0.50945845196585726,0,0.051316066706176479,0,1
17,0,2.6658261830799748,1.9398771769222456,6.3884008231012475,5.0246686064248012,5.1528512694956854,6.4249761880202643,7.5394368292403824,8.0056230854731201,8.8263471708085302,10.69464429538654,10.794362186065074,12.003550540721919,12.535640188937581,8.7787648860262628,9.7055494308522032,15.146702605627601,17.091963659146547,16.838896871246185,16.685981959187465,19.98140811547238,20.341984880196556,22.038398107659404,22.111221617780135,1.8996869955850104,1.7468709382399585,0,0.048379005736862879,0,1
18,0.029589190930061231,2.737971414586164,1.8171430758365841,6.9920260155092766,5.0046557145001236,5.1319891172759382,6.4442348852600846,7.4433863066397468,8.132337226313771,8.9270953610091759,10.606551057024765,10.867448238692701,12.008630008783928,12.49842413738531,8.6456973912223614,9.6020265905554218,15.191705273732071,17.076779447700403,16.466054408953692,16.397118622701999,19.693661720277316,20.359406869220209,21.90287102681754,22.107761772658886,1.960202740515538,1.4371104102591201,0,0.047700045587577906,0,1
19,0.66734846963807992,2.2010853670451915,2.7346577917628854,4.9424448083911061,4.9164877633490898,3.6304527678978902,6.137215781098047,7.274276579963221,7.8981886854346506,8.8399560318695425,10.052218357129259,10.64588406387859,11.993518769002362,13.265463833318497,9.020394552812137,13.678656533491131,14.59241155249074,16.419019246831066,17.391585047186599,18.578401924247931,19.234606260729748,19.438305868102347,21.247578989338361,22.201688216282573,1.2015032021214522,3.3541375996848144,0,0.041266859805044007,0,1
20,0.98750773789931967,1.9305396380168274,2.8759397799035695,4.0067727867379457,4.8784937346425226,3.5696335111127637,6.2535419509223633,7.4675437735760601,7.3204038913831555,8.5902628139234665,9.9023963421616692,10.627597613825577,11.980838545336537,13.824568870020663,9.2809678995747174,14.356799994017432,14.109164325084496,16.275056136458989,17.656099925371791,19.020076728828343,19.370522497733489,19.402968810582198,20.853991102657929,23.240903153947457,0.73900847773901202,3.8715385281572727,0,0.040652893615424332,0,1
21,0.00096468859795916092,2.790867758911026,1.7786798244289597,7.0107603536579592,5.0396876389215173,5.2445648677651349,6.491920620942663,7.4047714321224101,8.1139156891188815,9.023737403365617,10.6206364032015,10.821533222696173,12.006332809000961,12.398385307736698,8.6128989883578093,9.4223296747526479,15.42535546533532,16.959093397631484,16.347731071326763,16.056699612858981,20.008233317278428,20.254801335334101,21.998587302987261,21.924245666989272,1.9757258893493828,1.3592444951207105,0,0.039749788092465557,0,1
22,0,3.9525895402145128,0.19831650820467789,7.9353781703643422,4.6242636211835579,6.0099121071843991,7.0919185982766466,6.7069155869631274,10.210139119987144,10.46484243729817,10.436300986980871,11.439420454000478,12.347794915537575,12.170886205245045,7.4527311728398749,7.7497041483363667,17.170812487618374,15.898757719997988,12.626126281975045,11.186438933576229,21.153164700625336,20.41601187744287,21.843432061904664,21.341563934112877,2.1630835003138729,0.24210192429008895,0,0.038376619216274027,0,1
23,0,3.8187469396487308,0.24849365073606899,8,4.6728759166365315,5.9046940143572737,7.1304752282630419,6.5353134378439872,9.8613468647959905,10.470284240397342,10.384265617591577,11.604518646225333,12.250025696344363,12.330624784558637,7.4953946781462015,7.9782179756613631,17.007316280825243,16.110826450470885,11.834939390840368,11.63359089134187,20.514149031846113,20.240876612422866,21.454247171343713,21.570220648365918,2.1417816563817027,0.25397899837354126,0,0.037702190829772636,0,1
