parameter,value
function,WFG8
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,1
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_10500
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,0,0.014542322094660508,0,0,10,1.180674220659135,3.7430840036292734,1.9926400007516016,17.862878490598654,2.8327420362224056,2.2737603958849166,6.5194891075007,7.6854407416102122,3.6045200454420567,22.646710271560192,7.6169463044272092,4.4865301029308027,4.7087898896118565,4.8529633455570673,3.6829374210839063,10.194562020086735,6.8731485727637454,4.9253219171893443,25.756707301685925,0.28015834149766738,4.2772988876096862,0,inf,0,1
1,2,4,6,8,0,0.4787788241133879,0.13536980475043098,0.84837156041595252,9.5574767843328967,14.117617460708997,12.961009814986706,5.1545351294069706,13.38851892639817,9.1378627464919546,4.6909752994245366,14.107224947712515,17.502044247784823,13.340959577688805,15.314678866329375,33.35891876709217,31.56568628453439,24.007004298238535,16.849159363532102,21.400525621654754,2.5128175624745537,0.51281756247455379,0,inf,0,1
2,1.9150951665561038,4,5.7578473499441341,5.5322200404806656,0.40254706043040245,3.0718236494654079,0,2.4570644167785609,8.9705217613214305,10.478676719328559,11.807350906791131,8.0604544038180155,12.160329953533219,9.1498718600299895,10.344810409825939,13.743014078485897,15.659479974082945,13.088600343568285,11.034150651049178,26.676539044369314,29.863007993500467,19.269608796306475,16.109721585027714,15.659690102635198,2.3239895344692667,0.95976474561963898,0,0.049056186503214194,0,1
3,1.5896754515190692,2.4259662621505784,4.7706088531286879,0.12120209864117922,2.0486695391337508,4.1975250513788191,4.3580868326569879,5.8182210839093518,8.8261681474162863,5.8701981934986751,10.960272556164963,10.023179789432847,8.3814250674821533,8.4347968708816534,18.963664723268238,10.629382880782577,9.8604674738068407,10.09727317911787,15.697273863899259,11.625569676563941,17.870657456209941,12.890722167076159,12.970852483314824,16.121239874758892,1.6886037122185846,2.7458328298181538,0,0.047773179516395342,0,1
4,1.5102317765585551,2.0714613680156284,4.5424927277458442,0.57405354978645695,2.4293122350146601,4.3361904175588544,4.7572155600499757,5.0263923313769574,9.7744539957361418,5.5888267016201461,9.5633116372496865,9.4396765282233179,8.8497637504387896,7.8769068006621739,18.721172966514509,10.649182656099756,9.7733738518035072,9.7235328320544525,15.844849571475816,11.160920077655373,16.47665821994093,11.95403805700594,12.109767684745327,17.897580996464793,1.632565920815342,2.8760538776170685,0,0.047386677092664191,0,1
5,1.1927278841741928,1.8298408665330033,3.5887883333865469,0.74822275716768294,4.0184156092964862,3.7632585593586962,3.9281113628243092,4.0794068011849243,11.668037399196601,5.1388461425241205,8.0293009576962824,8.6076039617752809,8.7693882873665689,6.9271534410484294,19.163923896035193,10.35529906460016,9.0127134345242066,8.8073674998153937,12.312485771077652,10.430068073551405,16.166462122075568,11.09183804866551,10.703709908430058,19.353087142132008,1.3988975108650796,3.2293928232018581,0,0.046485996625111575,0,1
6,2,2.4132780857649725,6,1.8918784555423604,0,2.2053606428019665,6.6285734825527607,5.3906804127851791,8.5564376551669312,9.0651746125078265,12.066765650605992,8.6335969011508453,9.5816898281211316,9.1027879902903432,14.924067622258084,10.141906761301872,11.015873669790388,10.191134842277828,21.922239402218587,17.083796887337144,17.846127265501657,17.80325354967956,14.459490554532483,19.872951919754215,2.0146193308448708,1.9786644867472039,0,0.046421263829275271,0,1
7,1.308571658940888,2.2151839032144802,3.9346858551787385,1.091932426896542,3.4414359746242482,4.2500300040894654,4.5189941243567127,4.6129644623133528,10.050367104663662,5.9755831139148192,9.4020750616862685,8.8915429494182447,8.9965360155831995,7.6348742077289682,17.951736978073811,10.77876290092544,10.033213694097251,9.5219869403612361,16.480184997069259,11.877233935198072,16.39452108614897,11.927456807055428,11.756550030177189,18.769288437526068,1.5312985441396232,2.9449217428108065,0,0.045467238359104635,0,1
8,1.3829642794041477,2.210507490026846,4.1575163721462705,0.87912687259322264,3.0704267811417481,4.2256571473875173,4.6218960866945347,4.7216188278104507,10.334837364840128,5.6210243429270159,9.4440637638295062,9.1870152553831801,8.9127947016567735,7.7293622367575967,18.800340516357569,10.940557973590327,9.878190740370755,9.5994920074280383,13.19207842291515,12.012551754085621,17.752951065151656,12.266007928225559,12.174794207647487,17.164759721606412,1.5931020161620983,2.9289086517676828,0,0.045442275854747707,0,1
9,0.4056005012378916,0.72746420299899894,1.2062759282665483,0.38854201208584815,7.9898053280531576,2.09789107063007,3.6556727513320624,2.8028209352860376,15.205617310352279,3.8196066874422483,4.4379834009776351,7.3322853594982584,8.1169069398251921,4.8667730937386997,21.087653057821136,8.5002836172193312,6.4648427743422907,6.3481337085010168,9.2063466301178938,6.299106204402098,12.154791858926997,8.1339634983885052,7.0926007983913699,23.623021526089051,0.70988045218887941,4.0934105559810288,0,0.044951247199978325,0,1
