parameter,value
function,WFG8
dimension,24
population_size,120
max_generation,4000
parent_size,25
child_size,95
seed,1
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_2500
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,0,0.014539542433728155,0,0,10,1.7719477557729764,8.1835315923470198,1.9007709995690398,17.206125896597399,3.0136202079639389,3.9455179156032694,4.9836827405433777,7.3592359189711418,3.6706366887371038,21.198257617997932,8.7636120512500071,5.4322653565232919,5.4024207456152036,8.2587397196706913,3.6480326028179699,9.5691620631503103,6.5332518428541038,5.5181353427822524,28.78588131092723,0.28504077599594108,4.2821818694508247,0,inf,0,1
1,2,4,6,8,0,0,0,1.4709332121223702,8.0545303907166144,15.577068456070338,16.064594800042393,4.4455972648118003,12.213790046109198,9.6413271881305267,3.2929636414476793,14.707004174712313,18.690577827674989,14.070611238131747,17.247156347251128,34.914754753920128,34.348694464288691,26.199600608556292,17.417591244222855,20.927628163514825,2.598487197881576,0.59848719788157634,0,inf,0,1
2,2,3.8259064481142557,6,2.2141036936702445,0,2.6475443567434169,0.43902373666025035,4.9973618602380281,8.4669182543925956,9.6939167874900427,12.424277088496833,9.1536121979757432,10.112347436769424,9.1799093326645487,14.80633255440951,11.640928217211943,12.690304662243957,10.722013506729068,16.755611920141828,20.673185095607927,22.859178969358208,19.058668514583331,15.032987660817348,14.117762734346865,2.1927484173136946,1.4690373183939927,0,0.053562599931777664,0,1
3,1.9587977329717643,4,5.882268892209499,1.6551610434468449,0.22622085593722135,3.4517498651759713,0,5.7531840378862853,7.7485462394655364,8.8495640527693364,11.875610273553976,10.696318968083476,10.258344415352324,9.8503179395858442,16.159607745324688,10.515000282217486,12.396778140184722,11.093820546198277,16.582742420129147,19.779423834612366,22.800488032543598,18.511129697942788,15.597719536595745,12.932036112019361,2.1712099556772202,1.5630980251150768,0,0.051797664163101845,0,1
4,2,4,6,6.9274138430721139,0,0.38125571139370151,0,2.3083745915793767,7.6256029872184437,14.178462685447791,14.69273675560841,5.9547002886720026,12.257017120222896,9.4991647375596031,5.8537500683591075,14.027159616866156,17.625603487821909,13.849540807844724,19.52172768608764,31.2703469624973,30.851275691623005,23.773219305185911,16.624087335384456,19.384431610234049,2.4660018231064949,0.67927776510735183,0,0.048278652493941102,0,1
5,0.42217869897125726,1.9099314026854983,1.285335578914695,0,7.8329328919600751,2.6849751539980784,3.3438174044549176,3.989800618126742,14.591817129215213,4.574203229937674,5.6929363040717282,8.2760416250582232,8.4984024867647641,5.8093219132691827,22.092546944157252,8.5318407481712271,6.5672944879187112,6.6795145143828414,7.9444661908794405,8.6446117265912576,13.924751022976158,10.913155345221639,9.2675399596314012,19.822735330733224,0.89409233407661293,3.9510428913085391,0,0.046747110919857476,0,1
6,2,4,6,6.3935634509395429,0,0.019542311655350447,0,2.8673924215360129,7.9806390099529967,13.502800801574848,14.675654170451571,6.3209702433276655,11.831373560252445,9.6374926079292553,7.5377839547142536,13.529943081926135,16.531937487884562,13.175223841228897,18.662593282740374,29.450586117357883,29.254907484823654,23.950093644531631,16.949871857064572,18.682896521428297,2.4128930743682533,0.73420437001369743,0,0.044901147081868577,0,1
7,0.24562051993491776,1.3057916067320772,0.72533353675013379,0.64103435170026979,8.7336535305167473,2.390984633203475,5.010903096718204,3.1948623991257303,14.555329012378007,4.6031776819278232,5.9600046286079182,7.3118402631569985,8.8336949551501256,5.4433819925945039,21.126544090394386,10.066689174720709,7.7063469040914319,7.6251939171537657,8.3864114335439126,8.560471336824925,14.46273592511079,10.653907891651912,9.2365762446173747,20.416058829872085,0.71924783685634175,4.0843413833010462,0,0.044269070646681584,0,1
8,1.6486427870117093,2.5325628993027056,4.959299001324351,0.36538916570839208,1.7169017675192455,4.5235340001707165,4.6547088403768608,5.8532965591261483,8.8405419219510826,6.0959236985696492,10.461625980039546,9.9401109213870615,9.0029182066768314,8.3887178204492354,19.197931045421498,10.62101737686063,9.919145632984316,9.9344997683912588,18.127787905443782,11.560271214332118,15.993418839265063,13.020964147080576,12.998850981310767,16.342348420530012,1.7413353036556518,2.5959633179387764,0,0.044209117463305261,0,1
9,0.040072356001887646,1.239088230791326,0.10616258727984434,0.57531531420059301,9.8450186953295198,2.476068289676479,4.5357946082400451,2.6227904786797294,15.166102992520127,4.0110080853541277,5.20004365847754,6.9024195258262022,8.5476924147649633,5.0709289034090208,20.671076194785073,9.9542495940010927,7.2579539186684867,7.0437098653088572,7.6794525800313203,7.5619347792720877,13.605513754811748,9.2602905567462788,7.9056394663266341,22.545763078322629,0.55008823486262892,4.1680341113735597,0,0.043885154116657991,0,1
10,1.7600357560135171,2.3636830376208611,5.340129814512264,0.14619097674064926,1.100673586051693,4.4644198523859737,5.3675331376822655,5.5662435456044044,8.9413854763464222,6.101081792427415,10.806160823328243,9.2446403283705703,8.4643885372605183,8.1112126328905632,18.855386332101912,10.854067907030879,10.394719348801264,9.7328494886869326,18.135271577835155,11.655765458179872,16.404962871694362,12.653189617306435,12.772363255985393,17.068265601634483,1.7676933023670611,2.5367512784047759,0,0.043567060266344979,0,1
