parameter,value
function,WFG8
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,1
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_9600
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,0,0,0,0,10,0.75450319564938351,7.209415430673574,1.9864210098129966,18,3.013962123860022,3.6249745924457657,4.9323291271769474,6.7390084873183485,3.4595141804842839,22.316073933097009,8.0401914553094738,4.7069540471635456,4.508152889673311,6.0390991680916271,3.1795004639186564,9.6204064663016986,7.3474954257435705,4.9663438444091712,28.093839612590564,0.28412410742145588,4.284124107421456,0,inf,0,1
1,2,4,6,8,0,0.23396599052624792,0,0.77911184671760458,9.5883132180551502,14.480792629516966,13.177491443951723,5.4004732036235668,13.642789609503808,9.3661526717555521,4.4165342366087419,14.228445807160368,17.818228068845361,13.530471066816329,13.11172084557934,35.057015733481968,33.564041708037735,24.948363002201422,17.449603667277731,20.019217928557062,2.5220541916652959,0.52205419166529587,0,inf,0,1
2,2,4,6,6.3424631884101874,0,0.96342570946837514,0,2.5281729477638217,9.077003149069423,12.524155014860055,12.956117114232736,6.8484695339795945,12.144405376131166,9.4233264693173666,8.3075900933091109,12.987640674095779,15.615181616460774,12.397916878480231,14.994621777250455,29.28077428523072,29.077366278548183,22.428269643240924,16.551791747728011,18.511523520430771,2.3846004726758583,0.71631456276289796,0,0.05893091472315154,0,1
3,0.023410246110765899,0.7136176436199595,0.073749923828402369,0.46964738054903576,9.8773430392358215,1.5444597800696751,2.7960902088960071,2.4957749183111062,16.270985252718042,3.8153252683373169,3.8683642627353501,6.8637655941625084,7.9570525004688797,4.4424053925561839,21.362418555540408,8.1436419490526788,5.8398542414414703,5.6658472996766998,7.4475575761880171,6.1880697434009981,11.95838369556531,8.1842729374506682,6.4630576260985038,24.324223557397151,0.43575855148945158,4.2100356047489313,0,0.053894794925349203,0,1
4,2,3.9393656285445808,6,6.9104759348553682,0,0.5848659588533397,0.22843818688241119,1.8635434672780102,8.7058777295130607,13.427391377254203,13.873006780792585,5.7378946922828549,12.25334706458476,9.342218105673151,6.0567927750292458,13.639372037891707,16.840515453265589,13.107622341236514,16.549390546325832,31.025819835943437,30.519308543125909,22.946028496623637,16.723619855034165,20.618808240319481,2.4315041750942998,0.67263428223492638,0,0.052324332873646073,0,1
5,0.060141372147549985,0.74346029848354389,0.18730049977405119,0.87490647510467501,9.687614550019287,1.7554237701364568,1.7448437274040025,1.9668356382205332,16.624405663959241,3.6443194094563416,3.1843687214689047,6.8429437032606,8.4826937288020225,4.2674133461145116,20.990495963671655,8.6177088960060946,6.0445844613568482,5.8581981497819022,6.1428289809130838,6.5346477207826377,12.398894994076683,7.7911617081207547,6.2350950302989716,24.286983377490127,0.49936104925079594,4.1811300843224144,0,0.052136416915069185,0,1
6,1.866031936964073,2.3246612116737499,5.6013325541355146,0,0.66445093980639414,3.9871245444392831,5.6918046055260838,6.4281009313538018,8.0266620866706084,6.4060916360016851,11.829071203423439,10.093628913474236,8.2458022986009887,8.9036381085776473,18.527653262320687,10.425584954022437,9.7657529072985749,10.029338524556861,19.334215612092517,11.637121541866087,16.492008989990765,13.821835783837001,13.303362118592968,16.717158972712443,1.8173109427075032,2.4675927288557871,0,0.049790293961325623,0,1
7,1.7305189956366525,2.4047327946381296,5.199765504867818,0.44277631752719465,1.3334153277906637,5.1177245253687369,4.8806548863498298,5.5437942854960935,8.6005661404854319,5.6025375190765354,10.394407230565292,10.055710320748126,8.9236965003325377,8.396579563014086,18.596822979396759,11.091946223594608,10.235146324088108,10.30491692994481,17.490010221437853,11.315259591944164,16.686864225473911,11.988477067244975,12.899720940262451,16.56486681113833,1.7732169902010826,2.5263827293471657,0,0.049724568339268777,0,1
8,1.9758970355110379,3.816236511113472,5.943741482220438,7.6228048488565125,0.093718633697158799,0.53428524206454231,0.41874911073416776,1.236792389739475,9.4289948769891172,13.607628147698609,12.720020432467788,5.4520583133491272,13.053165354807858,9.0498718918775864,5.5437212997167222,13.621442859633506,16.809157355629857,12.977315402670694,16.771504671604017,31.525581162842716,29.702705718959571,23.04230883266975,16.441518882423864,21.761062240204655,2.4535821049117237,0.63542826147579567,0,0.048389812109966818,0,1
9,2,4,6,2.9724241617391072,0,1.5458927723372577,0.087482545342900953,5.4520567514352472,7.3943789170257999,11.048961605126577,14.408652923490603,9.2947618511319536,10.387184429440897,10.38270850431355,12.446101000607033,11.476885186276455,12.995216258865105,11.852326790859724,17.328679873245996,23.759871573413843,25.502122723283581,21.949857309316599,17.043284033654889,15.49164074705746,2.237603653389173,1.2753727975572862,0,0.043084414585501059,0,1
