parameter,value
function,WFG8
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,1
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_16300
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,1.9980718053047553,3.9540882032909721,5.9936507057130726,8,0.01059874762207505,0.50857403252499345,0,0.6905491134876266,10.427950536843316,13.389189304311337,11.537474127375541,6.1428234240286264,13.718130675215351,9.0377918649314033,6.0721339269373837,13.888387781886957,17.084163635419685,12.846268630685852,10.261189931503772,33.806264763880527,32.973952002098393,23.382188564752859,16.686867901083655,18.335570061493453,2.4750364251230739,0.49627059438840548,0,inf,0,1
1,0,0,0,0,10,0.85553479362252194,4.5028967856545279,2.0510607672924879,17.040517098786435,3.3903295602571411,2.9886670263258006,6.5495232083087593,7.7480710419217118,3.7937277207262126,21.676069033341335,7.6786798060278736,5.2076239388366483,5.2982627762579924,6.6128239748310715,4.7470869207749509,11.156501805505657,7.0722405014430851,5.4783345411187714,25.799119457856538,0.25864452560792295,4.2586445256079228,0,inf,0,1
2,2,4,6,2.3852046975796433,0,2.4613841711354487,0,5.7931727462966798,7.5261834926547087,9.2519935637989352,14.054654876000081,9.8213684358964457,9.1427529928964173,9.9480008568481963,14.732957901254725,11.345645781022263,12.268702209216096,11.560843389006383,14.47530149034807,20.283467030379672,25.314308693194569,18.935484351254491,15.826679837011566,14.191763509804565,2.1975528363418855,1.3615946394652989,0,0.049423131764103977,0,1
3,2,2.4132780857649725,6,1.8918784555423604,0,2.2053606428019665,6.6285734825527607,5.3906804127851791,8.5564376551669312,9.0651746125078265,12.066765650605992,8.6335969011508453,9.5816898281211316,9.1027879902903432,14.924067622258084,10.141906761301872,11.015873669790388,10.191134842277828,21.922239402218587,17.083796887337144,17.846127265501657,17.80325354967956,14.459490554532483,19.872951919754215,2.0146193308448708,1.9786644867472039,0,0.048885914126530407,0,1
4,2,2.7711768849742575,6,0.73097230270785418,0,2.8106906322693792,6.3045476120465578,6.5134855948658918,7.2911069317250279,8.4503555998380975,13.817677487199694,9.4475927209644688,8.5283150239774432,9.6714543209108008,16.033876309576918,10.541660649787552,10.825097462897983,10.734095418534551,21.041976652502797,15.645966323796355,18.960840632028102,17.516202193900057,15.01959619700834,17.624500908190917,1.9919146580946412,2.0536701241306408,0,0.047238213892318567,0,1
5,1.7099353416697449,1.976444012324027,5.1311591101972569,0.67058085600428297,1.4481184114464078,4.330969574029095,6.3666747454850592,4.9666900669916263,9.2424043094279007,6.2744236825008803,9.9623546338702766,9.2942620350282166,9.1699879779550972,8.0890414818380822,17.681888556554874,10.673351836430541,10.452370987459174,10.055710057190876,18.029393939446081,12.489214892700787,16.721720190899475,12.647414894081951,12.711505689265458,18.363381019841494,1.7302127704766261,2.6564199674638971,0,0.045056271964635894,0,1
6,1.9332409528114218,4,5.7993299139622394,2.4352288096050403,0.33444023310563076,2.7530599509311813,0,5.5204069451966404,8.0134329963454647,8.8260249734080425,13.105435482937056,9.939340959531707,9.2723159432554585,9.6164471359332016,15.245085098464996,11.229400568036398,12.098478628891403,11.217060798641633,13.59630635180017,19.767069281649611,24.878315352045835,17.907036720733874,15.247078820753806,13.876573049450224,2.1787084706059017,1.4474778499838621,0,0.042254797880794323,0,1
7,1.9708996489704456,3.9036950543451128,5.9187067349770697,4.0684972386079696,0.13526256163077055,3.3564663080284962,0.45991633220565975,4.008682002280076,8.5694487197886531,9.1524487566492123,11.861136380666991,9.0633982533538422,10.610121595176876,9.1355241568969703,13.387560161701348,12.306872733362962,13.616313564988817,11.773143062897812,13.418573244175455,21.941959642711829,25.819163784030867,17.30312801581837,15.134484573327276,15.025342746483082,2.2517607014752343,1.1445946169646533,0,0.042092051178107326,0,1
8,2,3.5285250976870359,6,4.1866006220860861,0,3.2841600582094501,1.8813718621176931,3.575351989985442,8.9042181269409983,9.2409950241505801,11.308758105758589,8.7485311269151467,10.949139833352689,8.9126713562303497,12.986711600586226,12.346830986611199,13.841105094293845,11.765117890845294,13.638604652806604,22.287274708528425,25.624334599654549,17.100999985787578,14.922930740886407,15.797764218245979,2.2399143067361731,1.2196238348108097,0,0.041809156921093153,0,1
9,1.0992125028411039,1.7675254443353157,3.2984318444152465,0.68099191448554519,4.5025703515026665,3.7276047620185313,3.6917299261705798,4.1761695307285498,11.702461126409975,4.7882549677226995,7.2404892577194424,9.1891474340934582,8.6703640880333133,6.7033166842531076,19.893360302686403,9.6551600869282677,8.7321214570626609,8.524858893150622,12.516260643129584,9.6704855407587225,15.705871269996541,9.8730627748119062,10.201921413790101,18.692030001739322,1.3352913070607944,3.3546073039616178,0,0.040719405670536307,0,1
