parameter,value
function,WFG8
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,1
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_1000
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,0,0,0,0,9.7010307821156925,1.0453150570321008,9.7112705499920207,2.0437044903318586,17.512320091413791,3.7423877717782243,2.6566495536136512,4.8582357100270359,7.5217082375546367,3.4926003632719889,23.047165500030854,6.2694307446797222,6.8325672508243347,4.5176744662771275,13.452393456094951,4.5225858804286974,7.6004318072285999,7.9601076071284638,5.9473840719127127,27.956681816079104,0.29045706580695041,4.2904570658069501,0,inf,0,1
1,2,4,6,8,0,0.82031694098381513,0.049551298886849837,2.1374984121879694,6.3473307154358878,14.695907744102087,16.690029592874438,5.5043381695520317,12.900561529710034,10.474185966349932,1.5818481515460048,15.102596973042109,17.115681736188812,15.24195642850599,20.81426403046073,32.774623321309981,31.613249056447927,23.809610004020055,17.894347195192495,24.888444137281521,2.6018650790256936,0.60186507902569364,0,inf,0,1
2,2,4,6,6.3935634509395429,0,0.019542311655350447,0,2.8673924215360129,7.9806390099529967,13.502800801574848,14.675654170451571,6.3209702433276655,11.831373560252445,9.6374926079292553,7.5377839547142536,13.529943081926135,16.531937487884562,13.175223841228897,18.662593282740374,29.450586117357883,29.254907484823654,23.950093644531631,16.949871857064572,18.682896521428297,2.4128930743682533,0.73420437001369743,0,0.077104753308747415,0,1
3,2,4,6,7.0825695910711977,0,0,0,2.44942558577509,7.4451985698852559,15.212583279982741,13.831695339910283,6.3605612708130987,13.341046851810049,9.2623669289239263,6.1675708172859212,13.17665401429918,18.131560606710458,13.836227533591591,22.148433758945185,32.528841394898869,30.294820278923876,24.697995353807279,16.721174249132922,18.499205575771743,2.5092812245312395,0.69138512322783141,0,0.068608745117832576,0,1
4,0.79826974085971225,2.1514265823058119,2.4103107170267122,0.71555307988910888,5.9621945544221742,3.1299840710874296,4.003177037532458,3.9232942278023337,12.544115006798357,5.5181957212102848,7.6753409621237054,8.0333672676293251,9.3149397433062973,6.6473906247956922,19.495489372002929,10.77006212902384,9.0761827617564759,8.3339418393150755,11.275506515907187,11.230407162669977,15.994065252621157,11.505194030612298,10.628004791456949,18.944205871675319,1.2271525794032763,3.5506114837080314,0,0.062207599577231057,0,1
5,0.98913419378895384,2.0541951230804898,3.0098542841709208,0,4.9065758695182362,4.0118834272762891,4.848178769173634,4.8336561308037727,11.190726676540674,5.1037274833794601,8.7191795841881721,9.0712005483978899,8.95805681653394,7.2111202802584353,20.155465949495191,10.695435723192487,8.7449805859885927,9.4041302497970953,12.639403776475033,9.7351094206732007,15.776007292374445,11.547224071469099,11.873434092141114,18.358048938907345,1.2755623189708707,3.4753956839996869,0,0.05979616096558428,0,1
6,0,0.11433489145236053,0,0.26515702728377316,10,2.104933360416537,7.911605997560093,1.9543672895104929,16.643962654481101,3.6170720594477643,3.9888160500411711,5.5598448162186225,7.9904685819469679,4.1901711162568525,20.490383685034516,9.036458535485103,5.9508386020278605,5.7703428794369227,9.5663556462563726,4.9940321428550458,9.8569736339473177,7.9434869725676807,6.1244047398233743,27.622371384128872,0.3176660030164235,4.2680142548627877,0,0.047765881331109192,0,1
7,1.383687664334603,2.4326817030024581,4.2059506544266894,0.57909153092446608,3.0865391104933946,4.0962897177533266,4.6709455876299808,4.8557012938269795,10.022184148597354,5.6158890366434093,11.157075802855008,8.3501446452309498,8.3923308811249857,7.9831262146690705,17.310266287912807,11.886744910091087,9.0930224960966797,9.6526349343789839,13.541413219354432,10.852551621124004,17.062034686485504,12.246345836511061,12.011460633603356,20.282394870548359,1.6127564315372527,2.9041217820488714,0,0.045916912598734289,0,1
8,0.34175789324292644,1.9379223775059549,1.1223940361442033,1.2106966247517748,8.0667748592920958,3.366431135151942,3.2267814731383959,2.8492469295150422,13.625365067243871,4.6093425795750163,6.1854654768952564,7.6591876050046235,9.3963357896572717,5.9713120493735632,20.196918849340079,10.960111130714841,8.9629495592317738,7.9743841566786839,8.7371179912229273,9.3764336010881735,15.119105317852862,10.555827339940297,9.2248707577639859,19.763943165070501,0.95376452238730147,3.8921827495723296,0,0.044677803947416196,0,1
9,0,0.44337791683366395,0,0.32924651757164836,10,2.3440306492200906,7.1943046728391664,2.1094464293159896,16.011615856015631,3.7115197793659496,4.3224705348013401,5.9586955737058558,8.4189545640779802,4.5590359670496516,21.27759482358292,9.2015382230549037,6.9722402274100528,6.2641123604690172,9.3100047051401376,5.8525927338680113,10.914705727972315,7.8615590178348462,7.1012315214760733,25.165739793823395,0.37396412622870889,4.2475304865994143,0,0.044622999473489959,0,1
