parameter,value
function,WFG8
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,1
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_3700
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,0,0.014539542433728155,0,0,10,1.7719477557729764,8.1835315923470198,1.9007709995690398,17.206125896597399,3.0136202079639389,3.9455179156032694,4.9836827405433777,7.3592359189711418,3.6706366887371038,21.198257617997932,8.7636120512500071,5.4322653565232919,5.4024207456152036,8.2587397196706913,3.6480326028179699,9.5691620631503103,6.5332518428541038,5.5181353427822524,28.78588131092723,0.28504077599594108,4.2821818694508247,0,inf,0,1
1,2,4,6,7.7865663557289899,0,0.13833671166288949,0,1.6190392909006077,7.9188011544345214,14.675434976680803,14.747404800946502,5.4162954482693015,12.934116194621531,9.6472015950397445,4.5627270415780963,14.552108217096471,18.402775036996147,14.434956285036096,18.150697577179169,33.181426976820127,32.460937581365002,24.974893849767955,17.429795226457742,20.312323600469838,2.5447429252409357,0.58675952105140594,0,inf,0,1
2,0.21095219001323454,1.5068645486393122,0.62593770349164379,0,8.9499353853855759,2.7031806049228821,3.5955483180074981,3.5183745223837177,14.522281453424307,4.2679708643898309,5.4887393642147027,7.9884175943456261,8.3830099102135964,5.6429328817931195,21.741934397372134,8.9180781667540181,7.1757976207881393,6.9398300470272725,8.0726613897440078,8.0930894968203599,14.11240088047971,10.195396301945054,8.6717949408994759,20.370393289240223,0.6719870752770658,4.1097711083788102,0,0.053850936625431965,0,1
3,0,0.93316031478714623,0,0,10,1.8425673487707535,4.510773599965308,2.4397731337240196,16.854392756216622,3.3729329425733665,4.0669600599443392,6.2879644051448658,7.5776255601705138,4.2710659191775084,22.153338175494532,8.4783086722404768,5.8185864946677723,5.6422476836539408,5.2844268263859622,5.5257816263365314,12.341228462842842,8.1104252591491406,6.4044711213001246,24.612398425432463,0.4321209733683492,4.2323774923950834,0,0.053224628249014569,0,1
4,1.7717291263989108,2.2995200393785797,5.3557240550741465,0.27465532492256245,1.0616221663040544,5.1801081822115176,5.5352883177644099,6.0295038468157651,7.8027552433452865,6.2202496777971117,11.466515529984873,10.276796801915969,9.0840653580069795,8.9749722386463588,17.815154887286781,11.205444471994481,10.161048468503646,10.815902671381425,18.583781870547533,12.095699575131048,17.144034539109999,13.227951176804915,13.511782766595248,16.908773728125674,1.7739842304443101,2.5283966148522592,0,0.052280211263319457,0,1
5,0.23022562109339692,1.3469384302994403,0.65405424315784089,0.8169430140977918,8.9096796638527067,2.2136188854377776,4.3115226048301176,3.0036218596666271,14.737143299947231,4.707149389710418,6.1823897274196575,6.890606651624184,8.1489794909894613,5.4824245397718832,19.940897012772229,9.5293547983080487,7.1717074181943099,7.0847779785446043,8.2631178006550634,8.483603983093623,14.501900074819407,10.23622856147921,8.1616244740407318,23.153417709038553,0.72629886562825341,4.0766628231002615,0,0.051528560558765396,0,1
6,2,4,6,7.3979188217693261,0,0,0,1.9178613398631168,7.9003150946770839,14.419061939442312,15.443880353167993,5.1646587023583006,12.148024021179125,9.7793546481214335,4.1868278992630685,14.062412649311147,17.446208606766493,13.561416018332832,18.841788976845887,32.49047803001983,31.23426006346407,24.425002570392895,17.337902267984777,21.987731487921881,2.4931354911025778,0.61221005490112268,0,0.047522818659419111,0,1
7,1.6469350442328627,2.4649363676453135,4.9456442808113534,0.5007217686480574,1.7563284495390787,4.4619001241168696,4.9950860933508592,5.5034274900553122,9.0282979189554986,6.4046518669494859,10.348212484056461,9.7727307988322547,9.1760706092173745,8.4208146173179248,18.307400316218132,10.558337309993705,10.215124296297553,9.8598077575509944,17.46666762862063,12.972797922561844,16.979439624703222,13.408538131342741,13.202237061085484,16.742325119073517,1.7400372382861218,2.6000424931974182,0,0.047146190257247297,0,1
8,2,2.7504386423328135,6,1.6524310814460894,0,1.3103761189734322,5.1166535241990108,5.6789026429037897,8.7678478417371295,9.3914795750191029,12.976011566233666,8.3507734977896124,8.9536602120339523,9.2099288004604265,14.785304668471495,9.9183123470385652,10.333039239026682,9.8078322566608929,20.734417436779445,17.182614521206787,18.358320415513198,18.819841316442705,14.404943618753649,20.383741575802965,2.0423949290833336,1.9109927543950991,0,0.0457144013481246,0,1
9,2,4,6,3.3484707010743233,0,0.68165357073590327,0,5.4150968872969134,7.1994590832504981,12.103169085606453,15.30052427172175,8.9186388275212636,10.192225274654678,10.782860487483489,11.253972890646361,11.02820987944693,13.566206265062297,11.587358084432909,18.074482884838613,26.153659186595675,26.717723871310383,24.13201157072324,17.828829142582386,15.697363870921965,2.257308046023236,1.2146273951312674,0,0.04537247208779055,0,1
