parameter,value
function,WFG8
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,1
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_7200
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,0,0,0,0,10,0.75450319564938351,7.209415430673574,1.9864210098129966,18,3.013962123860022,3.6249745924457657,4.9323291271769474,6.7390084873183485,3.4595141804842839,22.316073933097009,8.0401914553094738,4.7069540471635456,4.508152889673311,6.0390991680916271,3.1795004639186564,9.6204064663016986,7.3474954257435705,4.9663438444091712,28.093839612590564,0.28412410742145588,4.284124107421456,0,inf,0,1
1,1.9826068326532791,4,5.9519178848161225,8,0.080368151499745494,0.30169093595856883,0,0.86511220616275497,8.7825102387315734,14.679059942675462,13.764178530454423,5.2971509804772126,13.54229394058321,9.3531182186009048,3.8112709484385525,14.638283457114904,18.248716719394725,14.076449926018105,15.674119354639544,34.497868029687275,33.242458976208923,24.506539933848792,17.228027836468282,20.521911491071094,2.535818814874899,0.56211011760293728,0,inf,0,1
2,0.79172615331270413,1.486516987107944,2.3901186689025282,0.60401729775994195,6.0144994279294481,2.8140327997699863,4.0333889356875821,3.6516344757745469,13.110211785991726,4.8218662331079489,7.1820533582330839,7.7427531641166176,8.4116726959210677,6.2885729417283782,19.486989135460739,9.8586614156726124,7.8039801035206358,7.722740719902621,11.080891331256849,9.1001331095469897,14.462232086877394,10.632275855627938,9.5528702055282331,21.780577729444868,1.109330648099881,3.7066072841168114,0,0.056648618709346434,0,1
3,0.67233570840934442,1.6657847851397043,2.0252595892942349,0.58508748630059859,6.6237843739067293,3.8610914398119567,3.2033492969247201,3.8603881274239962,12.756054948034777,4.2953162600339638,6.7697888704751561,8.4438250924768017,8.4896200542091318,6.2496596264859701,20.478668517853762,10.051032138726814,8.0839807017142871,7.9376000965119937,10.803923159934293,8.4559088143732382,14.630499185763936,9.4527842208132729,9.3527850650730873,19.648138429194972,1.0615804745368247,3.769211593531951,0,0.055313621585688172,0,1
4,1.9812325786088558,3.1944947161105341,5.9408967094381993,1.6447836628669095,0.098809902478443845,3.067121769455055,3.3819649242253744,5.5711363735933901,8.1402164316741317,8.5458566206756217,12.676269848569609,9.1603628313376149,9.2566440474580567,9.2821795290967817,15.469442028953111,11.016252438606069,11.528929599789475,10.585157229872092,18.756838619832951,17.421050316541123,20.258183229016161,17.196879900839345,14.797922121881548,16.861303909197684,2.1055617787408938,1.8148406931921206,0,0.053942282781987025,0,1
5,0.35664864766209953,1.146040505741174,1.0868554780043373,0.99153190595445562,8.1868275018129264,2.6967702294626972,3.6470486576416481,2.5301908824432036,14.480320086384765,4.2649390678287453,6.1735124657696252,6.7166043291270459,8.2699501185827717,5.3220825976414119,19.468953224702702,10.437466650116654,7.9313728104694761,7.5477868900849332,7.6726057410917923,8.477562949368421,15.267215231240769,9.2050253920451723,8.1789528545571102,22.827239734710822,0.80232842837913876,4.0253685736331484,0,0.048506813704152746,0,1
6,2,3.3042906085969785,6,0.76163404048957983,0,4.1810283627881457,3.4273096985010931,6.7319699790167515,6.6683900447330595,7.6374780650336316,13.580136333116553,10.525472011837392,8.928773908697714,9.9108693653714308,16.878356062254014,11.423232400093957,11.171103209554548,11.281368710357233,19.318527962469282,15.321551631739041,19.842585340812541,16.276084127271755,15.354455285224143,14.506452748697194,2.0733093249747467,1.8943194713919635,0,0.047456658019578921,0,1
7,2,3.9862385073403628,6,5.493116190402171,0,1.3882074916062788,0.066659692095952572,3.4780898344616298,7.9475636736809943,12.378303146179634,13.210346661851133,7.9692471810102141,12.473117297081039,10.022038554466603,8.7331229000613213,12.967067497644058,14.911599149962775,12.529113925258319,18.841016754528678,27.84781046591133,26.436686613359914,22.729113576365684,17.110364403129374,17.776279796744323,2.3649806254691454,0.87678482680101144,0,0.045684060303240494,0,1
8,1.9900131721709844,3.552810479549811,5.9675117524547767,1.15715081231006,0.054474961451701137,3.903077289874501,1.9487389101778114,5.7875017568338603,7.9059926516623289,7.6217316895290814,12.772850842391874,9.7719947224948935,9.1391702823810466,9.4271964846410441,16.500700725705197,11.541044959912444,11.470512383344662,11.019327160636394,16.099244498489853,16.465755839558664,21.176974959939884,16.271454439257209,15.138555712077043,15.137525176122127,2.1092123674370802,1.7528926736979646,0,0.044911060885480719,0,1
9,1.2705609261660857,2.0667190439195893,3.823760675142053,0.63410207411518427,3.6261469739010121,3.7332498105054803,4.1405567700206607,4.5084734016063051,10.825741052649869,5.4533724855746355,9.2615201253234538,8.5476275002422675,8.3297745185863405,7.2861441905163931,18.854271562492816,10.445407907344894,9.5386579307963473,9.1667525972436312,13.59204917859614,10.93416350876622,16.949819047242823,11.501122766112719,11.30914042044135,19.09987273881675,1.4602742960395287,3.0915680874502764,0,0.044043914851550937,0,1
10,0.88224409607279386,1.9191307365658876,2.6537028313456652,0,5.5757684833875674,3.1851857532758041,3.3385352713100249,4.7214160213998699,12.197282585524942,4.7744106003591513,7.8847115433480024,8.9743341483257737,8.1766108575538787,6.9100699264148622,20.692538045163065,9.5897866694150959,7.5902599617343878,7.893034394253867,11.258195555682713,8.9060365368636845,14.852070843110674,11.321993444800089,10.260221674713355,18.81382081720788,1.1881218166422525,3.6083001060707591,0,0.042851911264477544,0,1
11,0.77296510724258893,1.7943550937594128,2.3284670769289386,0.70158201904426831,6.1193379496886555,3.3325855402115248,3.5225304023362214,3.6869613903204388,12.795494125742643,4.6997036105516008,7.7089438947821165,7.7848379962604541,8.352607040495112,6.386038234416012,19.557703935366384,10.42241116727738,8.2882005417453382,8.2959988400006139,9.8472477164922232,9.3314940917109439,15.860328109404431,10.55997342167181,9.869370387346331,20.827477608895745,1.1484203419895462,3.6453809296558806,0,0.042782019465711585,0,1
