parameter,value
function,WFG8
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,1
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_11300
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,2,4,6,8,0,0.97983944251122868,0,0.051713236323078532,9.8671631076966957,14.072747891204429,12.064661542599641,5.2301895826138907,14.278532295660471,9.0031702661274551,4.0430494647221771,14.798991474423769,18.408945784355808,13.791120972839797,13.155291832459211,35.010434072036645,33.282242826150743,23.575337366130348,17.008531249547275,20.40439818703193,2.5061421750263886,0.50614217502638903,0,inf,0,1
1,0,0,0,0,10,1.2567626621732078,3.3778225182846713,2.4892059248770271,16.879357048471292,2.8093954496583495,2.5939069990482784,7.2120123797992592,7.5015025183881443,3.8344173113243967,22.822075313038997,7.22671627781813,4.7524127189296834,5.0170261992874554,6.9224902411958062,3.4389747286800678,10.188075624708063,6.1315889984885148,5.1636337082327959,24.870615707763307,0.27166499548782808,4.2716649954878285,0,inf,0,1
2,2,4,6,3.9271764924396462,0,0,0,4.6723404986001018,8.3442369239558101,12.359510583753677,14.288433430673869,8.1467047559263825,10.848929369056572,10.239788344706016,10.581464077789496,11.172056787076134,13.088175079181797,11.360358468032995,17.580873954856052,26.187542335283389,25.749477062600466,24.193564438271302,17.059950483529107,18.001788657267777,2.2823376823709807,1.1165548223437076,0,0.060226664212686964,0,1
3,2,2.4610814515983139,6,0.86658490736507121,0,3.7647301618522868,6.4940500008699411,5.6779878690385779,8.264829310338131,7.3462968025168074,11.722407867603106,9.3926745541979972,9.070528252988824,8.8986185247296881,16.881716375489635,10.808354954689081,10.768478096597201,10.422051766173354,19.736763933868961,14.123813378495047,17.588757733630366,15.176956991854299,13.911333469879693,17.773367572213441,1.960089711870199,2.1281848008758937,0,0.055383511688491455,0,1
4,1.9662088089478438,3.757540058821621,5.9066966163168972,5.3169695499616134,0.15498064345389026,3.0943397537304351,0.27202031188289444,2.5665239151118291,9.0801750948084177,10.136300122755033,11.571047366837556,7.9854987922660889,11.85397247244515,8.9520535933825407,10.901862182442024,13.492552783623085,15.304309741402113,12.691373214173911,11.740166339745759,25.545215698997794,28.683131706730709,18.472714559579533,15.65196684458896,16.041618822715265,2.3054847626080259,1.0035467169897325,0,0.054382408246407256,0,1
5,1.9868952619568589,2.4230916218336094,6,0.5007591397722122,0,4.2424709622438659,6.4401284368917358,5.812661894312841,8.2263057611016759,6.660937267762141,11.789350004041424,9.4642304060882925,8.8583076837673982,8.876269504886432,17.521393416217396,11.077151077543162,10.469562496719373,10.550042383502204,19.150338285111424,12.75641126368483,17.047718525128214,14.477752005361738,13.91011721457431,17.802704724774451,1.9246728246496054,2.2011259812844983,0,0.051212229074481065,0,1
6,0.74004682337520344,1.1447874229852277,2.2110936964168042,1.0361300166089382,6.3146563013895403,2.7363299994493802,3.6127698042478325,3.2817430926252351,13.1732649485078,4.8314764734792162,6.3685340805873594,7.8539397272359892,8.4986435835522105,5.8303146748991752,19.517170455607509,9.4032867021920055,8.2898004623416206,7.7745038787368079,11.482778475787052,9.2445273113109945,14.934157873989003,9.3698897134286714,8.9498808593793093,21.486533172326563,1.053905195536039,3.7741563540121406,0,0.048919989528685884,0,1
7,1.9222369713654466,2.1375574594427542,5.7900414053559572,0.14138926305768415,0.34962163946328423,5.1253311121558323,6.6975674673089785,5.5611961971924062,8.4353622670378243,5.6498699755282029,10.76687612686942,9.5982076156611917,8.5527641014144926,8.298960909398458,18.381954132615935,11.013846848988466,10.378857774405541,10.303822495076043,18.877786957267613,10.875736971971767,16.226135717203483,11.746341418125162,12.75925195501881,17.745865028869126,1.8194315232989753,2.4167570525601461,0,0.047957026137596739,0,1
8,2,3.9267853348143169,6,5.3842889039378008,0,2.1934777973758797,0.27149340213288642,2.928310031174687,9.0223325340201175,10.896769393418984,12.138750172866553,8.1539311727869155,11.802785041874978,9.3423593736070316,10.614284064335184,12.874754947253679,15.064768778278086,12.467973416310853,11.82884139441134,26.908245738063297,29.266442660745625,20.329844963961666,16.340229452733183,15.780738530548337,2.3215510478004253,0.88059135284145973,0,0.047012496510108179,0,1
9,2,4,6,3.2815892065823959,0,1.0695339033614171,0,5.2905609629522834,7.9481587536061706,11.178964651386879,14.241548680602461,8.9732961246118474,10.406586975059355,10.340307716110168,12.372242385643759,11.3661546517709,12.749933480956809,11.381743346521791,16.417396864864923,24.295763215455622,25.399721998667513,22.556107316626445,17.05188208908881,15.827762546537237,2.2422323838296663,1.2138348859621013,0,0.046505515941807019,0,1
10,0.57388738852056409,1.1518326051662366,1.7082701949367154,1.1330189086186213,7.1528258423885482,2.7503642410281537,2.8560211233488979,3.0125318218017192,13.611195426838556,4.4945584750088203,5.8318281707883752,7.993913719971391,8.5869991891275639,5.6495933663568794,19.854886336722767,9.5126853416149988,8.2325948397810524,7.812114283596383,9.1561051917468088,9.176940987793067,15.758781097409093,8.9474024941317847,8.6391957991169388,20.868010732260373,0.9510307856298803,3.8795353515937183,0,0.045746266738809993,0,1
11,1.9147242263589033,2.4063795393969705,5.7670280393539537,0.25950078084174072,0.387807656105148,4.7196957681471776,5.9987339292863942,5.9536681512795129,8.0096981457947365,6.1431430871536481,11.756057333959921,9.591795590089145,8.3188821774904369,8.6441477490034,18.046982038346162,11.017938351930564,10.345616941102525,10.462136984753808,19.469922946499018,11.376058597887305,16.69278167172034,12.896817237896894,13.140880352568782,17.669498695741265,1.8783021015333228,2.3459395627156385,0,0.045118759557805262,0,1
12,0.72686969485187891,1.2235503057700357,2.1811625138511119,0.16905719033132813,6.3646010683206908,2.6462720591498119,4.0891590694037347,4.104110604601253,12.980661745072258,4.5328131863201033,6.6992367034913132,8.3745151590407634,8.0627598899832513,6.1277287295113361,20.586717619311948,8.9004892554247768,7.1688074756777489,7.3388304381356795,12.414482144462724,7.5882323651398913,13.146705002749636,9.7625528449614709,8.9709346098100617,21.314856937117192,0.99718309537572414,3.8550622353969457,0,0.044000503531468851,0,1
13,2,4,6,3.6522640597554967,0,0.28791637207565346,0,4.911972482120003,8.1294054402555389,11.701505730842641,14.389884876983682,8.7432143216039933,10.227001263560366,10.128462124160842,11.742114891558156,11.126621852373978,13.305116567880443,11.488240196948123,14.751586131908965,25.838359077454541,27.744160776367167,22.742625073254693,16.976654379779028,15.503066960934893,2.2584007535346093,1.1509860052623564,0,0.043782814581408355,0,1
14,1.4145272146578836,2.1009388471315522,4.2500228019032296,0.94765833282188949,2.9159784200419621,4.9756199136590684,3.8900573014090911,4.3548078166560282,10.236814133405041,5.0558953415546597,8.6167067559397736,9.4278184069689743,9.2071065148501265,7.4953721227077166,18.754985482645459,11.194806386977552,10.185302469689535,9.8228866496626548,13.578080637509943,11.293697927303327,17.324210026141515,10.677684230829376,11.67652657502304,17.213143839915961,1.6232462655841053,2.9382988894747788,0,0.043597081682345648,0,1
15,1.9568487269875137,2.5603280307295671,5.8866235605037849,0,0.18848778650794684,4.8232375188610721,5.9450867681980792,6.3318078980772805,7.8025152353346403,6.115307753173127,11.714372068531091,10.348993584601708,8.516630785816135,8.9928471392809719,18.611275433857696,10.833659087867394,10.182075941010396,10.44925178023076,18.728123515910536,11.752648585871837,17.024708253402611,13.545744088800465,13.74341722077833,15.967195755257761,1.901928931969413,2.2873247167828721,0,0.043218902113269231,0,1
16,0.023473901348523705,0.65459406610553217,0.054269989045144768,0.52544061733694958,9.9099115119331831,1.8949211206607153,1.5450584239292273,2.1941839051648748,16.322535498887397,3.3796397722585718,3.1123397487827882,7.2971968945283976,8.114790348825391,4.1931486822277808,21.678061628089075,8.2343952119623616,6.1671054128108889,5.8754585548558289,5.9751208665336453,6.0389485866113617,12.881793233302405,6.9039740890876855,6.0263286986929341,23.182544322460064,0.42278048442519089,4.2073816853625701,0,0.043036318968504593,0,1
17,1.3698863919161617,2.245150941110559,4.1142646668691638,0.74781946623638484,3.1422416178715298,3.8503655472019087,4.3279259170746229,4.8429034771475328,10.463923090832182,5.8662909101461436,9.2504840219952325,8.9956426408076684,8.8392201995292208,7.6484596505909384,18.668206199799091,10.356797842733585,9.3719030655344486,9.0728960896582187,15.664847078477134,11.447584914279535,15.840564940683128,12.435307318842836,11.806586444719343,18.598547379107934,1.5702408227272944,2.9420342789466387,0,0.042908359737930953,0,1
18,0.47772091111608372,0.85444416465137518,1.4303237972530416,0.58021509740950539,7.6161375846617894,2.6011611985537564,2.8223421019541028,2.8502247996836498,14.331890221581116,3.9238720283974198,5.071392906124121,7.7874508926946806,8.2496536366898603,5.1573209675569327,20.623093754462403,9.0870515019316382,7.4970090528894247,7.1906957557143141,8.4869440529785223,7.6140090408733663,14.518628752814973,7.8285172746544527,7.7454096616167458,21.734212258624776,0.79242982474135548,4.0234130461036681,0,0.041724324153492219,0,1
19,1.8093936183868455,2.3646808158023305,5.4426285404750221,0.17754345250792114,0.92862054654631643,5.2593405043713801,5.7913064546154835,5.7636378195095164,8.4135246311294267,5.4725020297052414,10.507324929797612,10.356115567629963,8.828457514011868,8.5493060095326801,18.987580715131521,11.036807899614864,10.283013110703095,10.433759771594213,17.018551382254007,11.267540402769269,17.092986582635429,12.077017985439616,13.132346735372526,15.816894866409255,1.7901025632563965,2.479578001081105,0,0.041498466208573892,0,1
20,1.9625008929588974,4,5.8876626098356679,7.9623877844359177,0.18758182868690215,0.12623961406059622,0,1.1036660050363845,9.6715062241121696,14.118818424183145,12.9376210874008,5.4439254560391106,13.214218415402502,9.2157777930732045,5.1761715320097741,13.747084883685524,17.113234676047597,12.982698178593987,14.638269592341178,33.351182858415378,31.593040868222261,24.238670183816904,16.80853043966756,20.658009626239728,2.4836007994054357,0.55011878507867462,0,0.041298650396811659,0,1
21,0.83869244507332441,1.3672549086209072,2.5139759320208905,0.26246180528219043,5.8098801802728168,3.0130896608597073,3.6625831461499816,3.9894503574227471,12.523165391722106,4.5080415548728929,7.0002737158998629,8.6980828896019382,8.1509763597213727,6.2849989611596655,20.355086963769502,9.3458147630508961,8.0554572547755772,7.9993373898022622,10.792885747074159,8.7075879532434399,15.468556559752333,9.5653791766914278,9.475024074402187,19.699770696915646,1.0884463786241234,3.7261404978983244,0,0.040908338722991065,0,1
