parameter,value
function,WFG8
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,1
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_12200
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,2,4,6,8,0,0.97983944251122868,0,0.051713236323078532,9.8671631076966957,14.072747891204429,12.064661542599641,5.2301895826138907,14.278532295660471,9.0031702661274551,4.0430494647221771,14.798991474423769,18.408945784355808,13.791120972839797,13.155291832459211,35.010434072036645,33.282242826150743,23.575337366130348,17.008531249547275,20.40439818703193,2.5061421750263886,0.50614217502638903,0,inf,0,1
1,0,0,0,0,10,1.1569204994287501,2.4851998099459562,2.3095021767336021,17.058686185525133,2.7643463090976113,2.444982937281722,7.1841255973226019,7.4484317928699806,3.6846226801516484,22.825731002656543,7.2697547229056116,4.8665162822486305,5.0014220487893883,5.7559113829733812,3.679546058470597,10.962068352742753,5.8183093781282329,4.9782891169533174,24.520891613001051,0.26179687341711089,4.2617968734171106,0,inf,0,1
2,1.1304298489349338,1.6023639697730323,3.3868163056054215,0.92619598204253295,4.3553840977394191,3.0736911419402322,4.2600008425847786,3.9553679962822463,11.768505608342432,5.5024716567188294,7.9432528973495895,8.4982521662253365,8.6557949097953326,6.7721586697613301,18.807110001841501,9.8905459368230719,9.0684577472669723,8.7061020442773831,12.611776455114704,10.896972384003554,16.59282248255246,11.140692064308432,10.443841269947123,19.805427757017217,1.3510581532418711,3.3394452102247283,0,0.060073743955323458,0,1
3,2,2.4132780857649725,6,1.8918784555423604,0,2.2053606428019665,6.6285734825527607,5.3906804127851791,8.5564376551669312,9.0651746125078265,12.066765650605992,8.6335969011508453,9.5816898281211316,9.1027879902903432,14.924067622258084,10.141906761301872,11.015873669790388,10.191134842277828,21.922239402218587,17.083796887337144,17.846127265501657,17.80325354967956,14.459490554532483,19.872951919754215,2.0146193308448708,1.9786644867472039,0,0.048457374811387996,0,1
4,2,2.5948520439682725,6,1.0833143886071681,0,2.9195514451140863,6.4380453851309101,6.1415737792807992,7.4868833044869536,8.4497918011872333,13.571137090822271,9.2617181400695632,8.9087174639375952,9.577305230683459,15.781584417432997,10.948935984017803,11.238772306441986,10.95199098436251,20.091846106294653,16.333658541520801,19.609596451338511,17.544515111153391,15.283534174464371,17.403971862379038,1.9934009737050358,2.0552239584738357,0,0.047494490811723675,0,1
5,1.2663856821948869,1.64855495079516,3.7931140877125396,0.24974943571488617,3.6782217000542383,3.7977435558132431,4.6960615441184208,4.7282000641892283,10.98870108456296,4.7983699472907126,8.4375589061758447,9.3021385490003485,8.2386858045930023,7.1082203258580465,20.038085828352344,9.9237605849620216,8.7995678472924403,8.9113024043155935,12.861920617980051,9.4019728980576556,16.156616413006624,10.497465818986091,10.83230189640512,18.219637240515784,1.3811040231267822,3.2702890237431292,0,0.046717950763369237,0,1
6,2,4,6,3.6522640597554967,0,0.28791637207565346,0,4.911972482120003,8.1294054402555389,11.701505730842641,14.389884876983682,8.7432143216039933,10.227001263560366,10.128462124160842,11.742114891558156,11.126621852373978,13.305116567880443,11.488240196948123,14.751586131908965,25.838359077454541,27.744160776367167,22.742625073254693,16.976654379779028,15.503066960934893,2.2584007535346093,1.1509860052623564,0,0.046179111380375261,0,1
7,1.0618010741108665,1.78535819215462,3.1840361984135575,0.68743278070362279,4.6927803036483233,3.4742483599527922,3.9088769474299783,4.443381180532807,11.268201875060145,5.4005018952793513,8.3955868711266088,8.7081927590000152,8.5375487544892614,6.9944002273935038,19.165079366543257,10.077157671818874,8.8478479330200717,8.5866901438377834,14.273245200132049,10.183973930214556,15.397106513732998,11.080311414427783,10.590098770434832,19.336030636202892,1.3147063927357256,3.3847964360601379,0,0.045294560046881815,0,1
8,2,2.5254873673015323,6,0.47426439336497317,0,3.9504180359302445,6.4850619199088797,5.8491357551261682,8.1265310603190706,7.071869441973937,12.014312935760673,9.5027353214845931,8.7958512537225761,8.9407205044942373,17.171849070386436,10.832114813787047,10.594783110806858,10.572538023687052,19.272626047311551,13.475353462779223,17.727132042071553,14.982176039380205,13.969579753481321,17.711309425327233,1.9380471314941734,2.1639325339571434,0,0.045039557327045669,0,1
9,1.6467677527083979,2.3470185086347946,4.9412441404026985,0.7365092374137997,1.7646784106209696,4.0557174730780883,4.208264862510986,5.0921915204995134,9.7153678182133127,5.9419552778788054,10.000276402064761,9.5272991311428985,8.8037397418583563,8.0432129596060822,18.599652888965522,10.703178322682572,10.054407238389906,9.7917358126668432,14.436034366906513,12.444690236276976,18.055709617879863,12.807253052569665,12.619118046820217,16.708618853292315,1.7468915811012813,2.6083152279959316,0,0.044422414948284479,0,1
10,1.9586820226482407,3.7140703704986291,5.8838304745628385,4.8720974964709614,0.1931695499264732,3.521166296005958,0.62392279712448784,2.6044746621143879,9.246415557561301,9.6806563912835433,11.100698847094717,8.0864995365795878,11.843575833993135,8.8373253804387506,11.39250542210651,13.427867228723231,14.902327770170212,12.418164886998948,12.191678083720086,24.438806786588245,27.35476676866816,17.787781089384747,15.317750242988243,16.332711758325726,2.2791214968484463,1.1021317931100074,0,0.04437799625386956,0,1
11,0.03507936902340944,0.68559847213610237,0.11070130107195164,0.75825320435862653,9.8149517406736919,2.1508093403571524,1.7541483910538682,1.8290890365960157,16.316585502525509,3.2765257301416248,3.1415637779068413,6.9557227688779228,8.1936364543491269,4.051711964288117,21.109140253882771,8.6858983829826766,6.5027496405089753,6.2247855645628976,5.8238067781797289,5.9979769545936303,13.234990429606686,6.4115020045708269,5.8473974326395943,23.97816240445956,0.46229575726431182,4.1973991617802655,0,0.043812697877696143,0,1
