parameter,value
function,WFG8
dimension,24
population_size,120
max_generation,4000
parent_size,25
child_size,95
seed,1
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_1900
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,2,4,6,8,0,0.82031694098381513,0.049551298886849837,2.1374984121879694,6.3473307154358878,14.695907744102087,16.690029592874438,5.5043381695520317,12.900561529710034,10.474185966349932,1.5818481515460048,15.102596973042109,17.115681736188812,15.24195642850599,20.81426403046073,32.774623321309981,31.613249056447927,23.809610004020055,17.894347195192495,24.888444137281521,2.6018650790256936,0.60186507902569364,0,inf,0,1
1,0,0,0,0,9.7010307821156925,1.0453150570321008,9.7112705499920207,2.0437044903318586,17.512320091413791,3.7423877717782243,2.6566495536136512,4.8582357100270359,7.5217082375546367,3.4926003632719889,23.047165500030854,6.2694307446797222,6.8325672508243347,4.5176744662771275,13.452393456094951,4.5225858804286974,7.6004318072285999,7.9601076071284638,5.9473840719127127,27.956681816079104,0.29045706580695041,4.2904570658069501,0,inf,0,1
2,1.3711089028645798,2.2920602667116268,4.1596885489519826,0.86762506674970596,3.0823698633135157,4.7054494181238997,4.489752451365403,5.0760555794690854,9.331158502019143,5.9439336098240387,10.279235772752145,9.5284245492356838,9.4192443245272734,7.9440047453837339,18.264785161128323,12.526041347564115,9.7662531419207319,10.281890103894684,15.010649829468267,11.367517915949719,16.845925078826983,12.248136958875337,12.103260430169666,16.408237689129162,1.6001298439578935,2.9134847834491313,0,0.058726309234588034,0,1
3,0.67432447993145184,1.630394912924559,2.0633459331203348,0.034705464643017395,6.5084917687440367,2.9844098582667105,4.6765584722562634,3.758659150594617,13.476614068939115,4.8564053524702873,6.9171343968031538,7.8264011557050779,8.657373242047683,6.063145727757024,20.368104514369364,9.9722139509009224,7.6563988464056845,7.6888704269571537,10.285444736137327,9.0221929237349396,14.359753697751797,10.569552318964261,9.6520096133902733,20.640836274844805,1.0181276171405018,3.8229799332555663,0,0.056905513478037656,0,1
4,1.9703050722973272,4,5.943217435176777,4.4157897621446329,0.10478560546232085,0.68716839875383429,0.018395401277746831,4.3068581649622768,8.6062973310197517,12.64074149958585,12.054590079195441,8.5854708579617576,12.360970682473473,9.6421075553557003,11.472388097185606,11.045819869636764,13.689803703784984,10.733530192886541,20.381839714640609,26.522195636896264,23.359553869701649,23.634549619139975,16.134373610584198,16.124382276334206,2.3197982375931363,1.0918038080201478,0,0.05334797524990087,0,1
5,2,3.6938558698934143,6,1.4283297651975242,0,2.5213430655061786,2.4734838391782379,5.8344921919950519,7.6826152461422827,8.997054143089489,14.294741675818077,8.8179190761905044,8.8325573576558156,9.7021773831245355,14.826835454089053,11.389746558016643,11.776243688995764,10.800325468156725,17.792752759832894,18.401000551625849,21.744335489956569,18.643682693746442,15.668339519160442,17.160969248141704,2.1474792057906416,1.6520647646001134,0,0.050436681776333259,0,1
6,1.7397616341217741,2.3839426015996565,5.3450564521172526,0.51812751384145583,0.88254849689555659,4.614049553726435,5.3333751163318022,5.694142944879812,8.441652485053055,6.318463660461421,11.352822657570647,9.6804321774824711,9.2060439417223989,8.6771312465631407,17.717474573268003,11.771318946416303,10.222645900437419,10.63934964215561,17.490649751104726,12.462978667034257,17.350406280567988,13.252748395376299,13.425066170840534,16.81532680218746,1.7864714906815939,2.4823483392855481,0,0.050379634640638452,0,1
7,1.992300510713725,4,6,6.9411452003686129,0,0.052177563935048091,0,2.5682231243750708,7.7204846979404067,14.405676897421046,13.879651546645698,6.6500547150209695,13.132243167231742,9.949750721013098,5.9901348949577278,13.375520594515393,16.954636943383878,13.331313729293653,20.572334666530985,31.810052313128409,29.019289455423539,25.396245277986285,17.411697802450323,19.638596662385151,2.4670303186533387,0.68374143830966239,0,0.048300799009936751,0,1
8,1.7012686884251986,2.3747981765414252,5.1584121131453706,0.46325618362355792,1.314520753905926,3.6844922910960558,5.0911341038913447,5.5969144816672873,9.5671576260858195,6.4807552493744893,10.443512621216046,9.3018333774823194,8.5566291447232565,8.3113642802676964,18.50994850087968,10.020222037816646,9.7317659137374175,9.2981377962187377,17.626326351033732,12.395118876869303,16.405983661487411,13.638487229979448,12.678131299215826,17.824903698940364,1.7687844870029388,2.5676814185464507,0,0.04818612572657914,0,1
9,1.92949990122337,3.7512888949219212,5.8263870993485156,2.3043856067002237,0.23784358336176431,3.4452314310169658,0.30223060193826712,5.4649546590185194,7.4334467993410325,8.8764489565406706,12.632957689012459,10.186878893864687,10.285314568672776,10.040753620902052,14.653904749358503,11.505158905381951,12.597645063336973,11.94990854087551,16.588838069810105,19.91032387375056,23.519970003475681,18.342130034168704,15.875199574925505,14.760816051567273,2.1666512847433985,1.5672177971321699,0,0.047558334860239942,0,1
