parameter,value
function,WFG8
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,1
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_19400
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,0,0,0,0,10,1.6170806120430268,3.8655007783551447,2.3157041583610356,16.316539296672335,3.0397296984975006,3.2866688020856025,7.2216753267448732,7.7834659032831999,4.0418607757749534,22.093576384687406,8.116353615441783,5.7539288409253118,5.8351358712799852,5.954395515380936,4.8838979867173551,12.327813650841717,6.4235610076748673,6.0065175332902259,23.662381790987805,0.25692726999890414,4.2569272699989043,0,inf,0,1
1,2,3.9897925651016117,6,8,0,0,0,1.2013294187119341,10.163565808388455,13.946850449630759,12.358103300624418,6.1537648758137227,13.161078610119429,9.2492419969080508,6.0125929147508685,13.204484610081408,16.736852730109163,12.623538291704195,11.347883383408483,33.954791006938301,33.025265269795064,24.344392417163238,16.727490199349209,18.670384731881803,2.4890154237500584,0.49302487761978897,0,inf,0,1
2,0.4368673284999004,0.92024086324484045,1.3096810880419274,1.3383086532290407,7.8171934202869542,2.8542814598226589,2.6780087532957593,2.645441183598312,14.485551838376729,4.0992671540443189,4.7880412527877905,7.9116702260601617,8.8463960061598499,5.2856348711881287,20.284811988304295,9.5579910012890537,7.6842230430689078,7.1545332770771513,7.7808871081778763,8.6938777342432996,14.79713252583673,8.3850800411657485,8.0861663169799591,20.880308811557761,0.83831410816201135,3.9822449263010755,0,0.051392415502425556,0,1
3,2,4,6,4.9008943285189339,0,2.4334458962201237,0,3.5502848375626321,9.1447098382830436,10.153472079126656,11.722920412785156,8.7827689884598978,11.098006700092425,9.2258332669050738,12.238122846580536,12.10118339262641,13.940146025311879,11.69814876510255,11.937688557868464,24.597022954959773,27.583297100764113,19.093912143734848,15.362610834343204,15.164424556952495,2.2901258517596177,0.91938748835245021,0,0.048541024536740238,0,1
4,1.4079399900078622,1.497453659370976,4.2232039102089551,0.53889807814883539,2.9613256352096542,3.4263284872680129,6.9353919230323964,4.7579542968918647,10.371799123510913,6.0696742454213295,9.2553371823296757,8.6541803853868764,8.7904600736016931,7.5184721902696001,18.248476770936321,9.9637903024064123,9.3539561184532722,9.1431231938820332,17.691850914966832,11.032601804999796,14.940003664364996,12.39451995012487,11.712508114782162,20.353243141699377,1.4663520078838941,3.12859296180401,0,0.046480316982686336,0,1
5,2,4,6,4.3699184450310922,0,3.0597121286011766,0,3.6581331352785664,9.0104653164237103,9.2551647970163131,11.599172059891867,8.9385434052469463,10.812674440826628,9.0376146378379953,13.138118317280401,12.450069717345007,13.748247017110735,11.807058741966999,11.49006959756731,22.792269038485546,26.934702328205088,17.618221163555276,15.117951490731906,14.783640509973118,2.2722544055735492,1.0129214520324308,0,0.046396749766115838,0,1
6,0.48023964428608779,0.81377692034639759,1.4412126624021901,0.64857231499494583,7.597942115453546,2.0131233119947765,3.1708215746556609,2.9568570861597254,14.486150384129267,4.3555468837343909,5.1765137461808708,7.6958997127854749,8.3631263549021426,5.2526108258832469,20.391455471236767,8.7917042794511477,7.1317802964172552,6.9281521194061497,9.197679762543002,7.9742480698927132,13.934432927041746,8.8750967754420671,7.9800333630224065,22.26356723931281,0.79853214241149129,4.0277517344264249,0,0.043668374127295108,0,1
7,0.91421289967447106,1.3923966089277604,2.7433674887763573,0.25191074129192692,5.4276807406504508,3.3168360674114381,3.3622293110912809,4.3418295699301952,12.233614748908444,4.5762443611817245,7.2949269851522223,8.9152354486088043,8.2061121831210677,6.4929430785396507,20.528624339198181,9.5173527781198768,7.8455550566858507,7.7955791828932455,11.782008082752279,8.6138257018569853,14.686595611843122,9.8025600035161666,9.7012293275279244,19.017872669934441,1.1414234196502377,3.6629872818523039,0,0.042248817402253031,0,1
8,1.9890709986629198,2.4844757409985858,5.9668821981163349,1.5202876252020985,0.055187979325092507,2.5698061763572455,6.4543068781553599,5.6690035155378631,8.3518030976334838,8.6225111847465374,12.458683791807857,8.8409489576557618,9.2122491291349036,9.1665836955261888,15.536958798774569,10.42806134747881,10.848255380930754,10.287955659551656,20.893375777681129,16.263698513076001,18.135494647029784,17.382412288245298,14.463610533213645,19.019847562700765,1.9952711595918136,2.0289202397864599,0,0.040683138523610496,0,1
9,2,2.4132780857649725,6,1.8918784555423604,0,2.2053606428019665,6.6285734825527607,5.3906804127851791,8.5564376551669312,9.0651746125078265,12.066765650605992,8.6335969011508453,9.5816898281211316,9.1027879902903432,14.924067622258084,10.141906761301872,11.015873669790388,10.191134842277828,21.922239402218587,17.083796887337144,17.846127265501657,17.80325354967956,14.459490554532483,19.872951919754215,2.0146193308448708,1.9786644867472039,0,0.040662294658225337,0,1
