parameter,value
function,WFG8
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,1
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_18400
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,0,0,0,0,10,1.6170806120430268,3.8655007783551447,2.3157041583610356,16.316539296672335,3.0397296984975006,3.2866688020856025,7.2216753267448732,7.7834659032831999,4.0418607757749534,22.093576384687406,8.116353615441783,5.7539288409253118,5.8351358712799852,5.954395515380936,4.8838979867173551,12.327813650841717,6.4235610076748673,6.0065175332902259,23.662381790987805,0.25692726999890414,4.2569272699989043,0,inf,0,1
1,2,3.9897925651016117,6,8,0,0,0,1.2013294187119341,10.163565808388455,13.946850449630759,12.358103300624418,6.1537648758137227,13.161078610119429,9.2492419969080508,6.0125929147508685,13.204484610081408,16.736852730109163,12.623538291704195,11.347883383408483,33.954791006938301,33.025265269795064,24.344392417163238,16.727490199349209,18.670384731881803,2.4890154237500584,0.49302487761978897,0,inf,0,1
2,0.68525746811160893,1.0924121198465637,2.0561756882094597,0.55477313053904675,6.5730232182995207,2.7224563905745249,3.8288864850355862,3.4765161675524561,13.2453469369879,4.5654536836196016,6.411040742729722,8.0980624721693797,8.3319554621309653,5.8538394839965591,20.052163571608908,9.3329795824659421,7.8493286768338848,7.6823410294586791,10.576001984522646,8.5993113474900849,14.823845790557773,9.3963778924732644,9.0062700273424738,21.046963705050604,0.97057913238733629,3.8637077458157676,0,0.047900838247984176,0,1
3,1.071594232830229,1.6102921602971763,3.2157621669013396,0.8429117268834927,4.6403574431090568,3.1782870939497894,3.9114624140867402,4.0270074317674256,11.840222526130564,5.215664070684519,7.6879287546056752,8.7139206436390158,8.7000779232483669,6.7577026419226476,19.239185952991274,9.8356746349629027,8.8324351800795515,8.5822787755889518,12.268586986359034,10.478124776876141,16.200681885650067,10.844707466853196,10.495853491107546,19.423927167228182,1.3074483082630894,3.3995299722529184,0,0.04596207239034758,0,1
4,1.9678032903410789,2.4283172761427871,5.9033891976521122,0.35471634324364987,0.16102422456096865,4.7127401120521215,6.5105246792549805,5.5656570798895375,8.3994499647462693,6.0774005941745886,10.732185519102964,9.5598534876102068,8.8630463244450901,8.4404624082968631,17.99712812374251,10.681781012389983,10.424576612084,10.411558423832266,20.073628392198906,11.468354740914627,15.895699625047238,12.648568149603035,13.162327324847595,18.446460990397792,1.9077870584691934,2.2588635060082449,0,0.045284259436390827,0,1
5,2,2.5694646882600094,6,0.34678546819921119,0,4.110707152752239,6.8150404658321753,6.4938107017105331,7.2300454009198605,6.9768770672245957,12.805842381738602,9.9762752972249711,8.3783933800779113,9.2987913951278927,17.553641781279506,10.61361056059204,10.689052092555807,10.895679417137295,20.576559038105227,13.010835217766157,17.830943830821166,14.84337030761823,14.483110388727686,17.025438835853656,1.9339262650942,2.1684767484932719,0,0.04366350997948458,0,1
6,0.37773916983166761,0.53273019874941252,1.1341884426893978,0.70657012494366112,8.1096584297869807,2.3204196351153565,3.9746878515776207,2.6067243710185628,15.26320886075621,3.7996293814401567,4.0066077909361715,7.7354041180143538,8.4640313249297741,4.8015966226570228,21.089233485452432,8.6635670667233473,6.7232782706350029,6.3946801653404197,7.8145800115945345,7.1283531275310521,13.207124576268237,7.7331570335346562,7.1467309002813248,22.111900688574213,0.6820567714742245,4.1053184332825587,0,0.043185119862128425,0,1
7,0.050452015821076016,0.31356056136941651,0.15309838976839499,0.089025203023601451,9.744763362351744,1.85255406750514,2.7741837028434495,2.5135508813295289,16.197522865500471,2.9977895860098922,3.1889522687174718,7.5709976356919642,7.8605300720598343,4.2054736394907595,22.313448052814937,8.0449894914075433,5.6356375089759663,5.6899354922582361,6.1541339510917883,4.9246094551545889,12.053328768601082,6.4581915732429076,6.0348478798311076,22.992938720927551,0.35452182773782559,4.2383508936375884,0,0.043007730538198008,0,1
8,2,4,6,2.6982225420257833,0,1.9968780381845483,0,6.1619322418948386,7.2412673698375647,10.298115228748408,15.042584472021696,9.5778487520958571,9.2679422823413891,10.405943108998057,13.946583692187685,11.436361773459147,12.273866908400532,11.235516999751123,16.229048810295268,21.899730176352847,25.06194702738032,20.975797270741502,16.470007044466609,14.090421283871292,2.2189675296541456,1.3156064581068057,0,0.041269703146968428,0,1
9,1.4941279893145021,2.2002602295402203,4.4850173986070043,0.90692960297017333,2.5249041146331082,4.0474186062131601,4.4312418303903671,4.9944272950114215,9.8632925767867086,5.6914542928136402,9.6148000966225879,9.4688922651017418,8.6040850097998192,7.7693545374390967,18.737345333392792,10.370790867568214,9.7749440313318701,9.6130447926746516,15.017331474071549,11.469132722703547,17.286664167784238,11.867459723848546,12.012382950988572,17.595081840310229,1.6570536044672988,2.8054770389947965,0,0.040949582419780056,0,1
