parameter,value
function,WFG8
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,1
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_3500
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,2,4,6,7.7865663557289899,0,0.13833671166288949,0,1.6190392909006077,7.9188011544345214,14.675434976680803,14.747404800946502,5.4162954482693015,12.934116194621531,9.6472015950397445,4.5627270415780963,14.552108217096471,18.402775036996147,14.434956285036096,18.150697577179169,33.181426976820127,32.460937581365002,24.974893849767955,17.429795226457742,20.312323600469838,2.5447429252409357,0.58675952105140594,0,inf,0,1
1,0,0.014539542433728155,0,0,10,1.7719477557729764,8.1835315923470198,1.9007709995690398,17.206125896597399,3.0136202079639389,3.9455179156032694,4.9836827405433777,7.3592359189711418,3.6706366887371038,21.198257617997932,8.7636120512500071,5.4322653565232919,5.4024207456152036,8.2587397196706913,3.6480326028179699,9.5691620631503103,6.5332518428541038,5.5181353427822524,28.78588131092723,0.28504077599594108,4.2821818694508247,0,inf,0,1
2,0.29343116202366804,1.564527055428593,0.88994404186992426,0.40448171019635987,8.512936370016865,3.0753328095791757,3.8275895699569311,3.3025626956055065,13.868956717755491,4.1850058355685036,6.2416715763703063,7.8103720412140225,8.4335355031535588,5.9085572835781699,20.334881363675038,9.7873354312726146,7.6013184072215241,7.736596409251538,8.3843924658502349,8.3258845497205858,14.936495074414609,9.6230072765793455,8.9362230201026058,21.526227647799111,0.77667996422431385,4.0398501953187376,0,0.050005786897872266,0,1
3,1.98288002852898,4,5.9489183695182168,2.866443972462255,0.10849448749198787,1.5754710184191121,0,5.0897073891740385,7.9765992753738502,10.377113899371665,14.369814482985504,8.6350435797577489,9.5849412683609039,9.997361542045633,12.639443747808293,11.458110894555945,12.773326878587188,11.274071582097843,15.653504954069799,22.803406956346812,25.502312785268835,20.759423898748132,16.300940824520072,16.446944122638918,2.2229831428664455,1.3128221266045472,0,0.048313695027101464,0,1
4,0.48288095496095884,1.414390001181044,1.4760781690654814,0.72645635693301591,7.5196829535518068,2.910775718755032,4.8646451839508327,2.9802587638659763,14.327933119716308,4.6484116963170532,5.6141634890528573,7.4902992105262118,9.0755410635883482,5.6345252152214274,19.992209215301095,9.7442649146486939,7.5489509229350444,7.5618672057333942,9.2632719579593559,8.8832474568562709,14.134267601923586,9.9829660512996234,8.7738318794635788,22.204306878239226,0.91425774811148908,3.9337552442321879,0,0.048150445734417784,0,1
5,2,4,6,4.9625209082811121,0,1.2314146858279833,0,3.8107213473010431,8.1184322384249015,12.527773352008518,12.631553558792028,8.8549401240586825,12.711747006058369,10.208929231545415,10.064708002963748,12.028221515633616,14.953901258779478,12.412592254947358,17.212327020210363,28.733355598800816,27.447677759392061,23.602027135903693,17.679952579655826,15.377170104179259,2.3575984000117773,0.97398887558951119,0,0.047649706268986056,0,1
6,2,4,6,7.3979188217693261,0,0,0,1.9178613398631168,7.9003150946770839,14.419061939442312,15.443880353167993,5.1646587023583006,12.148024021179125,9.7793546481214335,4.1868278992630685,14.062412649311147,17.446208606766493,13.561416018332832,18.841788976845887,32.49047803001983,31.23426006346407,24.425002570392895,17.337902267984777,21.987731487921881,2.4931354911025778,0.61221005490112268,0,0.047522818659419111,0,1
7,0.77628206883802431,1.7313573431559983,2.3577873566565333,0.74471920753252463,6.0648729526578782,3.6603971646166658,4.8738973609715126,3.92830301806416,12.219570230170437,4.9196971809372618,7.4916335135545271,8.275777333133453,8.6510051308562375,6.5835056726793457,19.671992727060179,10.149199519416959,8.7574062600936866,8.3438181505115452,12.465505787497147,9.7084151266132022,15.099651030110184,10.5913573718802,10.136285362673908,19.93874507951227,1.1521578756167028,3.654669775827263,0,0.04732856557912464,0,1
8,2,3.9678023993308269,6,4.5855854105461864,0,0.018036637614914475,0,3.9742023956892449,8.8447383839769849,12.752415531511417,12.869000883644397,8.2817815622881845,12.11189799564727,10.194414365357984,9.800974436790888,11.116259719395115,13.643469699913599,11.295767374501937,17.909804921083389,28.220544469700055,25.661553190976718,24.708848604155484,17.51245405965857,17.732833762212174,2.3358764220584392,1.0447142969661385,0,0.04717170091759245,0,1
9,1.4401585784912854,2.2861589881171125,4.36183053134478,0.92159085693028209,2.7152911759939822,4.3068244623558014,5.4790943101652845,5.1149372627007184,8.7879749068930426,6.267943756274053,11.706445647442498,8.603530920381699,8.3754333483386567,8.2202044184312655,16.925434211943589,11.697598522835239,10.418771512592096,10.479023554576608,17.093554989264991,11.937807807145726,17.81806454118373,12.560828783379348,12.296272106855413,19.364626153804821,1.6501674207201116,2.8396276967871943,0,0.046298009552498687,0,1
