parameter,value
function,WFG8
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,1
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_18000
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,1.9980718053047553,3.9540882032909721,5.9936507057130726,8,0.01059874762207505,0.50857403252499345,0,0.6905491134876266,10.427950536843316,13.389189304311337,11.537474127375541,6.1428234240286264,13.718130675215351,9.0377918649314033,6.0721339269373837,13.888387781886957,17.084163635419685,12.846268630685852,10.261189931503772,33.806264763880527,32.973952002098393,23.382188564752859,16.686867901083655,18.335570061493453,2.4750364251230739,0.49627059438840548,0,inf,0,1
1,0,0,0,0,10,0.85553479362252194,4.5028967856545279,2.0510607672924879,17.040517098786435,3.3903295602571411,2.9886670263258006,6.5495232083087593,7.7480710419217118,3.7937277207262126,21.676069033341335,7.6786798060278736,5.2076239388366483,5.2982627762579924,6.6128239748310715,4.7470869207749509,11.156501805505657,7.0722405014430851,5.4783345411187714,25.799119457856538,0.25864452560792295,4.2586445256079228,0,inf,0,1
2,0.53909564805531929,0.92617729258138626,1.6145791476393665,0.9733735809414652,7.30911617299898,2.5804056848301284,2.8165832878845833,2.8830940077468874,14.447698568641558,4.052843734133905,4.7299017853013483,8.0742339345106799,8.5726111638600067,5.2896986007418096,20.588854662534256,8.9117557340815292,7.2867285933282098,7.0395607268947256,8.5773450635473711,7.9644610363103929,14.177562665498346,8.3137678264745247,7.8755761637479953,21.509192202211729,0.87675945620253382,3.9476980999188371,0,0.049871702095215728,0,1
3,0.15093670753172878,0.82896461752448547,0.45627264269293222,0.59329334436225289,9.2393833075198639,1.8856280121239111,1.8232448936029899,2.5496479148261173,15.659992811028449,3.7020606724891145,3.9307751444229222,7.6162698114144041,8.2184469663194069,4.629019218977203,21.316952342517549,8.5326595579730444,6.3505408815581168,6.1217344658840762,6.5032087049774079,6.8729972822824017,13.426952154094806,7.6699514057747251,6.8358300443948696,22.185418937323824,0.55349562347346459,4.1574542172427753,0,0.049484623551558721,0,1
4,0.10713605062319487,0.51139248759495981,0.32276609541469925,0.98078170984335655,9.4619445736987444,2.0363491680844015,2.8424422240421836,2.2591067408196395,15.752558783974237,3.7290110478185352,3.6115593963916424,7.5627556256855453,8.5297245402134845,4.5476792756334925,21.07699314846462,8.695938513718195,6.7207454565004232,6.3049232668759601,6.1875405360702587,7.4006318078028697,13.856832713304545,7.5304923104953811,6.9236131510082606,22.085185529404125,0.50429643774250932,4.1847765986895142,0,0.046860993485192376,0,1
5,1.9072241305497915,3.8041577201400503,5.7218457963669014,1.7391247239952874,0.46358846994062797,4.2185266885532036,0.27614829438567501,5.6480974549115821,8.1221621927508671,7.0839770102360928,11.931835142098512,10.381039612588111,8.9293970317741671,9.1100442583820929,17.202003653274513,11.280987270876803,11.414882384805042,10.912238353591407,13.91374587042316,15.972298892462442,22.226806210575422,14.721159534129907,14.161718710775483,13.677897692717391,2.1160886199767184,1.6666423403798285,0,0.04563867459359091,0,1
6,1.9550568836915909,3.8096770116585716,5.8646179484812659,1.7549073089772815,0.22568430033081582,3.4361324818346208,0.93375222124141188,5.8796267627652838,7.8329436623225623,8.0835972895017587,12.840535131500882,10.083743858018362,9.0795136228869602,9.5155563065016633,16.214435495131664,11.191018800872325,11.469085488600614,10.951220140288704,15.659132575099482,17.37578719215368,22.215687102893895,16.745953942711257,14.885642679836597,14.441521615454214,2.1390115204176752,1.6004361638527462,0,0.044501251913681733,0,1
7,0.65751618110998034,0.81826115638058883,1.9726882790074662,0.59487822293933224,6.7121735818146906,2.6301860302117097,4.6142444682260315,3.4648667271396647,13.57961843092605,4.4622689080127387,5.7440638381865687,8.133429085600552,8.4843682073596511,5.7261672445462404,20.350638496693353,8.9554091028961835,7.3957010384681032,7.2076387175999024,11.508292003945035,8.0237475291955693,13.3111247083966,9.1630910262226823,8.6299381597021618,21.601925347108146,0.91358553455904512,3.927110534201832,0,0.044320025479712997,0,1
8,1.8944134998364204,2.0548706686619189,5.6814936734246348,0.46328801233433259,0.53089344551537043,4.7692389961469974,7.7385137452009287,5.7496975272564672,7.9832706629240002,6.4435139401672927,11.166314207570366,9.5068084531579533,9.0384078264391885,8.6772989141294126,17.618474223404537,10.807917231206492,10.644782034626134,10.49995289366867,21.86030105262439,11.956109370712628,15.42239388947873,13.259619905004419,13.660607844878975,18.535818248934291,1.8179825871326745,2.4369477643129231,0,0.043312969430357978,0,1
9,2,2.5852495014820667,6,0.87454360578275814,0,3.1433908209881327,6.6628648927582041,6.1365937659557526,7.6984365070894123,8.0621527914756488,12.98797810319104,9.2777301030611987,8.7407111333259238,9.3270260109100054,16.249436457048514,10.560639506502534,10.830211202392174,10.649668983251892,21.003946691042426,14.991222569993727,18.21093603452114,16.603222140477531,14.575064916576201,18.221277907321728,1.9758618091452582,2.0877216034082759,0,0.042937270788882743,0,1
