parameter,value
function,WFG8
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,1
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_12600
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,0,0,0,0,10,0.98434061404821183,2.8261729633751447,2.3383107041885802,17.070377314572617,2.7865573631789489,2.7118958522194498,6.9990429922746999,7.1902848268330111,3.646623871355358,22.820212504308603,7.2167215904979418,4.871827252232964,5.0053459992469618,5.5702497105433508,3.619120592335396,11.233832066287034,5.8175442743197578,4.9616784584945375,24.781992009056722,0.25868834690132203,4.2586883469013221,0,inf,0,1
1,2,4,6,8,0,0.97983944251122868,0,0.051713236323078532,9.8671631076966957,14.072747891204429,12.064661542599641,5.2301895826138907,14.278532295660471,9.0031702661274551,4.0430494647221771,14.798991474423769,18.408945784355808,13.791120972839797,13.155291832459211,35.010434072036645,33.282242826150743,23.575337366130348,17.008531249547275,20.40439818703193,2.5061421750263886,0.50614217502638903,0,inf,0,1
2,1.9770851431737859,3.9429438783663251,5.938805033623189,4.6363583579703063,0.10136987963156663,3.6661764683681297,0,2.9784605910068267,8.7530461871050651,9.5861766265207784,11.385308597232891,8.7781544087159542,11.745933637136812,9.1002889720901194,11.785187823398056,13.371767164174514,14.994586569385774,12.630592154541482,11.49376504379973,24.662322533602172,28.338627725845662,17.657248547333165,15.651816278126315,14.614036418745293,2.286851891585965,1.0319272946380977,0,0.061405969070004299,0,1
3,1.9898669970041523,3.7908250374827244,5.9716855065353016,5.4855180651601572,0.047192368824503284,2.9000143283805135,0,2.7229799382954005,9.0172669267343082,10.283668863689542,11.451903193160364,8.4365151296450858,12.006989973527384,9.179971101274722,10.958779117957564,13.221073632418857,15.267877606131442,12.55657743119952,11.259946692007691,26.368168701046262,29.167204438702996,18.860532504289292,15.982095798624707,15.064201423498089,2.3064577580675683,0.91734607999839424,0,0.055768187516937115,0,1
4,2,4,6,6.0384430626141921,0,1.7083985111435331,0,2.4645782028515164,8.9736376693520725,11.946244706258938,12.70751430325733,7.3190827257537894,12.241043633444116,9.4323888766770327,8.7177586045267272,13.443323712366254,15.775088344391643,12.753783884210124,13.123437007115669,28.941314313225366,29.976343062641419,21.600195146362552,16.534086168184114,17.205961739405932,2.3689273131809365,0.76274741066154317,0,0.055618411006001053,0,1
5,1.0256698618201427,1.5165439539155092,3.0783879740061875,0.43993712679744779,4.8691734692658128,3.0426608172924836,4.0022292416491725,4.3350357791692868,11.69174935657605,5.1138884324208904,8.2734161929602905,8.4781066195695196,7.9821676402185,6.6752363967381907,19.570999330870862,9.6471355946616715,8.5699834886783961,8.3990327682541999,12.826473893031032,9.5228861473936863,15.878214543524088,10.472331263711844,10.14287412493208,19.900298036167076,1.2392408884036437,3.5146901175257463,0,0.054605623197349927,0,1
6,2,3.9146364227743486,6,5.6526758220843698,0,2.2039844545028222,0,2.7672769633048238,8.8079004301727721,11.034319505902644,12.419804257104825,8.0743126946311978,11.847411243700476,9.3813236436873133,10.135509110733066,13.267587454473405,15.607960844693672,12.819666881797852,11.191312514787953,27.707417554279399,30.54868601750702,20.237374923837585,16.469706091024278,15.353094666193453,2.3368082346534735,0.84522710271224266,0,0.052483701487795853,0,1
7,1.0335684180107521,1.5879459538050698,3.0998692249937116,0.77972645071080993,4.8334079558056562,3.2968810619336932,3.8209946518779785,3.9703552020859454,11.907757482745083,5.0041240365034385,7.6279503152351271,8.5086687102012188,8.4044274342317919,6.5452229370073836,19.382963118084412,9.8071891709431629,8.7962188739734088,8.4982824046047689,12.475101818687282,9.775922652925777,15.928254310079964,10.041984465781345,9.9569110402570917,19.916424879927479,1.276252757511638,3.4483196026472998,0,0.05227903958960857,0,1
8,0,0.29942067916531973,0,0.68229581409001927,10,1.7895272695733087,1.8043342913706859,1.9639580843904558,16.556612329449749,3.1662860238632167,2.9560064364744596,7.0009659704767673,8.0989192272978006,4.0401924688302193,21.479567111572823,8.3476147829175265,6.0185234987029483,5.8676131301579835,5.771298549511326,5.5882340787354625,12.529804761784369,6.4836800337513711,5.7727940721744062,24.204444472936654,0.36102448161196221,4.2274249088271345,0,0.049897437727958412,0,1
9,2,3.9949342331077169,6,7.3482122603840452,0,0.72231325037405725,0,1.4744361474725483,9.5751873830543079,13.20620766231303,12.763643617795134,6.2167208597512822,12.889870877271061,9.2333300043064046,6.6700770845931645,13.764670900581441,16.777590684989494,13.017386621196964,12.356878417489826,32.094423429426946,32.050024989599017,23.220045546901169,16.860156286303443,18.58079189247611,2.4557888196645599,0.58678912780516723,0,0.049432874378953391,0,1
