parameter,value
function,WFG4
dimension,24
population_size,120
max_generation,4000
parent_size,25
child_size,95
seed,1
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_2600
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,2,4,6,8,3.6712021125928929,4.2546040689169686,6.187464155052405,6.9195382900099895,4.417098025801109,8.6837157959169176,11.38001580948595,15.089700420072367,5.722355692130507,13.987887599120169,19.571240349976478,15.974277319475924,11.369376826848359,14.89686196613337,9.8189713849199514,14.830253508271925,17.321075264846407,20.766965056706866,26.020050948819726,21.749902560513995,2.0868901159484525,0.08689011594845264,0,inf,0,1
1,0.63001341898879515,1.5747009524603972,2.4662655392280861,3.1314430408931706,4.2160395080861637,3.8308896470855585,5.1331803232529758,6.5978957393610003,6.6273186031481037,9.5388980743114455,6.4741419397914628,9.3676640589934905,11.266212436950367,14.141820748867485,9.0213235861225733,14.578728158251231,15.645851316353895,13.728895821692316,20.153036761253539,15.857129871767064,17.318268497205835,16.935935569310629,19.677637288325091,21.844448290477583,0.13368585667638069,4.0818694375384403,0,inf,0,1
2,2,3.9954083255177304,6,7.901116027999322,4.1694239884412836,4.9771202565214958,6.0692693129420983,6.9803063249396562,5.7084203879084159,9.1079840204840572,10.645467733297705,13.496691623703477,6.3194256963486808,13.266593746137772,18.392604627721003,18.223000489077144,11.356646261746134,17.31457442749111,13.379323966261014,13.599488692806736,18.238806164085378,19.109969144661346,24.016898806764868,22.862951394392944,2.0706900212460715,0.38324160556082137,0,0.052580573812279749,0,1
3,1.8262572115077291,3.3456257491044412,5.6883254973636799,7.4873346333969293,4.1428313970846018,3.6815034621072966,6.3869395451931723,5.9103406197806008,5.4489515465403393,9.4453309219683703,10.033414575511792,14.528029398215176,6.4666551878035836,12.228006550923499,16.241194445810081,14.486933665042086,13.275905896559351,11.822052787113728,14.160074922570889,16.60948144263298,18.099995193301794,19.378407546021236,22.962580896392936,20.937335673621334,1.8506594445608382,1.7949878413193863,0,0.050662990862398227,0,1
4,2,4,6,7.1262109102015909,3.6725071997869243,4.6727568391506429,5.6714702649076223,7.6694681049079563,4.5791026750355615,8.8698947671241797,10.601662084088856,13.792869876634199,7.5606419900270181,14.522660167501455,17.45795576605865,16.088198785401495,11.554421990928482,15.592694360724833,12.886013415250789,17.387242395203295,18.270675560672803,19.912147458485222,21.969513743404477,19.173385629225706,2.0704663077629113,0.52309398189382728,0,0.049254835200223251,0,1
5,2,3.4598818929437685,6,4.8912535071126717,4.5895413230272268,4.8038281464628882,6.7590996633725178,5.4652181546777898,5.8959029308355921,9.9795939252560935,8.5426459190793747,11.512729598076405,8.5165828400419983,10.946060369355179,12.804794054155249,16.654187304961951,17.118280385688674,12.10700367975747,12.442210717639844,13.946926581234797,17.205936127553318,19.459422703292308,27.038271923134712,21.846744122326722,1.8459765194285263,1.8974704750153697,0,0.048760234441035284,0,1
6,2,3.6997839293631625,6,8,3.9292489031419024,4.4273495796869122,6.0766326621315745,6.8703191655051414,5.3412274565417945,7.8423966013422319,10.614763441457381,14.909096414291513,7.1233822138760772,12.817888194789939,16.15978113660514,17.387382994055379,12.02406123202266,13.979039625250996,14.349347842479679,16.565288893017883,20.123222111994259,21.968746347600192,23.744469833179565,21.897243607500961,2.055895057454507,0.61818872326292174,0,0.04649249176210065,0,1
7,2,3.5238217294537368,6,5.7857011664282956,4.602547589655182,4.1983235050613796,6.4280370608802953,6.9153281195854754,4.6351365337440349,9.1822763584808964,11.026658399698523,13.909193490040746,8.7982111027268957,11.451591419344194,14.99444891949306,16.087913589053745,14.837362113288419,9.7762231965353621,14.20691596349617,20.082058855360348,18.724859694683666,20.854792402059648,20.958619073469521,20.911430383722536,1.9117580214249601,1.5788875011374335,0,0.045164961361074625,0,1
8,1.7981549310042952,3.8595030696074173,5.5980615483749752,6.6962666583837933,3.8607007899514159,4.1468381960165166,6.424988172030603,6.2842940617139549,5.0457612585150766,9.5322608128377073,10.077940354320271,13.460064216884149,7.3262955889769188,12.646722451012348,15.561308966690635,15.270345529669708,14.00820186774224,11.929592426250499,12.884547396707957,16.733590507967723,18.309250085482038,20.078407945667472,22.025526045018921,20.105683123095918,1.8237601954986071,1.9347656871000274,0,0.044658026854934509,0,1
9,2,3.8286134631693804,6,8,3.7270970221645463,4.038035045984091,6.9314522823276166,5.2275260672620849,5.8927064918767105,8.4448384323778303,10.4172402116734,15.965284697744268,4.864070083560434,12.171780684832351,17.50094811583304,14.451486883223604,12.377000834632911,13.505778796049487,14.137768448981245,16.006214033925772,19.177891682136192,22.160813038006381,25.02928604116449,21.717160457101084,2.0854085289665245,0.25427560357934154,0,0.04337265136372153,0,1
10,2,3.6576129343614912,6,5.6940330696041652,4.3655754290880315,4.1892336100467169,5.5367512686835259,6.9403060573048432,5.3089358353463432,9.9682333487304327,9.5054369111163819,13.092304306709941,8.4813165293161052,12.666967010147047,14.184651067545708,16.211328332398367,13.403806297742612,12.620194579759625,13.108253043888231,15.481844606453777,17.371992011486004,17.384317696470109,22.613406091948121,18.792398420825869,1.9252249954319574,1.5142010532289421,0,0.042860955180550234,0,1
11,0.46574288274634795,1.4859851414183913,2.4128888071978492,3.3370541245598084,3.750751209481578,3.3794020715983919,5.8143027324272039,5.4471765257757259,7.1087859538945803,10.059684542029368,7.0957130607903984,11.411396579844478,9.5742536817770318,14.587343767917837,10.948250566239667,11.175285733784795,14.770434560025132,12.114701645933415,19.925573962920314,16.489436643454649,16.362886375147294,18.400821962098309,19.920373923400209,16.76588238707744,0.33630826389872626,4.0084882224404295,0,0.044232407233955974,0,1
12,2,3.9178454785363597,6,8,4.1147629670677377,4.6097188686172021,6.2373055796274137,6.7848541597463319,5.5012362021372949,9.2301860716088537,10.511759066454296,14.543739932422771,6.4448104576819647,11.089554370865558,15.583877388361007,18.636083957534911,12.149833617279505,12.79264451971612,14.860839082502176,17.140707902363442,20.220102889083389,18.075937627027994,20.932093623855188,23.829747916624878,2.0857206200958176,0.17096318445773262,0,0.042657503964022452,0,1
13,1.8969428992938531,3.4120067319193224,5.8881121387716684,8,3.7270657466044739,4.7205832021162308,5.4642703527534744,7.3176205955597755,5.2732705208050294,8.7437018817029628,9.5664590998908068,12.549344172128471,7.6011823510201326,12.706428238557475,14.671003689931293,18.701510916437432,13.554020725778733,12.713833928446336,13.496381648529242,16.545036344301622,19.626531040002305,21.028247612575218,22.33348532212554,23.875778809123016,1.9871894421665275,1.1569953154624495,0,0.041802350286206408,0,1
14,1.8072542277515296,3.3341283825349555,5.5118992986994231,7.2980682732206432,3.7253666629918514,5.461678654180889,5.8170138091974142,6.5695831342568791,6.3326092888516401,9.2929102765002689,9.4729423385219143,13.514512786511913,6.7395678595916424,12.203127979376317,16.098291765157928,17.828240213107748,11.546591442466204,17.247177873336884,13.22649074803422,14.676311710723665,21.668679007138596,21.629833016993665,24.976478594645549,20.792359617304829,1.8180432669940754,2.0187451912303698,0,0.040770372848825745,0,1
15,2,3.6288746878729849,6,5.9311460288060864,4.1021320356912723,4.789381379594321,5.4497353011161218,6.8677853979894214,5.7154649612411861,9.2477948023204384,10.070476618064827,13.472788644134948,6.0941165168512414,14.011816343087979,15.737638209878911,15.393564309994696,11.550739514425542,16.982259790720136,14.324455686355636,16.36913528652704,18.286227961081671,20.866532576850243,19.802942610352961,19.015832379994404,1.9468088838742543,1.479350027199545,0,0.040501367060790494,0,1
16,2,3.4451850932609385,6,6.1630906404841097,4.540786787914084,4.6746882738846294,4.8851092680342445,6.5795348370569497,5.6488560214479708,9.8747407441921382,7.9090351668304422,12.55875556051849,8.4102388764403315,11.883968210243255,14.23797022651727,19.343056535293702,13.867041362561025,13.450725736464287,11.945042922186326,14.71434011257908,21.036432502377522,18.202947014828716,25.771925146858049,21.064224885805586,1.9091706743771921,1.6617974919769503,0,0.040129227159649054,0,1
