parameter,value
function,WFG4
dimension,24
population_size,120
max_generation,2000
parent_size,25
child_size,95
seed,1
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_1200
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,2,4,6,8,3.9087535753265001,5.1835374186880578,6.1159743519150167,5.6623399179809182,5.5044225739695483,9.4545486045916647,8.9650133495275739,13.030578822942365,5.8684177356685261,11.513295734608416,16.282858526680045,19.04146801089113,14.038928710166056,15.431977962205846,9.2763194983599568,12.674081444493853,20.764182517591831,21.547697015486264,28.543254650687611,25.81998101019423,2.1014237750125031,0.1014237750125032,0,inf,0,1
1,0.63001341898879515,1.5747009524603972,2.4662655392280861,3.1314430408931706,4.2160395080861637,3.8308896470855585,5.1331803232529758,6.5978957393610003,6.6273186031481037,9.5388980743114455,6.4741419397914628,9.3676640589934905,11.266212436950367,14.141820748867485,9.0213235861225733,14.578728158251231,15.645851316353895,13.728895821692316,20.153036761253539,15.857129871767064,17.318268497205835,16.935935569310629,19.677637288325091,21.844448290477583,0.13368585667638069,4.0818694375384403,0,inf,0,1
2,2,4,6,7.654593223389174,4.1242152323359829,5.763391779888515,6.1101805328696361,7.2189883915919859,5.8107583594359529,8.6579229169983805,10.761700870862979,13.512787478019259,6.5459982896589288,10.600340521016642,17.061508462071817,21.382878647046805,11.928491582839785,17.189488139607484,13.402181962803468,14.608826677603775,21.788316777244468,21.917962074618874,23.069852645984721,27.577536870969702,2.0990656872612106,0.2706759478067205,0,0.060414341784914685,0,1
3,2,3.5583598566748686,6,7.2666000519250424,3.867171640881605,5.4700780997489709,5.308793253070256,7.641778638045337,5.7205888505505369,8.7223789641245464,9.662398703677356,13.090717254565122,7.4746267873173817,12.772440320925648,15.441293090585871,19.468180779147662,11.111107293659408,17.095592752942249,14.752253600914777,15.560478259148464,21.060597673334232,20.013326969462884,21.857251721392775,24.117085077055606,2.0123322133922956,1.06251620148149,0,0.051698616391322741,0,1
4,2,3.741197971032193,6,6.9975294411681261,3.398717453585149,5.1392752999920637,5.8608505179696238,5.3920674179306056,6.333311317763604,9.9893534764065901,7.6700730578911474,12.50152327468847,6.955256141910021,12.189710082429595,15.243342762440109,17.378675794705966,12.64103217402972,17.374266450330815,12.075451479789733,12.755236633033126,21.328204054414716,20.039368606831182,28.159003378202211,23.827717700603117,2.0463339868022423,0.81899027872272823,0,0.050239486257700659,0,1
5,2,3.8768541890240624,6,8,3.9011274734960728,5.0018917055403511,6.7045056609910105,6.9669835731056802,5.1028683045818397,7.8317246686740498,11.418617192679193,13.970546253972705,6.5223374213904544,12.758498941524222,17.632822395334848,18.963835578967515,12.895204746471434,15.013421588561584,12.436767673886832,14.355293544384095,18.532182855431177,22.744944669614604,26.02194403532587,23.753855116122235,2.0817496564754556,0.46499264512140431,0,0.048162160453802151,0,1
6,0.63381114496016533,1.6774055178769578,2.777045065734296,3.5106332902132862,3.940572725962296,3.4841603196021391,5.0410784308456043,5.9619968113944122,5.6648308016917852,9.9099931206687106,6.7105908120483342,10.100994815852001,10.098359488426938,15.18971729579137,10.449025380541659,12.469153290026462,15.633568448199146,13.003889299166373,15.777673802253249,16.513460206398147,18.068080648794012,19.063902682080322,21.313020016838074,17.93090710984454,0.30809145918610614,4.0325414030460482,0,0.047884918828614245,0,1
7,2,3.1364955604538167,5.810085049260727,7.9429249293133442,3.6830383128205444,4.5410806473133336,4.619245235857516,7.308694413307137,6.2675213398165788,8.65454912069975,8.6606542096340018,13.014160183894427,5.792926547736001,13.929480685888263,14.540527124866479,18.685008899980033,9.6396797439968829,18.406491441272255,14.984351080796852,12.166466880856696,18.065724465359438,19.629373387595503,22.821825907760562,25.27895768101358,1.9677537426944536,1.4358316081339804,0,0.047065617578394982,0,1
8,1.9041620421321739,3.3210880924676975,5.708677173846632,5.3430739243222742,3.9560718030257256,4.8296905775896013,5.5124904728837274,6.2869724368916104,6.7776380808908501,10.300372620499598,8.6984797548352919,12.019902285168648,6.9935265785133875,12.844785938366268,14.429613894781557,17.289533960197623,12.479519810981063,17.006161724888138,14.78013413628649,13.63524568697772,19.23863350481361,19.87335294770169,21.368716318462205,21.46728399769064,1.6989710285707507,2.4124434321722368,0,0.046044033600686859,0,1
9,0.86579568770795634,1.4081078438207384,3.0019578624307104,3.2007752972571053,4.0499741828686471,4.0653382956893154,5.36526564906457,6.6370955370031579,7.0815989819362306,10.323973049418447,8.0581746868194184,9.9701608390055956,10.44840055125556,14.090336818408845,9.185007803446851,13.270493062338675,14.925142703033513,13.391853916495045,18.70170123167107,15.620549168552229,15.404214035718352,19.115283273107018,17.956252568799748,17.430071475377485,0.25250137833766595,4.0520690466588629,0,0.045877350209803845,0,1
10,2,4,6,6.6586801734349246,3.9130553752534305,5.9908763176488593,6.9456219945624298,5.9043439458530669,5.700034542708325,9.1816517853789925,10.595007409213318,13.621418232259366,7.2208109335994664,10.988320198278783,16.771670903738244,17.837467540100828,13.766973271795267,14.904870237492217,12.442325763244925,14.563475551406276,20.187660858287465,22.354429343430873,25.905671895356949,24.123172770649465,2.0579422115634873,0.71126366644509009,0,0.044729276658160927,0,1
11,2,4,6,4.9267361295609442,4.0803736108103674,7.0624250146377801,6.0386938808869672,7.2124192526319995,4.6802210699171356,9.1614757212021161,11.175465809247358,13.115093228767938,7.92349660804995,12.209661070412304,17.478394405496537,18.73864400147313,12.642571366408655,18.092200955928124,12.113291977304696,16.677057207738663,20.023535448473101,23.834531351175116,23.142287262680888,20.957832150001217,2.0081162917398956,1.1604126939806818,0,0.04409582192428077,0,1
12,2,3.4969623911762922,6,8,3.727845590891314,5.2118427156722031,4.704347766049092,6.1332151333532261,5.9448482703885555,9.5365052870349682,7.6965347903155772,13.454046122383609,5.8141176836359172,12.216546661044529,14.002090802447793,17.954797992512674,11.919513980896271,16.630642220096934,11.608059293519105,13.399889450603016,20.330663670932708,20.593412928271334,26.040944870793009,23.358725323620316,2.0771321883005767,0.57249975257946251,0,0.043966757498536846,0,1
13,2,3.1265233076310497,6,7.3534632315494486,3.4076256441786952,4.4626955619998405,6.4844739063392263,5.5830011481394113,6.6796015854227262,9.2190457031811057,8.8049206229101475,11.967026494753743,7.623201321543549,13.435491808638531,15.513598914490666,17.382638268059711,13.431511075722195,15.778322058197515,14.024020052805602,11.74335323236334,19.872327466907258,20.875641831514333,28.181693221477676,25.052971854104147,1.968397416030313,1.3079785070381231,0,0.043629556558290428,0,1
14,1.8681030536771654,3.1643312488099977,5.3441574787383486,6.3301600236608797,3.508819041976508,4.2090195614435437,5.5866202108016108,6.2015087079309774,5.598741750561997,9.1917722352764706,8.382078832861632,13.112332717760665,7.921959604396827,13.436833814818009,14.423467931763373,15.200154149995706,13.445912450374033,13.305291416835137,12.091102139115403,14.836239264894736,19.319695142022766,20.820531093322209,26.809332386634967,19.603809923882885,1.7446899043428645,2.2566299330407733,0,0.042478239510617126,0,1
15,2,2.7420756648449003,6,4.9680321898102813,3.539080393994567,3.1837603390736744,6.3552392606958632,4.7892773116997525,6.4059743899962056,9.158636589851664,7.7493719121350448,12.496348231353249,6.743003205957562,15.310370529528317,13.359060925340019,10.757300459552063,13.943624549389042,14.330258524748997,15.129256536813406,14.154590824227988,15.413543385923205,21.158104833739102,24.941669010272591,17.562207841795754,1.7713174804104281,2.2357254674379003,0,0.042389964201975668,0,1
16,1.3664097896824199,2.9001673584216463,4.2038730794865673,4.0581673039508868,4.1604270349905903,4.9851855577794861,5.4767055141544629,6.976065590255641,6.1750685063299242,10.495641647034008,9.0522945616512942,10.528598569174751,10.19240688354331,13.246419873686536,13.664467653590224,17.333007890628611,14.666291682436668,14.878491258766847,12.871622086465612,13.948493461144658,18.401570384268691,19.873609102597602,23.864179885187749,19.495374062070805,1.0877862876479305,3.4763436936771805,0,0.042374162224419712,0,1
17,1.9222773900993613,3.2643348370824907,5.3845920386693358,5.1637493118831843,3.9225942051211415,5.1671109820570447,5.8160017824267598,6.7009358053220103,5.7414321408313365,9.5814649066806794,9.044352908313142,11.862206076099175,9.1965187321200457,12.873213888712842,13.865917045041742,16.689358231650097,14.049920814734783,14.208691541335945,13.851392023730478,15.730515445930751,19.290810571722382,20.026540244744314,23.666383058311489,19.95855304560444,1.5888882808002143,2.6334412059310308,0,0.041253828592997546,0,1
18,2,3.8859230765592683,6,8,4.1124544546893578,5.2987683540870938,6.1177311147079552,6.2350981975386714,5.8062886334721462,8.9313196278111793,10.130866183542244,15.201101157876488,6.6469695733938385,9.181233047447952,17.542896472236844,20.652681518568606,12.81442080020299,13.882451729447526,12.856125918373053,16.436828666128164,23.830791282149228,22.842587106473907,24.905552326795569,24.980740291198899,2.0910611280896481,0.40896909540823462,0,0.040922735799551156,0,1
19,0.98082453682164095,1.8272228354635704,3.5281025869775831,2.8218576944545406,3.9315505451063975,3.2648741385857916,6.0583511105218406,5.0938167335793842,6.9031718453216717,9.9668129377984567,7.2165209745009511,10.754538040828971,9.7565374831618001,15.789880824834485,12.337515890928662,10.52459038869145,16.178958281839609,13.326413846448665,17.130082410681595,15.024841453632252,15.611754872616931,20.031133875684311,24.075626230045483,15.20505056430142,0.36968341004497446,4.0120981312216593,0,0.040455177598841444,0,1
20,1.9204721697931029,2.9500331821095336,5.4930379191218615,3.3774584306179252,4.1842411542731224,4.6941996291511501,6.1205569392856667,6.4073647716950948,5.8619519918823508,9.4735156679584591,9.9649015926909694,12.579273516992757,8.546202622039722,13.399181338505034,13.563309311814324,13.927641089263464,14.250877731143676,14.085448423451036,15.318985154476582,17.430802080076106,17.408685317726341,21.883073539270889,19.652875146117019,15.129095672003565,1.5667943466848742,2.6931920964785991,0,0.040272463921287527,0,1
