parameter,value
function,WFG4
dimension,24
population_size,120
max_generation,4000
parent_size,25
child_size,95
seed,1
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_900
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,2,4,6,8,3.9219184783769672,6.3738086363523543,6.1003889331270189,6.0526864323380192,5.4070968483125457,9.0373886863918003,10.055192871496754,13.548573801015632,6.1867716180833376,12.0187294141728,16.888367070319031,18.004711760494704,13.22566955317353,18.057832919864431,10.545939991505627,14.092698218860562,21.165251051632001,23.531399602448289,27.106104628607504,24.194045765017545,2.1033463615370795,0.1033463615370796,0,inf,0,1
1,0.63001341898879515,1.5747009524603972,2.4662655392280861,3.1314430408931706,4.2160395080861637,3.8308896470855585,5.1331803232529758,6.5978957393610003,6.6273186031481037,9.5388980743114455,6.4741419397914628,9.3676640589934905,11.266212436950367,14.141820748867485,9.0213235861225733,14.578728158251231,15.645851316353895,13.728895821692316,20.153036761253539,15.857129871767064,17.318268497205835,16.935935569310629,19.677637288325091,21.844448290477583,0.13368585667638069,4.0818694375384403,0,inf,0,1
2,2,3.1265233076310497,6,7.3534632315494486,3.4076256441786952,4.4626955619998405,6.4844739063392263,5.5830011481394113,6.6796015854227262,9.2190457031811057,8.8049206229101475,11.967026494753743,7.623201321543549,13.435491808638531,15.513598914490666,17.382638268059711,13.431511075722195,15.778322058197515,14.024020052805602,11.74335323236334,19.872327466907258,20.875641831514333,28.181693221477676,25.052971854104147,1.968397416030313,1.3079785070381231,0,0.069789100589264227,0,1
3,2,3.8385631455671994,6,8,3.5439209288283857,5.2023043717238888,5.5589329131790253,7.4810178153983831,6.7998609405999995,9.1439743483719109,9.9703361217733981,13.046572522773145,5.8455402366659488,12.238650081696267,16.516595722611758,22.344068825346795,10.818036326365634,19.431189415412771,11.976070092396329,12.999176741282474,23.574005275382792,21.536026110392896,24.722445234903141,24.943641571240025,2.1023415489658692,0.29002239869277918,0,0.060931930091476003,0,1
4,2,3.147997829821775,6,6.6769139057359377,3.5395675695276871,4.983063185262413,6.4730202242811679,6.4202051782683567,6.086402249578426,8.0022687982765692,9.0616756874025075,13.078955653929839,7.0409056783954451,12.806908957647597,15.258518785377706,17.224640079780318,13.253138987701082,16.477072298767354,15.348833451002902,15.11612396231434,19.880956242059259,22.840555843674437,25.686843060776567,23.243317508753275,1.9660068773550468,1.4823330153615428,0,0.06013320193163945,0,1
5,1.6897906667753018,2.6009043810316821,5.3549646142072218,5.0918383940969782,4.3268396995801144,5.4048834871772433,5.4814035998658257,6.9346941954293646,6.344386108504656,9.1636253103997625,9.1362678004868254,11.530772245306851,8.2775086505498709,12.700718509699851,12.329189203022782,18.159790550077432,13.276365815494071,15.890779287662941,17.537968134415348,14.14303123262653,18.474522217012051,18.922105726813719,22.246937449023402,25.902429288780191,1.370148645909103,3.0983543173830119,0,0.050167629681972165,0,1
6,1.8324034166533971,3.4753689007334874,5.3730675560374719,5.0678798351117562,4.1735852331529184,5.7158344023355223,5.2132531354650622,7.8238428378886828,5.6599907737885147,9.9987980192341599,9.6228718008731047,10.908904814835026,8.4933719544468183,13.259062354470215,14.972138598638548,19.439467658957742,13.505616421383314,16.958340207550567,12.093884897121253,13.977769931643993,18.993934406395969,20.164685856108971,22.780821256569254,22.770566367339196,1.7100255280495757,2.3388093126011977,0,0.047653952875042899,0,1
7,1.9475716063069843,3.4801520979884293,5.6453476495783992,6.8910931043785535,4.0043930454975962,5.6939624179566257,5.434695104012234,7.3726800227727161,5.8802515516379161,9.1731999555982249,9.9060475039467306,11.636029124969712,7.6882581526775207,13.374188534434129,15.650886042036227,20.192221444077521,12.772781118699791,17.973392970083264,12.506169693181462,12.548170037946212,19.188019065664079,21.180029982219803,25.911237690394813,26.054538741140444,1.8766592584076871,1.8297163220235453,0,0.047456301790712085,0,1
8,1.571767960313649,3.0673423263594453,4.7214323423971623,4.7472039002327202,4.0104189813993285,5.5898440494532347,5.6201573802763587,6.9122400876444798,5.8436988611669172,9.6037432131145497,9.0416562574958395,11.389715893220917,8.4429468808568604,13.339666373142066,13.766349652131668,16.608384547193843,14.07697308326741,16.274989220096195,14.320500322947659,14.783823511210912,18.068560063119005,20.777968241138719,22.855613996783163,22.008421914933713,1.4072530156086533,3.055515991421212,0,0.046906826251542424,0,1
9,2,4,6,5.8428012469631927,3.9633046973542605,6.5031579970162054,5.9310807383715902,6.3337896938497265,5.7145653727490249,9.556258230955466,8.7065997972877138,11.980852850214141,7.9666648611216484,11.052042961536978,15.38955330761833,19.778284214764376,14.09217251531812,17.082104601866522,10.83715999193158,13.150843215666013,20.968690482572292,21.810427155848558,28.841700389222936,25.062262445774728,2.0140075796256678,1.138864583453052,0,0.044899348549973135,0,1
10,2,3.8454097267125062,6,8,3.5293114417203966,6.049503109212031,6.0652044772169971,6.2636937090326503,6.4390988079159639,8.202747103393305,9.9641642243928548,14.653718939215709,4.9170161520981024,11.413108990127979,17.623802924341554,20.725046910008487,11.105071084311488,19.285846818196017,12.014057801026539,14.041342879049452,24.574446754200896,24.769092963971218,26.852197102689111,25.400479645182529,2.0954024896230345,0.32971960111038934,0,0.043535718223601624,0,1
11,2,3.5269530421859456,6,7.7119917031670733,3.1643257127763884,6.0114227707630592,6.1902325311636943,7.3639613936263002,6.7261502833345368,7.4247928063162982,9.874897114346183,12.947894257061506,6.365361647418708,14.037769681859418,16.334782484288311,20.764454237405161,10.422221635231519,20.620237075094963,13.991146676296422,13.027124191356338,21.007530734131706,24.909881774433806,26.72050283799345,22.645532142062518,2.029050131956605,1.0909019547356078,0,0.043300184590521429,0,1
12,1.7491989034074125,2.7982899714429301,5.2448888808656697,6.8330668073653147,3.3883355666034092,5.4533988325055205,5.7947464428660593,7.3330243004874882,6.0647946155790704,7.7717190655966499,9.5687598530648206,12.143864399089191,7.2754048302983225,14.559099892836413,15.534039357694454,18.815202779211234,11.988973221665162,18.270000077051048,14.710450001029239,14.673682618763396,20.023609596781167,24.527924378304547,23.604691743382926,22.911031833993459,1.6958842928326934,2.4176493925909597,0,0.042525155568748883,0,1
13,2,3.1925993931029657,5.577339021541853,7.3745899552067824,3.5709779933450392,4.9172124498617054,5.0635518314110719,7.3862668279112569,5.9014664746013885,8.3338911015111794,8.7206463867765081,12.396099104656475,7.3700256883972992,14.180404822547976,14.92740310946594,18.181196369149486,11.937352029455761,17.295071043550067,13.420036300718673,13.997885470432328,19.253416940682555,21.241156903109971,24.21477999738164,23.013454658054847,1.8618190056277613,1.8919156047962151,0,0.041812482260676243,0,1
14,2,3.5034216780909939,6,7.4956522262029699,3.8781271159796127,5.6884039567006663,5.173876473810215,7.7341063547693878,6.0907660192141622,8.1996973157505462,9.5711758517738978,13.643848731557766,5.8481907170788041,12.109642716455017,16.289430694746809,22.082509482530604,10.316834782663488,19.432375698588626,14.272369121171204,14.596019265138228,24.165324027098073,20.889674173490633,23.168019526203587,26.143314332419092,2.0539367759068567,0.85575878532950422,0,0.041299644880689559,0,1
