parameter,value
function,WFG4
dimension,24
population_size,120
max_generation,4000
parent_size,25
child_size,95
seed,1
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_3400
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,2,4,6,8,3.412376738228486,4.7965634259070331,6.3563283795397414,6.2461198420119635,5.4940746326430148,9.2423109651375768,10.382177099833807,14.535704772841472,6.0850487529163786,12.19167847438651,16.531357930918343,17.234464866141145,11.529053104651361,14.922586034412944,10.788307557876303,15.160585610831045,20.012285092449233,21.870380146444411,25.902394843302666,21.072669151145909,2.0823656123636978,0.08236561236369791,0,inf,0,1
1,0.63001341898879515,1.5747009524603972,2.4662655392280861,3.1314430408931706,4.2160395080861637,3.8308896470855585,5.1331803232529758,6.5978957393610003,6.6273186031481037,9.5388980743114455,6.4741419397914628,9.3676640589934905,11.266212436950367,14.141820748867485,9.0213235861225733,14.578728158251231,15.645851316353895,13.728895821692316,20.153036761253539,15.857129871767064,17.318268497205835,16.935935569310629,19.677637288325091,21.844448290477583,0.13368585667638069,4.0818694375384403,0,inf,0,1
2,2,3.9415447810175119,6,8,3.9423211199036201,4.4174012559930089,6.0393014798102556,7.3337517961270775,4.3064249733451518,8.7246484047743174,10.954758840306184,14.00517982007705,7.8592390541486212,13.329193010707085,16.857317157741125,15.244515365687189,12.743442251083417,12.791178965364242,13.073146485740855,17.975315601801757,17.172967135752987,20.064749331344213,22.10648329425721,20.940660099364894,2.065738596642154,0.30974547837273569,0,0.085140035737622119,0,1
3,2,4,6,7.2725935326658497,3.7193523066291316,4.7476209608648539,6.0109148373644281,6.7640382409308364,5.2123322558404714,9.6270175590244449,10.670748706221907,13.953163070246442,6.4379146148701079,12.716212910809732,15.549928525454511,16.632549252205298,11.87241178576831,13.936610206775434,11.089871425494033,15.493685417984787,18.507535335099142,20.115591475709639,23.132017192682977,20.85365611136621,2.0603998429487604,0.55896667442540759,0,0.079129997201147398,0,1
4,1.133034835384932,1.9208332208659313,3.1221845531667034,3.793916062309465,3.9476777278731974,3.507742994840072,6.9514479138475735,5.9571717182794535,7.1626683337696946,9.580465062647292,9.1779979353091612,12.552111589516807,9.7326446053913998,12.853030153821862,12.952098595460498,13.162863326175678,13.915552813589606,13.055782104662434,21.391110729909212,18.223543457262124,17.488643835709627,19.169494245221024,19.781215569838462,17.268769401974435,0.30493760571553968,4.0280299196193763,0,0.052181312092465716,0,1
5,0.58515419344858943,1.0922058257257252,2.3537778176201916,2.2340953797006335,4.1435980970080166,3.5186159195459816,5.4978950058684033,5.9099338145248268,6.7586269470904954,9.9193052359719438,6.7228416627285368,9.2944519408507098,12.002426370768031,15.734089740165448,10.178948860333662,10.089203989970731,16.149571351141482,13.361695555502244,20.741944273428395,15.793348713236817,14.701694963554674,17.774638485672511,20.788410397080636,18.631244340999174,0.24703704329166914,4.0339657921574057,0,0.051492980643359429,0,1
6,0.46574288274634795,1.4859851414183913,2.4128888071978492,3.3370541245598084,3.750751209481578,3.3794020715983919,5.8143027324272039,5.4471765257757259,7.1087859538945803,10.059684542029368,7.0957130607903984,11.411396579844478,9.5742536817770318,14.587343767917837,10.948250566239667,11.175285733784795,14.770434560025132,12.114701645933415,19.925573962920314,16.489436643454649,16.362886375147294,18.400821962098309,19.920373923400209,16.76588238707744,0.33630826389872626,4.0084882224404295,0,0.049600569308526306,0,1
7,2,3.4598818929437685,6,4.8912535071126717,4.5895413230272268,4.8038281464628882,6.7590996633725178,5.4652181546777898,5.8959029308355921,9.9795939252560935,8.5426459190793747,11.512729598076405,8.5165828400419983,10.946060369355179,12.804794054155249,16.654187304961951,17.118280385688674,12.10700367975747,12.442210717639844,13.946926581234797,17.205936127553318,19.459422703292308,27.038271923134712,21.846744122326722,1.8459765194285263,1.8974704750153697,0,0.048752629184277377,0,1
8,1.9623265992767756,4,6,8,3.6875333594416779,4.220860668097326,5.750845907912101,6.3979407506594521,4.6434505264618045,9.4980909285742605,9.6702268263123816,13.58641679587268,6.0313900941848084,13.575158166938397,15.988690665821087,14.567774334968677,12.633706863837931,13.586994045644822,10.289755245152492,14.916172662402699,16.631345163110009,19.289584528195352,25.098000715455484,22.723696103704942,2.0795182029464958,0.18832841595712121,0,0.045297140364242677,0,1
9,1.8753570216041549,3.3408130701644518,5.3492155405397384,4.0932774621338641,4.5656166159759604,4.9939962938263873,6.0772417233708449,5.9821894589528348,5.7705673416854175,10.038148714671378,9.1598217512778,12.392193159706034,8.5764569295128528,12.277244021905036,14.371385404150859,15.277336061298254,14.765359134752178,14.31935766941079,13.433738504312522,15.465382569688755,17.404439548533116,20.045506037868201,24.845168808671072,18.766015051201183,1.630591192351619,2.5087786725455583,0,0.044278043930885358,0,1
