parameter,value
function,WFG5
dimension,24
population_size,120
max_generation,2000
parent_size,25
child_size,95
seed,1
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_100
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,2,0,0,0,10,12,14,0,18,20,0,0,26,28,30,32,0,36,0,40,0,0,0,0,0.20691819145571699,4.0376693349324961,0,inf,0,1
1,1.1023315531810165,1.569924373257594,2.1317438622193876,2.8357662360509841,8.4878467743039643,8.4221815308440569,5.7834693418120056,2.3377578555571756,16.63886156739385,20,0,0,19.897887337670465,21.847548643061,30,25.735469690617936,16.535431644479072,31.273034544363767,17.043049043719662,0,23.880227069362384,42.034212613044005,33.185033702649392,24.922262027107596,2.3563249332613601,0.94835002876012986,0,inf,0,1
2,0.63691445616332465,0.76848944171409606,2.2097236271245384,2.9201729643445367,8.5964574188351044,9.8170568984733322,11.14760650215544,1.1074418693076509,17.313941348465367,18.423441487676453,0.99676735786406667,2.2662640333457262,23.581439184489891,24.888570932044225,28.586877507764793,29.585222056120088,32.217748824359049,33.852691389862066,8.3194277605560352,27.298162112693095,7.517635202571876,19.217193951897332,46,8.7904240440604209,2.2536748447975339,1.1675981500868051,0,0.19645797879032312,0,1
3,0.64027581846432347,0.43968240524663282,1.9037973451688506,2.8380485137496456,8.5603791484708669,10.46498606886218,13.350967165461066,0.6079856673987738,17.526403854588931,18.022905180573144,1.0612937666439823,2.795479898496664,24.707118591837943,25.511481194781357,28.246653729468395,31.243353769736743,34,35.002888643638485,5.1709218055920418,37.843109174193941,0.91800953668294638,9.5006236746296437,46,2.111558944931812,2.0859559617926413,1.4566495599080964,0,0.10874852348809382,0,1
4,0.70935557498260648,0.6348679691936594,2.7300475964959099,2.8191714486661508,8.5086203730832253,8.8333350048949644,12.751250746510539,1.7851429988670959,17.582561336791567,16.631967283837216,1.9446222517539649,4.0562418892469729,24.652173582353598,25.982076388394251,26.910455980945244,30.948129050054135,34,34.553112522183184,3.8785328769093956,35.739739260064944,1.83119396175799,13.449394897024371,46,3.2735438579226348,2.1810613544868183,1.3033669894581084,0,0.10857186656566328,0,1
5,0.74789664815878554,0.17526632595849731,2.3321743741208327,2.7831135029090022,8.9684924075575871,11.474474667066049,13.720394696970057,0.31991844691661553,17.720392457070357,19.62015159140708,0.18675263383639334,1.1168426736950179,24.556704389037638,25.994637792845246,29.354698167100995,31.813363325410212,34,35.750138165991537,3.1787541290327428,37.646785161642015,0.26702507081788601,4.2596226159528667,46,0.82066159335918609,1.9890138672755209,1.5364320449877658,0,0.10203650558942542,0,1
6,0.6920285743760467,0.41874989727928846,2.4578765039469337,2.7895157232855139,8.9883190753682616,10.083473058607028,12.873202412975433,1.1548451169774967,17.714091313885501,18.066388541254298,1.1091281594000519,2.6561564889811309,25.131209794207695,26.596800237364011,28.265732326253737,31.099266150022544,34,34.92076986825969,3.0101672338901739,34.75014441038585,2.3608606126001819,9.7781090237222372,46,3.6753206828963987,2.1098951468060791,1.3742145012069269,0,0.063023204332122051,0,1
7,0.77971494843987099,0.05436770080593787,2.2908240188065245,3.0150750831529525,9.4427011830456937,11.78886692713896,13.919546174962477,0.1603615908807231,17.870704180961805,19.811771274312385,0,0.6242172946643022,24.935980744470118,26.471908433381383,29.73573501586699,31.971781133703679,34,35.940893556268044,1.4431825172081008,38.516471248539595,0.11337273617515886,1.3202116062432334,46,0.29234423405877258,1.9143624381966622,1.689999962371159,0,0.062026785197927335,0,1
8,0.93324933275823529,0,2.182676954741162,3.6268392207818199,10,12,14,0,18,19.780748059251149,0.1026102384432977,0.76084231070563224,26,28,29.648643050006704,32,34,36,0,40,0,0,46,0,1.8062694157261039,1.9943278934817619,0,0.056541764793153121,0,1
9,0.7532329636115509,0.57754385655537765,2.6375203370409244,2.8206585823042443,8.3651104778238459,9.5575095607599483,12.973551627533295,0.60295840679816393,17.697803559729365,16.540420716636262,1.8775313793321748,5.4022255961093704,25.604680875973472,26.944541326897561,27.273608237077834,30.530158178311499,34,34.207428040313602,4.5232261497548425,40,1.1259492814333543,14.630658018949985,46,3.7028524918885766,2.155798531836302,1.3623347364681972,0,0.056042747039044563,0,1
10,0.83210414802058941,0.036607578852461811,2.9469292441195463,2.8620128378837091,9.4280076691036498,11.734551519488493,13.918811800847308,0.1932088625616073,17.936404596834834,19.555401988612228,0.15367456237769006,1.0270055543785539,25.36232902524392,27.297803932150721,29.57480832539002,31.955660300103293,34,35.910381620140321,0.86806173118139673,39.343907676236405,0.11757829048226795,1.013823788321373,46,0.52898234879953632,1.8500486421530511,1.946073867347756,0,0.049450203197532731,0,1
11,0.68439880059643532,0.067483275976016194,2.7050432776743265,2.645723709211202,9.2773483155294354,11.642310535035174,13.845753169390855,0.21238837482755366,17.828039398314154,19.713882852940685,0.011750361278273974,0.97825866756536961,24.561103572404718,25.987264719955903,29.24692246358784,31.942915010950763,34,35.89333858082604,1.9438792386085784,37.993256858438372,0.25279045392578686,1.7741482170653111,46,0.66898460430844953,1.9079381884448123,1.7987774135766905,0,0.049436558841182907,0,1
12,0.87523889658217613,0.23214394962760787,2.2138487298775313,2.9824980275865434,8.8132274566988524,11.643733947998625,13.591639399846853,0.51693572917917474,17.552110891900437,19.62510207068318,0.3588621442486134,0.91226194034435015,24.263018203146665,25.845749339207909,29.557683493645065,31.668151199237897,33.647909488134928,35.669814261125268,4.1046789983348875,37.441294194183925,0.46873607827581876,5.5693704889407902,45.675570660424398,0.82827574240486435,1.9873402614983928,1.6301336159522706,0,0.048514309016209199,0,1
