parameter,value
function,WFG2
dimension,24
population_size,120
max_generation,2000
parent_size,25
child_size,95
seed,1
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_100
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,1.1732549450785754,1.7434013249863995,3.5772932976851415,6.320121221961708,3.2226630663103615,4.3007623455574207,6.2357120250166425,5.7353983680415377,9.0396818573108426,9.3966119396535088,7.1048307934189285,11.959775703875492,9.9077643218953817,10.28461719657134,14.648629279796335,17.296339657764509,13.387735115194332,11.938383306967218,13.553825771631983,16.15386729379528,18.697074029672201,20.338747830883868,21.237324633540887,25.866798544828445,0.9639745154658903,1.7281121927616097,0,0.0038861349395841655,0,1
1,1.2029870740295934,1.3620158146183303,3.4197909179513752,6.6071450074634459,4.6120176587052963,4.9891111335008036,5.2120501903621381,6.5219627799162536,8.3134104257375334,8.2365649795291187,7.4240286735770651,9.8561921871130718,8.5687737477298196,9.6233460603008929,14.32868919173268,14.581768488233378,11.546674124472998,12.085876877764184,15.047709068897619,17.947463086054182,19.793044599158115,21.771570180079472,23.298457117805135,23.620099545233199,0.89714697619574957,1.9104840880695251,0,0.11227795704359766,0,1
2,0.015976247346943306,1.2321586086120315,0.27540156878441413,2.1578142666645141,3.5652451428821772,4.3533349511748245,6.0519540569086203,6.7608568720240765,6.1967711086640591,8.3332265291465575,8.0841137499263294,9.9283661307222637,9.6943429648249175,9.5315525016061926,9.2730055027094256,9.5885612054970206,12.924555566009017,18.475629021624588,17.881944870765977,15.874471509689787,20.083301673225421,22.745286681139,20.765285193207173,18.617004139585198,0.17597402263868009,3.721219037966772,0,inf,0,1
3,1.1970806543757437,1.422343115018798,3.8320691856232054,6.4705869828306772,4.2901304155413484,4.9500102380477617,6.1792749683577322,6.5284205066314449,9.3618909557106722,9.7743297280610584,7.1305419792556872,11.264074162020648,10.444884050912293,9.3402542725185977,15.838898094091148,16.943486055211384,14.008507991036575,12.700164287335685,13.40458367335938,17.081711072584973,17.228431107875565,17.550137290522279,26.315752229309552,22.273105810269531,0.96151263042505852,1.7345191117762329,0,0.0046117147390050987,0,1
4,1.0958129174962488,2.0635416631969861,2.7725927944254831,6.2102764201804446,4.1316200294901506,5.2930538107115463,6.0496755800927717,6.2855213005822845,7.8791912470547008,9.536342381155146,8.6374502818218346,10.741681450532669,8.2721202026170335,9.0334556875867662,12.511103182975964,12.975078491854017,15.805116676687829,15.086325385585642,15.161693936755363,18.132882211776117,20.097348232184494,20.374632494370925,19.6829870800739,20.183110987170817,0.87601409128291452,2.1340443399474092,0,0.026822432125014652,0,1
5,1.7146288911481524,2.3323744128245512,4.3917783397609087,8,4.0089810428790775,4.3475501349245977,5.8390138785170471,5.988469831264954,10.224010780571238,9.5645593979722712,7.4543783666846215,12.031415065317374,8.1856372139935178,10.380733519947116,16.534682643384468,19.324349947926265,14.223234681914406,10.404084912878611,12.098809643813619,16.551921653730009,17.532504559143451,16.423642304170105,22.038895488223055,29.642432698677752,1.5289961719796477,1.0324584432150314,0,0.10155222811039943,0,1
6,1.0829638092542448,1.8689833223353534,2.9477031826834512,6.0845415849565816,4.8708232107938025,5.6291672972354307,5.7438330113317058,7.2031802564965686,7.5232541709694383,9.361160538613623,8.0049325889531868,11.396842534557271,8.599097927306417,9.2693990784548834,10.994705366245652,13.339798265573537,13.084244857849875,13.225682307396312,15.298119422123975,16.772505895401288,19.559526802798764,19.465892785389965,22.379697900337469,19.746022182433919,0.85462327835367602,2.4689688467172806,0,0.17759245440792781,0,1
7,2,3.9798987574179461,6,8,5.9431820845021264,6.353672566425721,6.0447583468306627,5.02270753212313,12.373692545391352,8.8595706522226152,10.996166937274879,13.808667722454038,4.9178027709236503,15.866853002252768,17.627866037487809,28.04143315415687,14.705449311341081,6.7491895277781246,9.559238691026934,19.032949246301005,16.348986895351807,17.713219782423806,11.717928780716338,41.084801214686642,2.3500576042691486,0.36058540114999682,0,inf,0,1
8,2,4,5.8315652089989616,8,4.7473038941334016,5.6495241515114518,6.2749718592123331,4.8986638788124992,11.700832194847745,8.4704006220974914,10.42780892401807,13.682819586604298,5.3637010598011585,16.997301282181851,15.742286074067181,29.025276273292242,13.26842633373349,6.5170704239332746,9.6221779212562559,16.605616142750584,16.07120213677366,19.009775433003458,11.618817382733603,42.579759530752334,2.3312145866833101,0.42940998540787767,0,0.04301354338712253,0,1
9,1.5526376661263699,2.8019179321029237,4.1829827803470705,7.6376561672275143,4.6780300588942518,5.400883717071987,6.7620727210045564,5.7642365144400269,10.680254346150358,10.471969665332344,8.8116642627790664,11.062801482047002,10.212799248046286,13.179309510457683,17.048039102962761,21.489873349392713,15.205461808522147,13.459631050879207,12.801374935321959,17.79050082287938,16.788406867386623,18.123576713183041,19.886063293683709,28.734167563255578,1.5275896142756249,1.3091225682829535,0,0.112474882091986,0,1
