parameter,value
function,WFG3
dimension,24
population_size,120
max_generation,2000
parent_size,25
child_size,95
seed,1
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_300
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,0,0,0.0061241696554943745,0,4.8930300615921443,6.2483004539372198,6.5894665867164495,7.0497069957534517,3.6293965950133118,12.433069151388395,4.7374916963156597,6.2912672177811686,10.908297677053827,11.836821293007263,6.5217608735853974,21.406379474413569,15.779229479134699,18.318209575372205,21.269806158496994,20.888771569341571,0,31.847413308126328,23.632509826123645,17.152224396176422,0.28384311594337136,4.2823120735294982,0,inf,0,1
1,2,4,5.8480181784942067,8,3.9599155677316928,4.5013004412703745,5.0528209989392847,5.588733023087042,13.132894947598087,5.7637886188988938,14.010533621430769,12.354146369379972,7.4877454284694318,6.8924974325546646,13.085990181975388,5.6654305615117746,10.194748466940547,11.092074313322804,11.908614731101116,16.724518626147802,42,6.1806055705306857,13.080609787269076,23.678109817164867,2.2648586764347778,0.30285413181122589,0,inf,0,1
2,1.4233992758622749,2.9412385581458085,3.1243195779334343,5.7372430235205973,4.0407434425728272,3.8554660440747277,5.6688745115910768,5.2957325359018874,8.1735640859071097,8.2471512355248588,9.5647111851075177,6.7522968377881956,9.2145973656832183,10.104121679250426,9.8377762708319683,10.577679545498924,13.187645363767878,13.548743835560506,16.68752317222744,17.389512067074094,24.770576464430235,23.039806425333765,17.253366805559128,19.171904751445364,1.4367941216140891,1.409467244019234,0,0.049588574828152002,0,1
3,2,3.1482085096177661,3.0869159042501324,8,3.8800489471238824,3.542832914144006,5.625910988435229,5.5683177913376891,7.809356288727594,8.3775697586607372,10.120397443640849,6.8884684838005494,9.7698391085429623,10.487347905982347,9.7852262995899366,10.327569710642964,13.093105277394306,13.678747981935199,14.918742848803317,16.236782688116659,26.502016632350287,26.986478356387593,16.072336252127219,19.115870485273824,1.7495738259982017,0.79726665882900616,0,0.047995096781475552,0,1
4,0,1.8312800510249012,2.6314493099495562,0,4.6721136355042541,5.5368236675863098,6.0946013053411683,6.017423098776769,8.0188189669535372,8.8606934777323989,7.8719714801504264,8.5864786817163008,8.341397465019158,9.1032925714616155,9.4107667807305617,14.659088855096574,13.702391943824578,14.32229958286578,19.005260085182144,19.252592375066168,14.639426232321631,15.504563820996722,20.791250969685233,20.857260059687466,0.53588106545720193,3.1912887188354748,0,0.04689852655457058,0,1
5,1.3397806688002667,2.7129390553535067,2.9263797424317355,5.5881797533210831,4.0657525617387291,4.0131983916855241,5.8125367111039994,5.5567233722908513,7.5399922450572632,8.207410471192075,9.5241723850580637,7.1697354473264516,9.3046020628637915,10.180517313047998,9.8908785687587812,10.497021267425014,13.605949820099672,13.671574288447239,16.423861373903577,16.778823214249744,22.739126960717577,24.282536111168266,17.531691954276663,19.477010587323946,1.351610102726934,1.5500438160135321,0,0.044223216987941474,0,1
6,1.6709980052534341,2.9289530240025901,3.1629739942968751,6.8209478015149205,4.0425612676454179,3.8940232219170796,5.7622316179769477,5.5568901776741857,8.0515557499709587,8.0698718990663831,9.8505680061840604,7.3164599735060412,9.6375193406418802,10.034336743115556,10.249376821943537,10.24135831697636,13.59889028470235,13.422094721044083,14.963794999175212,16.734817407147428,24.678264878231147,23.438862751427838,17.067767144875525,19.975163976211675,1.5734461897986176,1.152169090499304,0,0.044091728733969576,0,1
7,0,1.801872513481759,2.316698698762079,0,4.7495897323155916,5.6642413906514193,6.1056172393831591,6.0254596320542833,7.4348919292779838,8.6962387484230828,7.5842888580932168,8.3659398783023757,8.6710187390249729,9.0751984972945881,9.2906907357759358,14.636554924168838,14.332116583613104,14.954678959267239,18.98057048947042,18.827879984719083,14.091361916882173,16.888205261488128,20.957824984384601,20.969243444858261,0.51290930124974365,3.2580324340035642,0,0.042614739726872811,0,1
8,2,4,5.4462984996087265,8,4.049859911269138,3.709538937375191,5.210717696857472,5.4054700528330768,11.88798836743435,4.3959315504941063,12.879483041067155,11.015047660294892,6.6557046711455605,7.8304489296362343,12.975313409719687,6.9731427023306072,10.422273708752563,10.313270915068216,14.630760391217789,13.454241320998085,42,10.234202772678245,12.638306920264819,24.887618720938956,2.2103851171624154,0.34881049226023397,0,0.042207137168868633,0,1
9,1.2540773325812111,2.5458682119237248,2.7985264360162878,5.0370643123236434,4.2799488142824282,4.2566900562013981,5.8246323836281908,5.7918856129269916,7.6582977627426061,8.6868453676392541,9.2483970394565329,7.3540683839758305,9.2700098818946284,10.046432378225671,9.5484153898258874,12.550000701576026,13.010128166127371,14.061860556271046,16.762686918492918,17.095892803453388,21.279570401779456,23.315178386436411,18.064030486515666,19.818999340567256,1.2687000348148134,1.7293602883427532,0,0.040830970619192705,0,1
10,0.53168601536853088,2.0721929554148906,2.6369131047509811,2.1647323926649755,4.5527205318236073,5.1910387178653101,5.9718198300664334,6.0449266535610091,7.7093514800878049,8.5361884997378805,8.474508800373016,8.3170345087014645,8.8869708170874375,9.3739596184279677,9.6861708099033255,13.527956327705267,13.816499653930217,14.573459918247092,18.086456591276466,18.301140000053717,17.990299075741216,19.05345314373028,19.580379327918191,20.84789621652709,0.8322417801794173,2.5912893105600072,0,0.040299366663818607,0,1
11,1.4597358167920864,2.6781437493829041,3.0100289643715006,5.891407498621021,4.0440808255900604,3.9203567437434019,5.7276188475657195,5.6636461715492308,7.9194145444290474,8.47702223855676,9.6657441922177654,7.2166701118940528,9.536294553257104,10.417900262734078,9.989415804890827,11.091750849872971,13.266049850346436,13.62073744919738,16.07745848477089,16.979225791204392,22.648347833130273,25.309188389831355,16.838895753839427,19.271696398577085,1.40490492643161,1.4486530107346394,0,0.040270078979137827,0,1
12,0.023523045481802556,0.99868056546076933,1.7946576749862015,0.027636824312799207,4.9498011913801507,6.3105471947888692,6.5051938530778601,6.9477568731625601,6.0153298720011206,8.8877040078606111,7.3336763107412004,9.4584764648835762,9.2956885862570999,10.060866452136544,9.317722433448786,17.292241640347239,14.66243281184118,15.459560241583809,18.64415323994297,17.035233206090652,11.366726653877938,20.817965292054669,20.540099124556857,22.623124295579938,0.41598450830735079,3.56999068884301,0,0.040199272229556986,0,1
13,1.6893969308967467,2.7116957611983872,3.0709902002740077,6.9197801015888736,3.8815185755808628,4.0551205272446227,5.56217830698405,5.4406334262420701,8.2168995152078068,9.1776261230249752,10.000002256946555,7.5287723042100021,9.3579078077896867,10.194939001102481,9.1006873092871761,10.892951016555427,12.454432905429533,13.869395076836755,16.028418281881404,17.324938318897267,23.027420494614674,25.032116081392157,16.833362449463369,17.409116136162616,1.5377592658199994,1.1886193380816286,0,0.040108810179790191,0,1
