parameter,value
function,WFG9
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,2
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_1100
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,0.63304665877030519,1.2826058683223081,3.8948606556799117,8,4.1265186196331749,5.1394532556885064,5.8895816825668703,6.6296852452218893,7.7698244543187691,8.6304004519736388,8.5775208621065033,10.479038197417184,11.802199480136878,11.024179604925397,14.033897261686313,14.762123177484014,15.597895743627475,15.161423982066085,8.9807551635056555,18.157760427000042,19.946573648459804,19.040410372900372,20.659740363723735,22.567222234724067,2.015425685150575,0.52386256415983168,0,inf,0,1
1,0,0,6,1.1660452634147953,2.5816226275615244,2.8151886087681426,5.1531875578235988,7.4686240520295026,9.2200859236651578,1.3220676896100882,11.707049677413998,12.117458420303004,16.18307779483915,12.092876549677541,29.999999999999865,16.093257738323857,17.507487399143603,36,26.249297274144237,40,42,44,46,47.999999999999119,0.15805999760919839,4.0932647209081683,0,inf,0,1
2,0.70464519111102575,1.257123638811148,3.6538665364783269,5.8662647483388568,4.1176953021339022,5.3926512924031105,5.8323063069485537,6.6906742282716909,7.7574912029582457,8.7338947946020866,8.6737512588350736,10.66216979171921,11.627237916945472,11.158649766472124,14.212033790196614,14.99170116638764,15.940567224457176,15.646805230820714,9.6492173332933699,18.132481665422677,19.412475110235796,19.212916049052435,20.564566633622434,22.493832988563931,1.8895053996123812,1.4785385425503983,0,0.07375359246483687,0,1
3,0.68993028706923643,1.2652661881827301,3.7026408993304596,5.6497582802716746,4.1519712381953724,5.3278904737851231,5.8156890772787966,6.6928262749330925,7.7802155631105148,8.6565471299234407,8.7275974690963949,10.500109605193103,11.767238652052962,11.097649977100797,14.160958014567703,14.919607448205708,15.814176510859339,15.489284600545288,9.6967662253350824,18.156950454573543,19.521414884317601,19.213409390591398,20.548301725277248,22.53864633446873,1.8199987039483811,1.7749370067287598,0,0.062389889290350109,0,1
4,0.71289853349472265,1.2629771167871819,3.723993299900255,5.4469225860697499,4.1681081091148906,5.3733992727505671,5.868259198874421,6.7371614719970783,7.8600826034899338,8.6363698626854575,8.761701031896477,10.680622328198606,11.699642984850326,11.1747004838645,14.161185718865118,14.953119317336961,15.861454984623903,15.662529813643369,9.7047205397238745,18.184453563054923,19.582198666410314,19.197158204797137,20.637084483309508,22.564228306517926,1.7905102808512825,1.8916111258552135,0,0.059576702493609364,0,1
5,0.69969282136411382,1.2624268009622794,3.7409836866756612,6.5268591187615037,4.1489804376284019,5.3609123264319871,5.8980025462679633,6.7169538284218273,7.8205207711616351,8.7061229639862425,8.6748943466139536,10.666953504957354,11.672529916332694,11.177960263502145,14.114400950978064,15.00090904051684,15.83999699844377,15.616529528435645,9.4851789604315737,18.186380427197737,19.587894209582036,19.14377847757688,20.642553360253327,22.510557023858279,1.9101796414811416,1.3648211583176995,0,0.056018847400803887,0,1
6,0.73434205376528938,1.2479005831012793,3.7205625535934046,5.5395334258319382,4.142596706745854,5.3676047102725422,5.8536534114096597,6.7309172435137787,7.8145316765874453,8.6671147118670149,8.7020337226799533,10.749851326215449,11.51385414264138,11.145297682810321,14.008085437979169,14.896241185715587,15.740638203370677,15.685502510996653,9.6975717307004921,18.069295217698059,19.310492744180461,18.978837903428342,20.239066871989092,22.321337434012037,1.7015238734453166,2.2138378317177554,0,0.054075504044791334,0,1
7,0.7632989334956114,1.2454993755352863,3.6548821576434869,4.9727069032776372,4.1536217467241858,5.44451594188663,5.8020770307752585,6.7759177693198627,7.856753369916003,8.6404036566477362,8.748903394428142,10.857111403018806,11.461081964316104,11.217360727387213,14.191959528088494,14.956961215388846,15.915354413914001,15.940319335077518,9.9889653132722191,18.113139437730467,19.240592731860982,19.109962849915473,20.387765801236327,22.390357626810232,1.6300860748822641,2.4213078737037477,0,0.051416950695966177,0,1
8,0.91706927171268038,1.715905060395797,3.0284511906425489,4.408248299136269,4.0353285351422059,5.4926860740991685,6.0771579985818169,7.8006282882592393,7.7633512672186695,8.6678729653083533,9.7531169663804587,10.518323755680662,12.625618483567441,12.077506480268111,14.000648790383831,15.447568065793298,15.79542504695017,16.173298493879731,14.064940235997099,18.461394959379316,18.899650274562283,19.882892660089215,19.880504086735563,22.258120203123397,1.2717681787881299,3.1879174582915364,0,0.050999762317886888,0,1
9,0.94483678699107465,1.6586400600638205,2.836075996261596,4.1995636022504046,4.0059534092549676,5.4884465049304172,6.1089275924538358,7.7972419269011235,7.7897740913720996,8.6004427477776453,10.129109961453647,10.421963236887663,12.588566141114089,12.126524022725958,13.954705499314958,15.251248456456937,15.534950642707049,16.298070433315868,14.940263443213018,18.384000666104317,18.692783080527288,20.006467538703262,19.429816706229971,22.322764734170999,1.2210529951920777,3.2443859687585004,0,0.050296088184707113,0,1
