parameter,value
function,WFG9
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,2
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_5900
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,2,0,6,8,2.0873817524858196,5.0511068258647596,4.4614162220413842,7.4713774293214739,7.6030656361238522,4.8246157902324471,8.2639076375394254,8.349316382469171,8.4458505899343166,9.4937041745577577,12.119751587169407,6.8308298494576407,13.177626210108068,15.199495536763759,9.7473394976245338,18.065058519197823,18.817048840587201,22.853051104217617,20.74747910300454,20.997698780138457,0.121285256400534,4.0564899797070941,0,inf,0,1
1,0.63596078509400156,1.3103466596726174,6,8,3.6489986430314891,4.3671573689507337,5.2643980332679154,6.3399473854230592,7.3662548824231209,6.8356146179599415,8.819010781946643,10.848884651158933,11.672443907407279,10.414313987932589,13.839205906203858,15.452256208314177,15.080594703125307,13.248966229465607,9.2139055182911598,20.317283400028554,18.525576545814467,18.455525351587539,21.87818584735426,22.154522501396738,2.0493625576559951,0.25197060010978795,0,inf,0,1
2,1.9866271952611136,0,6,0,2.4219768624685853,5.200283728109655,3.1891726168472605,6.105374388581124,6.4519792710026325,3.4545667311551496,8.6565800160157256,7.753219196397632,10.060111910964372,4.661680409531523,11.625077930452646,5.9050104630270326,11.862497199216545,14.459026821278906,8.2467632248072373,16.667156762545225,15.769911520794269,18.71064698283514,19.706144642781624,20.989120712794218,0.12887784244734124,4.0484833562052112,0,0.058041327202889077,0,1
3,1.9250225612968508,0,6,8,2.4361520422147653,5.6692512157550858,4.7590582631990914,7.2647955163757905,7.3535795169187388,6.1643960987456143,9.7462353410287577,9.3709872403794918,9.3459287037304488,9.9947021918046861,11.014653487904814,10.642647063670081,12.815631672563928,16.233159771931657,9.3789546645028299,18.479641269061855,18.945461044056561,21.497660560411529,20.868734756898327,22.484173958973557,0.22895923340482555,4.0481349971376881,0,0.057324901603836138,0,1
4,1.8577267890823068,0,6,8,1.9570658908848044,4.7449217436189004,4.5509883318314373,6.9310389806986796,3.5902008983885141,4.513935578043025,8.246500322029501,10.074483910336541,8.9031254774130364,7.6960669468910838,12.673998657893096,12.098473316119785,13.249994585078285,13.825872958265972,9.7778532533992966,18.806515847602252,18.922880147266604,20.772452839270588,19.850075730745644,20.301256430606376,0.29763790480572244,4.0176892840502525,0,0.05197224329325259,0,1
5,1.9754101520272864,0,5.5206968230687332,0,2.0222997291087079,5.3601239877825737,5.3572367095297908,6.1935068366248629,7.1668160554201412,4.9276070517980806,9.8616795491802094,10.078854613467161,9.1019438855989367,8.0938236602083489,12.131827555589341,11.850320806253409,14.090792362509569,13.150136490166176,10.550867179409414,19.814445537846026,20.700629051964874,22.712079649027768,21.363634985499086,21.804746958458818,0.32374525852399527,4.0171764003793626,0,0.047235498158080348,0,1
6,2,0,6,7.0658893086379999,1.4756502753389658,4.7665512965885188,3.0167256461056491,6.132679739018557,4.0046413131789969,2.9454493067542664,8.7175583849915306,7.4787311956564402,9.6193031184218931,5.5151594027969644,10.867969235768904,9.6148137430730802,9.0767613997952292,15.858746294819349,9.5029066948746923,19.725183962170949,20.082837937215253,20.930798726232823,20.849079879937324,23.658310941606423,0.38215683436557057,4.0047553005418814,0,0.046108413471704364,0,1
7,0.63441801289715261,1.3612598025246567,5.0480973013169601,2.9223528571799946,4.1328554735797818,4.9909440943669523,5.7743540128134745,7.0127623990920789,7.8820518020900323,8.5528842376428873,9.5520495686576883,10.014687650887591,12.027762372419073,11.723622926096846,12.81192363913056,13.890965416674057,15.548667682255351,15.588229586811536,9.5320573060086158,18.159643214506623,18.799971507390538,19.377874188590905,20.832750316137691,22.838854624932186,1.883757262698698,1.5126519491435306,0,0.045905465099413942,0,1
8,0.75766702457910051,1.0597594365819882,4.6693361569241896,8,3.2997344111029108,4.9646844150629885,6.1839221579810575,6.7857376308534576,7.4632182241670177,8.3127060549141571,9.2965776856022035,10.505220284215266,11.26305136736795,11.648520301740868,13.546971601272681,14.256997036213621,15.14239758261197,15.272166603662173,9.775871546731894,19.035660105215371,19.161159137114982,19.308769756327674,22.139989282754939,22.70305625269852,1.9550847104909492,1.0788246784980999,0,0.045574820764580817,0,1
9,0.86977135314708154,0.60617664820545658,4.7537432418326029,6.070846824133044,3.8613288015690874,5.165713368865589,5.9376438915078964,6.7140738777740259,7.612891917925813,7.4694595755229596,9.4706083450360694,9.6082890462690376,11.051892342531179,11.126954481772382,13.18049466562541,13.418603178268491,14.795182269401845,15.597491302563938,9.7789916912256309,18.347593747839007,19.093003044545878,19.836065113026969,21.574335654035554,22.979143489178426,1.5213190900793454,2.7008244925140019,0,0.044689627996038837,0,1
