parameter,value
function,WFG9
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,2
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_7900
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,2,0,6,8,2.1959582534642004,4.2932626477654763,5.7152367754480471,6.1995877774357799,6.5356780618238473,5.9576669456541458,9.192634555880197,9.2208938386934065,10.853753168229424,9.9365060000313079,12.283509751860722,14.99730187907403,13.30780289783881,16.975906950032638,12.549311420660995,18.62793307028311,22.195763443834043,23.207345276289786,23.312347633306356,21.647702262294448,0.11749143418921854,4.0526961574957783,0,inf,0,1
1,0.67622897437372409,1.3556934331703809,6,8,4.3312070976568142,4.642450072417792,6.3215635805654129,7.2223683547868927,7.7277027924331039,7.45449727261476,9.2563671567094961,9.9722887581317678,10.602398223780845,12.390504899527119,13.24783417717471,11.949980736798052,16.320705222432203,16.55982467898118,9.9486760122305267,18.583075536276919,19.960707068806748,21.279185498650619,21.276741412960941,23.036538975599672,2.0366410084969742,0.25173777168814832,0,inf,0,1
2,1.8869118571518824,0,6,8,2.0479262100879621,4.4300375393712121,4.4159589588277539,6.2105739288115389,5.3739942995882295,5.5023299599857776,8.0850406408743307,9.2493840733067429,6.7995124378351095,6.1667156695367744,12.10962158634873,13.253712326078624,14.327987451304878,13.19082349205142,8.2276379461676932,18.465019478315089,19.026490074147791,20.883913507210739,20.501466950424614,20.320102426582451,0.25855774179097263,4.0275264139753588,0,0.091091955914432268,0,1
3,1.9830167102077898,0.0004460807759825991,6,8,2.5037805426857194,5.3968103448149387,5.1734733544982285,7.1290150921769166,8.2278480271239758,4.9039529230456544,9.7065729801680245,10.670702306363065,11.157700797562535,9.6210053351824811,11.806442995006202,13.054570300135937,13.230141326473223,16.111416757872927,10.257020997101868,19.209646482199322,20.148258534252669,21.192857035343785,24.219351383956198,23.379237256049425,0.13662194197955901,4.0450269687537155,0,0.080126539217970041,0,1
4,1.8336490863420405,0,5.3701472877452376,7.6249474732281062,1.9895406149246222,4.6657028953308268,5.6278225761913925,6.703788380095447,6.2380024864519426,4.035486567801577,8.3457517562103547,8.2253285097693336,9.906473763979621,7.4129135710262322,10.997873472632151,12.156600762012959,12.225421352652443,12.354323111145721,11.24658797713313,18.366736786964509,17.294791628026605,20.329048906816706,21.219493010680676,21.280457300957192,0.44774961565489274,3.9570826834097188,0,0.064076810755947053,0,1
5,1.8202692395019833,0,5.87443167131475,7.9970298501629635,2.285984117879388,4.7872924592796,5.5303193852473491,6.8886517115988655,7.490867426881108,6.1538540797697809,9.2206383174515896,9.6840681733464375,10.729507751855857,9.4311420299617321,11.941598065857415,13.374047020589124,12.544104472317782,15.619836958908659,10.992634921948419,17.826402529563779,20.546190275225591,20.832226269381831,22.105105933502664,22.297090840718862,0.38342052884616679,3.9858898309669644,0,0.05035633377294052,0,1
6,0.8965358340859686,0.47632953088513941,4.28686910475425,4.5946336405905992,3.4755033619185163,4.9494528307730841,5.9182586342270991,6.5909728223894808,7.2952213269373889,7.936533054648458,8.5124566012560354,9.6988135136096467,11.610595875613621,10.828962486015982,12.908495726007038,13.612358268454518,14.002721378039038,14.697963946780359,9.4144845402755646,17.231817180798043,18.997181888987974,18.89566450494349,20.139458892480793,21.954409194635815,1.3499717688028865,3.0416455894363543,0,0.048230492171808637,0,1
7,1.8577267890823068,0,6,8,1.9570658908848044,4.7449217436189004,4.5509883318314373,6.9310389806986796,3.5902008983885141,4.513935578043025,8.246500322029501,10.074483910336541,8.9031254774130364,7.6960669468910838,12.673998657893096,12.098473316119785,13.249994585078285,13.825872958265972,9.7778532533992966,18.806515847602252,18.922880147266604,20.772452839270588,19.850075730745644,20.301256430606376,0.29763790480572244,4.0176892840502525,0,0.044892063266407919,0,1
8,1.8633220181251886,0.032141243977771822,6,8,2.0284165998185593,5.0080442663856077,5.8799586065062872,7.0950870955360905,6.5974377452585928,4.2913290472617343,8.624389545177058,9.8647710146641057,10.212135138861582,9.1797084036855487,11.153972261570612,9.2700035636694729,12.640970808419446,15.321152902708373,9.6447489532129911,19.686327853534785,21.189768517510913,21.908269408303056,22.365117668318266,23.314326287833243,0.33526074089027114,4.0088071428059164,0,0.043806577960460641,0,1
9,1.5313426627377795,0.081685972973561047,5.6353237665328582,6.9905079308059772,2.1230718269275282,5.4117022733768252,5.3297893367479379,6.6682433423466208,7.662510556553654,7.9416410176892258,8.9397170351981767,9.9273823248202433,11.116176478448736,9.800260888151433,11.747552935316669,13.53980566851002,13.105814951162893,14.611546151244776,9.9755117840548344,18.97141333385748,20.088829178702859,20.503170033339305,20.282473330541535,22.425817862182448,0.74339752326846942,3.7764742883277558,0,0.043612977825160486,0,1
