parameter,value
function,WFG2
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,2
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_3200
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,2,4,6,8,3.5340292878293003,4.1969136762698405,5.3307954578356274,5.3332766024477998,6.3219972835042277,7.0349032817597852,7.5786865573084494,8.6714467231770325,10.453188119608807,11.25811778472225,13.963367867344994,14.933370046967049,13.605961478965028,14.416596056498852,12.685185327813841,13.287026056986138,20.860968075997022,20.667259362964135,13.590951457641902,22.134633611290148,2.0595499098383541,0.059549909838354356,0,inf,0,1
1,0,0,0,0.86168341113875924,3.5430020379061964,4.2664811705459007,5.6477854951372191,5.2282517962969441,6.6251841693896365,7.3477958330415936,7.7220462933623208,8.4655134847403755,9.6295322977643689,10.359347968357623,14.452191700615835,15.25967537723789,13.766899189893513,14.670139999795335,12.683022576915175,13.398919391176531,19.472511560350579,19.149030400786351,12.969179060115644,22.76263985096805,0.061978726558360661,3.9706278020960535,0,inf,0,1
2,1.9435724304669668,3.8399739762150049,4.2906949969267387,4.4980027773695852,3.5286959740879404,4.2429674426059805,5.3547516478335835,5.3381146649443743,6.3223704171447626,7.0114052526934847,7.6237089687062651,8.6869962210886271,10.381112741729092,11.18520316492538,14.138698001499332,15.04344177160004,13.668310651855434,14.475604807941549,12.689225091484964,13.335005422499883,20.659169791487368,20.530708675531116,13.585300554803688,22.197437763635421,1.4484090532561529,0.85459943211380529,0,0.30742985831017428,0,1
3,1.9791250589673934,3.7364561428699141,5.9810924998929522,7.7546114987791013,3.5018701788550017,4.2115098504909607,5.4344398325619716,5.2784428540120061,6.2819369379986751,6.9998231795860129,7.6562887460542717,8.6459740971265617,9.8056133508009466,10.526804672906481,14.091884209509818,15.189614535706919,13.613852596359282,14.540953083350933,12.727294922486685,13.467665726712939,20.219637660643073,20.056817809970148,13.176734535237662,23.223854906715811,1.9732481632450536,0.85340005586601475,0,0.27031373740038445,0,1
4,1.9429098605721269,3.0147338869562161,1.9293696291341174,2.9370562451123154,3.4870871608474041,4.2282306848273485,5.3706136011842238,5.2980779837155136,6.3113470785072083,7.0961264250809961,7.5155700288625464,8.7584362645760407,10.134958989510549,10.982773599449992,14.145183022250523,15.0671363842504,13.755780495118383,14.567755200509184,12.713754965202185,13.375261631611529,20.375221709389013,20.293479650842205,13.258594138349368,22.557010650964646,0.89269872425525687,1.6527459609880764,0,0.24125898508370869,0,1
5,1.8885698248617901,3.6856277572234317,4.0060673612217848,4.34434394619249,3.4981044024832779,4.1927084372128709,5.3714475069731051,5.3503318782745852,6.3010561865804195,7.0499782863577281,7.589193493163557,8.7589708246129181,10.170739708957306,10.95749051735435,13.956507974333405,14.861738972897639,13.654145133737448,14.471937749872289,12.722262219574981,13.402433950291028,20.639440309449494,20.539141628175248,13.406868097093088,22.738419909984792,1.350073085825136,1.652731484108183,0,0.23796287135291835,0,1
6,1.5929523324737611,1.1206328933482401,1.1015411807766946,2.8612374372410474,3.4892555233706997,4.1869513329144583,5.4892360964973177,5.2292060546783183,6.3210673743554304,7.0087959813923915,7.5318208187516742,8.6730932348740115,9.8553266245329532,10.632745527963312,14.39993241618571,15.267361395752729,13.754565938771126,14.57522778185275,12.671166596595038,13.395394994137359,19.993100423145975,19.805768483304497,13.030049574371287,22.819312028962226,0.44937912991387852,2.4492026941907561,0,0.18840276244928009,0,1
7,1.8095835707044496,3.0655222378556792,1.5416808444670411,2.6276794214836752,3.487127271749308,4.2438226041031788,5.4410373972561539,5.2928860349304463,6.3198537001979682,7.1320893886138332,7.5621314642366189,8.7278941251716038,10.020471783174154,10.800045611206697,14.339770583132697,15.210997353364792,13.831333155749189,14.668335650562591,12.694497060877421,13.426295318869489,20.075309666894267,20.058941563378308,13.123277797690772,22.649132824102161,0.79513236024863398,2.4465903552501671,0,0.18192060112582525,0,1
8,0.91982414020682424,1.3293927913445658,1.6962627763457363,2.760877226492414,3.518475964368533,4.2115796234457488,5.3952601902114257,5.2913688731117823,6.277998532597179,7.1089588950192253,7.582291609421457,8.6357377426259774,10.165472526833989,10.990823801631898,14.171555967664808,15.273199179269703,13.746740493803166,14.685868947674466,12.770749772752572,13.48968108349508,20.513486465870617,20.516814087546607,13.220962176658478,22.546701448064553,0.36312172401501563,3.2385510631133103,0,0.10872585463726231,0,1
9,0.30258026500093493,0.52191911603675367,1.1772376047735951,2.8915428306429525,3.5170393080885312,4.1790056179563377,5.5547913025301554,5.2266613137395845,6.3318778657486092,7.0141021672216137,7.5956703912170864,8.5974806205199741,9.7434643194663266,10.50251891857091,14.520391996291529,15.387340956483818,13.803887644515978,14.67366473411993,12.800178934280883,13.57060771041475,19.944489386644754,19.779263364674161,12.950280025260977,23.056458075062679,0.16709829946143503,3.2399521419265924,0,0.10328467093346379,0,1
