parameter,value
function,WFG2
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,2
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_4500
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,2,4,6,8,3.6363573793073418,4.3414406262523597,4.9892765514744388,5.6423973496176956,6.2803125566128513,6.9936449505688225,7.5996918499224746,8.4787194276900859,10.555259149993498,8.9996364117714425,12.742381309699025,12.989631118187459,11.945389480643131,12.668266929519852,11.086532758046182,11.677550070929435,18.174244576504268,17.076138994881497,15.27675016895129,21.182047597589595,2.0527247840115606,0.05272478401156093,0,inf,0,1
1,0.11540626796140933,0,0.033985757968503671,0,3.5185261545088271,4.3128115447601951,4.9741374700080234,5.556933599922842,6.1972421924201431,7.2731893498825073,7.6459755698531149,8.4367657569645811,11.086256871434713,8.651577130510157,12.760921068386313,13.53031531111515,11.840186315880873,12.597464731765676,9.6346237245726769,10.18910711581327,16.688380371849849,15.441671112126157,14.8399521972178,19.315874858894716,0.052087829464939971,3.9919447776270194,0,inf,0,1
2,2,4,5.3406134356303605,8,3.5572338897755831,4.4087169254489096,5.0078930961027339,5.5844202071716955,6.4576728802194117,7.0892383858494741,7.6536329880651435,8.4980826301820631,10.461974699743774,9.1279785776223807,12.873319435832581,13.094120117138493,12.099815181293133,12.796500328885926,10.823210769733604,11.23933134981456,17.686603420953652,16.414861763816052,15.218084730167662,20.688476393270079,1.9681740919773882,0.84501279666410078,0,0.27511543299273478,0,1
3,1.5421427478284269,2.6897551208600889,4.6053242016916514,8,3.5594048932522693,4.4531691239517457,4.91750426806228,5.6078542335959023,6.3079057217557697,7.0944410466929932,7.6740516179821459,8.4200044995819106,10.456598880490516,9.0359927475171826,12.932753616531373,13.229092277163184,11.996976341743061,12.859787861590359,10.603859667322901,11.205406250011254,17.539841478718039,16.66411431497886,15.276687748747682,20.544441381567843,1.4428029822033526,0.84756056487829246,0,0.27388904211244086,0,1
4,1.6204633461246576,2.273736510984147,4.759516224349289,7.2406224774470136,3.5148064332692788,4.2815939996463177,5.1804878346967458,5.4193594762877719,6.3705160527015074,6.9610460227313267,7.7511552671062374,8.4615696443800203,10.511129726782597,8.9896256721881862,13.120075216529145,13.617369094206,11.948026813301571,12.63119649615291,10.224312119966887,10.771692776005461,17.643758789197669,16.236635755779098,14.690297720020977,20.433763391183881,1.3440087325056838,1.6399718412447943,0,0.24543361667702049,0,1
5,2,0,2.4848697853961661,8,3.4224286204762642,4.4792953979613852,4.9393336828104548,5.5982247351952843,6.3791769001761089,7.1425059102285191,7.7075394114654161,8.353603749105913,10.216749218051438,9.2240243364339545,12.685336161388703,13.342880010529699,12.099260856080223,13.020998589587583,10.275898807506637,10.907690576862121,17.61648626149255,16.925989989769615,15.091234548226815,20.522464015744575,0.88614647289713466,1.6460073575210501,0,0.24073394955210464,0,1
6,1.6157269286368265,0,2.1783663799747015,3.6170309613512823,3.3914419259898638,4.4349337820465262,4.9252536322967657,5.649817905257855,6.2357944213518204,7.1053205885019075,7.6640737000939723,8.4356630058018496,10.128550127896224,9.2451354911213794,12.576609892931691,13.345461355939218,12.346943607804965,13.182651890958994,10.586613998189241,11.24678957252844,18.024448147150167,17.495943035989281,14.876064957429598,21.307021981995454,0.44501632471182762,2.4425541283575312,0,0.19373079903631096,0,1
7,1.6983261870421125,1.3467071910896353,2.8786602079133692,4.732522226945429,3.4915085175458391,4.3049845687607933,5.2256778799603412,5.4686640853337476,6.3678435879599604,7.1093395553814958,7.6642225154378094,8.4299012306398193,10.183992040346993,9.1720578839885469,13.167514213135782,13.798336855159231,12.26749415196136,13.170082990419404,10.78743136478549,11.512726577534059,18.018905650166214,17.216183136961941,14.379099602568148,21.180614444621639,0.78985259736387725,2.4356941237863277,0,0.18330913605856675,0,1
8,1.3000769719778678,0.70214679606923469,2.2072462441760425,1.8165239006985923,3.465930578758794,4.2974703582985052,5.2205281583496337,5.4280842299205601,6.3212804922235328,7.0072149212315891,7.6435181186681262,8.2863634147042031,10.264238510138375,9.1633908496701864,13.349520596544554,14.088910430068701,12.116516787009436,13.29398101205137,10.586770766381743,11.200958527388037,17.694747072462945,16.840919073066921,14.374166552603345,20.614566125487123,0.35691478683583522,3.2295180208034999,0,0.1097922430074235,0,1
9,0.94982842863270311,0.33665860101215278,0.92727019212395012,0.97694693659450116,3.4849302489708838,4.3220661172500101,4.9280159125292649,5.5693013533273099,6.1890537261200746,7.2335496473776821,7.650497717587128,8.4705625857022113,11.084790021368619,8.7482275200775792,12.744773625402132,13.497536101670214,11.897720285578828,12.597361589845278,9.4706474613842229,10.069369252444492,16.651988857159179,15.513187027355926,14.93858378384069,19.137802080743668,0.15786856529912288,3.2317345119489955,0,0.10323446684930442,0,1
10,1.4437880534469205,0.96356522155007851,3.3734825328280857,6.3925594676701509,3.5714796502176336,4.2825235644818873,4.9887644354857086,5.6566193791685349,6.2016330759730636,6.9876992072188528,7.680075993232454,8.5058508701167597,10.497785742389155,8.9396295848136216,12.682478389515218,12.919130290431806,11.889573260398658,12.749913076343169,10.888902497929294,11.42933664210948,18.240281166365023,17.214007219759104,15.113734085182228,21.381941839815369,0.83125697723112402,1.9308377323762693,0,0.037635579101670077,0,1
11,1.3523849570786812,0.40740301888882208,1.5543961019074644,3.1886116088263381,3.5091195241110378,4.2407999986885399,5.1635090985013168,5.5229154580008339,6.3331285908788111,7.0238928840681014,7.660147880597421,8.3307372059253026,10.462630330239799,9.006388902041218,13.025474024456164,13.350862121740608,12.083974627499144,12.879868645970435,10.572853941097115,11.046410475987575,17.809086018371492,16.523315044174506,14.767290823613173,20.68139241139518,0.3631738936326237,3.1372305580741027,0,0.036271536770043168,0,1
12,1.5578418149448778,0.80696259231879652,3.7640321176904328,5.8308450759315757,3.4789647997695732,4.3524848573502295,4.973418618664688,5.6138098003399213,6.3330527905553229,7.2608759894941395,7.7574266020938305,8.417371793418658,10.224723496987755,9.192395894918894,12.482917375546284,13.138862972538176,12.104486483411034,13.03048006292854,10.600398510963046,11.268531708125948,18.255517563314349,17.598672345463019,14.868630374633069,21.269820493348366,0.83868124919674958,1.85791827111359,0,0.033768513074103022,0,1
