parameter,value
function,WFG2
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,2
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_6800
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,0,0,0.035972353509417451,0,3.6642517854979149,4.1737009493897741,4.92613485388675,5.6546679557401536,7.5250906307750345,7.5812366360537613,7.6580501595998678,8.4725704971155,9.0273108732655025,9.7486162517826731,11.694671819709805,12.405098098573443,15.094751772307241,16.31370488385636,13.165562290128854,13.90139883277557,16.33966196761962,14.939345817393852,17.657253955558652,18.471428854503287,0.037401246507500562,4.0314036338387975,0,inf,0,1
1,2,4,6,8,3.5107719038891769,4.2274470596950904,5.0603279615324448,5.8473714032479425,6.4730255223833479,7.0238436719687387,7.7823122514412546,8.5603123344733092,10.139747842613728,9.2295186738438506,12.158344007937032,13.027454380676273,15.033586826607548,15.947909677548573,11.771262199154073,12.437091132216716,16.145957611844498,14.617467084022071,17.032313075450027,17.711647827982755,2.0376052875985216,0.037605287598521824,0,inf,0,1
2,2,3.9441214107373201,5.7757211314242838,7.5372477466073997,3.4491546448532335,4.2563769127936046,4.8001594359575837,5.8335906732527176,6.6020414550770319,7.5454062473300469,7.6833554261416195,8.3535663263649376,9.4289722578239346,9.6032950584721384,11.847235975501896,12.658731734793083,15.738459279533112,17.098562196068805,11.970921976756427,12.508139207898392,15.868159290024845,14.915657501165294,17.118310225428928,17.249800242048899,1.9538447227513696,0.82139229502704014,0,0.28251622148227812,0,1
3,1.6522558300763754,2.7816692746678586,5.1999274154903254,6.5943592957360062,3.6134933331431074,4.3302398758419187,5.0231049903134863,5.8319782962479838,7.0088287450140925,7.527335352898584,7.6472515882850249,8.317127125689602,9.7844197925981558,9.403585324634447,11.547157384929726,12.285750410285441,14.790702694630248,15.601270056095299,11.980716717566027,12.596979393432491,16.314196304521111,14.680245851662628,17.299636457816963,17.653378573702359,1.4290467417638106,0.83297357186603638,0,0.27685530922481799,0,1
4,1.796150903371879,2.451146766277716,4.7641662148027155,6.1777696949423326,3.6032738229217416,4.6321931901884792,5.0740775867195662,5.7810271374477571,7.8959066860824665,8.6936312474250474,7.7301100082126206,8.3540834866807963,9.1583032220660918,9.7702920866886735,10.8152147994762,11.756118201197706,14.751614150466038,15.665086728958357,11.876423721248777,12.516116966845797,16.057296900350021,14.745169965567312,16.968728695725016,17.574320205206067,1.3310258035563538,1.6256743749282578,0,0.24496033735250655,0,1
5,1.1249065755623275,0.40356343425092123,4.8594686293807614,7.5000071676507112,3.5313295610268525,4.3098578928217037,5.0031346495202946,5.746885037562552,7.0792819249235706,6.596198857924537,7.7164765966649203,8.5346191459743945,9.9413981069286095,9.4086949781243696,12.114206931613214,12.911000527748719,13.92130070065269,14.779036554027764,12.276672764894879,12.953410492866038,16.414553389462462,14.492330971146433,17.881827423359802,18.635781605292681,0.86808235647859244,1.6303501192103567,0,0.24286477953029037,0,1
6,1.0647070833225709,0.2648888028502332,5.2008669740275701,1.2236272210532559,3.5774932613858943,4.2741022614200466,5.1640077486433,5.8697632320071715,7.4361217049186656,8.273885700831876,7.686225356456565,8.5153930437755871,9.064448137246476,9.7258613883957548,11.111100167274468,12.069720538317892,16.434073573585305,17.270477752685654,12.94705566156939,13.701429090185036,16.098458125616126,14.777585469121286,17.135563305478342,17.704243428943382,0.42647069853659109,2.4260359183117313,0,0.20159152910760295,0,1
7,1.2332940704215183,1.8362998385789253,4.154658567417906,3.9276411384811709,3.5729200157260288,4.3019940326582446,5.0280273198329573,5.7535520307247552,7.1306017138673452,7.4251619315138138,7.548675270276048,8.0898479952895386,9.1568109756632978,9.7932095252922995,12.170671114364467,13.0613795194262,15.786460059086014,16.597926467971785,12.791889494493152,13.51753101747207,16.121516389940826,14.927782985988046,17.166949871140112,18.046610008659023,0.77570553134074827,2.4035436185819981,0,0.18834022779590262,0,1
8,0,0,4.9120323252931035,0.18303293162506867,3.6395765097946926,4.2106595110310225,4.9247648190753459,5.6907451587873927,7.4083778123479922,8.1437425497362916,7.7255634392715704,8.4255795959463011,8.9238908411944404,9.7180952292434917,11.18340385668165,12.09332514043783,15.904631933393281,16.84872749190939,12.84071732674332,13.43926508978157,16.292126953691721,14.808811090792231,17.204290942045745,18.064365209047907,0.14490056648036262,3.2173331187024461,0,0.11373038303627765,0,1
9,0.66300201829112282,1.4648307622798058,2.1416441726595425,2.9248834226479814,3.8484244524834743,3.9733201199318109,4.7692729557234985,5.7882217946429435,8.0683458392900054,8.5944697228863003,7.6643297939746686,8.4477684392765635,9.2125674629804521,9.7856105756394935,10.961185836358807,11.597075281585013,15.688218328903107,16.398488038550486,13.43442498900092,14.130007516460488,15.953166773941795,14.631691603714941,17.63851557710943,18.299041744008989,0.34160600989658346,3.2158686904264147,0,0.11068166370778011,0,1
10,0.033448199888930288,0,3.3814681304618195,0.26363229058928367,3.593100175232812,4.2107809648507351,5.0392063398451592,5.7627895815887218,7.678060578975936,8.3186510938573477,7.5912735787373986,8.4573045473569941,9.0069176723433255,9.7215967743120455,11.307262035656445,12.014839054303614,15.451286984053764,16.590586513128482,12.712288587381259,13.515703582678714,15.970344635718474,14.950641779303556,17.061509026204028,18.004857470237933,0.09486913550030103,3.6986575571397027,0,0.035396020818192993,0,1
11,1.3167068188998956,0.69802610505377427,4.036204438954841,0.55905337907829677,3.5094829133509786,4.1955307210899804,5.1042857249084994,6.010791190895822,7.1460527939178062,8.1024480514275528,7.6918331402820135,8.4899535438838658,9.404572520409463,9.4257030804454551,11.434650477750507,12.0243745403313,15.683491191103501,17.23060287449135,12.775681739235425,13.47863386433878,15.889717773555889,15.020459284733255,17.151449594572714,17.877989109235028,0.41000280882336171,2.4784625650383574,0,0.031968505031015546,0,1
12,1.6108662744836004,2.5210510163059396,5.498524422207737,6.2179790272250921,3.657285769146716,4.4462326410933759,4.9626278008918634,5.8749812598583899,6.9637174303369456,7.4671337632844157,7.943740497624896,8.5528770356541202,9.8890743757774722,9.4407450528205565,11.878781982325085,12.593824488193134,14.949445377702824,15.876886749406363,12.506807796671707,13.091907944748623,16.355433617623184,14.781748690726959,17.541530734856686,18.249420009415978,1.3702512789337264,1.1461104719484778,0,0.031482716333035045,0,1
13,0,0,2.711525216540815,0.54239511511866201,3.7662199927743587,4.0797817163882124,4.882131155636027,5.6719608197609253,8.0714356530831814,8.7799048716565373,7.7339094072060499,8.4592504489926412,8.9765618887409317,9.863451446395084,11.131406055667897,11.968289056354871,15.787732748230015,16.686933858411717,12.957534816805619,13.739315136144109,15.738217593795529,14.638872206225098,17.135174010320487,17.869245341644135,0.079672239729336944,3.9315057518294116,0,0.031309364183506654,0,1
