parameter,value
function,WFG2
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,2
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_6300
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,0,0,0,0,3.705549242172093,4.1026632329355648,4.9202928064921494,5.8154166494953339,8.2067314627055055,8.7069451148886241,7.9445348809748726,8.5149168035374139,9.3623245547279623,9.6573182285246837,10.625814920460003,11.327357865219254,14.652980482726949,15.715482906231024,12.587022951049157,13.151846307504439,16.143220651879453,14.675316133731267,17.437893862301834,18.41777094727302,0.040123963637520473,4.0401239636375204,0,inf,0,1
1,2,4,6,8,3.5453074239261881,4.2196591292848371,4.7632338302593924,5.8129962570537828,6.9310331435142611,7.7030585276990218,7.6933717469813372,8.3064180176485163,10.495399799810372,8.9825934569011032,11.226008546328476,12.025275207256424,12.879097635736782,13.6724629840199,9.9293490055125773,10.497009125372209,16.016810398857857,14.686790111293286,16.60040224567334,17.5946633432741,2.0411105043536373,0.041110504353637438,0,inf,0,1
2,1.7366798209269634,1.7100008425434192,5.5796874539448167,7.8723864716545169,3.5013747417049998,4.2321886659882813,5.0114877143616159,5.7059986975348567,6.5681925530904888,6.7749313355620631,7.5948045657593575,8.3013876455746498,10.628910759073916,9.0362735752891314,12.075773186839612,12.820728454987846,12.921856121875244,13.953369025321749,10.784276324063935,11.286525595852199,16.485392813621051,14.548561340662303,16.930526064326656,17.786247767492501,1.4302190423170928,0.83585165905637593,0,0.27474780912638808,0,1
3,1.9397435625449619,3.8070735590313336,6,7.747158312343938,3.6278633156682147,4.2130936785627471,4.8848499508863776,5.6514803278261132,7.0641547145210914,7.5365981356843257,7.8232425271087918,8.4998858719594299,9.9581739111700145,9.374849385945959,11.789828290430716,12.795491958825297,14.089248174550409,15.022522879238908,11.124429089274676,11.933908826502735,16.039793848318261,14.766686355938317,16.882223837146512,17.559284834625384,1.9546958555285563,0.83242401881121297,0,0.27227083670830898,0,1
4,2,1.5430807169067169,2.5057064408947261,4.8532915525453681,3.5114163801591118,4.1585925891051971,4.8827217981509552,5.6843866396654974,8.0077359745385426,8.1590306940570656,7.7326810890756592,8.4530270398683172,9.1826419862188562,9.760270672572382,10.487283619113194,11.244522292592189,13.674220351467104,14.619788662671679,10.81856424405261,11.527288205443561,16.282876182993807,15.007279896667303,17.183141575833815,17.616735769017964,0.87128420243464788,1.6341622702282195,0,0.24340896175312976,0,1
5,2,1.7892908023902838,4.5587185380630943,6.9605747251678913,3.6672810980755184,4.2499768336296624,4.8764518399307999,5.6902167793930349,7.7769375291350258,8.0357943214726184,7.7883404532519842,8.5374326680046764,9.5792394140788826,9.484854398193086,11.040344974808221,11.81085582715885,13.779781216283872,14.459350663091111,11.212316402177974,12.065808148129038,16.0843744489258,14.75476535266335,17.197352467101943,17.913445159902579,1.3320767602698536,1.6259247621383586,0,0.24031098176138332,0,1
6,1.3535351165169314,1.4783756345262788,2.7766959050473314,5.9872169881255681,3.6494464645053317,4.1013675580265652,4.8648113048949524,5.7722582504272202,8.164223575969368,8.2611692503651835,7.5978753807697013,8.3151033867037683,9.4640483314849355,9.6809154905723513,10.662259924897089,11.295588099515388,13.782007312279351,14.656127941783211,11.51308307088186,12.258875077714917,15.959460640392711,14.680746567191029,17.501555807392304,17.592438697373073,0.77712830336642591,2.4195788695467968,0,0.18445187284266779,0,1
7,1.073262267108382,1.0001614818981805,1.4593133074997449,4.7029133682389519,3.6718088231951622,4.0492093583333331,4.903789842837373,5.8266578900440278,7.4368667692103791,7.469255232862932,7.7256631277259933,8.5171512373302569,9.7759446726302208,9.4769737615997176,11.393150035365238,12.032649008996605,14.649022244382357,15.452533437436713,12.73854748090983,13.412610417511903,16.399168398125799,14.668067998015292,17.865224713724164,18.508703592401304,0.43034434718991599,2.4302396264705162,0,0.18297540593108003,0,1
8,1.1248054571819681,0.3504074617193097,0,1.4699605960785498,3.6111577864210171,4.2030334725454592,4.8120106694470239,5.728713265306566,8.1782140854604677,8.5498840729490677,7.6766570077024996,8.345963558945142,9.3804810673367651,9.6596687964546231,10.604059518026485,11.315351416531428,13.573610838238835,14.416289888696721,11.133507926913241,11.745979736342424,15.964170573573519,14.792518166613503,16.962791622270796,17.995513161792882,0.14585150277841852,3.2204165835393215,0,0.12010557963077724,0,1
9,1.1373237321110636,0.094244291942718661,1.4987434938726418,4.6359076328971991,3.5424212131347987,4.209412401359379,4.8426600879179871,5.827493290700013,7.4209585357036483,7.4484626388924253,7.6983584726766328,8.3697688985318432,9.9089161090436058,9.3649055415637861,11.090565899030993,11.571421456428963,13.250907409322481,14.064558964277797,11.081138187196517,11.714198035095581,16.413016495731323,14.833204744778786,17.614959966256535,18.086622277307015,0.34473963627800902,3.2109253757338871,0,0.10598490269833841,0,1
10,0.057004400301382173,0,0,3.9782329631017488,3.6422215013758676,4.1740150650321608,5.0210232411254081,5.8576362748877076,8.0822234301324833,8.1385436610956994,7.5676574871243547,8.4961377246027698,9.1477184306931445,9.8216536102780907,11.214939082973501,11.884753187052578,14.879331972739967,16.157852770675657,13.085411090593919,13.812414585262744,15.878836510982879,14.805893277799033,17.562959338395867,18.255419278366929,0.081381952527423598,3.9207212215944689,0,0.040828844110387952,0,1
11,0.96117333918674064,1.3188994326392278,1.6432598260751092,3.5331677028332322,3.5476350135000754,4.1550307988094861,4.9602281930186169,5.6528846223687408,7.7378397087689033,7.714682874840828,7.7100828215107065,8.3854159768306218,9.1951795491212618,9.7314856476517839,11.15152537374334,11.984078055278573,14.356739923792031,15.224041742728703,11.83998877086192,12.498490454777791,16.35979639540567,14.774050443303272,17.339981214881572,18.123467671872582,0.38600694550306469,2.6375656733968196,0,0.04058320706256649,0,1
