parameter,value
function,WFG2
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,2
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_700
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,1.9999455378450113,4,6,8,3.5308678620990532,4.2205618498543735,6.8562632279190083,8.6671513169068639,9.2503266015493626,8.6401226520997483,8.3952131833938335,10.637404363937097,12.36910540890085,13.418151834754987,19.501458326981435,1.1699909501508032,20.079727679637838,13.919388970285791,14.762179302952227,13.309411527644304,18.311265004626097,17.682291632686969,19.126505978491032,19.739304896752213,2.2009812884770406,0.20102995253387021,0,inf,0,1
1,0,0,0.45998914129140289,1.5048214904525665,3.7564756498231575,4.5065333536837464,5.4105926747637509,5.1759225915929745,6.2884726636650941,7.1356082781908547,8.516065737890127,7.9923831971600041,10.358773062009362,11.025935168147051,16.013762067901535,17.253132498258164,13.160468183516558,16.004220110856767,12.887763972163548,13.500190432464608,19.410297219421075,20.109063551919526,13.532428112632171,21.108741813295012,0.08738336326325237,4.0086732781524459,0,inf,0,1
2,2,3.925022925565004,4.0239676273437484,4.4878914298018033,3.5212983477682918,4.5815117919615913,4.9383963108581197,6.4452938545264544,7.1306624508943965,7.7672493963339129,8.7205184962577871,9.5165222667293694,12.511060089337139,13.474704676665398,10.316130605538719,10.93482758274072,13.045376099794687,12.823082337699852,12.290218490891801,12.989001734704509,25.039886149798104,25.060871444882075,17.171189193988212,21.378987377828576,1.4796862049771233,0.88341299407315288,0,0.29947340273621886,0,1
3,1.9998069783328081,3.998555625675015,5.9932277035835693,7.1896699705812113,3.3782079927607129,4.655530855093442,6.64923062275198,8.4427685506078749,8.8255977254780831,8.4603644698199538,8.5712405543155281,10.356875193889344,12.404533044680463,13.392388866063753,17.926239477749508,3.6002866034271932,18.892186848430974,14.169924618194855,14.213233879408534,13.26933053139464,18.975329400304815,18.911739813570083,18.804698268060005,19.809665240992722,2.0931527704141066,0.87901758473423253,0,0.29447504092451082,0,1
4,1.9981990660843041,3.6765599354537759,3.7536802494114991,4.2724111621003127,3.5385474804670101,4.5367409252601032,4.9909491655224985,6.3331399637608801,7.0447865193862134,7.7013852136199237,8.5842389082051493,9.4245975731669525,12.334551646215463,13.28614857194655,10.791424206931541,11.378868127306433,13.181943563069442,13.036916480279084,12.403343593659141,13.087637578466564,24.604006222760972,24.63283555937641,16.776938731637451,21.40622425575549,1.3746775301375214,1.660255726444499,0,0.23680525310122275,0,1
5,1.808330522411344,2.535265255454517,2.7080267239136231,3.3861968932089699,3.5489342263282344,4.3913011994178532,5.2116708214051979,5.8774962966158277,6.7369581325382111,7.5370059226930994,8.1710460566158467,8.8728046395554028,11.420766836498309,12.316974400366774,12.377030414841153,13.263551693189548,13.356291187301897,13.984981398323631,12.637427256684882,13.277658063019047,22.775706932620043,22.845799129305711,15.159480325184781,21.656844157128653,0.90095578476855609,1.6618119986724118,0,0.22704862362812933,0,1
6,1.2231404560265255,1.6271787709333898,1.7106246992220557,2.5538610023518218,3.6025496902204779,4.1850491399030982,5.3735248914808054,5.375626226449949,6.3717625160276583,7.3002728904992731,7.639922639422557,8.5543759448018459,10.657956706301958,11.478075140471754,13.975685658248398,15.020372808349293,13.769681744123226,14.669707455203294,12.905925687744341,13.566714797593656,21.164001742101345,21.180405059429056,13.521380077106047,21.927601029655307,0.45541388346088246,2.4530643598397295,0,0.18722612655789,0,1
7,1.7352954611253584,2.3347504713134088,2.4549110361293138,3.1738253170975135,3.5671326099704737,4.3475359615817446,5.2317044651977138,5.7526091730897262,6.63762692017617,7.4717047753382611,8.0778294641129413,8.7857415715990612,11.259807773291033,12.147870570328221,12.79090895237891,13.722596445316306,13.461921486167121,14.158094205006387,12.672052755770681,13.331857535244382,22.405994628017684,22.495413466511359,14.81125881737438,21.665545118505651,0.80256954650038181,2.448099355449838,0,0.17522178029539837,0,1
8,1.0608345275514464,1.3265467430613549,1.5271187671879527,2.4284325666728153,3.6392364931497694,4.2187319265673011,5.3720033348622502,5.3191715882725124,6.4108652691590455,7.3143382555792487,7.8006627811011269,8.4929146040052164,10.54909592235936,11.378314918979443,14.241682771819468,15.275216740096235,13.70782989801916,14.801784132370607,12.874447686249633,13.530195259004104,20.879037979121247,20.911400991129753,13.523466569426409,21.868386339325191,0.36632023594879187,3.2414411968639008,0,0.10688264740724478,0,1
9,0.28341318515403813,0.66378063059230974,1.2978343723960044,2.4927510571507097,3.7445230820442572,4.0664846916809303,5.5248843627984323,5.2097535880394998,6.6337200528298075,7.4100002129307594,7.8501703973541455,8.3030025295090297,10.286139755744728,11.120268999854007,14.175461147959631,15.105382809524677,13.69566827818857,14.582450016389334,13.01820990947361,13.666171868801364,20.956478036909239,20.541693935131558,13.371210037123918,22.204140135761442,0.17063275364068159,3.2445611024173666,0,0.09517115852381558,0,1
