parameter,value
function,WFG2
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,2
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_7000
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,0,0,0.035972353509417451,0,3.6642517854979149,4.1737009493897741,4.92613485388675,5.6546679557401536,7.5250906307750345,7.5812366360537613,7.6580501595998678,8.4725704971155,9.0273108732655025,9.7486162517826731,11.694671819709805,12.405098098573443,15.094751772307241,16.31370488385636,13.165562290128854,13.90139883277557,16.33966196761962,14.939345817393852,17.657253955558652,18.471428854503287,0.037401246507500562,4.0314036338387975,0,inf,0,1
1,2,4,6,8,3.5107719038891769,4.2274470596950904,5.0603279615324448,5.8473714032479425,6.4730255223833479,7.0238436719687387,7.7823122514412546,8.5603123344733092,10.139747842613728,9.2295186738438506,12.158344007937032,13.027454380676273,15.033586826607548,15.947909677548573,11.771262199154073,12.437091132216716,16.145957611844498,14.617467084022071,17.032313075450027,17.711647827982755,2.0376052875985216,0.037605287598521824,0,inf,0,1
2,1.9065434160768311,4,5.6225707938174496,8,3.5674643265623303,4.2791634661820979,4.8467781705990518,5.8041179869225585,6.6627151605148303,7.4074960686231792,7.7491278512513722,8.5173724745384742,9.7353313115240887,9.5503056641957738,12.474476387592063,13.204256480091196,15.389991825777035,16.898341085768848,12.192931996238784,12.873048170690629,15.592410856256578,14.802120515235556,17.108438420208362,17.278959787863378,1.9531831831150972,0.82652691732293782,0,0.27785756271557338,0,1
3,1.6522558300763754,2.7816692746678586,5.1999274154903254,6.5943592957360062,3.6134933331431074,4.3302398758419187,5.0231049903134863,5.8319782962479838,7.0088287450140925,7.527335352898584,7.6472515882850249,8.317127125689602,9.7844197925981558,9.403585324634447,11.547157384929726,12.285750410285441,14.790702694630248,15.601270056095299,11.980716717566027,12.596979393432491,16.314196304521111,14.680245851662628,17.299636457816963,17.653378573702359,1.4290467417638106,0.83297357186603638,0,0.27379658401066126,0,1
4,1.8650618650048854,2.0418113551581554,3.1389562770090711,3.587671797327626,3.5982859937369214,4.1351491946751562,4.9241528774452092,5.9638141346237763,7.3218460968081436,7.9178332852061635,7.6567429477202689,8.5172866605385806,9.3955305893230427,9.6403032404196907,11.482337522023652,12.267208869333349,15.960819837124619,16.946348489495037,13.030667155922217,13.770663520849203,15.842434303375768,14.872124327187981,17.416730524687321,18.13153505084874,0.86973034561399909,1.6293321322283218,0,0.24374759244849314,0,1
5,1.9027630035010765,2.7619048454624124,4.8857699502327145,4.9639540653710927,3.6130545282591009,4.1175581627590399,5.0707896873060179,6.1536628769011257,7.9668931069244096,8.8004326326060394,7.5321066292030929,8.610701802164618,9.4767947346602135,9.5712473831454901,10.577958838951323,11.267829082971129,15.506133070640574,16.572477739439066,12.751479598041696,13.588249358540912,15.54652462176962,14.898419487920984,17.173596744099502,17.874786848963073,1.3292583583705284,1.6292276006563511,0,0.23544284037463109,0,1
6,1.0784771846051235,2.3618464834954196,3.4051152679990206,4.4853897591278393,3.587925758508447,4.3649694208407386,4.9587966086505331,5.7891902868955523,6.8879835624921624,7.417773437007062,7.8081222816553684,8.5583197682430345,9.1296583030522189,9.694690898281733,11.68409799862766,12.728234885999894,16.182455230625603,17.002295761109533,12.890196851147788,13.56207682718839,16.440748836501466,14.98655631137864,17.415000149555436,18.19423869127673,0.77402754316226829,2.4132525598422756,0,0.18407876431338541,0,1
7,1.0647070833225709,0.2648888028502332,5.2008669740275701,1.2236272210532559,3.5774932613858943,4.2741022614200466,5.1640077486433,5.8697632320071715,7.4361217049186656,8.273885700831876,7.686225356456565,8.5153930437755871,9.064448137246476,9.7258613883957548,11.111100167274468,12.069720538317892,16.434073573585305,17.270477752685654,12.94705566156939,13.701429090185036,16.098458125616126,14.777585469121286,17.135563305478342,17.704243428943382,0.42647069853659109,2.4260359183117313,0,0.18347524142475591,0,1
8,0.66300201829112282,1.4648307622798058,2.1416441726595425,2.9248834226479814,3.8484244524834743,3.9733201199318109,4.7692729557234985,5.7882217946429435,8.0683458392900054,8.5944697228863003,7.6643297939746686,8.4477684392765635,9.2125674629804521,9.7856105756394935,10.961185836358807,11.597075281585013,15.688218328903107,16.398488038550486,13.43442498900092,14.130007516460488,15.953166773941795,14.631691603714941,17.63851557710943,18.299041744008989,0.34160600989658346,3.2158686904264147,0,0.11426767574354374,0,1
9,0.28948694612096459,0,4.1276777034566656,0,3.5538720788861831,4.1334055304363746,4.898390528221765,5.6400542315049211,7.231884149372851,7.9168806161462868,7.7238541914434595,8.3859717211737497,9.0205125954529919,9.7588628618543556,11.812600069729127,12.718563011041413,15.898714356900113,17.172467149532032,12.922273847724924,13.473348452464517,16.034363435719364,14.777707540119003,17.011856444171407,18.142248934287146,0.14232733426676614,3.2173073217591348,0,0.1032390112110538,0,1
10,0.14002336116460229,0.90224811804152427,1.0340985741984305,1.0724467954714991,3.6659036892978678,4.1192033076249661,4.9676310956219218,5.6581587165531868,6.8907976372722786,7.6796918282724045,7.7132804722301662,8.3461509967503016,9.3669499612158447,9.874593242638678,12.35482945136855,13.066381214066498,16.466708116111281,17.471374669073043,13.031904403456826,13.70665009355068,16.187954926839794,14.924423551286074,17.077960161471779,17.425111031867345,0.092588046077141384,3.7312958709427071,0,0.045421316096860509,0,1
11,0,0,2.7635704753678803,0.82835899052780659,3.7734599166067007,4.0533982878742405,4.9149720869402875,5.6599132114159563,7.8371425307083618,8.4684779750589065,7.7146415200871479,8.4166314576251882,9.1213010233476268,9.7701334819817589,11.406776605231681,11.976746362994083,15.688083101434092,16.575661583672893,13.167867868316273,13.844683886787053,16.02721183979439,14.615061477991009,17.273780848250777,18.083561425637495,0.084093834815660976,3.8315427377994169,0,0.040930365166587927,0,1
12,0,0.18480380976604055,2.3026219069462921,0.73630231677717639,3.7075622080488539,4.1229966645166476,4.9115450289303624,5.6257586994031712,7.1269905327550624,7.5665970930797082,7.5569057134338422,8.3480531809635075,9.284743638038373,9.6819134528838866,11.848613994430661,12.741515073027429,15.661467749723915,16.499220184807658,12.998293351396221,13.671076315118858,16.365886343306158,14.808820402576996,17.230420396866986,18.081369735725794,0.078604921837495137,3.9257892036024291,0,0.03525330658698584,0,1
13,1.5026117999031305,1.4383800919780305,3.9405178661693201,4.0674272044262825,3.6889847573219905,4.2063351875535373,5.007013047494401,5.7315370288902647,7.7543968197542101,8.3632944147047912,7.6789121962135143,8.3781461465578833,9.2937705091948697,9.7461059393836216,11.072918142439969,11.795176680353883,15.324700316263419,15.991758687842804,12.642537230095432,13.160001607799289,16.315204794224613,14.615988277329382,17.117442816358334,18.057037951126269,0.78506897607873738,2.2596307073082675,0,0.034168805953493434,0,1
