parameter,value
function,WFG2
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,2
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_3500
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,2,4,6,8,3.5250605378302615,4.1729858508954862,5.5227707701846294,5.2128856777542794,6.374526407070741,7.0763331629969883,7.7115996518746206,8.4883793797864495,9.589793074314203,10.168108595350887,14.214376367666159,15.242537808410955,13.47372060516158,14.544432136418957,12.615373186451992,13.281184756900466,19.742019500525789,19.365828232401345,12.991752785075208,23.240017503572542,2.0588614330322361,0.05886143303223651,0,inf,0,1
1,0,0,0,0,3.5493971037272272,4.2284660955649942,5.7282547763781624,5.1798416339271194,6.7252245948950629,7.4324725481211615,7.7161782442130518,8.3369052097332403,9.2489061783673563,9.7214792096269438,14.114548076244757,15.0541950870756,13.456950208006615,14.42292779559086,12.566445727754582,13.222601342461989,19.038647950765966,18.328420361041086,12.774766732987457,23.291842525638881,0.059009915125497879,4.0590099151254977,0,inf,0,1
2,1.9701486182016588,4,5.6818588486906627,7.6640786300445001,3.5364128435669584,4.1799365478305219,5.5369875472129673,5.2377878935573872,6.4045346344934702,7.1410652020288721,7.6740038589434665,8.512905490765311,9.6646454605617276,10.331589899056864,14.231572638559312,15.212788390511285,13.643012359414056,14.61193467463842,12.782099392660001,13.452761255421098,19.906751972386328,19.578583769716651,12.982785685677683,23.225485178411898,1.9725276651661559,0.849916652586856,0,0.27487902804128506,0,1
3,1.8391267871699839,3.8295798770970308,4.1901140363428562,5.0869158556234879,3.4976997902525331,4.1981913235165731,5.5072534512787481,5.2517384535965936,6.382297169868437,7.0613706673521515,7.6786428664995112,8.5679526721141812,9.724675187768046,10.274363725458777,14.212854766069801,15.115574965613824,13.415916636288374,14.497916071767262,12.511045417834012,13.149270031314513,19.702924299750297,19.364271935442986,13.108161148297166,22.949232633747521,1.4492376258825144,0.85392348021305131,0,0.26775252503553582,0,1
4,2,4,3.6990242044584591,3.6805915596530414,3.533676083778035,4.1893850709817979,5.4471955022269398,5.2688051181564779,6.4447396236586405,7.0916570776579357,7.5937371886361458,8.6415617918971481,10.156234828234302,10.857887900513754,14.045467112963006,14.936098993511404,13.562906275728775,14.29686712960471,12.552381160692038,13.204795364416931,20.333777748747785,19.94539428362669,13.393468814618057,22.335230070494219,1.3499998571514897,1.6507608433272447,0,0.24184794675110718,0,1
5,1.1715044618450736,4,2.0051855920229937,3.9137030263378416,3.511799201413405,4.2116656697547192,5.4931514033950943,5.2593239984523859,6.4101402086855126,7.1044637718956576,7.5948796847128319,8.6100035065682192,9.9974268898660679,10.725935289392943,14.21270062744907,15.15710847379323,13.611499808222771,14.511028737423452,12.632364935105363,13.30029727526097,20.122372395383387,19.85937125177065,13.180690999173125,22.556997923775974,0.88879515338739268,1.6524911487264642,0,0.24143602104994952,0,1
6,1.6648390916347597,2.896680788395277,1.5810387523546674,3.4984954596781019,3.5038000753034431,4.1746777026732103,5.5110704713454259,5.2287562862892267,6.4513669671436524,7.2174081656697968,7.6083475490625343,8.6592825294228692,9.6627725986402648,10.337784735136713,14.06699285343832,15.025884553843706,13.520617033766149,14.519655496262342,12.641511063841744,13.332915010576556,19.836999886037816,19.546956992991909,12.956898254979848,23.138442877123946,0.79486653601765389,2.4386020164796567,0,0.18511159129248764,0,1
7,1.835683384256058,1.6201653507541596,0.092282905532058868,2.2789108729065233,3.47303321626487,4.2130233342314858,5.5371102746841681,5.2169988443005559,6.5985981989295279,7.3324041291164477,7.6309500909709147,8.5305226114791957,9.537344487174904,10.250840999817434,13.908151014854383,14.852836752648933,13.530141026133668,14.380246141383399,12.376586942140968,12.999134023482702,19.552123894198196,19.040356920342155,13.006140540689277,22.905273443234172,0.45064461634917785,2.4481595168575923,0,0.18501200729216744,0,1
8,0.94390586146708988,0.42575961973500576,0.32921222753384166,1.6473775069151719,3.5087288378941359,4.2149125739584683,5.5832150982761775,5.2057406194843656,6.5456858528233246,7.262976719334798,7.6818851847269514,8.4280634412105364,9.3116566789297099,9.841755937479526,13.994821677682003,15.003433490819605,13.364457015522703,14.438584537933147,12.555569292984234,13.151621168325057,19.315172468199115,18.726807580098793,12.890289551400038,23.442224111873283,0.16553198771885949,3.2384397820859427,0,0.11674004136183576,0,1
9,1.1899252582853916,1.6458802885018353,0.3645352132649044,2.8233186786898492,3.4574817385286356,4.2624775103284689,5.4891500471251984,5.2265303939278125,6.4733486977448553,7.1410848117488772,7.6579260889071499,8.486074276844807,9.5524924356064762,10.239033319701734,14.165043883179171,15.073417315565258,13.444105155495729,14.495010757562813,12.379171086854564,12.920892067864887,19.408142482612639,18.963322562571967,13.097893382716377,22.83793191246502,0.3618310852410791,3.237110750678819,0,0.10541577034560469,0,1
