parameter,value
function,WFG2
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,2
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_5400
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,0.010505044423986032,0,0,0.37512783060580013,3.5144393655860733,4.178922363584392,4.9500097077833871,5.6526716054285018,6.3008920195279057,7.003543677511284,7.2002521817548306,7.9099694493515225,11.12268445063386,8.6872482497631331,12.518790585233649,13.288038542100677,11.891133791643258,12.706019406090862,9.5792741140383484,10.142619456971856,16.119263387001382,14.780182756058897,15.558524778127676,17.836092721138289,0.046321253387725275,3.995914437535371,0,inf,0,1
1,2,4,6,8,3.4163301529501142,4.3731749642442725,4.8283050930938476,5.5322127434794544,6.3042399366151445,7.0140220662459836,7.5625746179650593,8.5606585633675927,10.988936545181044,8.8778494645625994,13.314612126917503,13.505532545532082,11.883339543907585,12.582841527745341,9.3298363061002068,9.812361440795291,15.896694661799435,14.79555249012498,15.265008139274993,18.615908912848401,2.0502497849113572,0.050249784911357245,0,inf,0,1
2,2,3.9146452105243399,5.6020546722999871,7.8213249932120243,3.3948508231744681,4.4151666856391287,4.9457657569312623,5.5747604524490209,6.2614201480018119,7.0174208971047154,7.6941753501670096,8.4131865442631035,10.428517482256504,8.9754524171491923,12.854995696258747,13.4330739053686,11.946024197879771,12.926257473158973,10.005920951378798,10.532991555948565,17.161358915677415,16.23343372117094,15.045070217243797,20.185600860791421,1.9655406416613601,0.84369533916795947,0,0.2799536239024315,0,1
3,1.657602057570954,2.8807452889976148,4.7599426560855669,6.9319141592360722,3.3897923518808382,4.3374173051217699,4.9501047879932161,5.5583839804932111,6.3512850383585659,7.0804646578014436,7.4962978484845424,8.7503043598681032,10.926702842006225,8.6700922897081298,12.633954388341223,13.550603156334679,11.964260409262826,12.766062728166663,9.6431326328814801,10.22432008449807,16.035839265802796,14.742312283506273,15.127249754120651,19.025276131168216,1.4373202887755578,0.84380751642087548,0,0.27431203844321561,0,1
4,2,1.8221262620115826,3.1272172526977258,3.50513276561448,3.6508295492271299,4.2265082788072812,4.9387887483701327,5.654982927245892,6.4208659347573285,7.0644071498422587,7.2730998933851874,7.9614910089801763,11.120405265814714,8.6143379620618354,12.437782399817614,13.27717435365553,11.969916952659529,12.735648579054187,10.059436703081426,10.669634642624873,16.133715922700205,14.634980389384724,15.857252388311403,17.993371455344597,0.87978306889149094,1.6392370945537353,0,0.25580255514210759,0,1
5,2,3.1359597955624743,3.256647718270441,6.0332301889686208,3.5575440711519857,4.1863840240947976,4.7796432753711722,5.5242686379085857,6.5452385254284655,7.2170926583474468,7.3804086835882776,8.4753351868831306,10.897273243835823,8.8358546444038257,12.4111843519894,13.205728597482702,11.97249137614731,12.87318886831352,9.8544662548909603,10.420685077846713,16.018482780041008,14.718331610721512,15.630274585086569,18.258116731734034,1.3414760192006312,1.5928674231531732,0,0.24528021981271364,0,1
6,1.0325380800571382,1.4494591189907553,1.7053909245767029,3.6643369102690282,3.5191726841530513,4.3000344106377693,4.9335044373439354,5.5713249393494442,6.4002751869283596,7.0955988825799192,7.5792014048117258,8.3122312475747808,10.983424219833138,8.7023145452229134,12.818511007946503,13.366618609524922,12.042637208801132,12.675397547934521,9.6343827152472432,10.168906322440971,16.093053286473229,14.632623900314682,15.504659517822125,18.500427361252974,0.43761871080371229,2.4359408123399144,0,0.18898286727353328,0,1
7,1.7238617041897331,1.4268510378427017,2.883428911027345,4.4711930652981371,3.5202050548203232,4.231972388518499,4.8401573899107939,5.5496935388167801,6.4229350895624382,7.037323239488301,7.5527343081599954,8.3129136305646476,10.856617957744584,8.7530839829143474,12.688579544496255,13.373068689068209,12.169443538036022,12.830236968837166,9.7243621042108259,10.260360897316492,16.052089905801022,14.62094824166409,15.640409154336087,18.498348191462068,0.78162696778051011,2.4187977672041687,0,0.18096006330231176,0,1
8,0.47935089604984904,0.14051121280447926,1.773170881799278,2.1704860833219239,3.4820713493963389,4.2863893481594211,4.8534502193094298,5.5701123589633799,6.3588249024329588,6.960557337080612,7.4616835103280685,8.2253994569576712,10.870290402206875,8.7330679700195919,12.637195132005202,13.469473475040891,12.081789740287029,12.808668476881463,9.6951866461686187,10.17587679666395,16.031861302062079,14.571966476632197,15.60444704106497,18.45305542325109,0.15439382995678652,3.2268110584020775,0,0.10931971635185833,0,1
9,0.89863599687774887,1.2082134076781439,1.5068131251086792,3.3460469666280743,3.545177482454164,4.2580436501106487,4.8140349711882413,5.5030110739383362,6.4844894435080116,7.1037327378119572,7.5580248186869632,8.2538172010573856,10.789489328980942,8.7494830708272229,12.611134272841907,13.476653096223899,12.049939365715037,12.7349214838798,9.6395849856208713,10.197748339689442,16.024874756597516,14.615038712945195,15.573353158501272,18.48026736836383,0.34901448116541212,3.2200071551081715,0,0.10836866273919583,0,1
10,1.6802242936805567,2.3316705768619483,2.3795842686503108,4.5577835442606416,3.6022227847334216,4.3452827894380679,4.8657565439305541,5.6842093810937886,6.5228170957121412,7.1176836592634301,7.522543788659446,8.2604229797224473,11.026923323662071,8.6937743893428543,12.287665384469006,13.165442550171566,11.925623660057491,12.776291939938929,9.9795272768877137,10.670920100882247,16.116587725645893,14.774969734701573,16.133682501903326,18.22061239121237,0.86308014844207193,1.6602339139667324,0,0.03478766524255851,0,1
11,2,4,5.8111429064989268,7.4719579068433344,3.405920312426336,4.3535771101398728,4.8211835531298668,5.5493088934904993,6.2976622050352242,7.1067122887365501,7.5355152003892902,8.7544842776021561,11.027745918401534,8.8262158098749541,12.758309352148387,13.465091987411064,12.043494029625977,12.607305744535505,9.5398034936019602,10.036081021230418,16.156064807792429,14.877169106759029,15.166195344109983,19.043546974050543,1.9741978354306924,0.69271225590581453,0,0.032612948088551197,0,1
12,0,0.46149647975314079,0.95001824014447633,3.0352964706819558,3.5206118346888942,4.2455633498624801,4.8794165526726925,5.5905688991035403,6.3961686356699143,7.1349593161484606,7.5222826221441919,8.1713133489658674,11.000209733170047,8.7267384025281451,12.489100935061304,13.403830078801008,12.124119157301172,12.801608789307901,9.616873652749895,10.141390640910767,16.114078196811374,14.658726748906805,15.553488437143786,18.289625986998846,0.11022128320717337,3.5859071340762956,0,0.031103354971610715,0,1
13,0,0,0.90734380989939378,2.9481584118038664,3.5190105274190824,4.1852128851631809,4.9363681664030565,5.6372123360044739,6.2874785422830248,7.0845104205615836,7.4196477787397459,8.082857233481711,11.107952733253148,8.6504470858452418,12.663140971041177,13.330208870190628,12.16418748556973,12.850372914697367,9.6851466818878205,10.172982389096392,16.098405721183319,14.643261803815355,15.476182881108985,18.227009657032678,0.086726228230504437,3.93851241024691,0,0.030309707908509759,0,1
14,0.20880766130813783,0.1100529164902556,1.3542580644433388,2.5460077550216824,3.5241924421408779,4.2376336377637402,4.8646611416187442,5.6182544380253541,6.464411168877958,7.0265723295534963,7.315432339928118,7.9762424969667869,10.90970947516988,8.8087088456673257,12.373147219228258,13.161162793500999,12.048854117190739,12.692607880605191,9.6848906240506736,10.188359197003008,16.142559447825835,14.644396357194703,15.822231257381548,18.008376410048864,0.11522481381896932,3.5175713308147487,0,0.02983288672886588,0,1
15,1.5003250919267259,2.4514482310551964,4.8249357244923292,7.4611787622590855,3.5136202728197206,4.2010375830380831,4.8907292466109338,5.5446449704249074,6.660939733179025,7.2918277565179324,7.6550615765864602,8.4132157401170513,10.581718922153881,8.8062618287214907,12.6846333496221,12.640371911316215,11.890530131834662,12.544598147882832,9.4824602908086604,10.045538345312149,16.28218442537613,15.014702784125333,15.554803341617657,18.806857878132643,1.3577404084878792,1.4057150577427939,0,0.029791766036862084,0,1
16,0.43938401843010499,0.13300097545180956,1.003796132854784,3.0273148962032561,3.4867461189143785,4.179596347040138,4.8641580039579519,5.5705874171611152,6.3289801020820455,7.0942512081545912,7.5238587496560596,8.2298647831319087,10.999010469977788,8.7028482486322396,12.692092846172967,13.241726749295299,12.13425102905785,12.763076747992525,9.5022369641036857,9.9222826296749993,16.075784124474488,14.553919962007123,15.454658340252635,18.362828503688423,0.14412945274002792,3.2479346956986821,0,0.02922314165290155,0,1
17,0.56370787315614956,0.49559418535811861,0.20266677560231122,1.1107449545674832,3.5517818297178136,4.2485138643877516,4.9196169220869148,5.6364677678362547,6.3174117505049674,7.0611220953284377,7.3763932179785847,8.078173939702932,11.056113271455072,8.615158583540989,12.69205957613598,13.411909232552951,11.880490528758866,12.807156686066426,9.736753919696854,10.341432770352959,16.023165697651272,14.790118203415334,15.576172172335731,18.188042375682262,0.097310123884282188,3.8056422071560059,0,0.029065454570845341,0,1
18,1.5552465724273936,2.9544390824843543,4.4352589930891479,7.0479177162216349,3.464716353687868,4.2818669955314794,4.9302753461509337,5.5356136955749093,6.3162265409971186,7.1166947543455494,7.4661741845882128,8.5347478450972183,10.971446924183663,8.69427981875487,12.938155976621404,13.798873603980534,12.557387310650581,13.051047648620566,9.7397571638920706,10.419002258881314,15.704436454873983,14.408445375239634,15.228076487658507,18.478386492677583,1.3853734763589385,1.1056784621394904,0,0.028946852177955645,0,1
